""	"ID"	"Description"	"Count"	"GeneRatio"	"geneID"
"GO:0009056"	"GO:0009056"	"catabolic process"	110	"110/139"	"100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100286280/100286280/100286280/100286280/103627438/103627438/103627438/103627438/103627438/103627438/103627438/100282035/100282035/100282035/100282035/100282035/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105"
"GO:0009058"	"GO:0009058"	"biosynthetic process"	394	"394/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/542723/542723/542723/542723/542723/542723/542723/542723/542723/100279586/100279586/100279586/100279586/100277775/100277775/100277775/100277775/100277775/100277775/103626984/103626984/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100501680/100501680/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100192099/100192099/100192099/100192099/100192099/100192099/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0009892"	"GO:0009892"	"negative regulation of metabolic process"	0	"0/139"	""
"GO:0009893"	"GO:0009893"	"positive regulation of metabolic process"	0	"0/139"	""
"GO:0016999"	"GO:0016999"	"antibiotic metabolic process"	0	"0/139"	""
"GO:0018933"	"GO:0018933"	"nicotine metabolic process"	0	"0/139"	""
"GO:0019222"	"GO:0019222"	"regulation of metabolic process"	53	"53/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/103626984/103626984/100501680/100501680/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100192099/100192099/100192099/100192099/100192099/100192099/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818"
"GO:0019748"	"GO:0019748"	"secondary metabolic process"	0	"0/139"	""
"GO:0032259"	"GO:0032259"	"methylation"	0	"0/139"	""
"GO:0032963"	"GO:0032963"	"collagen metabolic process"	0	"0/139"	""
"GO:0042440"	"GO:0042440"	"pigment metabolic process"	35	"35/139"	"542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686"
"GO:0042445"	"GO:0042445"	"hormone metabolic process"	0	"0/139"	""
"GO:0044237"	"GO:0044237"	"cellular metabolic process"	650	"650/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/100285458/100285458/100285458/100285458/100285458/100285458/100285458/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542723/542723/542723/542723/542723/542723/542723/542723/542723/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/100279586/100279586/100279586/100279586/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100277775/100277775/100277775/100277775/100277775/100277775/103626984/103626984/103627438/103627438/103627438/103627438/103627438/103627438/103627438/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100501680/100501680/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100285398/100285398/100285398/100285398/100285398/100285398/100285398/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100278780/100278780/100192099/100192099/100192099/100192099/100192099/100192099/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0044238"	"GO:0044238"	"primary metabolic process"	592	"592/139"	"100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/103640631/103640631/103640631/103640631/103640631/103640631/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647733/103647733/103647733/103647733/103647733/103647733/103647733/542723/542723/542723/542723/542723/542723/542723/542723/542723/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100279586/100279586/100279586/100279586/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100277775/100277775/100277775/100277775/100277775/100277775/103626984/103626984/100286280/100286280/100286280/100286280/103627438/103627438/103627438/103627438/103627438/103627438/103627438/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/103627890/103627890/103627890/103627890/103627890/103627890/103627890/100501680/100501680/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100285398/100285398/100285398/100285398/100285398/100285398/100285398/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/100382179/100382179/100382179/100282035/100282035/100282035/100282035/100282035/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100192099/100192099/100192099/100192099/100192099/100192099/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0044281"	"GO:0044281"	"small molecule metabolic process"	97	"97/139"	"100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/103627438/103627438/103627438/103627438/103627438/103627438/103627438/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714"
"GO:0045730"	"GO:0045730"	"respiratory burst"	0	"0/139"	""
"GO:0051189"	"GO:0051189"	"prosthetic group metabolic process"	0	"0/139"	""
"GO:0061984"	"GO:0061984"	"catabolite repression"	0	"0/139"	""
"GO:0070085"	"GO:0070085"	"glycosylation"	0	"0/139"	""
"GO:0070988"	"GO:0070988"	"demethylation"	0	"0/139"	""
"GO:0071704"	"GO:0071704"	"organic substance metabolic process"	697	"697/139"	"100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/103640631/103640631/103640631/103640631/103640631/103640631/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100274182/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/100281181/100281181/100281181/100281181/100281181/100281181/100281181/100281181/100281181/100281181/100281181/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647733/103647733/103647733/103647733/103647733/103647733/103647733/542723/542723/542723/542723/542723/542723/542723/542723/542723/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100037765/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100282017/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100279586/100279586/100279586/100279586/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100277775/100277775/100277775/100277775/100277775/100277775/100274473/100274473/100274473/100274473/100274473/100274473/100274473/103626984/103626984/100286280/100286280/100286280/100286280/100284998/100284998/100284998/100284998/100284998/100284998/100284998/103627438/103627438/103627438/103627438/103627438/103627438/103627438/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/103627890/103627890/103627890/103627890/103627890/103627890/103627890/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100501680/100501680/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100285398/100285398/100285398/100285398/100285398/100285398/100285398/542632/542632/542632/542632/542632/542632/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/100382179/100382179/100382179/100282035/100282035/100282035/100282035/100282035/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100192099/100192099/100192099/100192099/100192099/100192099/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
