""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0043621"	"GO:0043621"	"protein self-association"	"2/79"	"24/8845"	0.0191443889564561	0.15698398944294	0.139720452734838	"LOC542723/LOC100283766"	2
"GO:0140825"	"GO:0140825"	"lactoperoxidase activity"	"3/79"	"69/8845"	0.0235691329465815	0.181187709526845	0.161262488581873	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0004553"	"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"5/79"	"196/8845"	0.0305708884416731	0.221189369313282	0.196865163958762	"LOC100194192/LOC100274182/LOC103647733/LOC100037765/LOC542059"	5
"GO:0051082"	"GO:0051082"	"unfolded protein binding"	"3/79"	"79/8845"	0.0334019511254334	0.228246666023795	0.203146369417841	"LOC542723/LOC100283766/LOC100196928"	3
"GO:0016709"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"2/79"	"37/8845"	0.0428891108553559	0.27765055974783	0.247117314623657	"LOC100279973/LOC103633147"	2
"GO:0140662"	"GO:0140662"	"ATP-dependent protein folding chaperone"	"2/79"	"41/8845"	0.0516201440542953	0.290151130366791	0.258243196903263	"LOC100280907/LOC100196928"	2
"GO:0016798"	"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"5/79"	"227/8845"	0.05197818153209	0.290151130366791	0.258243196903263	"LOC100194192/LOC100274182/LOC103647733/LOC100037765/LOC542059"	5
"GO:0004601"	"GO:0004601"	"peroxidase activity"	"3/79"	"96/8845"	0.0542559024263105	0.290151130366791	0.258243196903263	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0016684"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"3/79"	"96/8845"	0.0542559024263105	0.290151130366791	0.258243196903263	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0016831"	"GO:0016831"	"carboxy-lyase activity"	"2/79"	"45/8845"	0.0609257623432566	0.31224453200919	0.277906986127135	"LOC100274380/LOC541712"	2
"GO:0030527"	"GO:0030527"	"structural constituent of chromatin"	"2/79"	"54/8845"	0.0837084197504059	0.406147488634157	0.361483430192147	"LOC103504712/LOC103638138"	2
"GO:0036002"	"GO:0036002"	"pre-mRNA binding"	"1/79"	"10/8845"	0.0858523146706348	0.406147488634157	0.361483430192147	"LOC100272749"	1
"GO:0016209"	"GO:0016209"	"antioxidant activity"	"3/79"	"119/8845"	0.0901424311712874	0.410648853113642	0.365489779407949	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0016832"	"GO:0016832"	"aldehyde-lyase activity"	"1/79"	"11/8845"	0.0940263573577904	0.413044355536008	0.367621848316173	"LOC100272845"	1
"GO:0010333"	"GO:0010333"	"terpene synthase activity"	"1/79"	"13/8845"	0.110158553209016	0.467224208438238	0.41584354024456	"LOC103641105"	1
"GO:0019901"	"GO:0019901"	"protein kinase binding"	"1/79"	"14/8845"	0.118117959266136	0.484283632991158	0.431026939076426	"LOC100281022"	1
"GO:0003993"	"GO:0003993"	"acid phosphatase activity"	"1/79"	"15/8845"	0.126007063695756	0.499963510792839	0.444982499978222	"LOC100285398"	1
"GO:0016838"	"GO:0016838"	"carbon-oxygen lyase activity, acting on phosphates"	"1/79"	"17/8845"	0.141576814592569	0.544185881090186	0.484341734132472	"LOC103641105"	1
"GO:0042973"	"GO:0042973"	"glucan endo-1,3-beta-D-glucosidase activity"	"1/79"	"18/8845"	0.149258671371815	0.551295303147028	0.49066933271109	"LOC103647733"	1
"GO:0005372"	"GO:0005372"	"water transmembrane transporter activity"	"1/79"	"19/8845"	0.156872647236959	0.551295303147028	0.49066933271109	"LOC541897"	1
"GO:0015250"	"GO:0015250"	"water channel activity"	"1/79"	"19/8845"	0.156872647236959	0.551295303147028	0.49066933271109	"LOC541897"	1
"GO:0008810"	"GO:0008810"	"cellulase activity"	"1/79"	"20/8845"	0.164419334396293	0.561766059187335	0.499988619216798	"LOC100274182"	1
"GO:0004659"	"GO:0004659"	"prenyltransferase activity"	"1/79"	"21/8845"	0.171899319958071	0.561953554598498	0.50015549574877	"LOC542686"	1
"GO:0003713"	"GO:0003713"	"transcription coactivator activity"	"1/79"	"22/8845"	0.179313185973859	0.561953554598498	0.50015549574877	"LOC103638672"	1
"GO:0019900"	"GO:0019900"	"kinase binding"	"1/79"	"23/8845"	0.186661509481517	0.561953554598498	0.50015549574877	"LOC100281022"	1
"GO:0015267"	"GO:0015267"	"channel activity"	"2/79"	"89/8845"	0.188651650531122	0.561953554598498	0.50015549574877	"LOC541897/LOC100280539"	2
"GO:0022803"	"GO:0022803"	"passive transmembrane transporter activity"	"2/79"	"89/8845"	0.188651650531122	0.561953554598498	0.50015549574877	"LOC541897/LOC100280539"	2
"GO:0046527"	"GO:0046527"	"glucosyltransferase activity"	"2/79"	"90/8845"	0.191886579618999	0.561953554598498	0.50015549574877	"LOC100194192/LOC542059"	2
"GO:0016765"	"GO:0016765"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	"2/79"	"95/8845"	0.208167231638024	0.569405050791661	0.506787550554838	"LOC542632/LOC542686"	2
"GO:0010181"	"GO:0010181"	"FMN binding"	"1/79"	"26/8845"	0.20831892102134	0.569405050791661	0.506787550554838	"LOC100285987"	1
"GO:0016702"	"GO:0016702"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	"1/79"	"26/8845"	0.20831892102134	0.569405050791661	0.506787550554838	"LOC103640631"	1
"GO:0071949"	"GO:0071949"	"FAD binding"	"1/79"	"29/8845"	0.229406750916563	0.613413703537768	0.545956569687016	"LOC103641262"	1
"GO:0016701"	"GO:0016701"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"	"1/79"	"31/8845"	0.243156190700737	0.635083736326958	0.565243547950395	"LOC103640631"	1
"GO:0042803"	"GO:0042803"	"protein homodimerization activity"	"1/79"	"32/8845"	0.249939791895954	0.635083736326958	0.565243547950395	"LOC542714"	1
"GO:0061630"	"GO:0061630"	"ubiquitin protein ligase activity"	"2/79"	"109/8845"	0.254377450673869	0.635083736326958	0.565243547950395	"LOC100286280/LOC100282035"	2
"GO:0061659"	"GO:0061659"	"ubiquitin-like protein ligase activity"	"2/79"	"111/8845"	0.261017599910715	0.635083736326958	0.565243547950395	"LOC100286280/LOC100282035"	2
"GO:0003755"	"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"1/79"	"34/8845"	0.263327402867275	0.635083736326958	0.565243547950395	"LOC103646716"	1
"GO:0016859"	"GO:0016859"	"cis-trans isomerase activity"	"1/79"	"36/8845"	0.276479033512815	0.65397925234762	0.582061123184874	"LOC103646716"	1
"GO:0051087"	"GO:0051087"	"protein-folding chaperone binding"	"1/79"	"37/8845"	0.282967642475522	0.656698491028099	0.584481327059668	"LOC100279586"	1
"GO:0050661"	"GO:0050661"	"NADP binding"	"1/79"	"38/8845"	0.289398791004636	0.659186135066115	0.586695404765734	"LOC103633147"	1
"GO:0008422"	"GO:0008422"	"beta-glucosidase activity"	"1/79"	"43/8845"	0.320710059438736	0.717224314744809	0.638351123093369	"LOC103647733"	1
"GO:0004364"	"GO:0004364"	"glutathione transferase activity"	"1/79"	"44/8845"	0.326806844862996	0.717807891395509	0.638870523792323	"LOC542632"	1
"GO:0046983"	"GO:0046983"	"protein dimerization activity"	"3/79"	"230/8845"	0.33822130612005	0.718767984623939	0.639725035523232	"LOC103504712/LOC542714/LOC100284818"	3
"GO:0004190"	"GO:0004190"	"aspartic-type endopeptidase activity"	"1/79"	"47/8845"	0.344774886933434	0.718767984623939	0.639725035523232	"LOC100382179"	1
"GO:0070001"	"GO:0070001"	"aspartic-type peptidase activity"	"1/79"	"47/8845"	0.344774886933434	0.718767984623939	0.639725035523232	"LOC100382179"	1
"GO:0042802"	"GO:0042802"	"identical protein binding"	"1/79"	"51/8845"	0.367997595988623	0.736213084396927	0.655251696853063	"LOC542714"	1
"GO:0015926"	"GO:0015926"	"glucosidase activity"	"1/79"	"53/8845"	0.379302290349455	0.736213084396927	0.655251696853063	"LOC103647733"	1
"GO:0030170"	"GO:0030170"	"pyridoxal phosphate binding"	"1/79"	"55/8845"	0.390407290770051	0.736213084396927	0.655251696853063	"LOC100274380"	1
"GO:0070279"	"GO:0070279"	"vitamin B6 binding"	"1/79"	"55/8845"	0.390407290770051	0.736213084396927	0.655251696853063	"LOC100274380"	1
"GO:0008047"	"GO:0008047"	"enzyme activator activity"	"1/79"	"56/8845"	0.395885996575418	0.736213084396927	0.655251696853063	"LOC541712"	1
"GO:0016763"	"GO:0016763"	"pentosyltransferase activity"	"1/79"	"56/8845"	0.395885996575418	0.736213084396927	0.655251696853063	"LOC542714"	1
"GO:0004175"	"GO:0004175"	"endopeptidase activity"	"2/79"	"153/8845"	0.398222232753079	0.736213084396927	0.655251696853063	"LOC103627890/LOC100382179"	2
"GO:0000978"	"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	"1/79"	"58/8845"	0.406697968109252	0.736213084396927	0.655251696853063	"LOC100280131"	1
"GO:0003712"	"GO:0003712"	"transcription coregulator activity"	"1/79"	"60/8845"	0.417318841306548	0.736213084396927	0.655251696853063	"LOC103638672"	1
"GO:0140677"	"GO:0140677"	"molecular function activator activity"	"1/79"	"65/8845"	0.443056714238229	0.736213084396927	0.655251696853063	"LOC541712"	1
"GO:0016757"	"GO:0016757"	"glycosyltransferase activity"	"4/79"	"384/8845"	0.450585124534722	0.736213084396927	0.655251696853063	"LOC100194192/LOC100281608/LOC542714/LOC542059"	4
"GO:0000987"	"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	"1/79"	"67/8845"	0.453034632164837	0.736213084396927	0.655251696853063	"LOC100280131"	1
"GO:0016835"	"GO:0016835"	"carbon-oxygen lyase activity"	"1/79"	"68/8845"	0.457957195853488	0.736213084396927	0.655251696853063	"LOC103641105"	1
"GO:0000287"	"GO:0000287"	"magnesium ion binding"	"1/79"	"73/8845"	0.481921448849188	0.736213084396927	0.655251696853063	"LOC103641105"	1
"GO:0000977"	"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	"1/79"	"73/8845"	0.481921448849188	0.736213084396927	0.655251696853063	"LOC100280131"	1
"GO:0060089"	"GO:0060089"	"molecular transducer activity"	"1/79"	"74/8845"	0.486587226954627	0.736213084396927	0.655251696853063	"LOC100281022"	1
"GO:0016791"	"GO:0016791"	"phosphatase activity"	"2/79"	"185/8845"	0.494901038307204	0.736213084396927	0.655251696853063	"shbp1/LOC100285398"	2
"GO:0051536"	"GO:0051536"	"iron-sulfur cluster binding"	"1/79"	"76/8845"	0.495794669975437	0.736213084396927	0.655251696853063	"LOC100284383"	1
"GO:0051540"	"GO:0051540"	"metal cluster binding"	"1/79"	"76/8845"	0.495794669975437	0.736213084396927	0.655251696853063	"LOC100284383"	1
"GO:0008236"	"GO:0008236"	"serine-type peptidase activity"	"1/79"	"77/8845"	0.500337060336019	0.736213084396927	0.655251696853063	"LOC103627890"	1
"GO:0017171"	"GO:0017171"	"serine hydrolase activity"	"1/79"	"77/8845"	0.500337060336019	0.736213084396927	0.655251696853063	"LOC103627890"	1
"GO:0019842"	"GO:0019842"	"vitamin binding"	"1/79"	"77/8845"	0.500337060336019	0.736213084396927	0.655251696853063	"LOC100274380"	1
"GO:0046982"	"GO:0046982"	"protein heterodimerization activity"	"1/79"	"77/8845"	0.500337060336019	0.736213084396927	0.655251696853063	"LOC103504712"	1
"GO:0005543"	"GO:0005543"	"phospholipid binding"	"1/79"	"79/8845"	0.509300968852173	0.736213084396927	0.655251696853063	"LOC103649719"	1
"GO:0008270"	"GO:0008270"	"zinc ion binding"	"3/79"	"302/8845"	0.509437594986045	0.736213084396927	0.655251696853063	"LOC100383648/LOC103643889/LOC100281114"	3
"GO:0016887"	"GO:0016887"	"ATP hydrolysis activity"	"2/79"	"191/8845"	0.511945826101223	0.736213084396927	0.655251696853063	"LOC541712/LOC100196928"	2
"GO:0004842"	"GO:0004842"	"ubiquitin-protein transferase activity"	"2/79"	"192/8845"	0.514750611854762	0.736213084396927	0.655251696853063	"LOC100286280/LOC100282035"	2
"GO:0019787"	"GO:0019787"	"ubiquitin-like protein transferase activity"	"2/79"	"200/8845"	0.536811170987101	0.756776347711656	0.673553617133181	"LOC100286280/LOC100282035"	2
"GO:0016755"	"GO:0016755"	"aminoacyltransferase activity"	"2/79"	"203/8845"	0.544908514843208	0.756776347711656	0.673553617133181	"LOC100286280/LOC100282035"	2
"GO:0016758"	"GO:0016758"	"hexosyltransferase activity"	"2/79"	"204/8845"	0.547586137775101	0.756776347711656	0.673553617133181	"LOC100194192/LOC542059"	2
"GO:0016616"	"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"1/79"	"90/8845"	0.555837071726994	0.758020608229347	0.674661046263176	"A1"	1
"GO:0015318"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	"2/79"	"209/8845"	0.560811994706265	0.758020608229347	0.674661046263176	"LOC103626569/LOC541897"	2
"GO:0042578"	"GO:0042578"	"phosphoric ester hydrolase activity"	"2/79"	"216/8845"	0.578870436973011	0.773924605953047	0.688816080608617	"shbp1/LOC100285398"	2
"GO:0019899"	"GO:0019899"	"enzyme binding"	"1/79"	"101/8845"	0.598010446556925	0.788247665811221	0.701564032900017	"LOC100281022"	1
"GO:0043565"	"GO:0043565"	"sequence-specific DNA binding"	"3/79"	"348/8845"	0.60646889818957	0.788247665811221	0.701564032900017	"LOC100280131/LOC103644933/LOC100284818"	3
"GO:0046873"	"GO:0046873"	"metal ion transmembrane transporter activity"	"1/79"	"104/8845"	0.608809172781024	0.788247665811221	0.701564032900017	"LOC103626569"	1
"GO:0003729"	"GO:0003729"	"mRNA binding"	"2/79"	"236/8845"	0.627494824552329	0.803977743957672	0.715564273612305	"LOC100285398/LOC100192099"	2
"GO:0030246"	"GO:0030246"	"carbohydrate binding"	"1/79"	"114/8845"	0.642777464917869	0.806751308009162	0.718032828694504	"LOC100281786"	1
"GO:1901702"	"GO:1901702"	"salt transmembrane transporter activity"	"1/79"	"114/8845"	0.642777464917869	0.806751308009162	0.718032828694504	"LOC541897"	1
"GO:0016462"	"GO:0016462"	"pyrophosphatase activity"	"3/79"	"372/8845"	0.651905791789581	0.809943559496146	0.720874028135209	"LOC541712/LOC542686/LOC100196928"	3
"GO:0016818"	"GO:0016818"	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	"3/79"	"378/8845"	0.662677580760999	0.813473961838882	0.724016191966142	"LOC541712/LOC542686/LOC100196928"	3
"GO:0016817"	"GO:0016817"	"hydrolase activity, acting on acid anhydrides"	"3/79"	"381/8845"	0.667974554030301	0.813473961838882	0.724016191966142	"LOC541712/LOC542686/LOC100196928"	3
"GO:0140657"	"GO:0140657"	"ATP-dependent activity"	"3/79"	"402/8845"	0.70339165724667	0.844229682599172	0.751389704666785	"LOC541712/LOC100280907/LOC100196928"	3
"GO:0008233"	"GO:0008233"	"peptidase activity"	"2/79"	"288/8845"	0.733687985874457	0.844229682599172	0.751389704666785	"LOC103627890/LOC100382179"	2
"GO:0016746"	"GO:0016746"	"acyltransferase activity"	"3/79"	"425/8845"	0.738870179833821	0.844229682599172	0.751389704666785	"LOC100286280/LOC100282035/LOC100284673"	3
"GO:0008289"	"GO:0008289"	"lipid binding"	"1/79"	"149/8845"	0.740279529379172	0.844229682599172	0.751389704666785	"LOC103649719"	1
"GO:0016853"	"GO:0016853"	"isomerase activity"	"1/79"	"153/8845"	0.749591145980147	0.844229682599172	0.751389704666785	"LOC103646716"	1
"GO:0022890"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	"1/79"	"155/8845"	0.754122560697569	0.844229682599172	0.751389704666785	"LOC103626569"	1
"GO:0008194"	"GO:0008194"	"UDP-glycosyltransferase activity"	"1/79"	"156/8845"	0.756357810145773	0.844229682599172	0.751389704666785	"LOC100281608"	1
"GO:0000976"	"GO:0000976"	"transcription cis-regulatory region binding"	"1/79"	"159/8845"	0.762943875055753	0.844229682599172	0.751389704666785	"LOC100280131"	1
"GO:0001067"	"GO:0001067"	"transcription regulatory region nucleic acid binding"	"1/79"	"159/8845"	0.762943875055753	0.844229682599172	0.751389704666785	"LOC100280131"	1
"GO:0005509"	"GO:0005509"	"calcium ion binding"	"1/79"	"164/8845"	0.773532190315643	0.844229682599172	0.751389704666785	"LOC103649719"	1
"GO:0008324"	"GO:0008324"	"monoatomic cation transmembrane transporter activity"	"1/79"	"165/8845"	0.775593123038263	0.844229682599172	0.751389704666785	"LOC103626569"	1
"GO:1990837"	"GO:1990837"	"sequence-specific double-stranded DNA binding"	"1/79"	"165/8845"	0.775593123038263	0.844229682599172	0.751389704666785	"LOC100280131"	1
"GO:0017111"	"GO:0017111"	"ribonucleoside triphosphate phosphatase activity"	"2/79"	"333/8845"	0.804014926504702	0.867489789123495	0.772091896181801	"LOC541712/LOC100196928"	2
"GO:0003690"	"GO:0003690"	"double-stranded DNA binding"	"1/79"	"196/8845"	0.831061801356622	0.871058292326313	0.77526797091944	"LOC100280131"	1
"GO:0005198"	"GO:0005198"	"structural molecule activity"	"2/79"	"355/8845"	0.832082475678132	0.871058292326313	0.77526797091944	"LOC103504712/LOC103638138"	2
"GO:0015075"	"GO:0015075"	"monoatomic ion transmembrane transporter activity"	"1/79"	"199/8845"	0.835649418654511	0.871058292326313	0.77526797091944	"LOC103626569"	1
"GO:0016747"	"GO:0016747"	"acyltransferase activity, transferring groups other than amino-acyl groups"	"1/79"	"199/8845"	0.835649418654511	0.871058292326313	0.77526797091944	"LOC100284673"	1
"GO:0030234"	"GO:0030234"	"enzyme regulator activity"	"1/79"	"216/8845"	0.85941522961375	0.888303136491523	0.790616398760106	"LOC541712"	1
"GO:0016874"	"GO:0016874"	"ligase activity"	"1/79"	"227/8845"	0.872949967261209	0.894773716442739	0.796375408729524	"LOC100282035"	1
"GO:0098772"	"GO:0098772"	"molecular function regulator activity"	"1/79"	"234/8845"	0.880884397388025	0.895444470072125	0.796972399550715	"LOC541712"	1
"GO:0016788"	"GO:0016788"	"hydrolase activity, acting on ester bonds"	"2/79"	"454/8845"	0.918833314266071	0.926364734874809	0.824492361377665	"shbp1/LOC100285398"	2
"GO:0004674"	"GO:0004674"	"protein serine/threonine kinase activity"	"1/79"	"368/8845"	0.965691944723535	0.965691944723535	0.859494756108238	"LOC103647730"	1
