""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0016684"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"6/219"	"96/8845"	0.0315706951909177	0.318632195659312	0.291311866552867	"LOC100192603/LOC100191769/LOC103628533/LOC103629160/LOC101027254/LOC100191153"	6
"GO:0016829"	"GO:0016829"	"lyase activity"	"10/219"	"207/8845"	0.0329103676267834	0.318632195659312	0.291311866552867	"LOC100274380/LOC100191549/LOC100217270/LOC100274033/LOC100283280/LOC541712/LOC100272845/LOC100382914/LOC103633249/LOC103641105"	10
"GO:0016706"	"GO:0016706"	"2-oxoglutarate-dependent dioxygenase activity"	"3/219"	"30/8845"	0.0371986278691159	0.344491640700943	0.314954057473064	"LOC103627438/LOC100382364/LOC100283644"	3
"GO:0010333"	"GO:0010333"	"terpene synthase activity"	"2/219"	"13/8845"	0.0397787029208211	0.353035988422288	0.322765791243505	"LOC100274033/LOC103641105"	2
"GO:0046982"	"GO:0046982"	"protein heterodimerization activity"	"5/219"	"77/8845"	0.0417349334714877	0.355581633177075	0.325093165988431	"LOC542587/LOC103504712/LOC542301/LOC103629234/LOC100501512"	5
"GO:0030170"	"GO:0030170"	"pyridoxal phosphate binding"	"4/219"	"55/8845"	0.0467474900221193	0.360447801142262	0.329542096423615	"LOC103632470/LOC100274380/LOC100191549/LOC100217270"	4
"GO:0070279"	"GO:0070279"	"vitamin B6 binding"	"4/219"	"55/8845"	0.0467474900221193	0.360447801142262	0.329542096423615	"LOC103632470/LOC100274380/LOC100191549/LOC100217270"	4
"GO:0015144"	"GO:0015144"	"carbohydrate transmembrane transporter activity"	"3/219"	"33/8845"	0.0473828095398279	0.360447801142262	0.329542096423615	"LOC100274325/LOC100273083/LOC100279532"	3
"GO:0003993"	"GO:0003993"	"acid phosphatase activity"	"2/219"	"15/8845"	0.0518508661360423	0.380835671964724	0.34818185971571	"LOC100285685/LOC100285398"	2
"GO:0050660"	"GO:0050660"	"flavin adenine dinucleotide binding"	"5/219"	"83/8845"	0.0545713402576419	0.387456515829257	0.3542350157075	"LOC100382402/LOC100383200/LOC100382914/LOC103633147/LOC103641262"	5
"GO:0016709"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"3/219"	"37/8845"	0.0628508764076339	0.395811168776343	0.361873319612668	"LOC100279973/LOC103629010/LOC103633147"	3
"GO:0016830"	"GO:0016830"	"carbon-carbon lyase activity"	"5/219"	"87/8845"	0.0642670289586806	0.395811168776343	0.361873319612668	"LOC100274380/LOC100191549/LOC541712/LOC100272845/LOC103633249"	5
"GO:0016682"	"GO:0016682"	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	"2/219"	"17/8845"	0.065039393930385	0.395811168776343	0.361873319612668	"LOC103640860/LOC103641120"	2
"GO:0016762"	"GO:0016762"	"xyloglucan:xyloglucosyl transferase activity"	"2/219"	"17/8845"	0.065039393930385	0.395811168776343	0.361873319612668	"LOC100194192/LOC542059"	2
"GO:0016838"	"GO:0016838"	"carbon-oxygen lyase activity, acting on phosphates"	"2/219"	"17/8845"	0.065039393930385	0.395811168776343	0.361873319612668	"LOC100274033/LOC103641105"	2
"GO:0042973"	"GO:0042973"	"glucan endo-1,3-beta-D-glucosidase activity"	"2/219"	"18/8845"	0.0720090570421966	0.415257177133257	0.379651978105523	"LOC103647733/LOC100272735"	2
"GO:0016616"	"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"5/219"	"90/8845"	0.0721338758400494	0.415257177133257	0.379651978105523	"LOC100217128/A1/LOC100273263/LOC100135421/LOC100191526"	5
"GO:0016209"	"GO:0016209"	"antioxidant activity"	"6/219"	"119/8845"	0.074755096563367	0.419021988631505	0.383093985158529	"LOC100192603/LOC100191769/LOC103628533/LOC103629160/LOC101027254/LOC100191153"	6
"GO:0005372"	"GO:0005372"	"water transmembrane transporter activity"	"2/219"	"19/8845"	0.0792072816676344	0.421778774880153	0.385614397592431	"LOC103647293/LOC541897"	2
"GO:0015250"	"GO:0015250"	"water channel activity"	"2/219"	"19/8845"	0.0792072816676344	0.421778774880153	0.385614397592431	"LOC103647293/LOC541897"	2
"GO:0016679"	"GO:0016679"	"oxidoreductase activity, acting on diphenols and related substances as donors"	"2/219"	"20/8845"	0.0866185967229475	0.449994173219215	0.411410536424783	"LOC103640860/LOC103641120"	2
"GO:0016831"	"GO:0016831"	"carboxy-lyase activity"	"3/219"	"45/8845"	0.099697646390977	0.505609492411384	0.462257257702525	"LOC100274380/LOC100191549/LOC541712"	3
"GO:0000287"	"GO:0000287"	"magnesium ion binding"	"4/219"	"73/8845"	0.106664284387527	0.523881038851744	0.478962155609453	"LOC100274033/LOC100283280/LOC100217128/LOC103641105"	4
"GO:0052742"	"GO:0052742"	"phosphatidylinositol kinase activity"	"2/219"	"23/8845"	0.109985545350053	0.523881038851744	0.478962155609453	"LOC103643394/LOC103635424"	2
"GO:0016798"	"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"9/219"	"227/8845"	0.110679092715157	0.523881038851744	0.478962155609453	"LOC100194192/LOC103632224/LOC100274182/LOC103647733/LOC100272735/LOC100037765/LOC103650978/LOC100286299/LOC542059"	9
"GO:0004553"	"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"8/219"	"196/8845"	0.113430537823076	0.525232707745981	0.480197928999291	"LOC100194192/LOC103632224/LOC100274182/LOC103647733/LOC100272735/LOC100037765/LOC103650978/LOC542059"	8
"GO:0043621"	"GO:0043621"	"protein self-association"	"2/219"	"24/8845"	0.118106596430089	0.535249043395935	0.489355438736091	"LOC542723/LOC100283766"	2
"GO:0019842"	"GO:0019842"	"vitamin binding"	"4/219"	"77/8845"	0.123197202340101	0.546687585384197	0.499813211248216	"LOC103632470/LOC100274380/LOC100191549/LOC100217270"	4
"GO:0044183"	"GO:0044183"	"protein folding chaperone"	"3/219"	"53/8845"	0.143196112169704	0.622464732492793	0.569093034401615	"LOC100280907/LOC100277775/LOC100196928"	3
"GO:0030246"	"GO:0030246"	"carbohydrate binding"	"5/219"	"114/8845"	0.152288133644392	0.648747449325108	0.593122204720262	"LOC100304375/LOC100281786/LOC100282063/LOC100279755/LOC103641459"	5
"GO:0043022"	"GO:0043022"	"ribosome binding"	"2/219"	"30/8845"	0.169465324504623	0.707766943519309	0.647081218438706	"LOC103644301/LOC100285098"	2
"GO:0046527"	"GO:0046527"	"glucosyltransferase activity"	"4/219"	"90/8845"	0.183493955353838	0.751619470968604	0.687173719442509	"LOC100194192/LOC100274523/LOC103653257/LOC542059"	4
"GO:0042803"	"GO:0042803"	"protein homodimerization activity"	"2/219"	"32/8845"	0.18733012373698	0.752855025584469	0.68830333448543	"LOC542587/LOC542714"	2
"GO:0001727"	"GO:0001727"	"lipid kinase activity"	"2/219"	"35/8845"	0.214567186046139	0.793472629948987	0.725438282878985	"LOC103643394/LOC103635424"	2
"GO:0043021"	"GO:0043021"	"ribonucleoprotein complex binding"	"2/219"	"35/8845"	0.214567186046139	0.793472629948987	0.725438282878985	"LOC103644301/LOC100285098"	2
"GO:0036002"	"GO:0036002"	"pre-mRNA binding"	"1/219"	"10/8845"	0.221855900380171	0.793472629948987	0.725438282878985	"LOC100272749"	1
"GO:0052716"	"GO:0052716"	"hydroquinone:oxygen oxidoreductase activity"	"1/219"	"10/8845"	0.221855900380171	0.793472629948987	0.725438282878985	"LOC103640860"	1
"GO:0097599"	"GO:0097599"	"xylanase activity"	"1/219"	"10/8845"	0.221855900380171	0.793472629948987	0.725438282878985	"LOC103632224"	1
"GO:0008483"	"GO:0008483"	"transaminase activity"	"2/219"	"36/8845"	0.223730685957729	0.793472629948987	0.725438282878985	"LOC103632470/LOC100217270"	2
"GO:0016769"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	"2/219"	"36/8845"	0.223730685957729	0.793472629948987	0.725438282878985	"LOC103632470/LOC100217270"	2
"GO:0016835"	"GO:0016835"	"carbon-oxygen lyase activity"	"3/219"	"68/8845"	0.237052038279348	0.793472629948987	0.725438282878985	"LOC100274033/LOC100283280/LOC103641105"	3
"GO:0015205"	"GO:0015205"	"nucleobase transmembrane transporter activity"	"1/219"	"11/8845"	0.241144361932718	0.793472629948987	0.725438282878985	"LOC100501404"	1
"GO:0016638"	"GO:0016638"	"oxidoreductase activity, acting on the CH-NH2 group of donors"	"1/219"	"11/8845"	0.241144361932718	0.793472629948987	0.725438282878985	"LOC103644300"	1
"GO:0016832"	"GO:0016832"	"aldehyde-lyase activity"	"1/219"	"11/8845"	0.241144361932718	0.793472629948987	0.725438282878985	"LOC100272845"	1
"GO:0043531"	"GO:0043531"	"ADP binding"	"2/219"	"38/8845"	0.242139534960959	0.793472629948987	0.725438282878985	"LOC100384031/LOC103640718"	2
"GO:0003746"	"GO:0003746"	"translation elongation factor activity"	"2/219"	"39/8845"	0.251371117800733	0.811243152902365	0.741685116317952	"LOC103644301/LOC100285098"	2
"GO:0043295"	"GO:0043295"	"glutathione binding"	"1/219"	"12/8845"	0.259956834735155	0.818271016529804	0.748110393170317	"LOC542630"	1
"GO:0005198"	"GO:0005198"	"structural molecule activity"	"11/219"	"355/8845"	0.264626670462316	0.818271016529804	0.748110393170317	"LOC100278182/LOC103504712/LOC542301/LOC103654685/LOC103654828/LOC103654826/LOC542341/LOC103629234/LOC103629584/LOC100501512/LOC103638138"	11
"GO:0140662"	"GO:0140662"	"ATP-dependent protein folding chaperone"	"2/219"	"41/8845"	0.269856572426791	0.818271016529804	0.748110393170317	"LOC100280907/LOC100196928"	2
"GO:0004177"	"GO:0004177"	"aminopeptidase activity"	"1/219"	"13/8845"	0.27830501238635	0.818271016529804	0.748110393170317	"LOC100381889"	1
"GO:0005315"	"GO:0005315"	"inorganic phosphate transmembrane transporter activity"	"1/219"	"13/8845"	0.27830501238635	0.818271016529804	0.748110393170317	"LOC100193679"	1
"GO:0008235"	"GO:0008235"	"metalloexopeptidase activity"	"1/219"	"13/8845"	0.27830501238635	0.818271016529804	0.748110393170317	"LOC100381889"	1
"GO:0008422"	"GO:0008422"	"beta-glucosidase activity"	"2/219"	"43/8845"	0.288332544680835	0.818271016529804	0.748110393170317	"LOC103647733/LOC100272735"	2
"GO:0004568"	"GO:0004568"	"chitinase activity"	"1/219"	"14/8845"	0.296200302500411	0.818271016529804	0.748110393170317	"LOC103650978"	1
"GO:0008375"	"GO:0008375"	"acetylglucosaminyltransferase activity"	"1/219"	"14/8845"	0.296200302500411	0.818271016529804	0.748110393170317	"LOC100280187"	1
"GO:0019901"	"GO:0019901"	"protein kinase binding"	"1/219"	"14/8845"	0.296200302500411	0.818271016529804	0.748110393170317	"LOC100281022"	1
"GO:0052745"	"GO:0052745"	"inositol phosphate phosphatase activity"	"1/219"	"14/8845"	0.296200302500411	0.818271016529804	0.748110393170317	"LOC100384405"	1
"GO:0015291"	"GO:0015291"	"secondary active transmembrane transporter activity"	"5/219"	"147/8845"	0.299648541264435	0.818271016529804	0.748110393170317	"LOC100274325/LOC100273083/LOC100381982/LOC100193679/LOC100279532"	5
"GO:0008757"	"GO:0008757"	"S-adenosylmethionine-dependent methyltransferase activity"	"3/219"	"79/8845"	0.311170516960992	0.8247934144637	0.754073544234171	"LOC100193561/LOC103654413/LOC103630606"	3
"GO:0051082"	"GO:0051082"	"unfolded protein binding"	"3/219"	"79/8845"	0.311170516960992	0.8247934144637	0.754073544234171	"LOC542723/LOC100283766/LOC100196928"	3
"GO:0019203"	"GO:0019203"	"carbohydrate phosphatase activity"	"1/219"	"15/8845"	0.313653833669294	0.8247934144637	0.754073544234171	"LOC103647672"	1
"GO:0004866"	"GO:0004866"	"endopeptidase inhibitor activity"	"1/219"	"16/8845"	0.330676462256658	0.828636311301979	0.757586941392963	"LOC103631780"	1
"GO:0030414"	"GO:0030414"	"peptidase inhibitor activity"	"1/219"	"16/8845"	0.330676462256658	0.828636311301979	0.757586941392963	"LOC103631780"	1
"GO:0061134"	"GO:0061134"	"peptidase regulator activity"	"1/219"	"16/8845"	0.330676462256658	0.828636311301979	0.757586941392963	"LOC103631780"	1
"GO:0061135"	"GO:0061135"	"endopeptidase regulator activity"	"1/219"	"16/8845"	0.330676462256658	0.828636311301979	0.757586941392963	"LOC103631780"	1
"GO:0008194"	"GO:0008194"	"UDP-glycosyltransferase activity"	"5/219"	"156/8845"	0.343686075887254	0.85023425210071	0.77733302020574	"LOC100274523/LOC103653257/LOC100281608/LOC100217220/LOC100280187"	5
"GO:0042562"	"GO:0042562"	"hormone binding"	"1/219"	"17/8845"	0.347278779027051	0.85023425210071	0.77733302020574	"LOC542294"	1
"GO:0042802"	"GO:0042802"	"identical protein binding"	"2/219"	"51/8845"	0.361340665322933	0.859395067314568	0.785708363989104	"LOC542587/LOC542714"	2
"GO:0016782"	"GO:0016782"	"transferase activity, transferring sulphur-containing groups"	"1/219"	"18/8845"	0.363471115614395	0.859395067314568	0.785708363989104	"LOC100283138"	1
"GO:0051119"	"GO:0051119"	"sugar transmembrane transporter activity"	"1/219"	"18/8845"	0.363471115614395	0.859395067314568	0.785708363989104	"LOC100273083"	1
"GO:0015267"	"GO:0015267"	"channel activity"	"3/219"	"89/8845"	0.37917607038424	0.859395067314568	0.785708363989104	"LOC103647293/LOC541897/LOC100280539"	3
"GO:0022803"	"GO:0022803"	"passive transmembrane transporter activity"	"3/219"	"89/8845"	0.37917607038424	0.859395067314568	0.785708363989104	"LOC103647293/LOC541897/LOC100280539"	3
"GO:0015926"	"GO:0015926"	"glucosidase activity"	"2/219"	"53/8845"	0.379202191435658	0.859395067314568	0.785708363989104	"LOC103647733/LOC100272735"	2
"GO:0016645"	"GO:0016645"	"oxidoreductase activity, acting on the CH-NH group of donors"	"1/219"	"19/8845"	0.379263550833659	0.859395067314568	0.785708363989104	"LOC100383200"	1
"GO:0008810"	"GO:0008810"	"cellulase activity"	"1/219"	"20/8845"	0.394665916839486	0.884882529334848	0.809010466651578	"LOC100274182"	1
"GO:0004659"	"GO:0004659"	"prenyltransferase activity"	"1/219"	"21/8845"	0.409687805135481	0.908994817644349	0.83105530647	"LOC542686"	1
"GO:0000978"	"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	"2/219"	"58/8845"	0.422885700245789	0.920201098668715	0.841300732659809	"LOC100280131/LOC100383076"	2
"GO:0003713"	"GO:0003713"	"transcription coactivator activity"	"1/219"	"22/8845"	0.424338572437762	0.920201098668715	0.841300732659809	"LOC103638672"	1
"GO:0004674"	"GO:0004674"	"protein serine/threonine kinase activity"	"10/219"	"368/8845"	0.427699102198135	0.920201098668715	0.841300732659809	"LOC103641763/LOC103647730/LOC100304375/LOC103651136/LOC100281727/LOC100192804/LOC103630507/LOC100273920/LOC100279755/LOC103641459"	10
"GO:0019900"	"GO:0019900"	"kinase binding"	"1/219"	"23/8845"	0.438627346396295	0.934276247824107	0.854169042982258	"LOC100281022"	1
"GO:0000049"	"GO:0000049"	"tRNA binding"	"1/219"	"26/8845"	0.479409665005426	0.991400569380152	0.906395380950473	"LOC103654058"	1
"GO:0010181"	"GO:0010181"	"FMN binding"	"1/219"	"26/8845"	0.479409665005426	0.991400569380152	0.906395380950473	"LOC100285987"	1
"GO:0016866"	"GO:0016866"	"intramolecular transferase activity"	"1/219"	"26/8845"	0.479409665005426	0.991400569380152	0.906395380950473	"LOC103634611"	1
"GO:0016791"	"GO:0016791"	"phosphatase activity"	"5/219"	"185/8845"	0.48560028678329	0.993975064102469	0.908749131993856	"LOC100285685/LOC103647672/shbp1/LOC100384405/LOC100285398"	5
"GO:0005484"	"GO:0005484"	"SNAP receptor activity"	"1/219"	"27/8845"	0.492337353333333	0.993975064102469	0.908749131993856	"LOC103647882"	1
"GO:0000987"	"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	"2/219"	"67/8845"	0.497264477970012	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:0016628"	"GO:0016628"	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	"1/219"	"29/8845"	0.517241794740737	0.993975064102469	0.908749131993856	"LOC100194237"	1
"GO:0071949"	"GO:0071949"	"FAD binding"	"1/219"	"29/8845"	0.517241794740737	0.993975064102469	0.908749131993856	"LOC103641262"	1
"GO:0035251"	"GO:0035251"	"UDP-glucosyltransferase activity"	"2/219"	"70/8845"	0.520678760872904	0.993975064102469	0.908749131993856	"LOC100274523/LOC103653257"	2
"GO:0005507"	"GO:0005507"	"copper ion binding"	"1/219"	"30/8845"	0.529234086817844	0.993975064102469	0.908749131993856	"LOC103640860"	1
"GO:0022804"	"GO:0022804"	"active transmembrane transporter activity"	"6/219"	"238/8845"	0.540747386612104	0.993975064102469	0.908749131993856	"LOC100274325/LOC100273083/LOC100381982/LOC100193679/LOC103636060/LOC100279532"	6
"GO:0016410"	"GO:0016410"	"N-acyltransferase activity"	"1/219"	"31/8845"	0.540929802641655	0.993975064102469	0.908749131993856	"LOC103646871"	1
"GO:0016799"	"GO:0016799"	"hydrolase activity, hydrolyzing N-glycosyl compounds"	"1/219"	"31/8845"	0.540929802641655	0.993975064102469	0.908749131993856	"LOC100286299"	1
"GO:0000977"	"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	"2/219"	"73/8845"	0.543357050640117	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:0008168"	"GO:0008168"	"methyltransferase activity"	"5/219"	"199/8845"	0.550562926830771	0.993975064102469	0.908749131993856	"LOC100193561/LOC100382865/LOC103654413/LOC100303908/LOC103630606"	5
"GO:0000149"	"GO:0000149"	"SNARE binding"	"1/219"	"32/8845"	0.552336243896645	0.993975064102469	0.908749131993856	"LOC103647882"	1
"GO:0004857"	"GO:0004857"	"enzyme inhibitor activity"	"2/219"	"75/8845"	0.558058527065318	0.993975064102469	0.908749131993856	"LOC103631780/LOC103632160"	2
"GO:0004620"	"GO:0004620"	"phospholipase activity"	"1/219"	"33/8845"	0.563460533308495	0.993975064102469	0.908749131993856	"LOC100273985"	1
"GO:0015932"	"GO:0015932"	"nucleobase-containing compound transmembrane transporter activity"	"1/219"	"33/8845"	0.563460533308495	0.993975064102469	0.908749131993856	"LOC100501404"	1
"GO:0140678"	"GO:0140678"	"molecular function inhibitor activity"	"2/219"	"76/8845"	0.565282677206201	0.993975064102469	0.908749131993856	"LOC103631780/LOC103632160"	2
"GO:0016741"	"GO:0016741"	"transferase activity, transferring one-carbon groups"	"5/219"	"204/8845"	0.572806281531017	0.993975064102469	0.908749131993856	"LOC100193561/LOC100382865/LOC103654413/LOC100303908/LOC103630606"	5
"GO:0016758"	"GO:0016758"	"hexosyltransferase activity"	"5/219"	"204/8845"	0.572806281531017	0.993975064102469	0.908749131993856	"LOC100194192/LOC100274523/LOC103653257/LOC100280187/LOC542059"	5
"GO:0003755"	"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"1/219"	"34/8845"	0.574309619010428	0.993975064102469	0.908749131993856	"LOC103646716"	1
"GO:0004812"	"GO:0004812"	"aminoacyl-tRNA ligase activity"	"1/219"	"35/8845"	0.584890278803496	0.993975064102469	0.908749131993856	"LOC103654058"	1
"GO:0016875"	"GO:0016875"	"ligase activity, forming carbon-oxygen bonds"	"1/219"	"35/8845"	0.584890278803496	0.993975064102469	0.908749131993856	"LOC103654058"	1
"GO:0016859"	"GO:0016859"	"cis-trans isomerase activity"	"1/219"	"36/8845"	0.595209124313375	0.993975064102469	0.908749131993856	"LOC103646716"	1
"GO:1901505"	"GO:1901505"	"carbohydrate derivative transmembrane transporter activity"	"1/219"	"36/8845"	0.595209124313375	0.993975064102469	0.908749131993856	"LOC100501404"	1
"GO:0051087"	"GO:0051087"	"protein-folding chaperone binding"	"1/219"	"37/8845"	0.60527260504619	0.993975064102469	0.908749131993856	"LOC100279586"	1
"GO:0140359"	"GO:0140359"	"ABC-type transporter activity"	"1/219"	"37/8845"	0.60527260504619	0.993975064102469	0.908749131993856	"LOC103636060"	1
"GO:0050661"	"GO:0050661"	"NADP binding"	"1/219"	"38/8845"	0.615087012345791	0.993975064102469	0.908749131993856	"LOC103633147"	1
"GO:0042578"	"GO:0042578"	"phosphoric ester hydrolase activity"	"5/219"	"216/8845"	0.623760342359458	0.993975064102469	0.908749131993856	"LOC100285685/LOC103647672/shbp1/LOC100384405/LOC100285398"	5
"GO:0030674"	"GO:0030674"	"protein-macromolecule adaptor activity"	"1/219"	"40/8845"	0.63399300428226	0.993975064102469	0.908749131993856	"LOC103647882"	1
"GO:0003735"	"GO:0003735"	"structural constituent of ribosome"	"6/219"	"262/8845"	0.635043985172281	0.993975064102469	0.908749131993856	"LOC100278182/LOC103654685/LOC103654828/LOC103654826/LOC542341/LOC103629584"	6
"GO:0008238"	"GO:0008238"	"exopeptidase activity"	"1/219"	"41/8845"	0.643096415078647	0.993975064102469	0.908749131993856	"LOC100381889"	1
"GO:0060090"	"GO:0060090"	"molecular adaptor activity"	"1/219"	"41/8845"	0.643096415078647	0.993975064102469	0.908749131993856	"LOC103647882"	1
"GO:0000981"	"GO:0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific"	"2/219"	"92/8845"	0.669299506850495	0.993975064102469	0.908749131993856	"LOC100383076/LOC100383828"	2
"GO:0016627"	"GO:0016627"	"oxidoreductase activity, acting on the CH-CH group of donors"	"1/219"	"46/8845"	0.685341367936056	0.993975064102469	0.908749131993856	"LOC100194237"	1
"GO:0004190"	"GO:0004190"	"aspartic-type endopeptidase activity"	"1/219"	"47/8845"	0.693172967029362	0.993975064102469	0.908749131993856	"LOC100382179"	1
"GO:0016298"	"GO:0016298"	"lipase activity"	"1/219"	"47/8845"	0.693172967029362	0.993975064102469	0.908749131993856	"LOC100273985"	1
