""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0071310"	"GO:0071310"	"cellular response to organic substance"	"9/179"	"251/7706"	0.129720297022554	0.704329092572338	0.676601973823235	"LOC103632470/LOC103643204/LOC100274370/LOC100273056/LOC100281022/LOC101027254/LOC100273598/LOC100280045/LOC542294"	9
"GO:0006661"	"GO:0006661"	"phosphatidylinositol biosynthetic process"	"3/179"	"54/7706"	0.129906612662725	0.704329092572338	0.676601973823235	"LOC103643394/LOC100384405/LOC103635424"	3
"GO:0019362"	"GO:0019362"	"pyridine nucleotide metabolic process"	"2/179"	"28/7706"	0.137102616343296	0.704329092572338	0.676601973823235	"LOC103644300/LOC100217128"	2
"GO:0046496"	"GO:0046496"	"nicotinamide nucleotide metabolic process"	"2/179"	"28/7706"	0.137102616343296	0.704329092572338	0.676601973823235	"LOC103644300/LOC100217128"	2
"GO:0009699"	"GO:0009699"	"phenylpropanoid biosynthetic process"	"2/179"	"29/7706"	0.145115989618689	0.704329092572338	0.676601973823235	"LOC103641577/LOC100273263"	2
"GO:0044255"	"GO:0044255"	"cellular lipid metabolic process"	"12/179"	"369/7706"	0.149710211398382	0.704329092572338	0.676601973823235	"LOC103643394/LOC100274033/LOC100194237/LOC100501454/LOC100384405/LOC100381644/LOC103627438/LOC101027254/LOC103635424/LOC542686/LOC103641105/LOC103641109"	12
"GO:0009636"	"GO:0009636"	"response to toxic substance"	"3/179"	"58/7706"	0.151465283895099	0.704329092572338	0.676601973823235	"LOC542587/LOC100274648/LOC542630"	3
"GO:0009735"	"GO:0009735"	"response to cytokinin"	"2/179"	"30/7706"	0.153224201007988	0.704329092572338	0.676601973823235	"LOC100281022/LOC100273598"	2
"GO:0010411"	"GO:0010411"	"xyloglucan metabolic process"	"2/179"	"31/7706"	0.161418592466588	0.704329092572338	0.676601973823235	"LOC100194192/LOC542059"	2
"GO:0042364"	"GO:0042364"	"water-soluble vitamin biosynthetic process"	"2/179"	"31/7706"	0.161418592466588	0.704329092572338	0.676601973823235	"LOC542714/LOC100282978"	2
"GO:0046165"	"GO:0046165"	"alcohol biosynthetic process"	"2/179"	"31/7706"	0.161418592466588	0.704329092572338	0.676601973823235	"LOC100384405/LOC542714"	2
"GO:0009966"	"GO:0009966"	"regulation of signal transduction"	"3/179"	"61/7706"	0.168328963681504	0.704329092572338	0.676601973823235	"LOC103643204/LOC100274370/LOC100273056"	3
"GO:0023051"	"GO:0023051"	"regulation of signaling"	"3/179"	"61/7706"	0.168328963681504	0.704329092572338	0.676601973823235	"LOC103643204/LOC100274370/LOC100273056"	3
"GO:0048583"	"GO:0048583"	"regulation of response to stimulus"	"5/179"	"127/7706"	0.172869190026989	0.704329092572338	0.676601973823235	"LOC103643204/LOC100274370/LOC100273056/LOC100272803/LOC103630699"	5
"GO:0010646"	"GO:0010646"	"regulation of cell communication"	"3/179"	"62/7706"	0.174068427244383	0.704329092572338	0.676601973823235	"LOC103643204/LOC100274370/LOC100273056"	3
"GO:0006790"	"GO:0006790"	"sulfur compound metabolic process"	"4/179"	"94/7706"	0.174498375730315	0.704329092572338	0.676601973823235	"LOC100284347/LOC100283138/LOC100286299/LOC542714"	4
"GO:0016052"	"GO:0016052"	"carbohydrate catabolic process"	"5/179"	"128/7706"	0.176758050170334	0.704329092572338	0.676601973823235	"LOC103632224/LOC103634611/LOC100274182/LOC100283280/LOC100272845"	5
"GO:0072524"	"GO:0072524"	"pyridine-containing compound metabolic process"	"2/179"	"33/7706"	0.17803300680434	0.704329092572338	0.676601973823235	"LOC103644300/LOC100217128"	2
"GO:0070925"	"GO:0070925"	"organelle assembly"	"3/179"	"63/7706"	0.179862652477746	0.704329092572338	0.676601973823235	"LOC103654828/LOC103654826/LOC542341"	3
"GO:0070887"	"GO:0070887"	"cellular response to chemical stimulus"	"10/179"	"310/7706"	0.184107914888319	0.704329092572338	0.676601973823235	"LOC103632470/LOC103643204/LOC100274370/LOC100273056/LOC100281022/LOC100274648/LOC101027254/LOC100273598/LOC100280045/LOC542294"	10
"GO:0009698"	"GO:0009698"	"phenylpropanoid metabolic process"	"3/179"	"64/7706"	0.185709050507239	0.704329092572338	0.676601973823235	"LOC103641577/LOC100273263/LOC103640860"	3
"GO:1901700"	"GO:1901700"	"response to oxygen-containing compound"	"8/179"	"237/7706"	0.185999294975424	0.704329092572338	0.676601973823235	"LOC103632470/LOC103643204/LOC100274370/LOC542723/LOC101027254/LOC100216961/LOC103638672/LOC100283766"	8
"GO:0098542"	"GO:0098542"	"defense response to other organism"	"5/179"	"133/7706"	0.196687026840301	0.704329092572338	0.676601973823235	"LOC103632470/LOC101027254/LOC103640718/LOC103641105/LOC100196928"	5
"GO:0008610"	"GO:0008610"	"lipid biosynthetic process"	"9/179"	"279/7706"	0.200605270881374	0.704329092572338	0.676601973823235	"LOC103643394/LOC100274033/LOC100384405/LOC100381644/LOC103626026/LOC101027254/LOC103635424/LOC542686/LOC103641105"	9
"GO:0022607"	"GO:0022607"	"cellular component assembly"	"10/179"	"317/7706"	0.202093133483883	0.704329092572338	0.676601973823235	"LOC109939171/LOC100284347/LOC542723/LOC103654828/LOC103654826/LOC542341/LOC100277775/LOC103638138/LOC100283766/LOC100280950"	10
"GO:0008299"	"GO:0008299"	"isoprenoid biosynthetic process"	"3/179"	"67/7706"	0.20353570430229	0.704329092572338	0.676601973823235	"LOC100274033/LOC542686/LOC103641105"	3
"GO:0033993"	"GO:0033993"	"response to lipid"	"5/179"	"136/7706"	0.209005792173186	0.704329092572338	0.676601973823235	"LOC103643204/LOC100274370/LOC101027254/LOC100216961/LOC103638672"	5
"GO:0016128"	"GO:0016128"	"phytosteroid metabolic process"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC103626026"	1
"GO:0016131"	"GO:0016131"	"brassinosteroid metabolic process"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC103626026"	1
"GO:0045039"	"GO:0045039"	"protein insertion into mitochondrial inner membrane"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC100273617"	1
"GO:0046271"	"GO:0046271"	"phenylpropanoid catabolic process"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC103640860"	1
"GO:0046274"	"GO:0046274"	"lignin catabolic process"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC103640860"	1
"GO:0051204"	"GO:0051204"	"protein insertion into mitochondrial membrane"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC100273617"	1
"GO:0051302"	"GO:0051302"	"regulation of cell division"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC542294"	1
"GO:2000030"	"GO:2000030"	"regulation of response to red or far red light"	"1/179"	"10/7706"	0.209560286576179	0.704329092572338	0.676601973823235	"LOC103630699"	1
"GO:0006767"	"GO:0006767"	"water-soluble vitamin metabolic process"	"2/179"	"37/7706"	0.211952190657763	0.704329092572338	0.676601973823235	"LOC542714/LOC100282978"	2
"GO:0044550"	"GO:0044550"	"secondary metabolite biosynthetic process"	"2/179"	"37/7706"	0.211952190657763	0.704329092572338	0.676601973823235	"LOC103641577/LOC100273263"	2
"GO:0009734"	"GO:0009734"	"auxin-activated signaling pathway"	"3/179"	"69/7706"	0.215634530803404	0.704329092572338	0.676601973823235	"LOC100273056/LOC100280045/LOC542294"	3
"GO:0071365"	"GO:0071365"	"cellular response to auxin stimulus"	"3/179"	"69/7706"	0.215634530803404	0.704329092572338	0.676601973823235	"LOC100273056/LOC100280045/LOC542294"	3
"GO:0008654"	"GO:0008654"	"phospholipid biosynthetic process"	"4/179"	"103/7706"	0.217314370746716	0.704329092572338	0.676601973823235	"LOC103643394/LOC100384405/LOC100381644/LOC103635424"	4
"GO:0043086"	"GO:0043086"	"negative regulation of catalytic activity"	"2/179"	"38/7706"	0.220535178010609	0.704329092572338	0.676601973823235	"LOC103631780/LOC103632160"	2
"GO:0045333"	"GO:0045333"	"cellular respiration"	"3/179"	"70/7706"	0.221740853511027	0.704329092572338	0.676601973823235	"LOC100217128/LOC103633249/LOC100278780"	3
"GO:0006650"	"GO:0006650"	"glycerophospholipid metabolic process"	"4/179"	"105/7706"	0.227200199403752	0.704329092572338	0.676601973823235	"LOC103643394/LOC100384405/LOC100381644/LOC103635424"	4
"GO:0000463"	"GO:0000463"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"1/179"	"11/7706"	0.227944994047965	0.704329092572338	0.676601973823235	"LOC103640803"	1
"GO:0006536"	"GO:0006536"	"glutamate metabolic process"	"1/179"	"11/7706"	0.227944994047965	0.704329092572338	0.676601973823235	"LOC100191549"	1
"GO:0006857"	"GO:0006857"	"oligopeptide transport"	"1/179"	"11/7706"	0.227944994047965	0.704329092572338	0.676601973823235	"LOC100383494"	1
"GO:0007007"	"GO:0007007"	"inner mitochondrial membrane organization"	"1/179"	"11/7706"	0.227944994047965	0.704329092572338	0.676601973823235	"LOC100273617"	1
