""	"ensembl_gene_id"	"ensembl_transcript_id"	"ensembl_peptide_id"	"start_position"	"end_position"	"gene_biotype"	"source"	"refseq_dna"	"entrezgene_id"	"go_id"
"14"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0005975"
"15"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0005618"
"16"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0004553"
"17"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0048046"
"18"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0016762"
"19"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0042546"
"20"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0010411"
"21"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0006073"
"22"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0016787"
"23"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0016740"
"24"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0005576"
"25"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0016798"
"26"	"Zm00001eb000660"	"Zm00001eb000660_T002"	"Zm00001eb000660_P002"	2772158	2773573	"protein_coding"	"ensembl"	"NM_001139237.1"	100194192	"GO:0008152"
"27"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0005634"
"28"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0006355"
"29"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0003700"
"30"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0000978"
"31"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0006357"
"32"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0043565"
"33"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0034605"
"34"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0046872"
"35"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0003677"
"36"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0005737"
"37"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0016491"
"38"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0051213"
"39"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0008652"
"40"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0005506"
"41"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0010309"
"42"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0009086"
"43"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0019509"
"44"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0010308"
"45"	"Zm00001eb004670"	"Zm00001eb004670_T002"	"Zm00001eb004670_P002"	12621329	12624469	"protein_coding"	"ensembl"	"NM_001153064.1"	100280131	"GO:0016151"
"46"	"Zm00001eb004670"	"Zm00001eb004670_T001"	"Zm00001eb004670_P001"	12621329	12624469	"protein_coding"	"ensembl"	""	100280131	""
"47"	"Zm00001eb006310"	"Zm00001eb006310_T001"	"Zm00001eb006310_P001"	17868792	17870794	"protein_coding"	"ensembl"	""	100274071	"GO:0009409"
"48"	"Zm00001eb006310"	"Zm00001eb006310_T001"	"Zm00001eb006310_P001"	17868792	17870794	"protein_coding"	"ensembl"	""	100274071	"GO:0042752"
"49"	"Zm00001eb006310"	"Zm00001eb006310_T002"	"Zm00001eb006310_P002"	17868792	17870794	"protein_coding"	"ensembl"	"NM_001148450.1"	100274071	"GO:0009409"
"50"	"Zm00001eb006310"	"Zm00001eb006310_T002"	"Zm00001eb006310_P002"	17868792	17870794	"protein_coding"	"ensembl"	"NM_001148450.1"	100274071	"GO:0042752"
"51"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0006979"
"52"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0020037"
"53"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0046872"
"54"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0004601"
"55"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0042744"
"56"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0005576"
"57"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0098869"
"58"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0016491"
"59"	"Zm00001eb009940"	"Zm00001eb009940_T002"	"Zm00001eb009940_P002"	31241498	31243902	"protein_coding"	"ensembl"	"NM_001137818.1"	100192603	"GO:0140825"
"60"	"Zm00001eb009940"	"Zm00001eb009940_T003"	"Zm00001eb009940_P003"	31241498	31243902	"protein_coding"	"ensembl"	""	100192603	"GO:0006979"
"61"	"Zm00001eb009940"	"Zm00001eb009940_T003"	"Zm00001eb009940_P003"	31241498	31243902	"protein_coding"	"ensembl"	""	100192603	"GO:0020037"
"62"	"Zm00001eb009940"	"Zm00001eb009940_T003"	"Zm00001eb009940_P003"	31241498	31243902	"protein_coding"	"ensembl"	""	100192603	"GO:0004601"
"63"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0006979"
"64"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0020037"
"65"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0046872"
"66"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0004601"
"67"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0042744"
"68"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0005576"
"69"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0098869"
"70"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0016491"
"71"	"Zm00001eb009940"	"Zm00001eb009940_T001"	"Zm00001eb009940_P001"	31241498	31243902	"protein_coding"	"ensembl"	"XM_008681241.1"	100192603	"GO:0140825"
"72"	"Zm00001eb011820"	"Zm00001eb011820_T002"	"Zm00001eb011820_P002"	38493219	38494669	"protein_coding"	"ensembl"	"NM_001149413.1"	100275298	""
"73"	"Zm00001eb011820"	"Zm00001eb011820_T001"	"Zm00001eb011820_P001"	38493219	38494669	"protein_coding"	"ensembl"	""	100275298	""
"74"	"Zm00001eb011820"	"Zm00001eb011820_T003"	"Zm00001eb011820_P003"	38493219	38494669	"protein_coding"	"ensembl"	""	100275298	""
"75"	"Zm00001eb011820"	"Zm00001eb011820_T004"	"Zm00001eb011820_P004"	38493219	38494669	"protein_coding"	"ensembl"	"NM_001149413.1"	100275298	""
"76"	"Zm00001eb011990"	"Zm00001eb011990_T002"	"Zm00001eb011990_P002"	38980038	38985755	"protein_coding"	"ensembl"	""	NA	""
"77"	"Zm00001eb011990"	"Zm00001eb011990_T004"	"Zm00001eb011990_P004"	38980038	38985755	"protein_coding"	"ensembl"	""	NA	""
"78"	"Zm00001eb011990"	"Zm00001eb011990_T003"	"Zm00001eb011990_P003"	38980038	38985755	"protein_coding"	"ensembl"	""	NA	""
"79"	"Zm00001eb011990"	"Zm00001eb011990_T005"	"Zm00001eb011990_P005"	38980038	38985755	"protein_coding"	"ensembl"	""	NA	""
"80"	"Zm00001eb011990"	"Zm00001eb011990_T001"	"Zm00001eb011990_P001"	38980038	38985755	"protein_coding"	"ensembl"	""	NA	""
"81"	"Zm00001eb012570"	"Zm00001eb012570_T001"	"Zm00001eb012570_P001"	41376153	41377445	"protein_coding"	"ensembl"	""	NA	"GO:0016301"
"82"	"Zm00001eb012570"	"Zm00001eb012570_T001"	"Zm00001eb012570_P001"	41376153	41377445	"protein_coding"	"ensembl"	""	NA	"GO:0016310"
"83"	"Zm00001eb016800"	"Zm00001eb016800_T001"	"Zm00001eb016800_P001"	59903736	59908600	"protein_coding"	"ensembl"	""	100383648	"GO:0005515"
"84"	"Zm00001eb016800"	"Zm00001eb016800_T002"	"Zm00001eb016800_P002"	59903736	59908600	"protein_coding"	"ensembl"	"NM_001176293.1"	100383648	"GO:0005515"
"85"	"Zm00001eb016800"	"Zm00001eb016800_T002"	"Zm00001eb016800_P002"	59903736	59908600	"protein_coding"	"ensembl"	"NM_001176293.1"	100383648	"GO:0008270"
"86"	"Zm00001eb016800"	"Zm00001eb016800_T002"	"Zm00001eb016800_P002"	59903736	59908600	"protein_coding"	"ensembl"	"NM_001176293.1"	100383648	"GO:0005634"
"87"	"Zm00001eb018040"	"Zm00001eb018040_T007"	"Zm00001eb018040_P007"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"88"	"Zm00001eb018040"	"Zm00001eb018040_T007"	"Zm00001eb018040_P007"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"89"	"Zm00001eb018040"	"Zm00001eb018040_T007"	"Zm00001eb018040_P007"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"90"	"Zm00001eb018040"	"Zm00001eb018040_T007"	"Zm00001eb018040_P007"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"91"	"Zm00001eb018040"	"Zm00001eb018040_T002"	"Zm00001eb018040_P002"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"92"	"Zm00001eb018040"	"Zm00001eb018040_T002"	"Zm00001eb018040_P002"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"93"	"Zm00001eb018040"	"Zm00001eb018040_T002"	"Zm00001eb018040_P002"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"94"	"Zm00001eb018040"	"Zm00001eb018040_T002"	"Zm00001eb018040_P002"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"95"	"Zm00001eb018040"	"Zm00001eb018040_T005"	"Zm00001eb018040_P005"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"96"	"Zm00001eb018040"	"Zm00001eb018040_T005"	"Zm00001eb018040_P005"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"97"	"Zm00001eb018040"	"Zm00001eb018040_T005"	"Zm00001eb018040_P005"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"98"	"Zm00001eb018040"	"Zm00001eb018040_T005"	"Zm00001eb018040_P005"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"99"	"Zm00001eb018040"	"Zm00001eb018040_T003"	"Zm00001eb018040_P003"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"100"	"Zm00001eb018040"	"Zm00001eb018040_T003"	"Zm00001eb018040_P003"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"101"	"Zm00001eb018040"	"Zm00001eb018040_T003"	"Zm00001eb018040_P003"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"102"	"Zm00001eb018040"	"Zm00001eb018040_T003"	"Zm00001eb018040_P003"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"103"	"Zm00001eb018040"	"Zm00001eb018040_T006"	"Zm00001eb018040_P006"	64279288	64286990	"protein_coding"	"ensembl"	"XM_008657952.1"	103635519	"GO:0020037"
"104"	"Zm00001eb018040"	"Zm00001eb018040_T006"	"Zm00001eb018040_P006"	64279288	64286990	"protein_coding"	"ensembl"	"XM_008657952.1"	103635519	"GO:0005506"
"105"	"Zm00001eb018040"	"Zm00001eb018040_T006"	"Zm00001eb018040_P006"	64279288	64286990	"protein_coding"	"ensembl"	"XM_008657952.1"	103635519	"GO:0004497"
"106"	"Zm00001eb018040"	"Zm00001eb018040_T006"	"Zm00001eb018040_P006"	64279288	64286990	"protein_coding"	"ensembl"	"XM_008657952.1"	103635519	"GO:0016705"
"107"	"Zm00001eb018040"	"Zm00001eb018040_T001"	"Zm00001eb018040_P001"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"108"	"Zm00001eb018040"	"Zm00001eb018040_T001"	"Zm00001eb018040_P001"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"109"	"Zm00001eb018040"	"Zm00001eb018040_T001"	"Zm00001eb018040_P001"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"110"	"Zm00001eb018040"	"Zm00001eb018040_T001"	"Zm00001eb018040_P001"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"111"	"Zm00001eb018040"	"Zm00001eb018040_T004"	"Zm00001eb018040_P004"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0020037"
"112"	"Zm00001eb018040"	"Zm00001eb018040_T004"	"Zm00001eb018040_P004"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0005506"
"113"	"Zm00001eb018040"	"Zm00001eb018040_T004"	"Zm00001eb018040_P004"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0004497"
"114"	"Zm00001eb018040"	"Zm00001eb018040_T004"	"Zm00001eb018040_P004"	64279288	64286990	"protein_coding"	"ensembl"	""	103635519	"GO:0016705"
"115"	"Zm00001eb019880"	"Zm00001eb019880_T001"	"Zm00001eb019880_P001"	72662718	72664005	"protein_coding"	"ensembl"	""	NA	"GO:0016020"
"116"	"Zm00001eb021500"	"Zm00001eb021500_T002"	"Zm00001eb021500_P002"	81756192	81758526	"protein_coding"	"ensembl"	"NM_001175147.1"	100382402	"GO:0050660"
"117"	"Zm00001eb021500"	"Zm00001eb021500_T002"	"Zm00001eb021500_P002"	81756192	81758526	"protein_coding"	"ensembl"	"NM_001175147.1"	100382402	"GO:0016614"
"118"	"Zm00001eb021500"	"Zm00001eb021500_T001"	"Zm00001eb021500_P001"	81756192	81758526	"protein_coding"	"ensembl"	""	100382402	"GO:0050660"
"119"	"Zm00001eb021500"	"Zm00001eb021500_T001"	"Zm00001eb021500_P001"	81756192	81758526	"protein_coding"	"ensembl"	""	100382402	"GO:0016614"
"120"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0005524"
"121"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0004672"
"122"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0006468"
"123"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"124"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016301"
"125"	"Zm00001eb022810"	"Zm00001eb022810_T004"	"Zm00001eb022810_P004"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016310"
"126"	"Zm00001eb022810"	"Zm00001eb022810_T001"	"Zm00001eb022810_P001"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0005524"
"127"	"Zm00001eb022810"	"Zm00001eb022810_T001"	"Zm00001eb022810_P001"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0004672"
"128"	"Zm00001eb022810"	"Zm00001eb022810_T001"	"Zm00001eb022810_P001"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0006468"
"129"	"Zm00001eb022810"	"Zm00001eb022810_T003"	"Zm00001eb022810_P003"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0005524"
"130"	"Zm00001eb022810"	"Zm00001eb022810_T003"	"Zm00001eb022810_P003"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0004672"
"131"	"Zm00001eb022810"	"Zm00001eb022810_T003"	"Zm00001eb022810_P003"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0006468"
"132"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0005524"
"133"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0004672"
"134"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0006468"
"135"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016567"
"136"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"137"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016740"
"138"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0000166"
"139"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016301"
"140"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0016310"
"141"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0004842"
"142"	"Zm00001eb022810"	"Zm00001eb022810_T002"	"Zm00001eb022810_P002"	88345646	88351259	"protein_coding"	"ensembl"	""	NA	"GO:0036211"
"143"	"Zm00001eb023420"	"Zm00001eb023420_T001"	"Zm00001eb023420_P001"	92660743	92662553	"protein_coding"	"ensembl"	""	NA	"GO:0005576"
"144"	"Zm00001eb023420"	"Zm00001eb023420_T001"	"Zm00001eb023420_P001"	92660743	92662553	"protein_coding"	"ensembl"	""	NA	"GO:0019953"
"145"	"Zm00001eb023420"	"Zm00001eb023420_T001"	"Zm00001eb023420_P001"	92660743	92662553	"protein_coding"	"ensembl"	""	NA	"GO:0071555"
"146"	"Zm00001eb023420"	"Zm00001eb023420_T001"	"Zm00001eb023420_P001"	92660743	92662553	"protein_coding"	"ensembl"	""	NA	"GO:0009653"
"147"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0005634"
"148"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0006355"
"149"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0003677"
"150"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0003700"
"151"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0043565"
"152"	"Zm00001eb027780"	"Zm00001eb027780_T001"	"Zm00001eb027780_P001"	141995828	141996856	"protein_coding"	"ensembl"	"XM_008668078.1"	103644933	"GO:0006351"
"153"	"Zm00001eb027960"	"Zm00001eb027960_T002"	"Zm00001eb027960_P002"	144570088	144571640	"protein_coding"	"ensembl"	""	100192612	"GO:0009409"
"154"	"Zm00001eb027960"	"Zm00001eb027960_T002"	"Zm00001eb027960_P002"	144570088	144571640	"protein_coding"	"ensembl"	""	100192612	"GO:0042752"
"155"	"Zm00001eb027960"	"Zm00001eb027960_T001"	"Zm00001eb027960_P001"	144570088	144571640	"protein_coding"	"ensembl"	"NM_001137827.1"	100192612	"GO:0009409"
"156"	"Zm00001eb027960"	"Zm00001eb027960_T001"	"Zm00001eb027960_P001"	144570088	144571640	"protein_coding"	"ensembl"	"NM_001137827.1"	100192612	"GO:0042752"
"157"	"Zm00001eb031210"	"Zm00001eb031210_T002"	"Zm00001eb031210_P002"	174624195	174629114	"protein_coding"	"ensembl"	""	100275351	"GO:0006355"
