""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0051259"	"GO:0051259"	"protein complex oligomerization"	"2/72"	"23/7706"	0.0191897994298319	0.174922402495006	0.157713736204691	"LOC542723/LOC100283766"	2
"GO:0009736"	"GO:0009736"	"cytokinin-activated signaling pathway"	"2/72"	"26/7706"	0.0242122704772082	0.204939575110655	0.184777853641852	"LOC100281022/LOC100273598"	2
"GO:0071368"	"GO:0071368"	"cellular response to cytokinin stimulus"	"2/72"	"26/7706"	0.0242122704772082	0.204939575110655	0.184777853641852	"LOC100281022/LOC100273598"	2
"GO:0048583"	"GO:0048583"	"regulation of response to stimulus"	"4/72"	"127/7706"	0.0306310986708644	0.249975354818335	0.225383064748487	"LOC100274370/LOC100273056/LOC100272803/LOC103630699"	4
"GO:0009735"	"GO:0009735"	"response to cytokinin"	"2/72"	"30/7706"	0.0316424499770044	0.249975354818335	0.225383064748487	"LOC100281022/LOC100273598"	2
"GO:0010411"	"GO:0010411"	"xyloglucan metabolic process"	"2/72"	"31/7706"	0.0336237061338919	0.257058656572013	0.231769519360953	"LOC100194192/LOC542059"	2
"GO:0010033"	"GO:0010033"	"response to organic substance"	"8/72"	"414/7706"	0.0383356473067943	0.283923387865945	0.255991329055238	"LOC100274370/LOC100273056/LOC542723/LOC100281022/LOC100281169/LOC100273598/LOC103638672/LOC100283766"	8
"GO:0042744"	"GO:0042744"	"hydrogen peroxide catabolic process"	"3/72"	"81/7706"	0.0397503193835911	0.285479566482154	0.257394412595502	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0042743"	"GO:0042743"	"hydrogen peroxide metabolic process"	"3/72"	"83/7706"	0.0422509780827628	0.294514170753376	0.265540202811172	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0006720"	"GO:0006720"	"isoprenoid metabolic process"	"3/72"	"93/7706"	0.0559052591876484	0.376095525625858	0.339095677113254	"LOC103627438/LOC542686/LOC103641105"	3
"GO:0072593"	"GO:0072593"	"reactive oxygen species metabolic process"	"3/72"	"94/7706"	0.0573738603264637	0.376095525625858	0.339095677113254	"LOC100192603/LOC100191769/LOC100191153"	3
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"2/72"	"43/7706"	0.0608088854509796	0.376095525625858	0.339095677113254	"LOC542723/LOC100283766"	2
"GO:0016114"	"GO:0016114"	"terpenoid biosynthetic process"	"2/72"	"43/7706"	0.0608088854509796	0.376095525625858	0.339095677113254	"LOC542686/LOC103641105"	2
"GO:0044042"	"GO:0044042"	"glucan metabolic process"	"3/72"	"97/7706"	0.0618891371283057	0.376095525625858	0.339095677113254	"LOC100194192/LOC100274182/LOC542059"	3
"GO:0009725"	"GO:0009725"	"response to hormone"	"6/72"	"312/7706"	0.0705731600289827	0.403118787218622	0.363460421076528	"LOC100274370/LOC100273056/LOC100281022/LOC100281169/LOC100273598/LOC103638672"	6
"GO:0009651"	"GO:0009651"	"response to salt stress"	"2/72"	"47/7706"	0.071098544528407	0.403118787218622	0.363460421076528	"LOC542723/LOC100283766"	2
"GO:0009719"	"GO:0009719"	"response to endogenous stimulus"	"6/72"	"313/7706"	0.07143877241849	0.403118787218622	0.363460421076528	"LOC100274370/LOC100273056/LOC100281022/LOC100281169/LOC100273598/LOC103638672"	6
"GO:0044242"	"GO:0044242"	"cellular lipid catabolic process"	"2/72"	"48/7706"	0.0737543757860157	0.406506675843854	0.366515013085953	"LOC103627438/LOC103641105"	2
"GO:0000160"	"GO:0000160"	"phosphorelay signal transduction system"	"2/72"	"51/7706"	0.0819089467605303	0.423017006692029	0.381401076431188	"LOC100281022/LOC100273598"	2
"GO:2000030"	"GO:2000030"	"regulation of response to red or far red light"	"1/72"	"10/7706"	0.08965173192395	0.423017006692029	0.381401076431188	"LOC103630699"	1
"GO:0006970"	"GO:0006970"	"response to osmotic stress"	"2/72"	"56/7706"	0.0960766004459067	0.423017006692029	0.381401076431188	"LOC542723/LOC100283766"	2
"GO:0009914"	"GO:0009914"	"hormone transport"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC100273056"	1
"GO:0016108"	"GO:0016108"	"tetraterpenoid metabolic process"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC542686"	1
"GO:0016116"	"GO:0016116"	"carotenoid metabolic process"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC542686"	1
"GO:0034308"	"GO:0034308"	"primary alcohol metabolic process"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC542714"	1
"GO:0036293"	"GO:0036293"	"response to decreased oxygen levels"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC103640631"	1
"GO:0050821"	"GO:0050821"	"protein stabilization"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC100196928"	1
"GO:0060918"	"GO:0060918"	"auxin transport"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC100273056"	1
"GO:0070482"	"GO:0070482"	"response to oxygen levels"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC103640631"	1
"GO:0098869"	"GO:0098869"	"cellular oxidant detoxification"	"1/72"	"11/7706"	0.0981685036627072	0.423017006692029	0.381401076431188	"LOC100274648"	1
"GO:0009395"	"GO:0009395"	"phospholipid catabolic process"	"1/72"	"12/7706"	0.106606693102121	0.435617004572459	0.39276150090255	"LOC103641105"	1
"GO:0009685"	"GO:0009685"	"gibberellin metabolic process"	"1/72"	"12/7706"	0.106606693102121	0.435617004572459	0.39276150090255	"LOC103627438"	1
"GO:0031647"	"GO:0031647"	"regulation of protein stability"	"1/72"	"12/7706"	0.106606693102121	0.435617004572459	0.39276150090255	"LOC100196928"	1
"GO:0009966"	"GO:0009966"	"regulation of signal transduction"	"2/72"	"61/7706"	0.11088478613968	0.437994905251736	0.394905466427281	"LOC100274370/LOC100273056"	2
"GO:0023051"	"GO:0023051"	"regulation of signaling"	"2/72"	"61/7706"	0.11088478613968	0.437994905251736	0.394905466427281	"LOC100274370/LOC100273056"	2
"GO:0010646"	"GO:0010646"	"regulation of cell communication"	"2/72"	"62/7706"	0.113915550932148	0.43947068707366	0.396236062518113	"LOC100274370/LOC100273056"	2
"GO:0009640"	"GO:0009640"	"photomorphogenesis"	"1/72"	"13/7706"	0.114967015183827	0.43947068707366	0.396236062518113	"LOC103630699"	1
"GO:2000028"	"GO:2000028"	"regulation of photoperiodism, flowering"	"1/72"	"14/7706"	0.123250178437014	0.44365235593703	0.400006343571917	"LOC100272803"	1
"GO:0042546"	"GO:0042546"	"cell wall biogenesis"	"2/72"	"66/7706"	0.126246902153035	0.44365235593703	0.400006343571917	"LOC100194192/LOC542059"	2
"GO:0008299"	"GO:0008299"	"isoprenoid biosynthetic process"	"2/72"	"67/7706"	0.129378631291139	0.44365235593703	0.400006343571917	"LOC542686/LOC103641105"	2
"GO:0016102"	"GO:0016102"	"diterpenoid biosynthetic process"	"1/72"	"15/7706"	0.131456885035107	0.44365235593703	0.400006343571917	"LOC103641105"	1
"GO:0042214"	"GO:0042214"	"terpene metabolic process"	"1/72"	"15/7706"	0.131456885035107	0.44365235593703	0.400006343571917	"LOC103641105"	1
"GO:0051606"	"GO:0051606"	"detection of stimulus"	"1/72"	"15/7706"	0.131456885035107	0.44365235593703	0.400006343571917	"LOC103640631"	1
"GO:0016042"	"GO:0016042"	"lipid catabolic process"	"2/72"	"69/7706"	0.135696441105542	0.44365235593703	0.400006343571917	"LOC103627438/LOC103641105"	2
"GO:0045333"	"GO:0045333"	"cellular respiration"	"2/72"	"70/7706"	0.138881326111182	0.44365235593703	0.400006343571917	"LOC103633249/LOC100278780"	2
"GO:0071555"	"GO:0071555"	"cell wall organization"	"3/72"	"142/7706"	0.146852492479217	0.44365235593703	0.400006343571917	"LOC541908/LOC100194192/LOC542059"	3
"GO:0009867"	"GO:0009867"	"jasmonic acid mediated signaling pathway"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100274370"	1
"GO:0048573"	"GO:0048573"	"photoperiodism, flowering"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100272803"	1
"GO:0071395"	"GO:0071395"	"cellular response to jasmonic acid stimulus"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100274370"	1
"GO:0071398"	"GO:0071398"	"cellular response to fatty acid"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100274370"	1
"GO:0097237"	"GO:0097237"	"cellular response to toxic substance"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100274648"	1
"GO:0120252"	"GO:0120252"	"hydrocarbon metabolic process"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC103641105"	1
"GO:1990748"	"GO:1990748"	"cellular detoxification"	"1/72"	"17/7706"	0.147643705517592	0.44365235593703	0.400006343571917	"LOC100274648"	1
"GO:0009755"	"GO:0009755"	"hormone-mediated signaling pathway"	"4/72"	"219/7706"	0.147884118645677	0.44365235593703	0.400006343571917	"LOC100274370/LOC100273056/LOC100281022/LOC100273598"	4
"GO:0032870"	"GO:0032870"	"cellular response to hormone stimulus"	"4/72"	"222/7706"	0.153109341670225	0.449794763611966	0.405544468191113	"LOC100274370/LOC100273056/LOC100281022/LOC100273598"	4
"GO:0071495"	"GO:0071495"	"cellular response to endogenous stimulus"	"4/72"	"223/7706"	0.154866888229612	0.449794763611966	0.405544468191113	"LOC100274370/LOC100273056/LOC100281022/LOC100273598"	4
"GO:0018198"	"GO:0018198"	"peptidyl-cysteine modification"	"1/72"	"18/7706"	0.155625192473339	0.449794763611966	0.405544468191113	"LOC103640631"	1
"GO:0045229"	"GO:0045229"	"external encapsulating structure organization"	"3/72"	"148/7706"	0.160191054360414	0.454606957119002	0.409883243593859	"LOC541908/LOC100194192/LOC542059"	3
"GO:0015980"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"2/72"	"77/7706"	0.161607036083468	0.454606957119002	0.409883243593859	"LOC103633249/LOC100278780"	2
"GO:0070887"	"GO:0070887"	"cellular response to chemical stimulus"	"5/72"	"310/7706"	0.163044689262089	0.454606957119002	0.409883243593859	"LOC100274370/LOC100273056/LOC100281022/LOC100274648/LOC100273598"	5
"GO:0009611"	"GO:0009611"	"response to wounding"	"1/72"	"20/7706"	0.17136770640536	0.47225751648919	0.425797361080638	"LOC100274370"	1
"GO:0009648"	"GO:0009648"	"photoperiodism"	"1/72"	"21/7706"	0.179130069811399	0.474669745592838	0.427972277838535	"LOC100272803"	1
"GO:0030245"	"GO:0030245"	"cellulose catabolic process"	"1/72"	"21/7706"	0.179130069811399	0.474669745592838	0.427972277838535	"LOC100274182"	1
"GO:0051275"	"GO:0051275"	"beta-glucan catabolic process"	"1/72"	"21/7706"	0.179130069811399	0.474669745592838	0.427972277838535	"LOC100274182"	1
"GO:1901700"	"GO:1901700"	"response to oxygen-containing compound"	"4/72"	"237/7706"	0.180254333769432	0.474669745592838	0.427972277838535	"LOC100274370/LOC542723/LOC103638672/LOC100283766"	4
"GO:0044248"	"GO:0044248"	"cellular catabolic process"	"5/72"	"324/7706"	0.184913283174151	0.48126641606939	0.433919975403448	"LOC100192603/LOC100191769/LOC103627438/LOC100191153/LOC103641105"	5
"GO:0010038"	"GO:0010038"	"response to metal ion"	"1/72"	"22/7706"	0.186820718474194	0.48126641606939	0.433919975403448	"LOC103626569"	1
"GO:0010410"	"GO:0010410"	"hemicellulose metabolic process"	"2/72"	"86/7706"	0.19171865132143	0.481981791421267	0.43456497294478	"LOC100194192/LOC542059"	2
"GO:0006081"	"GO:0006081"	"cellular aldehyde metabolic process"	"1/72"	"23/7706"	0.194440305703483	0.481981791421267	0.43456497294478	"LOC103633249"	1
"GO:0000413"	"GO:0000413"	"protein peptidyl-prolyl isomerization"	"1/72"	"24/7706"	0.201989478941716	0.481981791421267	0.43456497294478	"LOC103646716"	1
"GO:0046434"	"GO:0046434"	"organophosphate catabolic process"	"1/72"	"24/7706"	0.201989478941716	0.481981791421267	0.43456497294478	"LOC103641105"	1
"GO:0065003"	"GO:0065003"	"protein-containing complex assembly"	"4/72"	"249/7706"	0.203066935461624	0.481981791421267	0.43456497294478	"LOC542723/LOC100277775/LOC103638138/LOC100283766"	4
"GO:0071310"	"GO:0071310"	"cellular response to organic substance"	"4/72"	"251/7706"	0.20695307313155	0.481981791421267	0.43456497294478	"LOC100274370/LOC100273056/LOC100281022/LOC100273598"	4
"GO:0043207"	"GO:0043207"	"response to external biotic stimulus"	"3/72"	"168/7706"	0.207051177267341	0.481981791421267	0.43456497294478	"LOC100285987/LOC103641105/LOC100196928"	3
"GO:0051707"	"GO:0051707"	"response to other organism"	"3/72"	"168/7706"	0.207051177267341	0.481981791421267	0.43456497294478	"LOC100285987/LOC103641105/LOC100196928"	3
"GO:0010383"	"GO:0010383"	"cell wall polysaccharide metabolic process"	"2/72"	"91/7706"	0.208762218616807	0.481981791421267	0.43456497294478	"LOC100194192/LOC542059"	2
"GO:0009753"	"GO:0009753"	"response to jasmonic acid"	"1/72"	"25/7706"	0.209468879815994	0.481981791421267	0.43456497294478	"LOC100274370"	1
"GO:0070542"	"GO:0070542"	"response to fatty acid"	"1/72"	"25/7706"	0.209468879815994	0.481981791421267	0.43456497294478	"LOC100274370"	1
"GO:0044419"	"GO:0044419"	"biological process involved in interspecies interaction between organisms"	"3/72"	"170/7706"	0.211906510097785	0.482902335511297	0.435394954957999	"LOC100285987/LOC103641105/LOC100196928"	3
"GO:0018208"	"GO:0018208"	"peptidyl-proline modification"	"1/72"	"27/7706"	0.224220902212768	0.506098607851677	0.456309204503177	"LOC103646716"	1
"GO:0042742"	"GO:0042742"	"defense response to bacterium"	"1/72"	"28/7706"	0.231494778373815	0.515804512652809	0.465060253468888	"LOC100196928"	1
"GO:0044036"	"GO:0044036"	"cell wall macromolecule metabolic process"	"2/72"	"98/7706"	0.232873767315825	0.515804512652809	0.465060253468888	"LOC100194192/LOC542059"	2
"GO:0009251"	"GO:0009251"	"glucan catabolic process"	"1/72"	"29/7706"	0.238701391548741	0.519011282541759	0.467951544996567	"LOC100274182"	1
"GO:0009639"	"GO:0009639"	"response to red or far red light"	"1/72"	"29/7706"	0.238701391548741	0.519011282541759	0.467951544996567	"LOC103630699"	1
"GO:0006334"	"GO:0006334"	"nucleosome assembly"	"1/72"	"30/7706"	0.245841355051215	0.523645011082493	0.472129412612685	"LOC103638138"	1
"GO:0010228"	"GO:0010228"	"vegetative to reproductive phase transition of meristem"	"1/72"	"30/7706"	0.245841355051215	0.523645011082493	0.472129412612685	"LOC100272803"	1
"GO:0034728"	"GO:0034728"	"nucleosome organization"	"1/72"	"31/7706"	0.252915276681793	0.523645011082493	0.472129412612685	"LOC103638138"	1
"GO:0042364"	"GO:0042364"	"water-soluble vitamin biosynthetic process"	"1/72"	"31/7706"	0.252915276681793	0.523645011082493	0.472129412612685	"LOC542714"	1
"GO:0046165"	"GO:0046165"	"alcohol biosynthetic process"	"1/72"	"31/7706"	0.252915276681793	0.523645011082493	0.472129412612685	"LOC542714"	1
"GO:0009607"	"GO:0009607"	"response to biotic stimulus"	"3/72"	"187/7706"	0.254089351369142	0.523645011082493	0.472129412612685	"LOC100285987/LOC103641105/LOC100196928"	3
"GO:0009617"	"GO:0009617"	"response to bacterium"	"1/72"	"32/7706"	0.259923758776765	0.531051127845631	0.478806924062461	"LOC100196928"	1
"GO:0072528"	"GO:0072528"	"pyrimidine-containing compound biosynthetic process"	"1/72"	"33/7706"	0.266867398256576	0.535996384633971	0.483265672132783	"LOC542714"	1
"GO:0140115"	"GO:0140115"	"export across plasma membrane"	"1/72"	"33/7706"	0.266867398256576	0.535996384633971	0.483265672132783	"LOC100273056"	1
"GO:0009733"	"GO:0009733"	"response to auxin"	"2/72"	"111/7706"	0.278021640944923	0.553706965579385	0.499233906340729	"LOC100273056/LOC100281169"	2
"GO:0006096"	"GO:0006096"	"glycolytic process"	"1/72"	"35/7706"	0.280562510260825	0.554110957765129	0.499598154236381	"LOC100272845"	1
"GO:0006749"	"GO:0006749"	"glutathione metabolic process"	"1/72"	"37/7706"	0.294005281554589	0.566239092612834	0.510533137021565	"LOC542632"	1
"GO:0006767"	"GO:0006767"	"water-soluble vitamin metabolic process"	"1/72"	"37/7706"	0.294005281554589	0.566239092612834	0.510533137021565	"LOC542714"	1
"GO:0072527"	"GO:0072527"	"pyrimidine-containing compound metabolic process"	"1/72"	"38/7706"	0.300633475547036	0.566239092612834	0.510533137021565	"LOC542714"	1
"GO:0001101"	"GO:0001101"	"response to acid chemical"	"1/72"	"39/7706"	0.307200297372885	0.566239092612834	0.510533137021565	"LOC103638672"	1
"GO:0009414"	"GO:0009414"	"response to water deprivation"	"1/72"	"39/7706"	0.307200297372885	0.566239092612834	0.510533137021565	"LOC103638672"	1
"GO:0009415"	"GO:0009415"	"response to water"	"1/72"	"39/7706"	0.307200297372885	0.566239092612834	0.510533137021565	"LOC103638672"	1
"GO:0030243"	"GO:0030243"	"cellulose metabolic process"	"1/72"	"39/7706"	0.307200297372885	0.566239092612834	0.510533137021565	"LOC100274182"	1
"GO:0046148"	"GO:0046148"	"pigment biosynthetic process"	"1/72"	"39/7706"	0.307200297372885	0.566239092612834	0.510533137021565	"LOC542686"	1
"GO:0031347"	"GO:0031347"	"regulation of defense response"	"1/72"	"40/7706"	0.31370630736234	0.566239092612834	0.510533137021565	"LOC100274370"	1
"GO:0098754"	"GO:0098754"	"detoxification"	"1/72"	"40/7706"	0.31370630736234	0.566239092612834	0.510533137021565	"LOC100274648"	1
"GO:0005976"	"GO:0005976"	"polysaccharide metabolic process"	"3/72"	"211/7706"	0.315396938522908	0.566239092612834	0.510533137021565	"LOC100194192/LOC100274182/LOC542059"	3
"GO:0071554"	"GO:0071554"	"cell wall organization or biogenesis"	"3/72"	"211/7706"	0.315396938522908	0.566239092612834	0.510533137021565	"LOC541908/LOC100194192/LOC542059"	3
"GO:0006099"	"GO:0006099"	"tricarboxylic acid cycle"	"1/72"	"41/7706"	0.320152060802193	0.566239092612834	0.510533137021565	"LOC103633249"	1
"GO:0009110"	"GO:0009110"	"vitamin biosynthetic process"	"1/72"	"41/7706"	0.320152060802193	0.566239092612834	0.510533137021565	"LOC542714"	1
"GO:0051273"	"GO:0051273"	"beta-glucan metabolic process"	"1/72"	"42/7706"	0.326538107980567	0.573255789565885	0.516859539337662	"LOC100274182"	1
"GO:0016052"	"GO:0016052"	"carbohydrate catabolic process"	"2/72"	"128/7706"	0.336803455340581	0.586929550850865	0.529188091595495	"LOC100274182/LOC100272845"	2
"GO:0022607"	"GO:0022607"	"cellular component assembly"	"4/72"	"317/7706"	0.343919525399247	0.593089822203493	0.534742322484162	"LOC542723/LOC100277775/LOC103638138/LOC100283766"	4
"GO:0042440"	"GO:0042440"	"pigment metabolic process"	"1/72"	"45/7706"	0.345343440776718	0.593089822203493	0.534742322484162	"LOC542686"	1
"GO:1902074"	"GO:1902074"	"response to salt"	"1/72"	"46/7706"	0.351496067361247	0.595022589848941	0.53648494665483	"LOC103638672"	1
"GO:0098542"	"GO:0098542"	"defense response to other organism"	"2/72"	"133/7706"	0.353871754747299	0.595022589848941	0.53648494665483	"LOC103641105/LOC100196928"	2
"GO:0006766"	"GO:0006766"	"vitamin metabolic process"	"1/72"	"47/7706"	0.357591665683699	0.595022589848941	0.53648494665483	"LOC542714"	1
"GO:0065004"	"GO:0065004"	"protein-DNA complex assembly"	"1/72"	"47/7706"	0.357591665683699	0.595022589848941	0.53648494665483	"LOC103638138"	1
"GO:0048580"	"GO:0048580"	"regulation of post-embryonic development"	"1/72"	"48/7706"	0.363630756958118	0.595022589848941	0.53648494665483	"LOC103630699"	1
"GO:2000026"	"GO:2000026"	"regulation of multicellular organismal development"	"1/72"	"48/7706"	0.363630756958118	0.595022589848941	0.53648494665483	"LOC103630699"	1
"GO:0033993"	"GO:0033993"	"response to lipid"	"2/72"	"136/7706"	0.364043356658635	0.595022589848941	0.53648494665483	"LOC100274370/LOC103638672"	2
"GO:0006090"	"GO:0006090"	"pyruvate metabolic process"	"1/72"	"51/7706"	0.381414130439931	0.619144855577148	0.558234091415328	"LOC100272845"	1
"GO:0010817"	"GO:0010817"	"regulation of hormone levels"	"1/72"	"52/7706"	0.387232312361332	0.620094986686727	0.559090749710884	"LOC100273056"	1
"GO:2000241"	"GO:2000241"	"regulation of reproductive process"	"1/72"	"52/7706"	0.387232312361332	0.620094986686727	0.559090749710884	"LOC100272803"	1
"GO:0065008"	"GO:0065008"	"regulation of biological quality"	"2/72"	"144/7706"	0.390871235265114	0.620934507430274	0.559847679361961	"LOC100273056/LOC100196928"	2
"GO:0030001"	"GO:0030001"	"metal ion transport"	"1/72"	"53/7706"	0.392996523690047	0.620934507430274	0.559847679361961	"LOC103626569"	1
"GO:0009605"	"GO:0009605"	"response to external stimulus"	"3/72"	"245/7706"	0.40263036105092	0.630490171861051	0.568463268433459	"LOC100285987/LOC103641105/LOC100196928"	3
"GO:0044272"	"GO:0044272"	"sulfur compound biosynthetic process"	"1/72"	"55/7706"	0.404365004737889	0.630490171861051	0.568463268433459	"LOC542714"	1
"GO:0006417"	"GO:0006417"	"regulation of translation"	"1/72"	"57/7706"	0.415523469643326	0.639474430554989	0.576563666012271	"LOC100192099"	1
"GO:0034248"	"GO:0034248"	"regulation of amide metabolic process"	"1/72"	"57/7706"	0.415523469643326	0.639474430554989	0.576563666012271	"LOC100192099"	1
"GO:0009636"	"GO:0009636"	"response to toxic substance"	"1/72"	"58/7706"	0.421025144396324	0.64376102723825	0.580428552206817	"LOC100274648"	1
"GO:0080134"	"GO:0080134"	"regulation of response to stress"	"1/72"	"59/7706"	0.426475744501379	0.647813606237338	0.584082443109837	"LOC100274370"	1
