Zm00001eb003660	5	2	3
Zm00001eb003670	2	0	2
Zm00001eb003680	1	0	1
Zm00001eb003690	15	0	15
Zm00001eb003700	1	0	1
Zm00001eb003710	0	0	0
Zm00001eb003720	0	0	0
Zm00001eb003730	407	53	354
Zm00001eb003740	0	0	0
Zm00001eb003750	0	0	0
Zm00001eb003760	2	0	2
Zm00001eb003770	0	0	0
Zm00001eb003780	2	1	1
Zm00001eb003790	0	0	0
Zm00001eb003800	0	0	0
Zm00001eb003810	35	0	35
Zm00001eb003820	13	1	12
Zm00001eb003830	40	3	37
Zm00001eb003840	18	0	18
Zm00001eb003850	0	0	0
Zm00001eb003860	1	0	1
Zm00001eb003870	2	0	2
Zm00001eb003880	10	0	10
Zm00001eb003890	5	0	5
Zm00001eb003900	3	0	3
Zm00001eb003910	4	0	4
Zm00001eb003920	1	1	0
Zm00001eb003930	61	5	56
Zm00001eb003940	0	0	0
Zm00001eb003950	0	0	0
Zm00001eb003960	0	0	0
Zm00001eb003970	3	0	3
Zm00001eb004000	2	0	2
Zm00001eb004020	0	0	0
Zm00001eb004030	24	0	24
Zm00001eb004040	0	0	0
Zm00001eb004050	9	0	9
Zm00001eb004060	0	0	0
Zm00001eb004070	0	0	0
Zm00001eb004080	1	0	1
Zm00001eb004090	11	0	11
Zm00001eb004100	0	0	11
Zm00001eb004110	0	11	0
Zm00001eb004120	25	0	25
Zm00001eb004130	0	0	0
Zm00001eb004140	1	0	1
Zm00001eb004150	0	0	0
Zm00001eb004160	4	0	4
Zm00001eb004170	45	0	45
Zm00001eb004180	1	1	0
Zm00001eb004190	5	0	5
Zm00001eb004200	0	0	0
Zm00001eb004210	10	0	10
Zm00001eb004220	0	0	0
Zm00001eb004230	0	0	0
Zm00001eb004240	3	1	2
Zm00001eb004250	3	0	3
Zm00001eb004260	1	0	1
Zm00001eb004280	2	2	0
Zm00001eb004290	5	0	5
Zm00001eb004300	1	1	0
Zm00001eb004310	2	1	1
Zm00001eb004320	9	0	9
Zm00001eb004330	0	0	0
Zm00001eb004340	1	0	1
Zm00001eb004350	0	0	0
Zm00001eb004360	0	0	0
Zm00001eb004370	21	0	21
Zm00001eb004380	0	35	1
Zm00001eb004390	0	1	35
Zm00001eb004400	21	0	30
Zm00001eb004410	0	9	0
Zm00001eb004420	99	6	93
Zm00001eb004430	9	0	9
Zm00001eb004440	4	1	3
Zm00001eb004450	1	0	1
Zm00001eb004460	0	0	0
Zm00001eb004470	1	0	1
Zm00001eb004480	2	0	2
Zm00001eb004490	3	0	3
Zm00001eb004500	5	0	5
Zm00001eb004510	1	0	1
Zm00001eb004530	0	0	0
Zm00001eb004540	3	0	3
Zm00001eb004550	17	4	13
Zm00001eb004560	2	0	2
Zm00001eb004570	1	0	1
Zm00001eb004590	3	0	3
Zm00001eb004600	0	0	0
Zm00001eb004610	0	0	0
Zm00001eb004630	0	0	0
Zm00001eb004640	0	0	0
Zm00001eb004650	0	0	0
Zm00001eb004660	96	8	88
Zm00001eb004670	0	0	0
Zm00001eb004690	0	0	0
Zm00001eb004710	0	0	0
Zm00001eb004720	0	24	3
Zm00001eb004730	0	3	24
Zm00001eb004740	0	21	4
Zm00001eb004750	0	4	21
Zm00001eb004760	1	0	1
Zm00001eb004770	0	0	0
Zm00001eb004780	2	1	1
Zm00001eb004790	6	2	4
Zm00001eb004800	0	0	0
Zm00001eb004810	0	0	0
Zm00001eb004820	0	0	0
Zm00001eb004830	0	0	0
Zm00001eb004840	0	0	0
Zm00001eb004850	0	0	0
Zm00001eb004860	0	0	0
Zm00001eb004880	0	0	0
Zm00001eb004890	1	0	1
Zm00001eb004900	0	0	0
Zm00001eb004920	1	0	1
Zm00001eb004940	8	0	8
Zm00001eb004950	0	0	0
Zm00001eb004960	1	0	1
Zm00001eb004970	0	0	0
Zm00001eb004980	0	0	0
Zm00001eb004990	1	0	1
Zm00001eb005000	0	0	0
Zm00001eb005010	6	0	6
Zm00001eb005020	14	1	13
Zm00001eb005030	10	0	11
Zm00001eb005040	0	1	0
Zm00001eb005060	1	0	1
Zm00001eb005070	18	3	15
Zm00001eb005080	0	0	0
Zm00001eb005100	0	0	0
Zm00001eb005110	0	0	0
Zm00001eb005120	7	1	6
Zm00001eb005130	22	1	21
Zm00001eb005140	16	0	16
Zm00001eb005150	0	0	0
Zm00001eb005160	0	0	0
Zm00001eb005170	0	0	1
Zm00001eb005180	0	1	0
Zm00001eb005190	2	0	2
Zm00001eb005200	0	0	0
Zm00001eb005210	0	0	0
Zm00001eb005220	33	0	33
Zm00001eb005230	3	0	3
Zm00001eb005240	0	0	0
Zm00001eb005250	0	0	0
Zm00001eb005260	0	0	0
Zm00001eb005270	0	0	0
Zm00001eb005280	4	1	3
Zm00001eb005290	0	0	0
Zm00001eb005300	1	0	1
Zm00001eb005310	2	0	2
Zm00001eb005320	12	1	11
Zm00001eb005330	13	1	12
Zm00001eb005340	5	0	5
Zm00001eb005350	0	0	0
Zm00001eb005360	0	1	0
Zm00001eb005370	5	0	6
Zm00001eb005380	1	1	0
Zm00001eb005390	4	0	4
Zm00001eb005400	9	2	7
Zm00001eb005410	0	0	0
Zm00001eb005420	3	0	3
Zm00001eb005430	15	2	13
Zm00001eb005440	6	1	5
Zm00001eb005450	1	1	0
Zm00001eb005460	18	4	14
Zm00001eb005470	0	0	0
Zm00001eb005480	0	0	0
Zm00001eb005490	0	0	0
Zm00001eb005500	3	0	3
Zm00001eb005510	2	0	2
Zm00001eb005530	13	0	13
Zm00001eb005540	2	0	2
Zm00001eb005550	43	2	41
Zm00001eb005560	0	0	0
Zm00001eb005570	0	0	0
Zm00001eb005580	0	0	0
Zm00001eb005590	0	0	0
Zm00001eb005600	7	0	7
Zm00001eb005610	0	0	0
Zm00001eb005630	16	0	16
Zm00001eb005640	0	0	0
Zm00001eb005650	0	0	0
Zm00001eb005660	44	0	44
Zm00001eb005670	0	0	0
Zm00001eb005680	6	0	6
Zm00001eb005690	4	1	3
Zm00001eb005700	9	1	8
Zm00001eb005710	4	1	3
Zm00001eb005740	0	0	0
Zm00001eb005760	0	0	0
Zm00001eb005770	2	0	2
Zm00001eb005780	0	0	0
Zm00001eb005800	0	0	0
Zm00001eb005810	0	3	1
Zm00001eb005820	15	4	15
Zm00001eb005830	0	0	0
Zm00001eb005840	12	0	12
Zm00001eb005850	0	0	0
Zm00001eb005860	2	0	2
Zm00001eb005870	0	0	0
Zm00001eb005890	0	0	0
Zm00001eb005900	1	0	1
Zm00001eb005920	21	3	18
Zm00001eb005930	0	8	3
Zm00001eb005940	0	3	8
Zm00001eb005950	11	0	11
Zm00001eb005960	75	3	72
Zm00001eb005970	0	0	0
Zm00001eb005980	1	0	1
Zm00001eb005990	2	0	2
Zm00001eb006000	8	2	6
Zm00001eb006010	0	0	0
Zm00001eb006020	70	13	57
Zm00001eb006030	0	0	0
Zm00001eb006040	5	1	4
Zm00001eb006050	0	0	0
Zm00001eb006060	0	0	0
Zm00001eb006070	2	0	2
Zm00001eb006080	21	0	22
Zm00001eb006090	0	1	0
Zm00001eb006100	0	0	0
Zm00001eb006110	0	0	0
Zm00001eb006120	0	0	0
Zm00001eb006130	0	0	0
Zm00001eb006140	10	0	10
Zm00001eb006150	3	0	3
Zm00001eb006160	2	0	2
Zm00001eb006170	0	0	0
Zm00001eb006180	6	3	3
Zm00001eb006190	0	0	0
Zm00001eb006200	4	0	4
Zm00001eb006210	36	30	6
Zm00001eb006240	0	0	0
Zm00001eb006260	0	0	0
Zm00001eb006270	14	1	13
Zm00001eb006280	0	0	0
Zm00001eb006290	0	0	0
Zm00001eb006300	17	3	14
Zm00001eb006310	1	0	1
Zm00001eb006320	0	0	0
Zm00001eb006330	0	0	0
Zm00001eb006340	0	0	0
Zm00001eb006350	28	5	23
Zm00001eb006360	0	0	0
Zm00001eb006370	0	0	0
Zm00001eb006380	13	2	11
Zm00001eb006390	2	0	2
Zm00001eb006400	6	0	6
Zm00001eb006410	21	4	17
Zm00001eb006420	12	0	12
Zm00001eb006430	0	0	0
Zm00001eb006440	3	0	3
Zm00001eb006450	2	0	2
Zm00001eb006460	0	0	0
Zm00001eb006470	7	0	7
Zm00001eb006480	0	0	0
Zm00001eb006490	3	1	2
Zm00001eb006510	22	2	20
Zm00001eb006520	1	0	1
Zm00001eb006530	32	5	27
Zm00001eb006540	7	2	16
Zm00001eb006550	0	9	2
Zm00001eb006560	10	1	9
Zm00001eb006570	11	0	11
Zm00001eb006590	1	0	1
Zm00001eb006600	5	1	4
Zm00001eb006610	2	0	2
Zm00001eb006620	3	0	3
Zm00001eb006630	0	0	0
Zm00001eb006640	0	0	0
Zm00001eb006650	0	0	0
Zm00001eb006660	9	0	9
Zm00001eb006670	1	0	1
Zm00001eb006680	4	0	4
Zm00001eb006690	7	1	6
Zm00001eb006700	0	6	12
Zm00001eb006710	0	12	6
Zm00001eb006720	1	0	1
Zm00001eb006730	0	0	0
Zm00001eb006740	0	0	0
Zm00001eb006760	0	0	0
Zm00001eb006770	31	4	27
Zm00001eb006780	0	0	0
Zm00001eb006790	0	0	0
Zm00001eb006800	0	0	0
Zm00001eb006830	1	0	1
Zm00001eb006840	1	1	0
Zm00001eb006850	7	2	5
Zm00001eb006860	5	0	5
Zm00001eb006870	14	0	14
Zm00001eb006880	17	0	17
Zm00001eb006890	3	1	2
Zm00001eb006900	0	0	0
Zm00001eb006910	5	0	5
Zm00001eb006920	23	1	22
Zm00001eb006930	3	0	3
Zm00001eb006940	1	0	1
Zm00001eb006950	0	0	0
Zm00001eb006960	0	0	0
Zm00001eb006970	1	1	0
Zm00001eb006990	0	0	0
Zm00001eb007000	2	0	2
Zm00001eb007010	7	0	7
Zm00001eb007020	0	0	0
Zm00001eb007030	10	1	9
Zm00001eb007040	0	0	0
Zm00001eb007050	20	1	19
Zm00001eb007060	3	0	3
Zm00001eb007070	0	0	0
Zm00001eb007080	0	0	0
Zm00001eb007090	38	3	35
Zm00001eb007100	0	0	0
Zm00001eb007110	0	0	0
Zm00001eb007120	0	0	0
Zm00001eb007130	11	0	11
Zm00001eb007140	23	0	23
Zm00001eb007150	5	0	5
Zm00001eb007160	0	0	0
Zm00001eb007170	16	3	13
Zm00001eb007180	20	2	18
Zm00001eb007190	0	2	0
Zm00001eb007200	0	0	2
Zm00001eb007220	5	1	4
Zm00001eb007230	0	0	0
Zm00001eb007240	2	0	2
Zm00001eb007250	30	0	30
Zm00001eb007270	1	0	1
Zm00001eb007280	1	0	1
Zm00001eb007290	0	0	0
Zm00001eb007300	0	0	0
Zm00001eb007310	4	2	2
Zm00001eb007320	16	1	15
Zm00001eb007330	0	0	0
Zm00001eb007340	0	0	0
Zm00001eb007350	0	0	0
Zm00001eb007360	0	0	0
Zm00001eb007370	0	0	0
Zm00001eb007380	0	0	0
Zm00001eb007390	0	0	0
Zm00001eb007400	0	0	0
Zm00001eb007410	0	0	0
Zm00001eb007420	0	0	0
Zm00001eb007430	0	0	0
Zm00001eb007440	1	0	1
Zm00001eb007460	0	0	0
Zm00001eb007450	0	0	0
Zm00001eb007470	7	0	7
Zm00001eb007490	0	1	0
Zm00001eb007500	0	0	1
Zm00001eb007510	31	4	27
Zm00001eb007540	3	0	3
Zm00001eb007550	4	0	4
Zm00001eb007560	0	0	0
Zm00001eb007570	6	0	6
Zm00001eb007580	0	0	0
Zm00001eb007590	1	0	1
Zm00001eb007600	12	0	12
Zm00001eb007610	2	1	1
Zm00001eb007630	0	0	0
Zm00001eb007640	0	0	0
Zm00001eb007650	48	1	47
Zm00001eb007670	14	1	13
Zm00001eb007680	22	0	22
Zm00001eb007690	2	0	2
Zm00001eb007700	0	0	0
Zm00001eb007720	0	0	0
Zm00001eb007730	68	4	64
Zm00001eb007740	0	0	0
Zm00001eb007750	2	0	3
Zm00001eb007760	4	2	3
Zm00001eb007770	0	0	0
Zm00001eb007780	12	0	12
Zm00001eb007790	0	0	0
Zm00001eb007800	1	0	1
Zm00001eb007810	4	0	4
Zm00001eb007820	3	1	2
Zm00001eb007830	6	1	5
Zm00001eb007840	0	0	0
Zm00001eb007850	0	0	0
Zm00001eb007860	79	3	76
Zm00001eb007870	1	0	1
Zm00001eb007880	0	0	0
Zm00001eb007890	0	0	0
Zm00001eb007900	1	0	1
Zm00001eb007910	0	0	0
Zm00001eb007920	3	0	3
Zm00001eb007930	5	0	5
Zm00001eb007940	0	0	0
Zm00001eb007950	1	0	1
Zm00001eb007960	11	1	10
Zm00001eb007970	0	0	0
Zm00001eb007990	0	0	0
Zm00001eb008000	0	0	0
Zm00001eb008010	5	1	4
Zm00001eb008030	0	0	0
Zm00001eb008040	0	0	0
Zm00001eb008050	0	0	0
Zm00001eb008060	27	1	26
Zm00001eb008070	2	0	2
Zm00001eb008080	18	0	18
Zm00001eb008090	2	0	2
Zm00001eb008100	3	0	3
Zm00001eb008130	2	1	1
Zm00001eb008140	11	0	11
Zm00001eb008150	2	0	2
Zm00001eb008160	6	0	6
Zm00001eb008170	20	0	20
Zm00001eb008180	1	0	1
Zm00001eb008190	0	0	0
Zm00001eb008200	6	2	4
Zm00001eb008210	0	0	0
Zm00001eb008220	0	0	0
Zm00001eb008240	0	0	0
Zm00001eb008250	0	2	10
Zm00001eb008260	0	10	2
Zm00001eb008270	1	0	1
Zm00001eb008280	0	0	0
Zm00001eb008290	3	0	3
Zm00001eb008300	0	0	0
Zm00001eb008310	9	0	9
Zm00001eb008320	0	0	0
Zm00001eb008330	0	0	0
Zm00001eb008340	44	1	43
Zm00001eb008350	0	0	0
Zm00001eb008360	16	1	15
Zm00001eb008370	12	2	10
Zm00001eb008380	0	0	0
Zm00001eb008400	38	1	37
Zm00001eb008410	0	0	0
Zm00001eb008420	0	0	0
Zm00001eb008430	1	0	1
Zm00001eb008440	53	7	46
Zm00001eb008450	14	2	12
Zm00001eb008460	37	1	36
Zm00001eb008470	3	0	3
Zm00001eb008480	17	0	17
Zm00001eb008490	18	2	16
Zm00001eb008500	2	0	2
Zm00001eb008510	0	0	0
Zm00001eb008520	7	0	7
Zm00001eb008530	3	0	3
Zm00001eb008540	0	0	0
Zm00001eb008550	106	2	104
Zm00001eb008560	0	0	0
Zm00001eb008570	22	0	22
Zm00001eb008580	4	0	4
Zm00001eb008590	2	0	2
Zm00001eb008600	0	0	0
Zm00001eb008610	78	1	77
Zm00001eb008620	8	0	8
Zm00001eb008630	6	0	6
Zm00001eb008640	6	0	6
Zm00001eb008650	12	1	11
Zm00001eb008660	19	1	18
Zm00001eb008670	0	0	0
Zm00001eb008680	0	0	0
Zm00001eb008690	0	0	0
Zm00001eb008700	78	8	70
Zm00001eb008710	3	0	3
Zm00001eb008720	6	0	6
Zm00001eb008730	0	0	0
Zm00001eb008740	0	0	0
Zm00001eb008750	0	0	0
Zm00001eb008770	4	2	2
Zm00001eb008780	9	1	8
Zm00001eb008790	0	0	0
Zm00001eb008800	0	0	0
Zm00001eb008810	9	1	12
Zm00001eb008820	0	4	0
Zm00001eb008830	2	1	1
Zm00001eb008850	2	0	2
Zm00001eb008860	0	0	0
Zm00001eb008870	1	0	1
Zm00001eb008880	2	0	2
Zm00001eb008890	4	1	3
Zm00001eb008900	9	0	9
Zm00001eb008910	7	3	4
Zm00001eb008920	8	1	7
Zm00001eb008930	1	0	1
Zm00001eb008940	0	1	0
Zm00001eb008950	9	0	10
Zm00001eb008960	0	0	0
Zm00001eb008970	0	0	0
Zm00001eb008980	2	0	2
Zm00001eb008990	0	0	0
Zm00001eb009000	0	0	0
Zm00001eb009010	0	0	0
Zm00001eb009020	0	0	0
Zm00001eb009030	0	0	0
Zm00001eb009040	0	0	0
Zm00001eb009050	2	0	2
Zm00001eb009060	1	0	1
Zm00001eb009070	16	0	16
Zm00001eb009080	0	0	0
Zm00001eb009090	6	2	4
Zm00001eb009100	16	0	16
Zm00001eb009110	25	2	23
Zm00001eb009120	2	0	2
Zm00001eb009130	1	0	1
Zm00001eb009140	11	0	11
Zm00001eb009150	2	1	1
Zm00001eb009160	21	1	20
Zm00001eb009170	3	0	3
Zm00001eb009210	0	0	0
Zm00001eb009230	0	0	0
Zm00001eb009240	5	0	5
Zm00001eb009250	3	1	2
Zm00001eb009260	0	0	0
Zm00001eb009270	0	0	0
Zm00001eb009280	0	0	0
Zm00001eb009290	1	0	1
Zm00001eb009300	0	0	0
Zm00001eb009310	11	0	11
Zm00001eb009320	1	0	1
Zm00001eb009340	0	0	0
Zm00001eb009360	8	3	5
Zm00001eb009370	2	0	2
Zm00001eb009380	1	0	1
Zm00001eb009390	0	0	0
Zm00001eb009400	1	1	0
Zm00001eb009410	0	0	0
Zm00001eb009420	0	0	0
Zm00001eb009430	12	3	9
Zm00001eb009460	0	0	0
Zm00001eb009470	0	0	0
Zm00001eb009480	10	0	10
Zm00001eb009490	0	0	0
Zm00001eb009500	0	0	0
Zm00001eb009510	13	4	9
Zm00001eb009520	0	0	0
Zm00001eb009530	0	0	0
Zm00001eb009540	2	1	1
Zm00001eb009550	12	3	9
Zm00001eb009560	0	0	0
Zm00001eb009570	0	0	0
Zm00001eb009580	3	0	3
Zm00001eb009590	0	0	0
Zm00001eb009600	1	0	1
Zm00001eb009610	0	0	0
Zm00001eb009620	0	0	0
Zm00001eb009630	0	0	0
