""	"V1"
"Zm00001eb043760"	0.0157220315058886
"Zm00001eb373620"	0.0157234500648323
"Zm00001eb357240"	0.0157582033605073
"Zm00001eb237930"	0.0157685560357856
"Zm00001eb084910"	0.0157719528838706
"Zm00001eb174370"	0.015776610082947
"Zm00001eb173710"	0.0157895562003035
"Zm00001eb407090"	0.0158043179546042
"Zm00001eb076940"	0.0158084295199841
"Zm00001eb085590"	0.0158292080072518
"Zm00001eb088280"	0.0158373055875927
"Zm00001eb429650"	0.0158394571964501
"Zm00001eb062350"	0.0158739230630213
"Zm00001eb407700"	0.0158823266628493
"Zm00001eb403160"	0.0158854276678621
"Zm00001eb066230"	0.0159046007541569
"Zm00001eb304770"	0.0159071109831132
"Zm00001eb006050"	0.015937650791817
"Zm00001eb155530"	0.01595064276038
"Zm00001eb425180"	0.0159515368475514
"Zm00001eb072220"	0.0159691350516656
"Zm00001eb114270"	0.0159743884581794
"Zm00001eb073630"	0.0159796243687013
"Zm00001eb015010"	0.0159921873063862
"Zm00001eb122750"	0.0160048800537219
"Zm00001eb226390"	0.0160259825485724
"Zm00001eb033930"	0.0160329773482854
"Zm00001eb233410"	0.0160394351552468
"Zm00001eb150970"	0.0160426267290868
"Zm00001eb282270"	0.0160501524844991
"Zm00001eb215800"	0.0160529695196057
"Zm00001eb120100"	0.0160621869975622
"Zm00001eb154460"	0.0160697506593802
"Zm00001eb299560"	0.0160748647440084
"Zm00001eb434080"	0.0160875331226811
"Zm00001eb288760"	0.0161166727396407
"Zm00001eb117850"	0.0161179073201916
"Zm00001eb020710"	0.0161371156344868
"Zm00001eb338290"	0.016144207559729
"Zm00001eb300280"	0.0161479184110895
"Zm00001eb188330"	0.0161963409114802
"Zm00001eb389150"	0.0161998300128508
"Zm00001eb114790"	0.0162312392535612
"Zm00001eb387310"	0.0162651928603354
"Zm00001eb036700"	0.0162653779505597
"Zm00001eb064640"	0.0162688585671623
"Zm00001eb369350"	0.0162751907237468
"Zm00001eb353850"	0.0162761924379073
"Zm00001eb262930"	0.0162854224909779
"Zm00001eb422680"	0.0162928783347637
"Zm00001eb221160"	0.0162943559972896
"Zm00001eb289150"	0.0162960540201369
"Zm00001eb117460"	0.0163083059764417
"Zm00001eb084540"	0.0163085238784766
"Zm00001eb109040"	0.0163211182604752
"Zm00001eb109140"	0.016345230770011
"Zm00001eb155770"	0.0163490309713795
"Zm00001eb251030"	0.016354206411236
"Zm00001eb003520"	0.0163807790990986
"Zm00001eb084870"	0.0164160854722568
"Zm00001eb424850"	0.0164251485763043
"Zm00001eb294740"	0.0164265602415052
"Zm00001eb292890"	0.0164279808267323
"Zm00001eb159010"	0.0164368831115124
"Zm00001eb408270"	0.0164540274666292
"Zm00001eb331850"	0.0164565986523745
"Zm00001eb328700"	0.0164639512280451
"Zm00001eb248590"	0.0164779723914232
"Zm00001eb006480"	0.0164852966537183
"Zm00001eb003760"	0.016516995388632
"Zm00001eb357020"	0.0165195798046836
"Zm00001eb011910"	0.0165320102436643
"Zm00001eb406700"	0.0165650300819929
"Zm00001eb343530"	0.0165800594923703
"Zm00001eb402580"	0.0165874574450339
"Zm00001eb284740"	0.0165944515555342
"Zm00001eb025670"	0.0166214714846894
"Zm00001eb298170"	0.0166365432402119
"Zm00001eb389070"	0.0166378979518872
"Zm00001eb122980"	0.0166520930954402
"Zm00001eb409850"	0.0166548861835707
"Zm00001eb404750"	0.0166973034405442
"Zm00001eb349730"	0.0167082576672828
"Zm00001eb198900"	0.016719780983228
"Zm00001eb049920"	0.0167291113713202
"Zm00001eb161470"	0.0167305532030207
"Zm00001eb047360"	0.016736540004609
"Zm00001eb044180"	0.0167488000962899
"Zm00001eb279330"	0.016753138139633
"Zm00001eb118070"	0.0167556595277288
"Zm00001eb035870"	0.0167689882664744
"Zm00001eb299750"	0.0167837081831589
"Zm00001eb138310"	0.016789194553437
"Zm00001eb067270"	0.0167895694680634
"Zm00001eb308890"	0.0167909110733252
"Zm00001eb021270"	0.0167931256028866
"Zm00001eb413600"	0.016808834202074
"Zm00001eb223390"	0.0168307457772036
"Zm00001eb293700"	0.0168318866737913
"Zm00001eb062500"	0.0168465052902106
"Zm00001eb358460"	0.0168477686975978
"Zm00001eb167010"	0.0168805773656264
"Zm00001eb297000"	0.0169038522103293
"Zm00001eb111970"	0.0169104708273596
"Zm00001eb039760"	0.0169165452920855
"Zm00001eb164350"	0.0169274026809766
"Zm00001eb024430"	0.0169516865619652
"Zm00001eb111300"	0.0169561675248746
"Zm00001eb032340"	0.0169581443657674
"Zm00001eb350890"	0.0169607652118209
"Zm00001eb330900"	0.0169616998550195
"Zm00001eb106370"	0.016972512931736
"Zm00001eb183020"	0.0169741627352649
"Zm00001eb065090"	0.0169850100097772
"Zm00001eb353530"	0.0169924488858877
"Zm00001eb418840"	0.0169962122427043
"Zm00001eb209270"	0.0169977062522578
"Zm00001eb122860"	0.017000132275415
"Zm00001eb235800"	0.0170035987641761
"Zm00001eb062640"	0.0170046789181627
"Zm00001eb049090"	0.0170060893222318
"Zm00001eb299300"	0.017009204855348
"Zm00001eb406160"	0.0170130960274032
"Zm00001eb409680"	0.0170180603308564
"Zm00001eb101640"	0.0170321140453331
"Zm00001eb388190"	0.0170382744513337
"Zm00001eb333780"	0.0170631319937569
"Zm00001eb247080"	0.0170666664418958
"Zm00001eb322170"	0.017075953832109
"Zm00001eb151610"	0.0170771241554989
"Zm00001eb182870"	0.0171028971451664
"Zm00001eb391440"	0.0171159015533229
"Zm00001eb138210"	0.0171244681645061
"Zm00001eb065550"	0.0171336993624198
"Zm00001eb124940"	0.017138156864247
"Zm00001eb038220"	0.0171433294975623
"Zm00001eb157350"	0.0171606221908297
"Zm00001eb229360"	0.0171665553854064
"Zm00001eb390690"	0.0171738388607668
"Zm00001eb011960"	0.0171763732306635
"Zm00001eb112210"	0.0171811015397558
"Zm00001eb259890"	0.0171823661137024
"Zm00001eb037310"	0.0171832613732836
"Zm00001eb316700"	0.0171966747755118
"Zm00001eb375730"	0.0172018086361604
"Zm00001eb378170"	0.0172054418037302
"Zm00001eb379350"	0.0172075176801455
"Zm00001eb406420"	0.0172548799359782
"Zm00001eb135190"	0.0172581735074234
"Zm00001eb162110"	0.0172587781453129
"Zm00001eb173680"	0.0172627348162059
"Zm00001eb015380"	0.0172877331473992
"Zm00001eb339940"	0.0172916260215759
"Zm00001eb199950"	0.0172938510175889
"Zm00001eb188340"	0.0172956970838013
"Zm00001eb187260"	0.0172975411965615
"Zm00001eb306270"	0.017310654279513
"Zm00001eb188580"	0.01732939133474
"Zm00001eb038200"	0.0173571071345457
"Zm00001eb022890"	0.0173788927463778
"Zm00001eb104590"	0.0173814327233331
"Zm00001eb082610"	0.0174008289163233
"Zm00001eb304510"	0.0174226807172315
"Zm00001eb037690"	0.0174287365282298
"Zm00001eb084690"	0.0174552062079117
"Zm00001eb403120"	0.0174629695508004
"Zm00001eb033100"	0.0174803011776074
"Zm00001eb112970"	0.0174934895960467
"Zm00001eb095640"	0.0174984232285644
"Zm00001eb258110"	0.0175027433838516
"Zm00001eb009480"	0.0175029305131073
"Zm00001eb330020"	0.0175148828781883
"Zm00001eb273590"	0.0175282209388862
"Zm00001eb143690"	0.0175428512396863
"Zm00001eb101530"	0.017554139285383
"Zm00001eb058460"	0.0175561492433074
"Zm00001eb010380"	0.0175653056920321
"Zm00001eb290290"	0.0175684344269758
"Zm00001eb246700"	0.0175880493547211
"Zm00001eb267010"	0.0175952467658202
"Zm00001eb089520"	0.0175986335173954
"Zm00001eb188190"	0.0175990127464223
"Zm00001eb382210"	0.0176048147577184
"Zm00001eb238400"	0.0176173890000093
"Zm00001eb068390"	0.0176280252796245
"Zm00001eb163650"	0.0176291727942541
"Zm00001eb316720"	0.0176313871806343
"Zm00001eb051340"	0.0176436198870814
"Zm00001eb408340"	0.0176527512619452
"Zm00001eb026620"	0.0176575921417129
"Zm00001eb130640"	0.0176669179606701
"Zm00001eb116810"	0.0176719983738968
"Zm00001eb371490"	0.0176800053930039
"Zm00001eb395880"	0.0176840469580718
"Zm00001eb233350"	0.017689902518059
"Zm00001eb175880"	0.0177068519360828
"Zm00001eb044990"	0.0177139871867186
"Zm00001eb217780"	0.0177141457371249
"Zm00001eb070480"	0.0177298204272874
"Zm00001eb097330"	0.0177308641367709
"Zm00001eb257410"	0.0177336731712702
"Zm00001eb051050"	0.0177465483043726
"Zm00001eb066470"	0.0177524362593655
"Zm00001eb300640"	0.0177545998163585
"Zm00001eb071280"	0.0177631807613444
"Zm00001eb350930"	0.0177636101927282
"Zm00001eb061500"	0.0177661161719162
"Zm00001eb206900"	0.0177791119935609
"Zm00001eb038580"	0.0177959689391245
"Zm00001eb161280"	0.0178164423266058
"Zm00001eb313490"	0.0178227062753266
"Zm00001eb075520"	0.0178238345105789
"Zm00001eb163680"	0.0178277675163653
"Zm00001eb166920"	0.017829206055271
"Zm00001eb301090"	0.0178303580154275
"Zm00001eb344830"	0.0178345961353689
"Zm00001eb433600"	0.0178361114594837
"Zm00001eb152780"	0.0178405802740122
"Zm00001eb034760"	0.0178434388619185
"Zm00001eb405450"	0.0178499463155637
"Zm00001eb371590"	0.0178543939351033
"Zm00001eb411620"	0.0178676517993866
"Zm00001eb433870"	0.0178685775299377
"Zm00001eb163740"	0.0178701623083046
"Zm00001eb182080"	0.0178753326229782
"Zm00001eb232420"	0.017888352340593
"Zm00001eb328590"	0.0179120575028439
"Zm00001eb260370"	0.0179145966824628
"Zm00001eb323220"	0.0179164541763593
"Zm00001eb241060"	0.0179255209379742
"Zm00001eb023770"	0.0179282176426869
"Zm00001eb328480"	0.0179548586331496
"Zm00001eb075460"	0.017974929780233
"Zm00001eb049850"	0.0179773357699167
"Zm00001eb183560"	0.0179795538728006
"Zm00001eb205590"	0.017984371159932
"Zm00001eb320360"	0.0180100864725314
"Zm00001eb115840"	0.0180224271415736
"Zm00001eb010280"	0.0180557709166098
"Zm00001eb011580"	0.01807749446105
"Zm00001eb060990"	0.0180905202109029
"Zm00001eb028490"	0.0180953538905504
"Zm00001eb349770"	0.0181306526930129
"Zm00001eb331590"	0.0181714751943852
"Zm00001eb431400"	0.0181808190316851
"Zm00001eb431900"	0.018185752869244
"Zm00001eb114370"	0.0181869437759111
"Zm00001eb246810"	0.0182219535829548
"Zm00001eb177530"	0.018224052741806
"Zm00001eb434230"	0.0182274304520534
"Zm00001eb249150"	0.0182377789379927
"Zm00001eb020730"	0.0182398303761091
"Zm00001eb005060"	0.0182520288300836
"Zm00001eb429230"	0.0182674066920671
"Zm00001eb157400"	0.0182841063114621
"Zm00001eb106630"	0.0182862355918146
"Zm00001eb010660"	0.0182897886549509
"Zm00001eb334150"	0.0182937762250535
"Zm00001eb103650"	0.0182941822997208
"Zm00001eb004410"	0.0182943187891396
"Zm00001eb189410"	0.0183030517513173
"Zm00001eb216480"	0.0183039597881427
"Zm00001eb277180"	0.0183050131160578
"Zm00001eb198860"	0.0183092660811344
"Zm00001eb345750"	0.0183173004720997
"Zm00001eb329580"	0.0183259055623264
"Zm00001eb280070"	0.0183435349328253
"Zm00001eb433040"	0.0183491580819136
"Zm00001eb171090"	0.0183503866109792
"Zm00001eb217860"	0.0183532457327553
"Zm00001eb324340"	0.0183647019593088
"Zm00001eb167820"	0.0183906272990103
"Zm00001eb278670"	0.0183923999309976
"Zm00001eb194600"	0.0184022269121354
"Zm00001eb249570"	0.0184112992462725
"Zm00001eb237600"	0.0184151458992001
"Zm00001eb336130"	0.0184264484483118
"Zm00001eb175510"	0.018428435717073
"Zm00001eb021220"	0.0184530765381271
"Zm00001eb069290"	0.0184677317252511
"Zm00001eb168040"	0.0185141770264101
"Zm00001eb135500"	0.0185164720065932
"Zm00001eb098280"	0.018521545905525
"Zm00001eb162780"	0.018522845980307
"Zm00001eb178370"	0.0185325629462837
"Zm00001eb188090"	0.0185391159620264
"Zm00001eb145910"	0.0185543665668866
"Zm00001eb322570"	0.0185574848016339
"Zm00001eb405380"	0.0185691328597491
"Zm00001eb239370"	0.0185896646877837
"Zm00001eb007650"	0.0186083254657701
"Zm00001eb397620"	0.0186290615719482
"Zm00001eb300160"	0.018636916582412
"Zm00001eb101360"	0.0186644846554559
"Zm00001eb393130"	0.0187092353911938
"Zm00001eb387530"	0.0187093881783508
"Zm00001eb420080"	0.0187363608632495
"Zm00001eb420170"	0.0187402672398419
"Zm00001eb129430"	0.0187484487328906
"Zm00001eb279580"	0.0187499798021126
"Zm00001eb141080"	0.0187570482815685
"Zm00001eb400650"	0.0187643936432782
"Zm00001eb334160"	0.0187676099976743
"Zm00001eb251350"	0.0187683710060236
"Zm00001eb058140"	0.018780841842751
"Zm00001eb303210"	0.0187814372190036
"Zm00001eb350990"	0.0188209519173876
"Zm00001eb257010"	0.0188228535501108
"Zm00001eb281130"	0.01882369994919
"Zm00001eb018430"	0.0188270386038674
"Zm00001eb162000"	0.0188299319718251
"Zm00001eb310400"	0.0188388697129264
"Zm00001eb113920"	0.0188398183826845
"Zm00001eb141990"	0.0188504338392815
"Zm00001eb351400"	0.0188697062202138
"Zm00001eb401090"	0.0188772518585946
"Zm00001eb378740"	0.0188795549423125
"Zm00001eb419000"	0.0189182306803974
"Zm00001eb018630"	0.0189198118055697
"Zm00001eb431690"	0.0189279047049052
"Zm00001eb062040"	0.0189424520515451
"Zm00001eb433520"	0.0189428532345504
"Zm00001eb322790"	0.0189520682107767
"Zm00001eb145500"	0.0189586286714506
"Zm00001eb033060"	0.0189596065063371
"Zm00001eb040320"	0.0189695160167151
"Zm00001eb427560"	0.0189744066206341
"Zm00001eb417280"	0.0189787778252855
"Zm00001eb030900"	0.0189860034838453
"Zm00001eb334120"	0.0189883934164956
"Zm00001eb245710"	0.0190078934778584
"Zm00001eb047940"	0.0190111578350429
"Zm00001eb322070"	0.0190305028259336
"Zm00001eb154000"	0.0190568155580813
"Zm00001eb057400"	0.0190598925537717
"Zm00001eb269010"	0.0190777726291032
"Zm00001eb385340"	0.019080281952956
"Zm00001eb180890"	0.0190913689281652
"Zm00001eb316350"	0.0191030143746866
"Zm00001eb005380"	0.0191497696880772
"Zm00001eb292430"	0.0191872729180026
"Zm00001eb209870"	0.0192102966935496
"Zm00001eb122420"	0.0192179828368714
"Zm00001eb411240"	0.0192519128610656
"Zm00001eb362400"	0.0192557894161154
"Zm00001eb119930"	0.0192772742262264
"Zm00001eb326710"	0.0192808240010411
"Zm00001eb157650"	0.0192834931768791
"Zm00001eb044260"	0.0192862330215099
"Zm00001eb098420"	0.0193270864716889
"Zm00001eb308210"	0.0193359030735216
"Zm00001eb011020"	0.0193398784081784
"Zm00001eb140490"	0.0193406213370308
"Zm00001eb427590"	0.0193464819311645
"Zm00001eb313470"	0.0193679021951615
"Zm00001eb119440"	0.0193740274388425
"Zm00001eb107180"	0.0193916318738953
"Zm00001eb352100"	0.0193987256384818
"Zm00001eb389240"	0.0194244903878859
"Zm00001eb180720"	0.0194344326428187
"Zm00001eb002870"	0.019452506391127
"Zm00001eb305840"	0.0194657664135089
"Zm00001eb360510"	0.0194703068681324
"Zm00001eb223190"	0.0194765406435754
"Zm00001eb270950"	0.0194786517119802
"Zm00001eb342270"	0.0195001945575159
"Zm00001eb021040"	0.0195225209737251
"Zm00001eb089470"	0.019546482012941
"Zm00001eb054730"	0.019551171818604
"Zm00001eb368510"	0.0195566588581894
"Zm00001eb295870"	0.0195578260245637
"Zm00001eb156580"	0.0195714931672697
"Zm00001eb252200"	0.0195722689684298
"Zm00001eb012930"	0.0195731887626917
"Zm00001eb265830"	0.0195751657084943
"Zm00001eb431790"	0.0195866678201806
"Zm00001eb301900"	0.0195940979197206
"Zm00001eb132980"	0.0196118046512423
"Zm00001eb205810"	0.0196196046090198
"Zm00001eb043780"	0.0196234294662862
"Zm00001eb036880"	0.0196373421566417
"Zm00001eb027150"	0.0196607307395108
"Zm00001eb135870"	0.0196887582179746
"Zm00001eb034820"	0.0197061545813029
"Zm00001eb035010"	0.0197117805045713
"Zm00001eb302490"	0.0197123564011461
"Zm00001eb359510"	0.0197250696650395
"Zm00001eb116640"	0.0197268117081777
"Zm00001eb077710"	0.0197278436419839
"Zm00001eb384590"	0.0197398942268136
"Zm00001eb375580"	0.0198001856300242
"Zm00001eb100650"	0.0198048653836096
"Zm00001eb406690"	0.0198272714410655
"Zm00001eb299790"	0.0198450953730028
"Zm00001eb243730"	0.0198581403728374
"Zm00001eb134330"	0.0198651101258288
"Zm00001eb194040"	0.0198707544680859
"Zm00001eb427580"	0.0198715695682152
"Zm00001eb272090"	0.0198763150883891
"Zm00001eb321420"	0.0198834005344375
"Zm00001eb334600"	0.0198934952818274
"Zm00001eb005320"	0.0199267617350004
"Zm00001eb068880"	0.0199319339549375
"Zm00001eb095710"	0.0199448384800083
"Zm00001eb095700"	0.0199493873004302
"Zm00001eb211580"	0.0199601393396754
"Zm00001eb204700"	0.0199664395736599
"Zm00001eb099340"	0.0199706446520724
"Zm00001eb287540"	0.0199803570754325
"Zm00001eb221290"	0.0199878313991782
"Zm00001eb058690"	0.0199890598659715
"Zm00001eb044020"	0.0199918171019988
"Zm00001eb385970"	0.0199960579870869
"Zm00001eb043220"	0.0199972375886845
"Zm00001eb113320"	0.0200000740472773
"Zm00001eb338990"	0.0200033636965423
"Zm00001eb155980"	0.0200355244954121
"Zm00001eb423830"	0.0200425324151573
"Zm00001eb303950"	0.0200508619469923
"Zm00001eb030450"	0.0200595761150749
"Zm00001eb192230"	0.0200651799373809
"Zm00001eb304720"	0.0200688094103899
"Zm00001eb210520"	0.0200704858337201
"Zm00001eb173070"	0.0200760101451121
"Zm00001eb140420"	0.0201071836303656
"Zm00001eb207720"	0.0201128176021718
"Zm00001eb394820"	0.020126676471023
"Zm00001eb106210"	0.020128460118521
"Zm00001eb342410"	0.0201450071851493
"Zm00001eb149820"	0.0201831059211342
"Zm00001eb175830"	0.020209327933911
"Zm00001eb009800"	0.020256444342638
"Zm00001eb366330"	0.0202582620822229
"Zm00001eb010370"	0.0202627093787644
"Zm00001eb113010"	0.0202657046658428
"Zm00001eb078650"	0.0202972884544847
"Zm00001eb171610"	0.0203136058324952
"Zm00001eb360580"	0.0203388153727866
"Zm00001eb211980"	0.0203471428077177
"Zm00001eb125110"	0.020351083484419
"Zm00001eb093730"	0.0203568736852895
"Zm00001eb119590"	0.0203603579475302
"Zm00001eb192280"	0.0203841344870442
"Zm00001eb257330"	0.02038728224947
"Zm00001eb003690"	0.0203906789023526
"Zm00001eb136370"	0.0203913612692251
"Zm00001eb318600"	0.0204163962325981
"Zm00001eb249160"	0.020430593950038
"Zm00001eb365960"	0.0204357003938072
"Zm00001eb055020"	0.0204366966402872
"Zm00001eb355970"	0.020447574397943
"Zm00001eb347950"	0.0204492234998793
"Zm00001eb183970"	0.0204533666575869
"Zm00001eb143970"	0.020466090615472
"Zm00001eb198220"	0.0204738097830867
"Zm00001eb343930"	0.0204753283588717
"Zm00001eb378140"	0.0204790427965928
"Zm00001eb128910"	0.0204829709000648
"Zm00001eb077240"	0.0205038782751297
"Zm00001eb289560"	0.0205184098411367
"Zm00001eb424710"	0.0205248994842794
"Zm00001eb061840"	0.0205265259668359
"Zm00001eb017040"	0.0205407998786016
"Zm00001eb262650"	0.0205537882326499
"Zm00001eb194150"	0.020576528206429
"Zm00001eb051120"	0.0205779553415154
"Zm00001eb423450"	0.020580316439777
"Zm00001eb035760"	0.0205875573617611
"Zm00001eb188860"	0.0205953991404628
"Zm00001eb289990"	0.0205994028165123
"Zm00001eb039630"	0.020601053192948
"Zm00001eb392650"	0.0206178174279495
"Zm00001eb287160"	0.0206180080500678
"Zm00001eb257720"	0.0206250954747466
"Zm00001eb098950"	0.0206487023173454
"Zm00001eb109880"	0.0206555293502234
"Zm00001eb070220"	0.0206735425575314
"Zm00001eb209340"	0.0206771124648034
"Zm00001eb248000"	0.0206811848314499
"Zm00001eb373800"	0.020685290523376
"Zm00001eb121760"	0.0207104955395796
"Zm00001eb001020"	0.0207276939746497
"Zm00001eb387960"	0.020729292267535
"Zm00001eb394530"	0.0207367451274923
"Zm00001eb363280"	0.0207376594085027
"Zm00001eb403140"	0.0207438559526154
"Zm00001eb007690"	0.0207768333418849
"Zm00001eb283940"	0.0207844795017719
"Zm00001eb411770"	0.0207846615805805
"Zm00001eb110420"	0.0207859885313975
"Zm00001eb171140"	0.0207907603799218
"Zm00001eb099120"	0.0207939865952179
"Zm00001eb092730"	0.0208019273638898
"Zm00001eb036910"	0.0208024540791931
"Zm00001eb114430"	0.0208099989569316
"Zm00001eb388840"	0.0208120162571844
"Zm00001eb215010"	0.0208257847551612
"Zm00001eb371270"	0.0208292660154175
"Zm00001eb172180"	0.0208339065498772
"Zm00001eb278420"	0.0208435764052102
"Zm00001eb242750"	0.0208460761325424
"Zm00001eb306900"	0.0208503881276922
"Zm00001eb061490"	0.0208715984521647
"Zm00001eb421590"	0.0208889641130628
"Zm00001eb093590"	0.0209107044781576
"Zm00001eb088840"	0.0209110743340253
"Zm00001eb329140"	0.0209428941741624
"Zm00001eb364900"	0.0209761882388712
"Zm00001eb331080"	0.0209766769989275
"Zm00001eb116090"	0.0209792518007187
"Zm00001eb337880"	0.0209903703502515
"Zm00001eb153180"	0.0210200695423288
"Zm00001eb202130"	0.0210347208666173
"Zm00001eb025730"	0.0210366937842957
"Zm00001eb339310"	0.021056742087818
"Zm00001eb109970"	0.021080309162126
"Zm00001eb257530"	0.0210851942613892
"Zm00001eb162620"	0.021110481898253
"Zm00001eb362300"	0.0211170378459111
"Zm00001eb002100"	0.0211370808561047
"Zm00001eb223970"	0.021142438879343
"Zm00001eb407460"	0.0211460724194892
"Zm00001eb152010"	0.0211498789321255
"Zm00001eb314280"	0.0211520924694383
"Zm00001eb328650"	0.0211618118434543
"Zm00001eb433860"	0.0211781951706399
"Zm00001eb372070"	0.0211849722580022
"Zm00001eb178340"	0.0211884626534905
"Zm00001eb131520"	0.0211889113406482
"Zm00001eb018930"	0.0212035091846542
"Zm00001eb193910"	0.021216219195188
"Zm00001eb236730"	0.0212240303776176
"Zm00001eb383230"	0.021224520598085
"Zm00001eb390240"	0.0212260629935263
"Zm00001eb226930"	0.0212264124189801
"Zm00001eb380830"	0.0212329480809677
"Zm00001eb311720"	0.0212342927452017
"Zm00001eb257620"	0.0212576303572954
"Zm00001eb245160"	0.0212656572118043
"Zm00001eb251950"	0.0212774012850304
"Zm00001eb127110"	0.0212833200805224
"Zm00001eb352360"	0.0212860489293005
"Zm00001eb016830"	0.0212961556897598
"Zm00001eb375430"	0.0212974934747153
"Zm00001eb253750"	0.0213029787248942
"Zm00001eb229240"	0.0213088802618343
"Zm00001eb395720"	0.0213119482841979
"Zm00001eb233930"	0.0213491273738119
"Zm00001eb078410"	0.0213744225217649
"Zm00001eb360560"	0.0214261406503484
"Zm00001eb217240"	0.0214300443786886
"Zm00001eb354100"	0.0214500883975344
"Zm00001eb250570"	0.0214588456332354
"Zm00001eb366460"	0.021461761305404
"Zm00001eb336860"	0.0214623103931024
"Zm00001eb113190"	0.0214626878863855
"Zm00001eb261240"	0.0215010429315704
"Zm00001eb195920"	0.0215460848256774
"Zm00001eb121540"	0.0215509925197337
"Zm00001eb318030"	0.0215659247929221
"Zm00001eb186880"	0.0216109287675574
"Zm00001eb017900"	0.0216169820541275
"Zm00001eb389840"	0.0216244210414055
"Zm00001eb026700"	0.0216246218896523
"Zm00001eb005860"	0.0216325361034212
"Zm00001eb190270"	0.0216439548736286
"Zm00001eb260760"	0.0216518958381027
"Zm00001eb284870"	0.0216542433940801
"Zm00001eb020340"	0.0216661470625814
"Zm00001eb356970"	0.0216807501143046
"Zm00001eb168270"	0.0217000376696736
"Zm00001eb084450"	0.021715604422568
"Zm00001eb064530"	0.0217337530957461
"Zm00001eb398410"	0.0217446924131834
"Zm00001eb013520"	0.0217585970703361
"Zm00001eb230900"	0.0217598146896402
"Zm00001eb135830"	0.0217600601167729
"Zm00001eb107320"	0.0217697213491898
"Zm00001eb175120"	0.0217720903378136
"Zm00001eb260620"	0.0217757182728454
"Zm00001eb148130"	0.021788864146206
"Zm00001eb041660"	0.0218170379933636
"Zm00001eb218630"	0.0218512871858805
"Zm00001eb142010"	0.0218527404091194
"Zm00001eb143670"	0.0218658941262216
"Zm00001eb390260"	0.0218778432771705
"Zm00001eb125890"	0.0218859426117747
"Zm00001eb245100"	0.021904196015118
"Zm00001eb256740"	0.0219048867518722
"Zm00001eb046990"	0.0219215761493846
"Zm00001eb387780"	0.0219376980741655
"Zm00001eb326970"	0.0219433110781794
"Zm00001eb212060"	0.0219495918941686
"Zm00001eb187660"	0.0219585587061733
"Zm00001eb281410"	0.0219593109658729
"Zm00001eb259060"	0.0219740047013789
"Zm00001eb064190"	0.0219987555751256
"Zm00001eb398100"	0.0220000539731187
"Zm00001eb183610"	0.0220065508575297
"Zm00001eb144400"	0.0220457638905793
"Zm00001eb179460"	0.0220635233643317
"Zm00001eb120810"	0.0220671667357412
"Zm00001eb255480"	0.0220678250583762
"Zm00001eb329260"	0.0220801498244342
"Zm00001eb416720"	0.0220844623909411
"Zm00001eb273510"	0.022113016222569
"Zm00001eb385060"	0.0221202195904309
"Zm00001eb136890"	0.0221430611376295
"Zm00001eb380960"	0.0221450516132752
"Zm00001eb089540"	0.0221553665064415
"Zm00001eb063210"	0.0221605350190784
"Zm00001eb200530"	0.0221633346935798
"Zm00001eb184460"	0.0221734021371405
"Zm00001eb139070"	0.0221776647472854
"Zm00001eb097310"	0.0221924383614634
"Zm00001eb237720"	0.0221971503106402
"Zm00001eb365040"	0.0221983341470455
"Zm00001eb049500"	0.0222026157325475
"Zm00001eb151690"	0.0222082664355304
"Zm00001eb239680"	0.0222087276019666
"Zm00001eb366740"	0.0222103298072458
"Zm00001eb021840"	0.0222109767464263
"Zm00001eb358170"	0.0222127458065456
"Zm00001eb077230"	0.0222195984353838
"Zm00001eb171040"	0.0222257208990907
"Zm00001eb123060"	0.0222270280079821
"Zm00001eb369520"	0.0222440696392331
"Zm00001eb219320"	0.0222509660250161
"Zm00001eb286960"	0.0222549252310152
"Zm00001eb163160"	0.0222569517269626
"Zm00001eb183250"	0.0222632359886963
"Zm00001eb265990"	0.0222648368095648
"Zm00001eb107920"	0.0222698613963683
"Zm00001eb176090"	0.0223043662748186
"Zm00001eb116910"	0.022309814758157
"Zm00001eb418020"	0.0223115811607885
"Zm00001eb366620"	0.0223142465308469
"Zm00001eb339150"	0.0223235554260155
"Zm00001eb301000"	0.0223328894690169
"Zm00001eb171950"	0.0223403129637262
"Zm00001eb360640"	0.0223538871338735
"Zm00001eb302320"	0.0223722097247437
"Zm00001eb424350"	0.0223779479434303
"Zm00001eb255750"	0.0223919089649279
"Zm00001eb284070"	0.0224117820962557
"Zm00001eb015150"	0.0224157368162425
"Zm00001eb003700"	0.0224478916955272
"Zm00001eb207970"	0.0224556625570917
"Zm00001eb356760"	0.022459557372361
"Zm00001eb086830"	0.0224654807575466
"Zm00001eb277490"	0.0224745453577491
"Zm00001eb011700"	0.0224796703659632
"Zm00001eb096850"	0.0224891816787705
"Zm00001eb398680"	0.0225014732261608
"Zm00001eb152950"	0.0225126124118361
"Zm00001eb014450"	0.0225181162290948
"Zm00001eb204730"	0.0225473657310596
"Zm00001eb093670"	0.0225713985453763
"Zm00001eb419390"	0.0225893907647191
"Zm00001eb375490"	0.0225995144053285
"Zm00001eb263210"	0.0226005304389502
"Zm00001eb373290"	0.0226161436014564
"Zm00001eb072670"	0.0226167129044889
"Zm00001eb282120"	0.0226219486957547
"Zm00001eb277880"	0.0226482406569576
"Zm00001eb084760"	0.0226580040062564
"Zm00001eb300130"	0.0226714825918353
"Zm00001eb270920"	0.0226981303088587
"Zm00001eb326750"	0.0227008296849579
