ENSEMBL_GeneID,C_24_Susc_1,C_24_Susc_2,T_24_Susc_1,T_24_Susc_2
Zm00001eb000780,814,786,672,648
Zm00001eb000790,80,86,50,60
Zm00001eb000800,637,691,605,584
Zm00001eb000810,0,0,0,0
Zm00001eb000820,200,183,190,150
Zm00001eb000830,0,0,0,1
Zm00001eb000840,120,114,165,157
Zm00001eb000850,890,900,297,274
Zm00001eb000860,1373,1411,952,981
Zm00001eb000870,934,949,1050,1050
Zm00001eb000880,487,483,660,690
Zm00001eb000890,294,286,207,172
Zm00001eb000900,74,58,55,52
Zm00001eb000910,229,249,161,148
Zm00001eb000920,862,846,655,634
Zm00001eb000930,61,63,38,41
Zm00001eb000940,0,0,0,0
Zm00001eb000960,21,26,13,12
Zm00001eb000970,692,754,811,828
Zm00001eb000980,184,204,231,209
Zm00001eb000990,385,388,284,259
Zm00001eb001000,387,371,285,230
Zm00001eb001010,145,165,117,96
Zm00001eb001020,29,45,13,24
Zm00001eb001030,0,0,0,0
Zm00001eb001040,452,414,583,587
Zm00001eb001050,149,173,178,193
Zm00001eb001060,31,35,11,9
Zm00001eb001070,236,220,193,224
Zm00001eb001090,10,12,24,13
Zm00001eb001100,0,0,0,0
Zm00001eb001110,651,628,710,601
Zm00001eb001120,78,93,14,11
Zm00001eb001130,105,112,100,124
Zm00001eb001140,56,46,17,24
Zm00001eb001150,0,0,0,0
Zm00001eb001160,2,3,2,2
Zm00001eb001170,20,29,19,27
Zm00001eb001180,10,16,10,19
Zm00001eb001190,84,89,53,57
Zm00001eb001200,242,209,133,118
Zm00001eb001210,0,0,1,0
Zm00001eb001220,116,111,178,172
Zm00001eb001230,3,2,1,1
Zm00001eb001240,313,286,211,235
Zm00001eb001250,0,0,2,3
Zm00001eb001260,981,1012,1049,1107
Zm00001eb001270,505,511,461,472
Zm00001eb001280,103,113,31,32
Zm00001eb001290,150,166,67,78
Zm00001eb001300,0,0,0,0
Zm00001eb001310,0,0,0,0
Zm00001eb001320,0,0,0,0
Zm00001eb001330,0,0,0,0
Zm00001eb001340,504,464,318,314
Zm00001eb001350,166,153,113,96
Zm00001eb001360,271,312,269,253
Zm00001eb001370,14,12,14,12
Zm00001eb001400,2272,2215,2518,2539
Zm00001eb001410,2,1,3,4
Zm00001eb001420,0,0,0,0
Zm00001eb001430,4087,4153,3350,3327
Zm00001eb001440,41,50,42,35
Zm00001eb001460,2758,2714,989,1015
Zm00001eb001470,159,121,92,114
Zm00001eb001480,1,0,0,0
Zm00001eb001490,29,31,15,14
Zm00001eb001500,110,107,48,36
Zm00001eb001510,227,190,206,187
Zm00001eb001520,32,43,15,13
Zm00001eb001530,174,179,314,357
Zm00001eb001550,44,67,36,52
Zm00001eb001560,2306,2277,875,878
Zm00001eb001570,379,374,364,328
Zm00001eb001580,0,0,0,0
Zm00001eb001590,22,38,17,15
Zm00001eb001600,11,15,7,9
Zm00001eb001610,0,0,0,0
Zm00001eb001620,0,0,0,0
Zm00001eb001630,184,149,98,111
Zm00001eb001640,304,330,147,159
Zm00001eb001650,317,259,297,307
Zm00001eb001660,0,0,0,0
Zm00001eb001670,53,54,33,31
Zm00001eb001680,1440,1342,1078,1077
Zm00001eb001690,20,23,5,4
Zm00001eb001700,235,242,240,276
Zm00001eb001710,241,271,304,275
Zm00001eb001720,232,238,206,215
Zm00001eb001740,34,38,23,19
Zm00001eb001760,126,110,128,91
Zm00001eb001770,201,206,177,195
Zm00001eb001780,94,99,47,37
Zm00001eb001790,0,0,0,0
Zm00001eb001800,1,0,0,0
Zm00001eb001810,308,273,240,227
Zm00001eb001820,56,51,9,9
Zm00001eb001830,142,138,28,36
Zm00001eb001840,259,244,95,89
Zm00001eb001860,728,676,693,659
Zm00001eb001870,1200,1198,780,794
Zm00001eb001880,827,814,659,652
Zm00001eb001890,57,56,48,46
Zm00001eb001900,154,127,149,156
Zm00001eb001910,513,520,411,377
Zm00001eb001920,36,18,27,25
Zm00001eb001940,938,1014,646,691
Zm00001eb001950,502,501,124,128
Zm00001eb001960,0,0,0,0
Zm00001eb001970,0,0,0,0
Zm00001eb001980,164,164,162,172
Zm00001eb001990,30,40,20,18
Zm00001eb002000,382,301,450,476
Zm00001eb002010,69,54,122,134
Zm00001eb002020,117,120,114,97
Zm00001eb002030,92,101,75,81
Zm00001eb002040,212,268,317,325
Zm00001eb002050,0,0,0,1
Zm00001eb002060,3707,3702,3718,3704
Zm00001eb002070,67,50,36,52
Zm00001eb002080,11,9,7,5
Zm00001eb002090,453,433,567,522
Zm00001eb002100,1168,1167,799,768
Zm00001eb002140,0,0,0,0
Zm00001eb002150,12,2,6,4
Zm00001eb002170,309,309,221,221
Zm00001eb002180,739,779,886,1013
Zm00001eb002190,4,10,6,5
Zm00001eb002200,73,97,34,36
Zm00001eb002210,4,2,0,0
Zm00001eb002220,1609,1534,1614,1545
Zm00001eb002240,34,39,35,29
Zm00001eb002250,4,2,3,0
Zm00001eb002260,879,886,737,815
Zm00001eb002270,642,611,286,296
Zm00001eb002280,4,2,6,8
Zm00001eb002290,0,0,0,0
Zm00001eb002300,1,2,0,0
Zm00001eb002310,37,33,17,31
Zm00001eb002320,1744,1698,1955,1975
Zm00001eb002330,2,2,3,5
Zm00001eb002340,0,0,0,0
Zm00001eb002350,0,1,0,0
Zm00001eb002360,0,0,0,0
Zm00001eb002370,0,0,0,0
Zm00001eb002380,2,5,2,2
Zm00001eb002390,703,720,1473,1548
Zm00001eb002410,0,0,0,0
Zm00001eb002420,903,881,919,926
Zm00001eb002430,665,766,606,637
Zm00001eb002440,223,210,305,300
Zm00001eb002450,161,139,54,51
Zm00001eb002460,128,139,77,83
Zm00001eb002470,60,45,52,49
Zm00001eb002480,3,2,0,4
Zm00001eb002490,459,424,377,406
Zm00001eb002510,77,80,84,76
Zm00001eb002520,1471,1491,1466,1567
Zm00001eb002530,855,850,576,535
Zm00001eb002540,262,246,185,197
Zm00001eb002550,278,300,167,130
Zm00001eb002560,161,129,123,111
Zm00001eb002570,211,260,251,246
Zm00001eb002590,1147,1126,1579,1508
Zm00001eb002600,18,21,137,118
Zm00001eb002610,511,458,574,500
Zm00001eb002620,2775,2903,2557,2667
Zm00001eb002640,1945,1945,1826,1758
Zm00001eb002650,0,0,0,0
Zm00001eb002660,49,56,32,37
Zm00001eb002680,161,185,72,87
Zm00001eb002690,197,226,126,123
Zm00001eb002700,0,1,1,1
Zm00001eb002710,0,0,0,0
Zm00001eb002720,0,0,0,0
Zm00001eb002730,0,0,0,0
Zm00001eb002740,482,532,193,197
Zm00001eb002750,0,0,0,0
Zm00001eb002760,146,128,145,159
Zm00001eb002770,0,0,0,0
Zm00001eb002780,823,892,997,943
Zm00001eb002790,765,771,822,791
Zm00001eb002800,1152,1163,1298,1224
Zm00001eb002810,1050,994,472,498
Zm00001eb002820,278,289,182,178
Zm00001eb002830,257,230,114,138
Zm00001eb002840,0,0,0,0
Zm00001eb002850,0,0,0,0
Zm00001eb002860,0,0,0,0
Zm00001eb002870,60,61,23,39
Zm00001eb002880,2,0,0,0
Zm00001eb002890,1,0,0,2
Zm00001eb002900,0,0,0,0
Zm00001eb002910,1,0,6,2
Zm00001eb002920,97,109,63,40
Zm00001eb002930,23,34,69,47
Zm00001eb002940,171,167,218,242
Zm00001eb002950,238,254,101,87
Zm00001eb002960,1689,1773,2507,2431
Zm00001eb002970,0,0,0,0
Zm00001eb002980,22,21,6,10
Zm00001eb002990,0,0,0,0
Zm00001eb003000,147,130,140,118
Zm00001eb003010,294,298,252,258
Zm00001eb003020,255,219,186,202
Zm00001eb003030,283,289,205,219
Zm00001eb003040,177,194,107,93
Zm00001eb003050,0,0,0,0
Zm00001eb003060,0,0,0,0
Zm00001eb003070,756,655,700,777
Zm00001eb003080,217,216,122,117
Zm00001eb003090,6,6,3,6
Zm00001eb003100,1,3,0,1
Zm00001eb003110,117,122,98,108
Zm00001eb003120,0,0,0,0
Zm00001eb003130,85,83,194,157
Zm00001eb003140,54,52,20,21
Zm00001eb003150,0,1,0,0
Zm00001eb003160,0,0,0,2
Zm00001eb003170,422,417,398,392
Zm00001eb003180,4426,4379,4716,4685
Zm00001eb003190,200,251,227,215
Zm00001eb003200,34,32,30,16
Zm00001eb003210,2,14,2,2
Zm00001eb003220,0,0,0,0
Zm00001eb003230,0,0,0,1
Zm00001eb003240,1009,942,927,965
Zm00001eb003270,0,0,0,1
Zm00001eb003280,0,0,0,0
Zm00001eb003290,0,0,0,0
Zm00001eb003300,0,0,0,0
Zm00001eb003310,0,0,0,0
Zm00001eb003330,13,8,7,12
Zm00001eb003340,18,17,7,4
Zm00001eb003350,1985,2047,2184,2381
Zm00001eb003360,813,819,512,538
Zm00001eb003370,1,0,0,0
Zm00001eb003380,1,1,0,0
Zm00001eb003390,0,0,0,0
Zm00001eb003400,0,1,0,0
Zm00001eb003420,1581,1568,1443,1546
Zm00001eb003440,2610,2759,2358,2423
Zm00001eb003450,1,3,4,1
Zm00001eb003460,20,26,34,30
Zm00001eb003470,732,693,878,994
Zm00001eb003480,440,434,369,323
Zm00001eb003490,1711,1815,1971,1975
Zm00001eb003510,410,446,358,395
Zm00001eb003520,85,71,20,25
Zm00001eb003530,0,0,0,0
Zm00001eb003540,529,520,645,689
Zm00001eb003550,2129,2046,1474,1491
Zm00001eb003560,2,1,0,1
Zm00001eb003570,28,47,29,29
Zm00001eb003580,252,287,181,156
Zm00001eb003590,0,0,0,0
Zm00001eb003600,11,6,9,2
Zm00001eb003610,4,9,6,6
Zm00001eb003620,46,31,28,26
Zm00001eb003630,54,41,21,21
Zm00001eb003650,653,664,384,357
Zm00001eb003660,373,384,263,256
Zm00001eb003670,101,100,160,161
Zm00001eb003680,2,2,4,10
Zm00001eb003690,633,649,551,549
Zm00001eb003700,128,135,38,28
Zm00001eb003710,0,0,0,0
Zm00001eb003720,0,0,0,0
Zm00001eb003730,24546,24937,22922,22806
Zm00001eb003740,0,0,0,0
Zm00001eb003750,160,136,69,70
Zm00001eb003760,347,343,145,149
Zm00001eb003770,0,0,0,0
Zm00001eb003780,73,73,51,55
Zm00001eb003790,0,0,1,0
Zm00001eb003800,3,0,0,0
Zm00001eb003810,958,998,755,763
Zm00001eb003820,314,336,252,266
Zm00001eb003830,1835,1763,2654,2641
Zm00001eb003840,584,565,496,533
Zm00001eb003850,58,43,50,43
Zm00001eb003860,15,13,9,7
Zm00001eb003870,64,60,43,39
Zm00001eb003880,362,466,356,367
Zm00001eb003890,284,318,212,199
Zm00001eb003900,93,76,62,70
Zm00001eb003910,59,70,31,37
Zm00001eb003920,10,17,10,12
Zm00001eb003930,2885,2926,2262,2379
Zm00001eb003940,0,2,0,0
Zm00001eb003950,0,0,0,0
Zm00001eb003960,13,12,7,6
Zm00001eb003970,161,148,101,84
Zm00001eb004000,68,81,78,81
Zm00001eb004020,0,0,0,0
Zm00001eb004030,770,727,908,867
Zm00001eb004040,0,0,0,0
Zm00001eb004050,199,226,160,190
Zm00001eb004060,2,1,1,0
Zm00001eb004070,0,1,0,0
Zm00001eb004080,43,45,31,36
Zm00001eb004090,727,765,781,755
Zm00001eb004100,0,0,0,0
Zm00001eb004110,0,0,0,0
Zm00001eb004120,660,660,766,671
Zm00001eb004130,3,0,0,0
Zm00001eb004140,38,32,18,24
Zm00001eb004150,0,0,0,0
Zm00001eb004160,361,328,187,164
Zm00001eb004170,2123,2184,2033,2041
Zm00001eb004180,51,80,126,160
Zm00001eb004190,151,154,155,165
Zm00001eb004200,0,0,0,1
Zm00001eb004210,307,280,557,546
Zm00001eb004220,0,0,0,0
Zm00001eb004230,0,0,0,0
Zm00001eb004240,108,113,86,82
Zm00001eb004250,98,130,89,85
Zm00001eb004260,56,60,6,10
Zm00001eb004280,104,89,8,21
Zm00001eb004290,373,369,402,396
Zm00001eb004300,24,15,15,15
Zm00001eb004310,268,254,208,200
Zm00001eb004320,339,341,303,288
Zm00001eb004330,4,4,6,1
Zm00001eb004340,147,148,107,77
Zm00001eb004350,0,0,0,0
Zm00001eb004360,1,2,2,0
Zm00001eb004370,795,791,575,513
Zm00001eb004380,0,0,0,0
Zm00001eb004390,0,0,0,0
Zm00001eb004400,961,860,1121,1056
Zm00001eb004410,24,18,4,5
Zm00001eb004420,4253,4216,3916,3901
Zm00001eb004430,211,173,234,263
Zm00001eb004440,357,379,317,285
Zm00001eb004450,0,5,4,1
Zm00001eb004460,0,0,0,0
Zm00001eb004470,389,401,137,144
Zm00001eb004480,84,69,22,26
Zm00001eb004490,427,466,212,188
Zm00001eb004500,262,251,241,218
Zm00001eb004510,41,33,15,21
Zm00001eb004530,33,39,15,13
Zm00001eb004540,207,205,94,92
Zm00001eb004550,1413,1457,1194,1242
Zm00001eb004560,22,24,13,12
Zm00001eb004570,64,65,43,40
Zm00001eb004590,143,127,77,96
Zm00001eb004600,13,16,2,0
Zm00001eb004610,0,0,0,1
Zm00001eb004630,42,46,17,15
Zm00001eb004640,0,0,0,0
Zm00001eb004650,64,44,39,35
Zm00001eb004660,3250,3225,2804,2928
Zm00001eb004670,21,26,8,16
Zm00001eb004690,0,0,0,0
Zm00001eb004710,2,0,4,3
Zm00001eb004720,3,0,0,0
Zm00001eb004730,0,0,0,0
Zm00001eb004740,0,0,2,2
Zm00001eb004750,0,0,0,1
Zm00001eb004760,49,44,4,10
Zm00001eb004770,36,43,33,28
Zm00001eb004780,230,206,150,163
Zm00001eb004790,616,613,494,505
Zm00001eb004800,0,0,0,0
Zm00001eb004810,0,0,0,0
Zm00001eb004820,0,0,0,0
Zm00001eb004830,0,0,0,0
Zm00001eb004840,0,0,0,0
Zm00001eb004850,0,0,0,0
Zm00001eb004860,0,0,0,0
Zm00001eb004880,0,4,0,0
Zm00001eb004890,74,82,72,80
Zm00001eb004900,100,90,79,75
Zm00001eb004920,6,11,7,9
Zm00001eb004940,468,489,305,317
Zm00001eb004950,0,0,0,0
Zm00001eb004960,82,76,50,40
Zm00001eb004970,0,0,0,0
Zm00001eb004980,0,0,0,0
Zm00001eb004990,191,229,166,200
Zm00001eb005000,84,92,67,54
Zm00001eb005010,141,114,51,49
Zm00001eb005020,725,712,966,941
Zm00001eb005030,467,463,303,290
Zm00001eb005040,3,2,0,3
Zm00001eb005060,78,92,41,35
Zm00001eb005070,678,657,449,413
Zm00001eb005080,0,0,0,1
Zm00001eb005100,34,44,11,4
Zm00001eb005110,2,5,1,3
Zm00001eb005120,88,109,72,94
Zm00001eb005130,1560,1502,917,911
Zm00001eb005140,1090,1025,672,667
Zm00001eb005150,0,0,0,0
Zm00001eb005160,0,0,0,0
Zm00001eb005170,3,3,0,1
Zm00001eb005180,0,0,0,0
Zm00001eb005190,436,421,523,534
Zm00001eb005200,0,0,0,0
Zm00001eb005210,1,0,0,0
Zm00001eb005220,1064,1146,1058,1033
Zm00001eb005230,142,140,161,169
Zm00001eb005240,1,1,0,0
Zm00001eb005250,30,25,42,43
Zm00001eb005260,0,0,0,0
Zm00001eb005270,0,0,0,1
Zm00001eb005280,340,320,114,108
Zm00001eb005290,0,2,3,4
Zm00001eb005300,11,13,54,69
Zm00001eb005310,35,43,26,28
Zm00001eb005320,669,634,614,541
Zm00001eb005330,1136,1156,900,893
Zm00001eb005340,315,371,149,140
Zm00001eb005350,3,2,5,3
Zm00001eb005360,41,27,8,9
Zm00001eb005370,176,190,194,182
Zm00001eb005380,63,71,70,84
Zm00001eb005390,155,138,115,110
Zm00001eb005400,287,267,282,293
Zm00001eb005410,0,0,0,0
Zm00001eb005420,237,245,138,129
Zm00001eb005430,716,657,933,882
Zm00001eb005440,264,255,171,149
Zm00001eb005450,17,25,9,8
Zm00001eb005460,688,688,1826,1891
Zm00001eb005470,0,0,0,2
Zm00001eb005480,0,0,0,0
Zm00001eb005490,0,0,0,0
Zm00001eb005500,292,268,389,355
Zm00001eb005510,27,30,41,34
Zm00001eb005530,692,795,420,448
Zm00001eb005540,91,91,36,45
Zm00001eb005550,1825,1833,1997,1911
Zm00001eb005560,3,0,0,0
Zm00001eb005570,9,11,9,3
Zm00001eb005580,64,87,69,64
Zm00001eb005590,4,3,2,0
Zm00001eb005600,293,274,199,167
Zm00001eb005610,0,0,1,0
Zm00001eb005630,600,642,553,580
Zm00001eb005640,37,51,31,38
Zm00001eb005650,0,1,0,2
Zm00001eb005660,2068,2054,1695,1719
Zm00001eb005670,187,213,73,74
Zm00001eb005680,240,187,130,147
Zm00001eb005690,291,304,136,129
Zm00001eb005700,466,502,816,837
Zm00001eb005710,489,482,380,399
Zm00001eb005740,2,2,1,0
Zm00001eb005760,66,70,18,21
Zm00001eb005770,184,189,49,63
Zm00001eb005780,48,44,48,48
Zm00001eb005800,1,0,1,0
Zm00001eb005810,38,23,12,5
Zm00001eb005820,464,435,327,307
Zm00001eb005830,12,9,6,9
Zm00001eb005840,581,603,533,495
Zm00001eb005850,238,270,171,201
Zm00001eb005860,168,170,152,156
Zm00001eb005870,2,2,0,1
Zm00001eb005890,54,59,37,31
Zm00001eb005900,128,119,92,92
Zm00001eb005920,677,617,650,632
Zm00001eb005930,0,0,3,1
Zm00001eb005940,0,0,0,0
Zm00001eb005950,836,832,451,453
Zm00001eb005960,2912,2904,2971,2938
Zm00001eb005970,45,32,8,18
Zm00001eb005980,10,6,12,10
Zm00001eb005990,97,92,175,182
Zm00001eb006000,329,315,272,289
Zm00001eb006010,21,21,20,19
Zm00001eb006020,5220,5173,3128,3224
Zm00001eb006030,0,0,0,0
Zm00001eb006040,199,204,199,185
Zm00001eb006050,0,0,0,0
Zm00001eb006060,3,7,13,19
Zm00001eb006070,8,13,2,7
Zm00001eb006080,537,500,347,347
Zm00001eb006090,18,13,4,2
Zm00001eb006100,38,33,51,65
Zm00001eb006110,1,0,0,0
Zm00001eb006120,0,0,0,0
Zm00001eb006130,0,0,0,0
Zm00001eb006140,465,426,456,496
Zm00001eb006150,197,245,135,153
Zm00001eb006160,54,50,22,15
Zm00001eb006170,5,3,8,8
Zm00001eb006180,585,624,587,530
Zm00001eb006190,0,0,1,0
Zm00001eb006200,55,54,99,107
Zm00001eb006210,996,996,1840,1924
Zm00001eb006240,0,0,0,0
Zm00001eb006260,0,0,0,0
Zm00001eb006270,905,954,596,637
Zm00001eb006280,0,0,0,0
Zm00001eb006290,0,3,0,0
Zm00001eb006300,682,650,728,746
Zm00001eb006310,14,4,383,419
Zm00001eb006320,56,67,77,73
Zm00001eb006330,18,21,9,6
Zm00001eb006340,5,9,1,7
Zm00001eb006350,1457,1477,1561,1779
Zm00001eb006360,164,188,81,80
Zm00001eb006370,0,0,0,0
Zm00001eb006380,341,355,292,234
Zm00001eb006390,298,288,210,189
Zm00001eb006400,397,390,409,373
Zm00001eb006410,1139,1177,839,810
Zm00001eb006420,231,252,556,614
Zm00001eb006430,0,3,5,4
Zm00001eb006440,121,127,328,326
Zm00001eb006450,331,284,161,176
Zm00001eb006460,0,0,0,0
Zm00001eb006470,386,392,248,240
Zm00001eb006480,206,230,61,81
Zm00001eb006490,258,250,143,139
Zm00001eb006510,482,465,583,632
Zm00001eb006520,46,32,24,21
Zm00001eb006530,1746,1816,1092,1194
Zm00001eb006540,444,411,372,381
Zm00001eb006550,24,28,32,36
Zm00001eb006560,485,428,522,462
Zm00001eb006570,493,439,270,306
Zm00001eb006590,78,91,44,58
Zm00001eb006600,130,148,86,112
Zm00001eb006610,113,97,74,104
Zm00001eb006620,390,372,446,360
Zm00001eb006630,0,1,1,0
Zm00001eb006640,1,2,2,1
Zm00001eb006650,0,0,0,0
Zm00001eb006660,216,256,309,312
Zm00001eb006670,10,5,2,5
Zm00001eb006680,365,333,47,59
Zm00001eb006690,603,554,333,322
Zm00001eb006700,0,0,1,0
Zm00001eb006710,0,0,0,0
Zm00001eb006720,160,164,292,293
Zm00001eb006730,6,1,3,6
Zm00001eb006740,0,0,0,0
Zm00001eb006760,26,28,63,49
Zm00001eb006770,1427,1400,790,824
Zm00001eb006780,4,1,2,7
Zm00001eb006790,0,0,0,0
Zm00001eb006800,0,0,0,0
Zm00001eb006830,69,70,47,54
Zm00001eb006840,27,36,7,7
Zm00001eb006850,220,202,189,179
Zm00001eb006860,223,221,143,141
Zm00001eb006870,726,701,590,621
Zm00001eb006880,849,877,841,800
Zm00001eb006890,172,162,77,78
Zm00001eb006900,27,38,26,31
Zm00001eb006910,179,263,243,214
Zm00001eb006920,621,643,643,669
Zm00001eb006930,84,82,70,68
Zm00001eb006940,109,92,43,44
Zm00001eb006950,0,0,0,0
Zm00001eb006960,0,0,0,0
Zm00001eb006970,0,0,0,0
Zm00001eb006990,0,0,0,0
Zm00001eb007000,162,194,161,116
Zm00001eb007010,232,276,248,247
Zm00001eb007020,3,0,0,0
Zm00001eb007030,283,307,395,425
Zm00001eb007040,0,0,0,0
Zm00001eb007050,737,824,678,712
Zm00001eb007060,35,28,31,48
Zm00001eb007070,263,237,82,54
Zm00001eb007080,1,2,0,3
Zm00001eb007090,1675,1609,1626,1733
Zm00001eb007100,78,73,10,13
Zm00001eb007110,1,2,0,0
Zm00001eb007120,0,0,0,0
Zm00001eb007130,466,477,283,312
Zm00001eb007140,1095,1099,500,488
Zm00001eb007150,154,160,133,143
Zm00001eb007160,0,0,0,0
Zm00001eb007170,659,701,704,726
Zm00001eb007180,349,362,320,331
Zm00001eb007190,40,44,35,35
Zm00001eb007200,14,19,18,12
Zm00001eb007220,216,256,186,203
Zm00001eb007230,10,7,8,10
Zm00001eb007240,291,230,199,191
Zm00001eb007250,616,631,810,820
Zm00001eb007270,196,142,95,141
Zm00001eb007280,93,117,52,66
Zm00001eb007290,0,0,0,0
Zm00001eb007300,0,0,0,0
Zm00001eb007310,152,151,117,127
Zm00001eb007320,1316,1303,1051,1107
Zm00001eb007330,0,0,0,0
Zm00001eb007340,0,0,0,0
Zm00001eb007350,0,0,0,0
Zm00001eb007360,0,0,0,0
Zm00001eb007370,0,0,0,0
Zm00001eb007380,0,0,0,0
Zm00001eb007390,0,0,0,0
Zm00001eb007400,0,0,0,0
Zm00001eb007410,0,0,0,0
Zm00001eb007420,0,0,0,0
Zm00001eb007430,0,0,0,0
Zm00001eb007440,199,189,120,113
Zm00001eb007450,0,0,0,0
Zm00001eb007460,1,0,1,6
Zm00001eb007470,163,152,163,182
Zm00001eb007490,0,0,0,0
Zm00001eb007500,6,1,2,4
Zm00001eb007510,780,797,1211,1246
Zm00001eb007540,48,26,46,58
Zm00001eb007550,134,162,84,83
Zm00001eb007560,0,0,0,0
Zm00001eb007570,173,159,101,112
Zm00001eb007580,36,39,28,24
Zm00001eb007590,280,293,240,214
Zm00001eb007600,310,303,399,384
Zm00001eb007610,21,5,25,25
Zm00001eb007630,3,5,0,0
Zm00001eb007640,43,43,20,16
Zm00001eb007650,1215,1225,1843,1951
Zm00001eb007670,513,467,393,360
Zm00001eb007680,698,762,512,538
Zm00001eb007690,175,188,143,127
Zm00001eb007700,118,105,64,77
Zm00001eb007720,0,0,0,0
Zm00001eb007730,3038,3087,3365,3398
Zm00001eb007740,48,51,4,3
Zm00001eb007750,103,75,92,79
Zm00001eb007760,92,70,44,55
Zm00001eb007770,8,3,3,9
Zm00001eb007780,308,317,414,411
Zm00001eb007790,6,7,2,2
Zm00001eb007800,206,175,170,180
Zm00001eb007810,363,362,287,306
Zm00001eb007820,235,239,154,158
Zm00001eb007830,408,359,138,123
Zm00001eb007840,0,2,0,0
Zm00001eb007850,0,0,1,0
Zm00001eb007860,3570,3624,3465,3476
Zm00001eb007870,51,42,34,23
Zm00001eb007880,9,6,1,5
Zm00001eb007890,0,0,0,0
Zm00001eb007900,50,51,56,34
Zm00001eb007910,0,0,0,0
Zm00001eb007920,120,129,111,127
Zm00001eb007930,84,72,52,50
Zm00001eb007940,0,0,2,3
Zm00001eb007950,18,11,35,28
Zm00001eb007960,186,188,190,204
Zm00001eb007970,0,0,0,1
Zm00001eb007990,10,13,12,9
Zm00001eb008000,1,0,0,2
Zm00001eb008010,153,193,180,150
Zm00001eb008030,0,0,0,0
Zm00001eb008040,1,0,0,2
Zm00001eb008050,0,0,0,0
Zm00001eb008060,1385,1320,1097,1126
Zm00001eb008070,97,97,31,27
Zm00001eb008080,1000,969,1367,1377
Zm00001eb008090,191,209,146,155
Zm00001eb008100,228,254,138,153
Zm00001eb008130,112,117,88,63
Zm00001eb008140,593,550,513,537
Zm00001eb008150,112,105,88,96
Zm00001eb008160,303,272,350,362
Zm00001eb008170,801,900,687,703
Zm00001eb008180,62,56,21,12
Zm00001eb008190,0,0,0,0
Zm00001eb008200,411,386,647,719
Zm00001eb008210,1,3,2,1
Zm00001eb008220,6,11,4,5
Zm00001eb008240,23,25,14,22
Zm00001eb008250,7,5,0,0
Zm00001eb008260,0,0,0,0
Zm00001eb008270,75,93,112,90
Zm00001eb008280,0,0,0,0
Zm00001eb008290,126,108,186,170
Zm00001eb008300,0,1,0,0
Zm00001eb008310,447,424,373,376
Zm00001eb008320,0,0,0,0
Zm00001eb008330,2,1,1,0
Zm00001eb008340,1835,1830,1662,1685
Zm00001eb008350,0,0,0,0
Zm00001eb008360,1844,1819,958,925
Zm00001eb008370,842,851,571,574
Zm00001eb008380,40,34,25,45
Zm00001eb008400,1885,1971,1849,1853
Zm00001eb008410,0,0,0,0
