Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.24	-	chr1	-	2875398	2880118	0.000000	0.000000	0.000000
MSTRG.26	-	chr1	+	2925178	2926144	3.944157	36.327374	33.536034
MSTRG.29	-	chr1	+	2950594	2963259	1.659290	15.282771	14.108466
MSTRG.70	-	chr1	+	2965331	2968509	0.620247	5.712740	5.273782
MSTRG.71	-	chr1	-	2967642	2988230	1.314093	12.415768	11.461759
Zm00001eb000820	-	chr1	+	3022946	3028004	0.476446	4.806112	4.436818
MSTRG.28	-	chr1	+	3042596	3044181	0.417391	4.178642	3.857562
MSTRG.27	-	chr1	-	3086161	3086776	13.668831	125.895790	116.222145
MSTRG.21	-	chr1	+	3095249	3113958	1.872127	17.741947	16.378681
MSTRG.22	-	chr1	+	3115493	3126872	0.752792	8.393564	7.748616
Zm00001eb000880	-	chr1	-	3163359	3167829	0.824174	7.929949	7.320623
MSTRG.60	-	chr1	+	3215293	3221599	0.056892	0.524948	0.484612
Zm00001eb000900	-	chr1	+	3221607	3222938	0.678679	6.250924	5.770613
MSTRG.73	-	chr1	-	3223370	3224844	1.627364	14.988720	13.837008
MSTRG.88	-	chr1	+	3263012	3279756	1.396073	13.488358	12.451934
Zm00001eb000930	-	chr1	-	3280308	3282259	0.114242	1.052218	0.971367
Zm00001eb000940	-	chr1	+	3280357	3281253	0.000000	0.000000	0.000000
MSTRG.42	-	chr1	.	3283947	3284335	16.025707	147.603622	136.261978
MSTRG.31	-	chr1	+	3362236	3365818	1.134366	11.931382	11.014592
MSTRG.41	-	chr1	-	3368388	3369418	0.471387	4.341676	4.008068
MSTRG.32	-	chr1	+	3370081	3371465	0.763300	7.902345	7.295140
MSTRG.33	-	chr1	-	3371279	3376586	0.717565	6.876736	6.348338
MSTRG.54	-	chr1	+	3432419	3436408	0.152591	1.405429	1.297437
MSTRG.55	-	chr1	-	3434663	3437323	0.267445	2.463283	2.274008
MSTRG.35	-	chr1	+	3473728	3478290	1.153913	10.628033	9.811391
MSTRG.38	-	chr1	+	3480374	3483331	0.335659	3.091563	2.854012
MSTRG.39	-	chr1	+	3535438	3540435	0.286724	2.640851	2.437932
MSTRG.34	-	chr1	.	3564479	3564845	4.329700	39.878387	36.814194
MSTRG.40	-	chr1	.	3565884	3566112	5.860262	53.975521	49.828125
MSTRG.37	-	chr1	-	3642003	3652191	1.724467	15.883080	14.662647
MSTRG.51	-	chr1	+	3762739	3766217	0.353566	3.347945	3.090693
MSTRG.52	-	chr1	-	3766150	3769278	0.000000	0.000000	0.000000
Zm00001eb001150	-	chr1	+	3787682	3792482	0.000000	0.000000	0.000000
Zm00001eb001160	-	chr1	-	3789833	3792468	0.329287	3.032874	2.799833
MSTRG.57	-	chr1	-	3796239	3798782	0.138930	8.574182	7.915354
MSTRG.58	-	chr1	+	3797680	3801321	0.000000	0.000000	0.000000
MSTRG.47	-	chr1	+	3833378	3837494	0.000000	0.000000	0.000000
Zm00001eb001220	-	chr1	+	3840616	3845721	0.107161	0.986999	0.911159
Zm00001eb001240	-	chr1	+	3903971	3908178	0.455277	4.193296	3.871089
MSTRG.44	-	chr1	+	3951421	3956063	3.029903	27.906702	25.762394
MSTRG.45	-	chr1	-	3956047	3959705	1.336906	12.698087	11.722383
MSTRG.82	-	chr1	-	3965228	3975390	0.287226	2.651710	2.447957
MSTRG.68	-	chr1	+	4078810	4083607	0.236231	2.381780	2.198767
MSTRG.46	-	chr1	+	4083900	4086535	0.698954	6.437665	5.943005
MSTRG.49	-	chr1	-	4087436	4089632	0.793367	7.748714	7.153315
Zm00001eb001370	-	chr1	-	4090633	4095211	0.072270	0.665638	0.614491
MSTRG.48	-	chr1	.	4101950	4104548	9.736053	89.673225	82.782860
MSTRG.50	-	chr1	-	4111310	4118908	13.222222	121.782326	112.424751
MSTRG.56	-	chr1	+	4173806	4249156	3.569647	33.703129	31.113432
Zm00001eb001440	-	chr1	+	4270812	4273294	0.259364	2.388854	2.205298
MSTRG.53	-	chr1	+	4293004	4304802	1.000000	9.568521	8.833290
MSTRG.90	-	chr1	+	4355214	4357396	0.350978	3.232657	2.984265
MSTRG.107	-	chr1	-	4370484	4378831	0.079112	1.618972	1.494573
MSTRG.108	-	chr1	+	4370689	4373976	0.501119	4.666564	4.307993
MSTRG.69	-	chr1	-	4447853	4452527	0.586364	5.610569	5.179461
Zm00001eb001520	-	chr1	-	4480634	4487953	0.000000	0.000000	0.000000
MSTRG.61	-	chr1	-	4489656	4491331	1.392999	12.830117	11.844271
MSTRG.59	-	chr1	-	4672210	4675614	5.508560	56.775711	52.413155
MSTRG.62	-	chr1	-	4678241	4689963	0.546962	5.131129	4.736861
Zm00001eb001630	-	chr1	+	4844238	4848250	0.102227	1.092403	1.008464
MSTRG.74	-	chr1	-	4854128	4856665	0.458084	4.219150	3.894957
MSTRG.64	-	chr1	-	4860147	4868040	1.092929	10.373715	9.576613
MSTRG.72	-	chr1	+	5048745	5051733	5.450040	53.236698	49.146072
Zm00001eb001700	-	chr1	+	5060152	5061950	0.233831	2.153684	1.988198
MSTRG.77	-	chr1	+	5064533	5070054	0.230869	2.126402	1.963013
MSTRG.67	-	chr1	+	5076499	5081101	0.262118	2.626832	2.424991
Zm00001eb001760	-	chr1	+	5112320	5115233	0.408504	3.762497	3.473392
MSTRG.63	-	chr1	+	5156079	5161908	0.000000	0.000000	0.000000
Zm00001eb001810	-	chr1	+	5365242	5367385	0.349813	3.221928	2.974360
Zm00001eb001820	-	chr1	+	5376196	5377536	0.186400	1.716824	1.584906
MSTRG.65	-	chr1	+	5384580	5388305	0.826413	7.874437	7.269377
MSTRG.66	-	chr1	-	5386927	5389230	1.796068	16.542555	15.271450
MSTRG.83	-	chr1	+	5423774	5431320	0.878692	8.093129	7.471266
MSTRG.101	-	chr1	+	5434423	5440930	3.129781	28.826622	26.611629
MSTRG.80	-	chr1	+	5444640	5448668	0.883420	8.559832	7.902107
Zm00001eb001890	-	chr1	-	5449946	5454011	0.000000	0.000000	0.000000
MSTRG.78	-	chr1	+	5471781	5480336	0.032883	0.375399	0.346554
MSTRG.79	-	chr1	-	5479359	5493877	0.311814	2.871941	2.651265
Zm00001eb001920	-	chr1	-	5542959	5544109	0.435274	4.009060	3.701010
MSTRG.76	-	chr1	-	5563658	5568308	2.261102	20.825718	19.225500
MSTRG.81	-	chr1	-	5615012	5616453	1.110187	10.577135	9.764404
Zm00001eb001960	-	chr1	+	5651777	5652845	0.083723	0.771125	0.711873
Zm00001eb001970	-	chr1	-	5651845	5652735	0.100449	0.925178	0.854089
MSTRG.75	-	chr1	-	5655021	5657414	1.571428	19.678862	18.166769
Zm00001eb001990	-	chr1	-	5659149	5666171	0.000000	0.000000	0.000000
MSTRG.89	-	chr1	+	5743584	5766324	0.794342	7.316229	6.754062
MSTRG.84	-	chr1	+	5769996	5774406	0.000000	0.000000	0.000000
MSTRG.85	-	chr1	-	5772493	5778595	0.000000	0.000000	0.000000
MSTRG.104	-	chr1	-	5847054	5859789	0.454134	4.201797	3.878937
MSTRG.95	-	chr1	+	5897030	5900917	5.280564	51.459263	47.505207
Zm00001eb002070	-	chr1	+	5974073	5976558	0.000000	0.000000	0.000000
Zm00001eb002080	-	chr1	-	5975458	5976368	0.000000	0.000000	0.000000
Zm00001eb002090	-	chr1	+	5987621	5991591	1.346575	13.953928	12.881729
MSTRG.159	-	chr1	-	6021571	6114922	0.848217	7.814450	7.213999
MSTRG.86	-	chr1	+	6158278	6162050	0.450794	4.152006	3.832972
MSTRG.100	-	chr1	-	6200061	6204667	0.488856	4.734740	4.370930
MSTRG.91	-	chr1	+	6223600	6228409	1.539506	14.179508	13.089977
MSTRG.92	-	chr1	-	6227615	6230600	0.000000	0.000000	0.000000
MSTRG.93	-	chr1	-	6249500	6254299	2.998922	28.056908	25.901056
MSTRG.97	-	chr1	-	6272463	6282114	0.884817	8.695879	8.027700
MSTRG.139	-	chr1	+	6360197	6362989	0.572982	5.277410	4.871902
MSTRG.118	-	chr1	-	6492735	6496230	12.177340	112.158508	103.540421
MSTRG.129	-	chr1	.	6584447	6584682	5.622881	51.789139	47.809742
MSTRG.94	-	chr1	+	6750999	6751362	8.516666	78.442146	72.414764
MSTRG.102	-	chr1	+	6778851	6782130	2.198641	20.250427	18.694412
MSTRG.105	-	chr1	-	6782672	6793725	1.015290	9.947364	9.183023
MSTRG.110	-	chr1	-	6860587	6865501	0.149978	1.594205	1.471709
MSTRG.130	-	chr1	-	6868157	6871764	0.333333	9.870576	9.112136
MSTRG.114	-	chr1	+	6981387	6987213	0.455710	4.486299	4.141578
MSTRG.103	-	chr1	+	7017011	7021170	0.203991	1.878844	1.734477
MSTRG.98	-	chr1	+	7025419	7027826	0.000000	0.000000	0.000000
MSTRG.99	-	chr1	-	7027155	7033202	0.398397	3.991790	3.685067
Zm00001eb002510	-	chr1	-	7097393	7099916	1.050734	11.276255	10.409803
MSTRG.125	-	chr1	-	7101389	7105705	4.058088	37.376728	34.504753
MSTRG.111	-	chr1	-	7130513	7136524	1.174734	11.014871	10.168505
MSTRG.109	-	chr1	+	7181045	7201561	0.388615	3.641057	3.361284
MSTRG.132	-	chr1	+	7235106	7239558	0.176763	1.628063	1.502965
MSTRG.128	-	chr1	+	7240404	7243288	0.439386	4.685400	4.325381
MSTRG.160	-	chr1	+	7282397	7288752	1.115147	13.829006	12.766406
MSTRG.106	-	chr1	-	7298899	7300989	5.240555	52.978382	48.907604
Zm00001eb002600	-	chr1	+	7329669	7331727	0.124332	1.635137	1.509495
MSTRG.115	-	chr1	+	7337514	7342201	1.341781	12.358377	11.408778
MSTRG.119	-	chr1	+	7344153	7348877	12.864421	260.314270	240.312088
MSTRG.113	-	chr1	-	7399951	7402416	3.610256	33.252003	30.696970
Zm00001eb002650	-	chr1	-	7430966	7432307	0.000000	0.000000	0.000000
MSTRG.112	-	chr1	-	7432853	7434882	0.508395	4.682536	4.322737
MSTRG.120	-	chr1	+	7506984	7509465	1.945280	17.916862	16.540157
MSTRG.121	-	chr1	-	7509171	7511704	0.000000	0.000000	0.000000
MSTRG.122	-	chr1	+	7509603	7511333	0.128827	1.186552	1.095379
MSTRG.116	-	chr1	-	7638621	7653175	1.036611	9.547630	8.814005
Zm00001eb002750	-	chr1	-	7662616	7663179	0.000000	0.000000	0.000000
Zm00001eb002760	-	chr1	-	7666035	7668601	0.637559	5.872191	5.420981
Zm00001eb002770	-	chr1	+	7717416	7718442	0.000000	0.000000	0.000000
MSTRG.117	-	chr1	-	7779715	7781456	1.804029	16.615879	15.339140
MSTRG.135	-	chr1	-	7813648	7815428	3.967546	38.264706	35.324501
MSTRG.138	-	chr1	-	7817539	7818734	6.024777	55.490772	51.226948
MSTRG.134	-	chr1	-	7820676	7822238	2.250160	25.451241	23.495605
MSTRG.126	-	chr1	-	7915951	7926608	0.453561	5.141031	4.746002
Zm00001eb002830	-	chr1	-	7953030	7955203	0.424166	3.944642	3.641542
MSTRG.123	-	chr1	-	7980547	7983309	0.000000	0.000000	0.000000
MSTRG.124	-	chr1	+	7981349	7983158	1.369889	12.617265	11.647773
Zm00001eb002910	-	chr1	-	8044269	8046992	0.133572	1.230255	1.135724
Zm00001eb002920	-	chr1	+	8050050	8050956	0.626240	5.767939	5.324739
Zm00001eb002930	-	chr1	-	8050717	8053834	0.000000	0.000000	0.000000
MSTRG.143	-	chr1	-	8055025	8058183	0.595710	5.662857	5.227731
Zm00001eb002950	-	chr1	-	8064330	8065482	0.206349	1.900563	1.754526
MSTRG.131	-	chr1	-	8087643	8099716	2.613551	25.184517	23.249376
MSTRG.145	-	chr1	+	8216041	8220640	0.185776	1.834423	1.693468
MSTRG.167	-	chr1	-	8222270	8226801	0.344774	3.466999	3.200600
MSTRG.127	-	chr1	+	8237799	8243846	0.871050	8.022743	7.406288
MSTRG.153	-	chr1	-	8244440	8248023	1.678625	15.460855	14.272866
MSTRG.147	-	chr1	+	8268532	8271928	1.086675	10.748615	9.922709
MSTRG.148	-	chr1	-	8271065	8271757	0.321427	2.960480	2.733001
MSTRG.187	-	chr1	+	8298052	8307439	0.985685	21.327759	19.688967
MSTRG.136	-	chr1	+	8307488	8310461	0.450519	4.149473	3.830634
MSTRG.137	-	chr1	-	8308330	8311889	0.000000	0.000000	0.000000
MSTRG.133	-	chr1	+	8421233	8424781	0.715076	9.075854	8.378480
Zm00001eb003130	-	chr1	+	8488013	8492319	0.431165	3.971215	3.666072
Zm00001eb003140	-	chr1	+	8507769	8509626	0.171394	1.578612	1.457314
Zm00001eb003150	-	chr1	-	8508665	8513447	0.000000	0.000000	0.000000
MSTRG.142	-	chr1	-	8532021	8535132	1.140826	10.507496	9.700116
MSTRG.150	-	chr1	+	8597480	8600656	14.754280	157.850006	145.721054
MSTRG.151	-	chr1	.	8598590	8598860	65.166054	600.207275	554.088196
MSTRG.158	-	chr1	-	8602409	8607605	0.376474	3.672345	3.390168
MSTRG.140	-	chr1	-	8636709	8638722	6.729146	61.978313	57.215996
MSTRG.141	-	chr1	+	8636709	8642534	0.000000	0.000000	0.000000
MSTRG.144	-	chr1	-	8709369	8711596	1.755835	16.171991	14.929360
Zm00001eb003330	-	chr1	-	8914927	8917458	0.224329	2.066166	1.907405
Zm00001eb003340	-	chr1	+	8917369	8919509	0.000000	0.000000	0.000000
MSTRG.155	-	chr1	-	8944150	8949254	1.292521	11.904672	10.989935
MSTRG.146	-	chr1	-	8950876	8952733	1.669537	16.577894	15.304075
MSTRG.152	-	chr1	+	9048595	9051295	2.278507	20.986025	19.373491
MSTRG.161	-	chr1	+	9055141	9058547	2.986388	34.763721	32.092529
MSTRG.178	-	chr1	-	9192133	9193586	1.945736	17.921062	16.544035
MSTRG.154	-	chr1	+	9277279	9280548	2.207401	20.331108	18.768896
MSTRG.149	-	chr1	-	9282197	9289488	1.825538	16.813988	15.522025
MSTRG.196	-	chr1	-	9340660	9347192	0.541210	5.143794	4.748552
Zm00001eb003520	-	chr1	+	9386888	9389574	0.183476	1.689893	1.560044
MSTRG.164	-	chr1	+	9423681	9428283	0.784490	7.484099	6.909032
MSTRG.204	-	chr1	+	9483547	9565925	2.707278	24.935190	23.019207
MSTRG.205	-	chr1	-	9530493	9531449	0.000000	0.000000	0.000000
MSTRG.206	-	chr1	-	9556542	9557259	0.741643	6.830850	6.305977
MSTRG.156	-	chr1	-	9572976	9579961	0.682578	6.305984	5.821442
MSTRG.157	-	chr1	+	9573057	9573905	0.000000	0.000000	0.000000
MSTRG.166	-	chr1	-	9681997	9684249	0.126214	1.214358	1.121049
MSTRG.162	-	chr1	+	9770696	9773193	0.400320	3.687119	3.403806
Zm00001eb003660	-	chr1	-	9816090	9819649	0.529836	4.880016	4.505044
MSTRG.163	-	chr1	+	9922122	9932704	0.444655	4.465474	4.122353
MSTRG.176	-	chr1	-	9997481	10000557	6.138810	56.541073	52.196537
MSTRG.169	-	chr1	+	10041312	10045344	0.140911	1.391134	1.284241
Zm00001eb003720	-	chr1	-	10053505	10054331	0.278062	2.561070	2.364281
MSTRG.168	-	chr1	-	10086538	10088673	148.427399	1367.079834	1262.035522
Zm00001eb003750	-	chr1	+	10193332	10194462	0.570166	5.251473	4.847958
MSTRG.172	-	chr1	+	10197232	10201491	0.331255	3.245801	2.996398
MSTRG.170	-	chr1	+	10284767	10294120	0.530882	4.979093	4.596507
MSTRG.171	-	chr1	+	10427630	10507897	0.642668	5.919248	5.464421
MSTRG.185	-	chr1	+	10511453	10512069	1.157212	10.658419	9.839441
MSTRG.174	-	chr1	-	10549979	10558095	2.338280	26.537058	24.497990
MSTRG.165	-	chr1	-	10616565	10622381	0.674240	6.234833	5.755758
MSTRG.175	-	chr1	-	10679227	10681893	2.250253	22.933134	21.170990
MSTRG.177	-	chr1	+	10774523	10779546	0.829834	8.997004	8.305688
MSTRG.181	-	chr1	+	10907217	10908561	0.879357	8.099255	7.476920
Zm00001eb003920	-	chr1	-	10913208	10914536	0.210057	1.934715	1.786054
MSTRG.182	-	chr1	-	10931611	10936195	14.772481	136.060883	125.606163
Zm00001eb003970	-	chr1	+	11046929	11051293	0.224122	2.064260	1.905645
Zm00001eb004000	-	chr1	-	11064107	11065807	0.284539	2.620726	2.419353
MSTRG.200	-	chr1	-	11078505	11085350	2.000910	18.429239	17.013163
MSTRG.179	-	chr1	+	11194545	11198830	0.341074	11.588984	10.698504
MSTRG.183	-	chr1	-	11247923	11253035	0.224646	10.540819	9.730879
MSTRG.201	-	chr1	+	11254074	11260817	3.527256	32.487537	29.991245
Zm00001eb004100	-	chr1	-	11304260	11306250	0.060020	0.552810	0.510333
Zm00001eb004110	-	chr1	+	11304278	11306258	0.060323	0.555601	0.512909
MSTRG.180	-	chr1	-	11327287	11334068	1.448426	15.129169	13.966666
Zm00001eb004140	-	chr1	-	11388592	11390370	0.249419	3.273460	3.021932
Zm00001eb004150	-	chr1	-	11388644	11389116	0.000000	0.000000	0.000000
MSTRG.209	-	chr1	+	11479203	11485535	0.598157	5.651317	5.217077
MSTRG.199	-	chr1	-	11486189	11491069	3.720620	37.610741	34.720787
Zm00001eb004180	-	chr1	-	11559724	11562557	0.291814	2.963778	2.736045
MSTRG.198	-	chr1	+	11566533	11573834	0.263272	2.712885	2.504431
MSTRG.184	-	chr1	-	11615310	11620571	1.442779	13.288612	12.267535
Zm00001eb004240	-	chr1	+	11776626	11783053	0.000000	0.000000	0.000000
MSTRG.186	-	chr1	+	11847885	11880702	0.175201	1.666480	1.538430
Zm00001eb004280	-	chr1	-	11969617	11970074	0.272926	2.513766	2.320611
MSTRG.214	-	chr1	+	11999339	12034402	0.690317	6.366091	5.876930
Zm00001eb004310	-	chr1	-	12036472	12042381	0.520583	4.794792	4.426367
MSTRG.188	-	chr1	+	12066478	12071483	0.668409	6.156332	5.683290
MSTRG.189	-	chr1	-	12068592	12069495	0.000000	0.000000	0.000000
MSTRG.190	-	chr1	-	12071464	12078408	0.103545	1.268184	1.170738
MSTRG.191	-	chr1	+	12077020	12077608	0.000000	0.000000	0.000000
MSTRG.192	-	chr1	+	12184201	12192434	0.998825	9.586131	8.849547
MSTRG.247	-	chr1	-	12225833	12228039	4.808337	44.286846	40.883907
MSTRG.248	-	chr1	+	12225905	12227916	0.000000	0.000000	0.000000
MSTRG.240	-	chr1	+	12231188	12236708	1.714590	16.825409	15.532569
MSTRG.241	-	chr1	-	12235692	12237894	0.000000	0.000000	0.000000
MSTRG.195	-	chr1	-	12250196	12255463	6.951832	65.776283	60.722130
MSTRG.217	-	chr1	-	12259826	12270517	0.176095	3.316519	3.061682
MSTRG.218	-	chr1	+	12269760	12274137	0.269971	7.854561	7.251029
Zm00001eb004470	-	chr1	-	12338113	12339599	0.490427	4.517043	4.169960
Zm00001eb004480	-	chr1	+	12339919	12341874	0.159551	1.469533	1.356616
Zm00001eb004490	-	chr1	-	12343656	12345162	0.818845	7.541913	6.962404
MSTRG.235	-	chr1	+	12398256	12406197	0.140826	1.297068	1.197403
MSTRG.219	-	chr1	-	12434130	12438763	0.211297	2.627956	2.426028
MSTRG.197	-	chr1	-	12441876	12448043	5.343800	52.217907	48.205559
MSTRG.202	-	chr1	-	12524456	12527892	0.253114	2.331289	2.152156
MSTRG.203	-	chr1	-	12528020	12535668	0.152809	1.407436	1.299291
MSTRG.213	-	chr1	+	12571270	12577450	0.370499	3.864769	3.567806
MSTRG.232	-	chr1	+	12616876	12620960	11.992461	149.599792	138.104782
MSTRG.211	-	chr1	-	12918149	12919161	1.793682	16.520578	15.251163
MSTRG.212	-	chr1	+	12918242	12919138	0.000000	0.000000	0.000000
MSTRG.207	-	chr1	-	12946795	12948737	1.112198	10.243820	9.456700
MSTRG.208	-	chr1	+	12947027	12948959	0.000000	0.000000	0.000000
Zm00001eb004760	-	chr1	+	13031568	13034810	0.157800	1.602872	1.479710
Zm00001eb004770	-	chr1	+	13037019	13041323	0.059195	0.580331	0.535739
MSTRG.210	-	chr1	+	13056661	13070870	0.101536	1.597227	1.474498
MSTRG.215	-	chr1	+	13071925	13078304	0.971695	10.227573	9.441701
Zm00001eb004900	-	chr1	+	13375816	13377671	0.000000	0.000000	0.000000
MSTRG.222	-	chr1	+	13470997	13486090	0.430885	3.987710	3.681300
MSTRG.216	-	chr1	-	13561560	13567782	0.590554	5.923024	5.467907
Zm00001eb004990	-	chr1	+	13653568	13657347	0.108937	1.037177	0.957482
Zm00001eb005000	-	chr1	+	13703133	13709126	0.055425	0.588077	0.542890
MSTRG.234	-	chr1	+	13710040	13722219	0.044630	0.418955	0.386763
MSTRG.228	-	chr1	-	13757941	13762067	1.161238	11.516987	10.632038
MSTRG.223	-	chr1	-	13799902	13806468	0.334639	3.187140	2.942245
MSTRG.224	-	chr1	+	13805363	13806156	0.001886	0.017371	0.016036
Zm00001eb005060	-	chr1	+	13860927	13863417	0.000000	0.000000	0.000000
MSTRG.256	-	chr1	-	13907417	13925487	0.569196	5.549541	5.123123
MSTRG.246	-	chr1	+	14202708	14207003	0.687126	6.328724	5.842435
MSTRG.229	-	chr1	+	14214354	14215690	1.982049	22.106491	20.407862
MSTRG.283	-	chr1	+	14216431	14217782	7.747253	71.355515	65.872665
MSTRG.220	-	chr1	+	14256183	14260010	1.908657	19.145477	17.674370
MSTRG.226	-	chr1	-	14501292	14506675	2.948407	27.156092	25.069458
Zm00001eb005230	-	chr1	+	14506989	14511079	0.167060	1.538694	1.420463
Zm00001eb005280	-	chr1	+	14582664	14590878	0.450855	4.405136	4.066652
MSTRG.239	-	chr1	+	14649028	14651956	3.370069	31.943745	29.489235
MSTRG.225	-	chr1	+	14726437	14741570	1.832936	21.435181	19.788134
MSTRG.236	-	chr1	-	14776735	14786219	0.266814	12.163292	11.228683
Zm00001eb005360	-	chr1	-	14907361	14909218	0.000000	0.000000	0.000000
Zm00001eb005370	-	chr1	+	14908325	14914051	0.473874	4.479114	4.134946
Zm00001eb005380	-	chr1	+	14955076	14957921	0.117347	1.080816	0.997768
MSTRG.227	-	chr1	-	14962698	14967358	0.516710	4.759120	4.393436
MSTRG.230	-	chr1	-	15015527	15020786	0.380810	3.507423	3.237918
Zm00001eb005420	-	chr1	-	15051704	15057169	0.179721	1.664232	1.536355
MSTRG.261	-	chr1	-	15070098	15073238	1.016992	10.363564	9.567244
MSTRG.245	-	chr1	-	15088250	15091064	0.686486	6.615067	6.106776
MSTRG.237	-	chr1	-	15196463	15201827	3.291580	31.094542	28.705286
MSTRG.244	-	chr1	-	15260865	15261631	0.000000	0.000000	0.000000
Zm00001eb005510	-	chr1	-	15269328	15276898	0.327586	3.017207	2.785370
MSTRG.233	-	chr1	+	15295152	15298222	2.125571	21.695272	20.028242
MSTRG.287	-	chr1	+	15395543	15396037	0.000000	0.000000	0.000000
MSTRG.242	-	chr1	+	15477535	15480709	2.801504	25.803051	23.820383
Zm00001eb005580	-	chr1	-	15587447	15588152	0.779037	7.175264	6.623928
MSTRG.249	-	chr1	+	15658011	15663305	0.749821	6.906172	6.375513
MSTRG.238	-	chr1	+	15856963	15865724	2.203284	20.293188	18.733891
MSTRG.290	-	chr1	+	15866071	15869084	0.090301	0.831711	0.767803
MSTRG.253	-	chr1	-	15902116	15905229	3.367102	31.012451	28.629501
Zm00001eb005670	-	chr1	+	15906138	15912356	0.453869	4.280685	3.951763
MSTRG.260	-	chr1	-	15913836	15914108	5.963370	54.925190	50.704823
MSTRG.250	-	chr1	-	15933655	15936919	0.152800	1.603554	1.480339
MSTRG.243	-	chr1	+	16035109	16036995	1.009539	9.298286	8.583820
MSTRG.255	-	chr1	+	16122256	16129623	0.726034	14.947577	13.799026
Zm00001eb005740	-	chr1	-	16251121	16255748	0.094913	1.018498	0.940238
Zm00001eb005760	-	chr1	-	16309008	16310855	0.000000	0.000000	0.000000
MSTRG.254	-	chr1	-	16331561	16342289	0.570576	12.573155	11.607053
MSTRG.268	-	chr1	+	16601311	16602675	0.000000	0.000000	0.000000
MSTRG.269	-	chr1	-	16601750	16617586	0.692039	11.404509	10.528203
MSTRG.270	-	chr1	+	16616200	16617831	0.000000	0.000000	0.000000
MSTRG.271	-	chr1	-	16617778	16625652	0.675921	18.560698	17.134521
MSTRG.285	-	chr1	-	16639409	16642108	1.240906	11.429276	10.551067
Zm00001eb005860	-	chr1	-	16643818	16647566	0.264361	2.434878	2.247786
Zm00001eb005900	-	chr1	+	16738079	16743650	0.446703	4.114326	3.798187
MSTRG.257	-	chr1	+	16843538	16850405	1.871830	19.001287	17.541258
MSTRG.251	-	chr1	+	16855637	16856844	2.596026	23.910509	22.073263
