	Dim.1	Dim.2	Dim.3	Dim.4	Dim.5
Zm00001eb022710	0.00142138550093462	0.0090146862069932	0.00468391971258141	0.00184099951835854	0.00384545847596288
Zm00001eb171440	0.00126707470917063	0.00547362181699092	0.00800307074122474	0.00175690142680325	0.00294025405685956
Zm00001eb160340	0.000993111105260274	0.0127451457859547	0.00141289173390754	0.000447250305880956	0.000133215835998313
Zm00001eb268660	0.00448691570736523	0.0043968794854638	0.00666363646566678	2.71758138974633e-07	0.00345331007909258
Zm00001eb346150	0.000967076834894951	0.00107955215341782	0.0218493113918065	8.55781446967407e-05	7.71241355303893e-05
Zm00001eb415410	9.30042061355597e-06	0.013341216176062	0.0020102688518519	1.42666514532683e-05	0.000541046439698286
Zm00001eb053700	0.00147103378528149	6.78398058836499e-05	0.00597677813868997	0.0144585807016808	0.0147949593408388
Zm00001eb249940	0.00680055931464469	0.00460207707707475	0.000939515663084539	0.00133337794273222	1.18082803500437e-06
Zm00001eb334050	6.37905631283659e-06	0.00768102868118898	0.0047864057298115	0.00011742901585707	0.00882921919976533
Zm00001eb186900	0.00470877582151753	0.00679568497440468	0.000297381270424636	0.0030882054262759	0.00115531083180137
Zm00001eb103500	0.00357561430874123	0.00432891544487337	0.000910628364183717	0.00242629553640761	0.000132503619196401
Zm00001eb238670	0.0100056780961074	0.000365241655095562	0.00214840547032508	1.56247801208306e-05	0.00028781532809626
Zm00001eb294420	0.000520136329079737	0.0135218523591695	0.00180743196651516	4.6563886545712e-05	0.000194590131665182
Zm00001eb277320	0.00603426817059284	0.00614897724890928	0.000140556776126279	0.000236826843461625	0.00298769618049764
Zm00001eb013430	0.00758290582167284	4.32140875372368e-05	0.00244886010754361	0.00420462533984036	0.00238254331204283
Zm00001eb062600	0.000239713712954457	0.00165902940590882	0.0109098788968111	0.000992376251232899	0.000302486130351103
Zm00001eb096070	0.00514794243505034	0.000210623629593234	0.0117353779257681	0.00135973874254138	0.00113202583643997
Zm00001eb236430	5.02345756696895e-06	0.00835213903496947	0.010434002287267	1.50666891582343e-07	0.000356750171097591
Zm00001eb173410	0.0114798795514406	1.82680192551448e-07	1.02680915213313e-05	0.000145421842365546	6.55884218376795e-05
Zm00001eb327800	0.0017549707898302	0.00021342089197222	0.011771509697766	0.0038365408468533	0.0116577762632466
Zm00001eb109610	0.00234405937359475	0.0106583583007791	0.000956178960168069	0.00058534067946798	8.94974794485173e-05
Zm00001eb070400	0.000107141873152649	0.00989401962608136	0.00597530028930235	0.0016778031022346	0.000261705816117869
Zm00001eb427180	0.00104970472943861	0.0117373962045335	0.000472293874259532	0.00251390834331732	0.00117848934822684
Zm00001eb126900	0.00206285333249472	0.00604153209670491	0.00785975048909945	5.51757255052612e-06	0.000847408797471504
Zm00001eb291240	0.00155613392606077	0.012637108421739	0.000282281194686873	2.10851074451168e-08	1.86880248619587e-05
Zm00001eb137430	0.00712400291554362	0.00214096047786491	0.00195343621782092	0.00597838972048576	0.00108759309714145
Zm00001eb170020	0.00302677416011612	8.17821491156839e-05	0.0189641323598984	0.000170376047702512	0.000129754099137238
Zm00001eb045790	0.000696684282104914	0.00704422241314032	0.00325065622781048	0.0023987301641332	0.000581203666367023
Zm00001eb285450	0.00124192209931685	0.0120584611694582	0.000473426732267669	0.00106043221358815	0.00191575806327966
Zm00001eb050280	0.00154176348504802	0.000335446601780601	0.00543583691888574	0.006950660171483	0.0109406016228729
Zm00001eb199590	0.00018392345265252	0.000748642050901818	0.012217183810279	0.000257829448284205	0.00656459414386884
Zm00001eb424290	0.000436593074249532	0.0134230454789614	0.000291397199718018	9.0600978418449e-06	0.00389175320544988
Zm00001eb256020	0.00247098646989191	0.011157381718202	1.14555613145271e-06	0.000319439769429236	0.0026924244997144
Zm00001eb385040	0.00448717212416392	0.00898105957153699	0.000158803941848827	0.000417291135492192	2.75945575708084e-06
Zm00001eb306400	9.15184116435853e-05	0.00925397937676083	0.00477609044352256	0.00607833059201043	0.00186604760774601
Zm00001eb330600	3.51476327747539e-05	0.00992253670914768	0.00765114277473142	0.00215781788796355	0.000261174203923325
Zm00001eb124410	0.000205830226090456	0.0120301478041471	0.00274734651849099	0.000481147861220111	0.00153186974059335
Zm00001eb219270	0.00391980538595726	0.00809287396807619	9.73183528222465e-05	0.00429649977869882	0.000250154541049495
Zm00001eb234730	0.00164986251182338	0.0044458908099425	0.00402148446178431	0.000406608061541645	0.015922895164581
Zm00001eb316520	0.0067564055780643	0.000979967096113157	0.00013385996606581	0.00915247353401316	0.0015335287750436
Zm00001eb304290	0.00255548806108036	0.00370504263345801	0.00839189553826421	0.00527803827192538	0.00285217410843167
Zm00001eb158190	0.00269049667919972	0.000970036662259172	0.00910138572559094	0.00434517358166631	0.00532705539327121
Zm00001eb387920	0.000563874989780058	0.000320641328722356	0.00641089127803388	0.000445943739822236	0.0346954124406545
Zm00001eb063980	0.00624386591082011	0.00615815079024765	1.85986935943302e-06	0.000429622837830525	0.00199446317019081
Zm00001eb096680	8.22703794451663e-07	0.00429548361193539	9.34003714917822e-05	2.24115491341105e-05	0.0354472697960495
Zm00001eb298320	0.00526122461981621	0.000855993047598772	0.00474298850350105	0.00382126901096241	0.00504210466400385
Zm00001eb154490	0.00917569005399982	0.000361443637697367	0.000586812919981208	0.00307375807165003	0.00066737335451986
Zm00001eb216260	5.97364864242911e-05	0.00906615861496523	0.00818678152116465	0.00370082689434132	0.000403932907316011
Zm00001eb138230	0.00406564117889198	0.00830736135599546	0.00219274700298742	0.000234151170235014	0.000640911158565363
Zm00001eb332050	0.000185523972391527	0.00576929954253494	0.00470519054684697	0.0133872151378967	0.00258083542520161
Zm00001eb366710	0.00623703181057113	0.00435597991194015	0.000535272480246299	0.00312907527137258	0.00232289253389556
Zm00001eb057690	0.00126228127107644	0.0117417289786388	0.00136530323740923	0.000607418303930669	7.1714080964454e-05
Zm00001eb173220	0.00742491449767346	0.00426711628768241	0.000351854568718596	0.000166004576661966	0.00182926180391455
Zm00001eb372570	0.0021628979776271	0.000339987278534327	0.0132754715224998	0.00487131439093009	0.00831302337272316
Zm00001eb042670	0.000409111383071054	0.0131465889908368	6.20593135850846e-06	0.00223310452291966	0.000568714696084301
Zm00001eb277330	0.00368827149973371	0.00401614088975674	0.00260127187913965	0.00921838385805028	0.000155784464452805
Zm00001eb296460	0.00821816480546143	0.00115565558361872	0.000548222424936346	0.0035100516966606	3.33188524801223e-06
Zm00001eb397500	0.00415124108960188	0.00504857916500105	0.00291787127753172	6.50371246744509e-05	2.00470702121114e-05
Zm00001eb052750	0.00749051051480521	0.00160831334803197	0.00593117164917356	0.000479350835094396	0.000345574312482679
Zm00001eb221000	0.00207507368198619	0.000615175101971584	0.00489700005828204	0.0143076637828685	0.00653016436796842
Zm00001eb068400	0.00434135886556973	0.00162184161839271	0.00973110210401226	0.000183065536604957	1.41187401456401e-05
Zm00001eb020340	0.00658737164963733	0.00177905391078389	1.72222714132924e-05	0.0118101295889279	0.000186393875742205
Zm00001eb393200	0.00231253380911025	0.0101028692276261	0.00140989257607693	0.000825235385594754	0.00211649566910357
Zm00001eb211010	0.00634924294094941	0.00581140712939787	0.000483228777488647	0.000215361871231728	0.000882084851113692
Zm00001eb034220	0.000118562663877276	0.00664954790983277	0.00055535659551783	0.0107516925353651	0.012645011330943
Zm00001eb163700	0.00120762537739335	0.0122236858697413	0.00250942064013952	6.66596594401684e-06	0.000261346099593074
Zm00001eb040460	0.000642531221748483	0.000421044219853279	0.0101098462846352	0.000243333810323347	0.000920038884821621
Zm00001eb229460	0.000219630403329267	0.00113955027800904	2.27278795303957e-05	0.0194273627414803	0.003658957720257
Zm00001eb095350	0.00440840697382697	0.000472801635235987	0.00958413031108611	3.03568750655517e-05	0.0120432233868534
Zm00001eb233450	0.000354823262375858	0.00266618197813376	0.0154094780930286	0.00123543759635805	0.00127359892288121
Zm00001eb128330	0.00743726617462977	0.00016123517088801	0.00531263482254494	0.00288981208858596	0.000433153649612153
Zm00001eb190060	0.0012246633837876	0.00940046741859623	0.00161851717143177	0.00370210920847352	0.00549501606657471
Zm00001eb409870	0.0029388267547911	0.00438056155721345	0.00341360275607737	0.00554399979418599	3.83215586678778e-05
Zm00001eb272920	0.00109387597142227	0.0109545950002418	0.000287412753661611	0.00034878458787784	0.00108412385079686
Zm00001eb169970	0.0027665836372774	0.00727121296719738	0.000762331688034835	0.000500996312333447	0.00157507346370743
Zm00001eb070950	0.00329183130899404	0.0096590508289479	0.000935565691180427	0.000220325938656692	0.000991147693015513
Zm00001eb165590	0.00327612100744805	0.00246757092214145	0.00977761991692415	0.00465720369892409	0.00396172457164297
Zm00001eb184000	0.000360604000897823	0.00759160925033912	0.00276516340836449	0.00492569524975499	0.0102461537474868
Zm00001eb222570	0.00011243478979877	0.0112018309148031	0.00330632231915607	0.00192826303480217	0.00400755068630495
Zm00001eb285610	0.00206290145688355	0.010632009051498	0.00171730127517294	0.00117193848380889	0.00158349476888974
Zm00001eb346210	0.00454522927886824	0.00740174563263411	0.00242669577143065	0.000359563897111085	0.000553034036811915
Zm00001eb198420	0.00409677002082163	0.00919172950269952	0.000896101776768599	0.000100937595682177	0.000468514853270857
Zm00001eb136750	0.000717663147547009	0.0122868959011151	6.10113061193299e-07	0.00246866341761438	0.00280584600599546
Zm00001eb212470	0.00424812320854574	0.00893963353884568	0.000583292353234599	0.000156512901822864	0.000581206289612638
Zm00001eb056450	0.00100557008259574	0.0102981737180355	0.00219867314240793	0.00402401584462792	0.00167537296033489
Zm00001eb415630	0.00171298310303795	0.0058864659535625	0.00855844841950757	0.0037481731827075	0.000348679119759197
Zm00001eb078210	0.00369053232036424	0.00792643426454786	0.00406595365799506	0.000596272443824376	5.87670860675472e-06
Zm00001eb144930	4.08646633765881e-05	0.00729022095634615	0.0125875423632506	5.82860415269921e-06	0.000796739275369362
Zm00001eb133810	0.00447502301292234	0.00415625538116383	0.00382975846459997	0.00140609591261385	0.00867357637153402
Zm00001eb335880	0.00322951054243697	0.00422615562492828	0.004915071442478	0.00280157438547239	0.00475239167594284
Zm00001eb285890	0.000634462731428394	0.000421084047014668	0.0117107518990714	0.00250277531365012	0.0119596671828881
Zm00001eb215310	0.000318971980213733	2.26233993527487e-05	0.0174316160997784	0.00519242248695495	0.00976691421929635
Zm00001eb040570	1.6786058002683e-05	0.0139590678506736	1.78548198838709e-05	0.00075020283300304	3.15774003660631e-05
Zm00001eb194190	0.00215821791353859	0.0111827694487023	3.6280076352467e-05	0.0010815139303885	0.000294714890186916
Zm00001eb419190	7.06176956943805e-05	0.00860987580059863	0.0086006372670789	0.00137212570137998	0.000183344691994603
Zm00001eb391690	3.98539119335318e-05	0.00296705130352492	0.00291596179110068	0.0208251438708869	0.00304139023639388
Zm00001eb342400	0.00183157156440131	0.0112252123971955	0.00192113323443307	0.000406075400008634	0.00168375710514095
Zm00001eb214560	0.00108284106063504	0.000388208910124414	0.00948977611486064	0.00744264384734279	0.00970739031813643
Zm00001eb294160	0.000644485460652818	0.0125874583365997	0.00131754703264395	3.88911911594482e-05	0.0037390046056948
Zm00001eb043450	0.000434960657973555	0.00388037012270599	0.012202208540747	0.00135754914709524	0.00679593644261538
Zm00001eb185240	0.000685674710634044	0.00102485196763733	0.0188739291193919	1.10206554825622e-06	0.0069446816697219
Zm00001eb308350	0.00115151682285362	0.00385749848979353	0.00298428139803936	0.00635605126182791	1.45500146496339e-05
Zm00001eb282710	1.64581246975575e-05	0.0147107725289487	0.000213451709767229	6.65468862920304e-05	0.000521736770000398
Zm00001eb417450	0.00262849164967187	0.00833603883145914	0.00256341207905005	0.00151676872085211	0.00513699644147454
Zm00001eb130220	0.00168954553296846	0.0117840399805886	0.00110923547006345	0.000211243394827147	0.000860456672033115
Zm00001eb108120	0.00141075896174812	0.0114668695654785	0.00273795230586896	7.03780430720851e-05	0.00119153126732067
Zm00001eb400820	0.0064357621131625	0.00523330559397536	0.000823856947753689	0.000222757201710936	0.00245181398820725
Zm00001eb213080	0.0026615504106067	0.00912382701956695	0.00178136731682166	0.00135998241561451	0.000110327073901741
Zm00001eb397180	0.0111836397664371	2.49896959548658e-06	0.000204015540979655	0.000566195313653118	0.000154812612024034
Zm00001eb226920	0.000150992650562059	0.0105710002020167	0.00156764679681051	0.00268266170420433	0.00734187393440243
Zm00001eb242260	0.00366915089377445	0.00823441735159672	0.000669636210331532	0.00470284225114367	0.000320365435018456
Zm00001eb417370	0.00757891058675853	1.44485096833124e-05	0.0077155762421157	0.000948699157646616	0.000994546738860645
Zm00001eb310700	0.00391795724365633	0.0072348429487567	0.00304025854572176	0.000691814244261423	0.00112577472936115
Zm00001eb267260	0.000458090990503627	0.0116752909106032	0.000472173450815535	0.00206467637047068	0.000794523485355349
Zm00001eb116010	0.000307364338751113	0.0116404870977277	0.00529518444615173	0.000317605456303625	0.00014919916920564
Zm00001eb090730	0.00103373198255133	0.0128961993532021	0.000341223924252367	0.00193392804250159	0.000207801386410546
Zm00001eb282790	0.00358698649987096	0.00788102393445345	0.00402666154233435	4.62060524152552e-05	0.000349202715478792
Zm00001eb129440	0.00245249035654896	0.00650528667290381	0.00516650345412703	2.37710043469917e-06	0.00289467788489861
Zm00001eb340580	0.00133365625952079	0.0120786639121962	0.000864443239414601	0.000982594423768426	0.000342558037086937
Zm00001eb329250	0.0065372182377674	0.00257586439929432	6.11739887006503e-05	0.00176429986986921	3.70041393908857e-05
Zm00001eb010790	0.000100321077581557	0.00708570139292018	0.0101311518939978	0.000217995222677871	8.94157293444227e-05
Zm00001eb365200	0.00519108427441268	0.00468229481993701	0.000521305583921848	0.00880890104754223	0.000192821600707587
Zm00001eb340370	0.000286548850887267	0.00913709332692161	0.000759450656818137	0.00043244211159877	2.11541829785618e-05
Zm00001eb246370	0.002006724348548	0.00603913634520637	0.000627595817147597	0.00191840633732423	0.0126583536488552
Zm00001eb378000	0.000528081635021221	0.0130056288215547	0.00268389936087788	0.00010916718579015	2.77776669220329e-06
Zm00001eb228370	0.00131009605359438	0.0050039605268785	0.0127973783311886	0.00284169081706128	0.000509876983356656
Zm00001eb247760	2.27683901005493e-06	0.0143791653990622	0.000379413968195366	5.30996896276185e-05	0.000164081514435901
Zm00001eb215120	0.00275686150899714	0.00800415963997201	0.000222151573831263	0.00799154570912223	0.000641228795730954
Zm00001eb376570	1.49334047704803e-05	0.00441454482603379	0.0159670350009154	0.0015176182002677	0.00120627143957237
Zm00001eb219490	0.00179233106771023	0.0122491878158049	0.000179851267447187	0.000658506159160494	7.57930633787333e-06
Zm00001eb396730	0.00200980413592425	0.0113278701112348	0.00149569888186447	0.000652249237903951	6.52041038894506e-05
Zm00001eb087960	0.00247975160267542	0.00196462821921939	0.000521750470862853	0.0222254610134	0.00135076237648754
Zm00001eb313850	0.0100328177018908	0.000263747002686483	0.00116910575899866	0.00112510553472499	0.0019453931957156
Zm00001eb320980	0.00185185240171466	0.0118506177440504	0.000919901732837402	4.48568955718482e-06	0.00020568999013248
