Gene_ID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb062180	25242.1134104575	27467.5142172188	23151.8389801484	29188.85877733	25241.3290398911	29355.2713637819	22963.2837307018	28770.1152054835
Zm00001eb149490	20504.4548925496	23608.5527344211	28530.2251446377	27164.0354948239	21012.1280086877	24223.7708847523	26660.1439168849	38587.0951429938
Zm00001eb371200	20357.8498244059	30315.0507408762	21815.7448561786	32141.726064318	22738.2653263013	27698.4725838166	22553.7954513284	32870.6118600019
Zm00001eb377870	16864.4053716652	25860.1347989384	21183.16502003	31762.0716988481	22632.9193743045	33650.7462213906	23182.7694484459	33220.4646352384
Zm00001eb054230	25533.3945326904	25349.0614096908	22701.9396496771	28769.3641389404	26627.2867208485	28754.7056380177	21086.1894580541	27528.4155143265
Zm00001eb080570	10362.6635008962	25267.7542795833	17783.1698638335	33823.2199360751	16927.7776614798	38684.0589706524	24534.8997469369	37645.2692591824
Zm00001eb327430	20660.7050309659	24915.7212107659	27189.2724965808	23243.2839304343	17866.015046451	29927.2387216526	25504.5679924931	32046.5142116669
Zm00001eb023820	29282.4333476554	30462.4757570054	36820.8106469724	28747.1004570147	14850.4871705437	20414.4682813337	17983.9062535212	19778.343560039
Zm00001eb213760	20752.3331985558	29505.5533795855	25331.3728856497	33718.9321628442	14288.6420932276	24118.910202476	21758.5692127852	28334.7428629669
Zm00001eb392880	14297.8521721226	29646.7240010909	18980.3101989104	27594.0760878099	29312.5111430993	20097.0263977155	26626.5658779763	29088.8699562545
Zm00001eb272050	5503.47709755341	4664.88490430354	3441.77846334616	4214.86652035552	64949.0714670043	24005.4700098317	45746.3926184793	39863.224789809
Zm00001eb026940	21216.2610786685	25155.1751763574	24379.1021645658	24153.7513439222	18306.0538667708	25650.8294426396	22395.7329754903	28580.1951274979
Zm00001eb354640	33300.5696232263	28193.0239935633	29671.0066003035	29365.7964600027	22265.3058959825	16962.6452765843	12647.454996727	17334.9273520377
Zm00001eb283110	22923.4385169211	24206.2941634537	18704.3460307595	40027.7565569487	23981.5670305964	22394.428618496	18183.7365338554	20540.245159443
Zm00001eb032690	24468.5787745939	27793.6362225953	23770.814948853	31840.5804719546	18015.2551451131	18328.6939829653	20196.7809152551	20311.4525508756
Zm00001eb013080	26711.0576129766	18914.1828268917	25911.4806616569	23651.0608414945	25918.3962522036	20164.7092017302	22082.0649534902	20795.6932175522
Zm00001eb418440	35165.9262139498	32588.9699290495	15213.0106217243	29686.862188826	29933.6133184135	15439.3055467887	7684.45705072131	18352.277009551
Zm00001eb144760	13630.4133092578	23032.2549440982	21919.7172716439	23843.2315696953	16988.1321131447	27096.9535791226	23344.1078305191	30793.7080832008
Zm00001eb165620	32448.9099181545	13169.9681075338	18004.7185622081	15872.8334402935	32472.8897030022	16809.167368889	26461.1326131094	23944.368194681
Zm00001eb121650	21383.1207943847	23326.2114914102	18018.3224296522	33451.7679797357	15439.7660895256	26009.2623202385	16697.29407973	25323.7877084708
Zm00001eb352030	15995.3845401027	22812.4576473239	22042.1520786404	23317.105612609	16810.3608191501	25582.1933596951	20211.5224933125	28495.7862039488
Zm00001eb091920	36184.4456347378	15666.3650473201	22297.7104456252	18736.6459995787	24908.8308789013	19199.9909247883	20521.0956325188	16101.0021669971
Zm00001eb032380	19563.0960339425	17481.0329731275	15179.9726579316	19200.6680018197	31411.7487073681	29584.0583069302	17553.1245836204	25551.4696733073
Zm00001eb261840	10572.9260328392	23193.0822344209	20187.1675821616	26329.7333089765	15644.9712251859	26233.2828687379	19939.6222758086	32939.4717713183
Zm00001eb129360	16100.5158060742	17271.0640107618	18905.4889279681	20804.8248732033	22911.6472056293	26089.3377503404	24977.1470886602	23124.7131212697
Zm00001eb055850	16213.3631282637	20886.9975881831	18782.0824161541	22412.4970627857	22074.3663579884	24928.244013863	21256.5365822734	22175.112731342
Zm00001eb312070	29742.5031996591	15221.4095440941	11409.7579662932	18880.7740457294	49496.1371334791	19881.5853595842	13147.0306975625	12583.5934712063
Zm00001eb059930	24890.0683455071	20584.999676355	22331.7201142353	24744.3248013198	13595.1145759156	20139.9239495558	13827.6002178811	27472.883327781
Zm00001eb255240	17640.8335286106	19926.5012709783	15657.079723291	22622.2443819804	23588.7144179418	25554.5482707314	17565.4092320016	24590.7628460705
Zm00001eb304560	23777.9917430747	19804.98731829	15268.397796318	32733.4712944486	23451.5452096127	18488.8448431691	15262.4471488055	16065.461567608
Zm00001eb096930	42389.1193411102	20620.7390742045	21680.6778865555	21891.058196631	13493.0606849187	8736.80139147436	12945.5624641108	19882.7440707445
Zm00001eb369350	44836.0736692723	24455.5764634538	28947.0865113163	18714.382317653	12005.0491129644	10810.1830637555	10364.9673274996	9260.54742832462
Zm00001eb326630	15987.6684838846	20341.9717709785	19305.8313127503	24659.9571645488	16820.2370021498	23056.0041957664	16778.3727590459	24543.0051656413
Zm00001eb116960	15383.887084819	24449.3220688301	17925.0387671786	33713.0732991795	13629.1325395812	18870.1564150829	13522.9409380273	24718.4868751251
Zm00001eb393120	21162.2486851419	19706.703974204	20172.5920099002	21623.8940135226	16425.189682162	21028.3799121149	15829.1789274583	21226.6229851451
Zm00001eb013750	11289.5547540944	18977.6202580746	19527.3800111249	20484.9309171129	14088.9237259004	23939.6937636765	20898.6438261011	26886.4634378607
Zm00001eb285230	13515.6369730137	22825.8599215174	22160.7000663672	23335.8539763359	13880.4265292401	20062.7083562432	17484.3305526856	21248.8358597633
Zm00001eb323110	22456.6171157266	20593.9345258173	19829.5802093465	28973.2525944706	11710.9583303068	19725.2476150995	12182.2763113588	20480.2703979739
Zm00001eb033030	26497.9015599518	16726.9316785035	17941.557749075	25236.4693491512	21565.1942566707	14877.8242571457	15880.7744506594	15397.9646853313
Zm00001eb404800	24336.441311859	20269.5994903333	13975.0586843152	21407.1160579302	17192.2398951384	21235.2414398781	15115.8503447899	19135.2808398423
Zm00001eb303500	18621.7371753354	17433.678270977	19083.3109095582	18487.0584074643	16119.0280091714	21158.0258465656	18298.39325208	20756.8206869704
Zm00001eb375040	14830.2600511709	17488.1808526974	11069.6612801918	20611.4823722696	27278.0174451618	22125.6039602968	12406.6758884554	27091.932528079
Zm00001eb411300	26342.6159285627	10177.687022586	22124.7469881222	13737.8635208919	19674.4538890621	11414.5619052388	26699.4547917047	17553.7241670269
Zm00001eb189380	13145.2662745453	21169.338831194	18831.6393618432	21060.2713289824	12487.8847262829	23527.8772660097	16793.1143371033	19409.609841377
Zm00001eb285220	12232.842626756	20591.2540709786	18246.6730617488	21388.3676942033	13124.34985293	20975.9495709767	17295.9659441739	23155.8111457352
Zm00001eb233070	16415.9096039886	18078.7744021601	17806.4907794519	21703.574559362	18927.1560420851	19418.291799709	16490.093010367	17862.4831242198
Zm00001eb329960	15548.8177864806	18066.2656129128	17652.9614182975	15863.4592584301	16854.2549658154	21539.3374184793	15206.7567428108	20119.3111854282
Zm00001eb303080	14568.8786467831	17933.1363559235	18450.7310734096	19101.0673195205	13975.8962982372	18460.2464752756	17503.1670135368	20438.0659361993
Zm00001eb160820	18178.0639427952	15719.0806591481	12500.98247627	19041.306910141	21069.1903993526	18567.9669943412	15457.3635697873	20613.547645683
Zm00001eb101750	13059.425149119	14849.7198064595	16916.4091666836	17198.1084012394	15062.2764282038	17759.586461884	21290.9335977408	23100.2789591897
Zm00001eb057230	29213.9533487198	16499.093017213	15778.5428254701	22813.2433374483	23252.9241959522	15731.9621782325	9601.68117474759	7557.93058884014
Zm00001eb095540	12100.7051640212	18005.5086365687	16814.3801608532	17499.2539936028	13873.8424072404	19547.9377341596	18344.2559393698	22085.1505891383
Zm00001eb022710	41643.5554090372	8535.46169140236	16999.9757809828	11922.7875575806	29713.0452314203	8693.90383963405	10839.154755014	11490.7200399912
Zm00001eb171440	13471.2696497596	18177.9512311924	14179.1166959761	19409.2435482816	18948.0057617511	18228.599695338	15193.6531178708	18637.7124483948
Zm00001eb160340	10695.4184253014	17503.3700967834	17223.4678889923	19783.0390500868	11415.7701939825	20012.1845729647	16255.8657145654	22624.9234423604
Zm00001eb268660	12501.940087362	16890.4394236648	17871.5950022198	14688.1712072995	14045.0295792351	19367.7680164304	17957.6990036413	20960.0684897268
Zm00001eb346150	19728.0267356042	15911.1799225891	12119.102483019	23994.3902522435	20354.8131623745	18149.4775441659	8712.27263194856	18069.062858169
Zm00001eb415410	10587.3936382481	19640.5860881824	18604.260434564	19868.5784595908	11264.3353879872	18363.9653033674	13935.7051236357	21594.2460600762
Zm00001eb053700	21904.9190961331	21546.389478506	13545.56515501	14996.3474360606	16939.8485518128	22202.8195536093	7226.64915438185	14482.7942510618
Zm00001eb249940	30036.6778429738	12590.9898623722	22085.8787954249	19800.6156410808	18777.915943423	10599.5084202731	11301.876510706	7235.84390687634
Zm00001eb334050	13960.2747125812	17706.1911795793	19113.4337588987	16274.7514876891	13463.4321359196	17917.8307642283	13980.7488343668	19024.2164667513
Zm00001eb186900	31721.6716195994	10731.647689253	22496.9099331989	16015.7897137112	18504.6748804314	9828.30576607753	12916.0793079959	9263.87935951735
Zm00001eb103500	9434.80774067079	19029.4423849563	16631.6996551759	15052.5925272413	17382.0820794659	17962.6348739281	15575.2961942468	20187.0604530137
Zm00001eb238670	24086.6339917984	21259.5808107639	16370.3110592865	23479.9820224865	12700.7713376097	12715.7876443946	9292.1080355413	12147.1104849588
Zm00001eb294420	11803.6369996247	19960.4536989353	18238.8994232093	21137.6083293559	9157.41634805195	17358.2560324448	13285.4377359907	19953.8252695227
Zm00001eb277320	11050.3570113336	16127.4032795784	14408.4390328902	14978.7708450666	14357.7753742255	20808.1724793347	16359.8757375263	22050.7206334801
Zm00001eb013430	26676.3353599952	16979.7879182885	14354.9952679314	29044.7307311794	11651.7012323086	7712.02654195609	13178.9707833537	10937.6194619982
Zm00001eb062600	15955.839751985	14658.5140279647	15031.3018208644	17774.6205858418	16578.8191954906	18832.9785368213	14608.0848783668	16162.0875721972
Zm00001eb096070	18108.6194368323	15326.84076775	15431.6442056466	19508.8442305808	16345.0828644977	15631.8678906052	13558.9759066122	15031.4522541311
Zm00001eb236430	22702.5664076783	12681.2318419422	11618.6745020412	14076.5058407092	21310.6082060118	16001.7401153615	16042.9318092913	13461.0020186249
Zm00001eb173410	10487.0849074129	11847.610387103	12457.2557594856	11792.7207842252	18522.2325390975	19709.995152223	21101.7500126703	20981.1707206141
Zm00001eb327800	17529.9152204755	13867.779850545	14121.7861117475	20973.5601467455	16475.6679508271	15503.1752350843	14982.3571657141	14632.7311547346
Zm00001eb109610	9345.10858713548	16381.1530043097	15556.9941270954	17037.5755368277	12158.6786262931	20473.5715749803	15132.2298759648	20026.0171120318
Zm00001eb070400	12638.9000852331	19560.1724430211	10096.9847579418	20216.5949612716	14625.5296688839	17548.9118184017	13269.8771813746	18604.3931364675
Zm00001eb427180	7460.46185586675	16583.9740871055	13201.5816496389	21527.8086494222	11771.3127819716	17709.0626786055	11355.1099870245	28345.849300276
Zm00001eb126900	25126.3725671861	11553.6538397911	17173.9109433032	15579.8902570606	25480.552139217	13416.4476577862	7446.13487212599	10199.0413809433
Zm00001eb291240	7364.01115314061	16429.4011914065	14858.3383633614	18896.0070912575	10835.2701043337	20116.0919763112	13951.2656782519	21989.6352282801
Zm00001eb137430	15850.7084860135	8390.71713011196	10914.1885094026	10739.2970973195	20618.1780423664	15508.894908663	19575.1777071662	21408.7685570143
Zm00001eb170020	20131.1906729994	16688.5118258153	11733.3356704983	19642.426322135	19619.5862057305	13896.9002383975	8968.61229483631	13789.7525629742
Zm00001eb045790	12182.6882613384	17078.9647473209	15736.7595183205	19590.868321886	15867.7340195124	17239.0961662217	10097.1619927894	15752.2600354915
Zm00001eb285450	9538.00999258775	16262.3195064602	14426.9014244214	18068.7355418076	11985.2967469651	18978.8302130783	15185.4633522833	17508.1877740597
Zm00001eb050280	16754.4515705574	13314.7126688242	19353.4448488045	14215.946795928	13496.3527459186	14549.8963052998	13729.3230308315	15915.5246639352
Zm00001eb199590	10566.1744836484	14110.8077559214	19664.3903903829	15484.9766656931	14392.8906915577	15243.8833661829	15934.8269035367	14831.5363825674
Zm00001eb424290	9690.40210289505	17540.0029795792	15508.4088862238	21787.942196133	9915.68773169531	15970.2819106787	13031.5550027792	16570.8044651719
Zm00001eb256020	10525.6651885034	21105.0079150649	15053.6510316654	25150.9299396472	8145.65626741637	15057.0406959452	10333.0272417085	14959.260411622
Zm00001eb385040	14632.5361105823	16448.1643752775	15741.6180424076	19120.9874559804	11900.8005146343	14670.9627293825	11866.1513596825	15460.1607342623
Zm00001eb306400	23087.4047115556	13101.1697666736	12693.3800301217	8821.10513351024	23182.6935612876	17937.8496217537	11839.9441098026	7792.27641606207
Zm00001eb330600	11216.2522200225	13772.1769612976	9201.07291626901	25936.0176707114	12841.2326069387	17804.3905715839	9305.21166048125	22397.2414775239
Zm00001eb124410	12804.795293922	15317.9059182877	13337.6203240795	17151.2374919221	13126.5445602633	17672.8380792737	12056.9728978705	17373.7998826196
Zm00001eb219270	8337.19874364734	16100.5987311913	11744.02442349	14466.7061607754	11594.6388416437	20853.9298679643	14639.2059875992	18340.059928511
Zm00001eb234730	13694.070773057	13180.6899268887	11621.5896164935	25855.1653521392	11489.292889647	15847.3089287365	12864.4837847949	11703.9636363258
Zm00001eb316520	16863.4408646379	15820.9379430191	16471.3683602995	15823.6189855104	14610.1667175511	15309.659612338	11482.0513536303	7986.63906897126
Zm00001eb304290	8525.27761396331	16231.9410182882	15367.5116876961	13417.9695648015	12964.1362176016	16244.8262424566	15974.1377783565	14834.8683137601
Zm00001eb158190	14596.8493505737	13865.9928806525	17992.0863995815	14528.8101156208	11525.5055606458	13690.0387106343	12961.123018727	14944.8220431202
Zm00001eb387920	16394.6904493889	15082.0258924811	13171.4588002985	13710.9127480345	14148.1808238986	13900.7133541166	11470.5856818078	16434.19528627
Zm00001eb063980	7589.70579751977	12607.9660763508	11441.8242252685	13753.09656642	12180.6256996257	19106.5695896694	14555.670378607	22998.099735946
Zm00001eb096680	9357.64717848987	14047.3703247386	11699.3260018881	22127.7562886832	11938.1105392998	15465.9973568227	17327.0870534062	11389.6514604784
Zm00001eb298320	16119.8059466194	12961.7861150606	13839.9917146921	18757.7379087715	12969.6229859348	13547.0468711666	12619.6097937296	12807.94350485
Zm00001eb154490	16085.083693638	16152.4208580731	16121.5546260238	16103.6726686811	14859.2659998767	12724.3671547627	10533.6764986015	9952.47847268133
Zm00001eb216260	11985.9288277771	16286.4436000086	10920.9904431247	18230.4401789522	13697.1684669124	16665.2222504915	10486.1758581942	15024.7883917457
Zm00001eb138230	8980.52493083068	13834.7209075342	13500.8667334081	14019.0889767955	10483.0195773445	16975.0379026715	15156.7991727272	19003.114235864
Zm00001eb332050	17690.0233870009	2447.25526774323	26369.1536306677	12016.5293762151	16142.0724361707	4177.2682703154	21468.6515109889	10390.0721026597
Zm00001eb366710	5283.56949533782	10424.2888677474	9593.64166251177	13488.2759287774	14152.5702385651	17150.4412257518	13324.7486108106	27995.9965250394
Zm00001eb057690	9542.83252772406	17031.6100451703	16235.2440896634	18126.1524057213	8866.61762639421	15095.1718531365	10034.1007977659	14807.1022204874
Zm00001eb173220	5817.90638844062	10703.0561709734	10454.572130757	11106.0619627272	10106.6272696894	20386.8231923699	16008.5347938239	22994.7678047533
Zm00001eb372570	12372.6961457089	12930.5141419423	10603.2429678242	14739.7292075485	15260.8974418644	15564.1850865905	13391.0857120691	12945.6633274828
Zm00001eb042670	11509.46235631	13874.0342451686	14134.4182743742	17942.184086651	8784.31610139674	14669.0561715229	10656.5229824135	16937.3168963721
Zm00001eb277330	13497.3113394957	14616.5202354916	13248.2234808757	15342.0203922755	12563.6021292806	14940.7406665115	11168.3833316302	12131.5614727261
Zm00001eb296460	14400.0899170124	15298.2492494705	15207.1803928197	16120.0774869421	12449.4773479508	13840.6567815402	9317.49630886245	10986.4877861582
Zm00001eb397500	6137.15821446414	14357.4096010829	14499.7792857288	12583.6673789541	13067.2874622651	14772.0102959396	13711.3055465391	17637.0224468452
Zm00001eb052750	9999.04435161869	11695.7179462427	9070.86447073304	13664.0418387172	15517.6781998565	17076.0854692286	13667.8997889255	16338.6799254118
Zm00001eb221000	19591.0667377331	24012.4079301202	5650.4635133704	13587.8766110766	11168.8656189901	16950.2526504971	5086.66340637643	9989.12971580135
Zm00001eb068400	19848.5901140119	14203.7301903301	9859.88878248829	15966.5752589281	14728.6809135474	10206.757501202	11462.3959162203	10418.9488396634
Zm00001eb020340	13684.4257027844	19779.9697397954	14876.8007548927	15639.6506664401	10524.7190166766	13789.1797193319	7649.2410586952	8929.57559651355
Zm00001eb393200	8360.34691230161	14110.8077559214	12984.8914753514	13177.7561545505	9724.74819370118	17032.2346384585	12342.7957168732	17150.5604927067
Zm00001eb211010	7834.69058244416	11572.417023662	11696.4108874358	12539.1400151027	10683.8352983384	17308.685528096	14346.0123795679	18870.9476318858
Zm00001eb034220	4354.74922808511	16762.671076353	8867.77816388964	20483.75914438	10907.6954463315	21202.8299562654	12231.4149048836	9381.60759499377
Zm00001eb163700	7255.98636608734	14247.5109526957	13097.6092341736	14969.3966632032	9024.63655438936	14995.0775655092	13248.5837908471	16606.345064561
Zm00001eb040460	7535.69340399313	13914.2410677493	16935.8432630323	11352.1342366428	13606.0881125819	12012.2677942137	12925.0880501421	13625.3772907995
Zm00001eb229460	8561.92888099924	13991.0807731257	15000.2072667066	10414.7160502974	18097.5566701106	16171.4237648632	11025.0624338496	7780.05933502207
Zm00001eb095350	14647.0037159913	14331.498537642	9802.55819825977	24422.0872997636	15643.8738715193	9464.15321489988	7755.70801133229	7734.52294205477
Zm00001eb233450	12254.0617813558	12008.4376774257	11333.9649905335	14142.1251137533	13290.0502565916	14342.0814986068	11515.6293925389	12860.1437602028
Zm00001eb128330	8104.75255007735	7475.78854516524	5791.36071189812	9649.548455693	20381.1496503737	21464.0283830264	13922.6014986958	14327.3041287344
Zm00001eb190060	8226.28043551228	17883.1011989342	5857.43663948353	13433.2026103296	8867.71498006085	18620.3973354794	8799.90312373447	19455.1462343443
Zm00001eb409870	11732.2634796074	12955.531720437	10700.4134495675	9860.46754762071	17300.877908135	12742.4794544286	12764.5686446278	12088.2463672206
Zm00001eb272920	10799.5851842456	11982.5266139848	12266.8016152688	13615.999156667	10011.1575006924	14666.1963347335	12098.7407023666	14687.1526975492
Zm00001eb169970	12371.7316386817	12533.8068258131	13549.4519742798	14841.6734353136	11034.9884716609	13245.8107293547	9680.30292438729	13282.1883779484
