gene_id	C_24_Tol
Zm00001eb002920	395.57
Zm00001eb002930	93.43
Zm00001eb002940	402
Zm00001eb002950	336
Zm00001eb002960	2593.29
Zm00001eb002970	0
Zm00001eb002980	6.92
Zm00001eb002990	0
Zm00001eb003000	229.32
Zm00001eb003010	409.46
Zm00001eb003020	338.22
Zm00001eb003030	571
Zm00001eb003040	94.62
Zm00001eb003050	1.26
Zm00001eb003060	0
Zm00001eb003070	989
Zm00001eb003080	798.84
Zm00001eb003090	22.16
Zm00001eb003100	0
Zm00001eb003110	99
Zm00001eb003120	0
Zm00001eb003130	125
Zm00001eb003140	191.82
Zm00001eb003150	1.18
Zm00001eb003160	0
Zm00001eb003170	1238
Zm00001eb003180	9142
Zm00001eb003190	358
Zm00001eb003200	30
Zm00001eb003210	0
Zm00001eb003220	1990.95
Zm00001eb003230	167.05
Zm00001eb003240	1563
Zm00001eb003270	0
Zm00001eb003280	0
Zm00001eb003290	0
Zm00001eb003300	0
Zm00001eb003310	1.1
Zm00001eb003330	17
Zm00001eb003340	43
Zm00001eb003350	3840.97
Zm00001eb003360	1725
Zm00001eb003370	0
Zm00001eb003380	0
Zm00001eb003390	0
Zm00001eb003400	0
Zm00001eb003420	2873
Zm00001eb003440	3840
Zm00001eb003450	6
Zm00001eb003460	40
Zm00001eb003470	189
Zm00001eb003480	1089
Zm00001eb003490	5752
Zm00001eb003510	817
Zm00001eb003520	320
Zm00001eb003530	0
Zm00001eb003540	1014
Zm00001eb003550	4075
Zm00001eb003560	1
Zm00001eb003570	34.09
Zm00001eb003580	808.03
Zm00001eb003590	79.97
Zm00001eb003600	9
Zm00001eb003610	10
Zm00001eb003620	47
Zm00001eb003630	80
Zm00001eb003650	974
Zm00001eb003660	796
Zm00001eb003670	254
Zm00001eb003680	2
Zm00001eb003690	1298
Zm00001eb003700	630
Zm00001eb003710	0
Zm00001eb003720	0
Zm00001eb003730	51917
Zm00001eb003740	0
Zm00001eb003750	358
Zm00001eb003760	174
Zm00001eb003770	1
Zm00001eb003780	78
Zm00001eb003790	0
Zm00001eb003800	0
Zm00001eb003810	1917
Zm00001eb003820	12
Zm00001eb003830	4691
Zm00001eb003840	1570
Zm00001eb003850	124
Zm00001eb003860	43
Zm00001eb003870	83
Zm00001eb003880	708
Zm00001eb003890	565
Zm00001eb003900	119
Zm00001eb003910	402
Zm00001eb003920	113
Zm00001eb003930	4555.4
Zm00001eb003940	0
Zm00001eb003950	3
Zm00001eb003960	15
Zm00001eb003970	386
Zm00001eb004000	122
Zm00001eb004020	0
Zm00001eb004030	1717
Zm00001eb004040	0
Zm00001eb004050	592
Zm00001eb004060	0
Zm00001eb004070	8
Zm00001eb004080	0
Zm00001eb004090	527
Zm00001eb004100	0
Zm00001eb004110	0
Zm00001eb004120	1362
Zm00001eb004130	0
Zm00001eb004140	57.32
Zm00001eb004150	11.68
Zm00001eb004160	573
Zm00001eb004170	2482.36
Zm00001eb004180	57
Zm00001eb004190	177
Zm00001eb004200	7
Zm00001eb004210	896
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	235
Zm00001eb004250	290.68
Zm00001eb004260	74
Zm00001eb004280	9
Zm00001eb004290	968
Zm00001eb004300	1
Zm00001eb004310	353
Zm00001eb004320	984.28
Zm00001eb004330	0
Zm00001eb004340	221.64
Zm00001eb004350	2.36
Zm00001eb004360	0
Zm00001eb004370	1571
Zm00001eb004380	0
Zm00001eb004390	3403
Zm00001eb004400	2199.88
Zm00001eb004410	53.12
Zm00001eb004420	6291
Zm00001eb004430	473.77
Zm00001eb004440	314.23
Zm00001eb004450	7.96
Zm00001eb004460	48.04
Zm00001eb004470	314
Zm00001eb004480	126
Zm00001eb004490	778
Zm00001eb004500	495
Zm00001eb004510	64
Zm00001eb004530	3
Zm00001eb004540	342
Zm00001eb004550	3739
Zm00001eb004560	42.24
Zm00001eb004570	325.96
Zm00001eb004590	194.19
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004630	179
Zm00001eb004640	5
Zm00001eb004650	24
Zm00001eb004660	4345
Zm00001eb004670	43
Zm00001eb004690	0
Zm00001eb004710	0
Zm00001eb004720	92.88
Zm00001eb004730	3655.12
Zm00001eb004740	40.06
Zm00001eb004750	260.94
Zm00001eb004760	226
Zm00001eb004770	90
Zm00001eb004780	439
Zm00001eb004790	1499
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004880	0
Zm00001eb004890	1
Zm00001eb004900	0
Zm00001eb004920	0
Zm00001eb004940	891
Zm00001eb004950	0
Zm00001eb004960	12
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	346
Zm00001eb005000	154
Zm00001eb005010	389
Zm00001eb005020	499
Zm00001eb005030	838
Zm00001eb005040	0
Zm00001eb005060	53.81
Zm00001eb005070	1722
Zm00001eb005080	0
Zm00001eb005100	36
Zm00001eb005110	20
Zm00001eb005120	4
Zm00001eb005130	2181
Zm00001eb005140	2453
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	6.94
Zm00001eb005180	199.06
Zm00001eb005190	721
Zm00001eb005200	0
Zm00001eb005210	9
Zm00001eb005220	1275
Zm00001eb005230	325
Zm00001eb005240	0
Zm00001eb005250	56
Zm00001eb005260	0
Zm00001eb005270	0
Zm00001eb005280	579
Zm00001eb005290	0
Zm00001eb005300	2
Zm00001eb005310	146
Zm00001eb005320	1059
Zm00001eb005330	1649
Zm00001eb005340	483
Zm00001eb005350	16
Zm00001eb005360	143.7
Zm00001eb005370	415.3
Zm00001eb005380	83
Zm00001eb005390	79
Zm00001eb005400	466
Zm00001eb005410	0
Zm00001eb005420	506
Zm00001eb005430	693
Zm00001eb005440	361
Zm00001eb005450	23
Zm00001eb005460	1651
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0
Zm00001eb005500	72
Zm00001eb005510	0
Zm00001eb005530	732
Zm00001eb005540	5
Zm00001eb005550	5079
Zm00001eb005560	0
Zm00001eb005570	26
Zm00001eb005580	19
Zm00001eb005590	7
Zm00001eb005600	575
Zm00001eb005610	0
Zm00001eb005630	924
Zm00001eb005640	59
Zm00001eb005650	4
Zm00001eb005660	3247
Zm00001eb005670	164
Zm00001eb005680	34
Zm00001eb005690	233
Zm00001eb005700	891
Zm00001eb005710	610
Zm00001eb005740	25
Zm00001eb005760	60
Zm00001eb005770	339
Zm00001eb005780	50
Zm00001eb005800	1
Zm00001eb005810	223.38
Zm00001eb005820	1171.38
Zm00001eb005830	143.23
Zm00001eb005840	1452
Zm00001eb005850	545
Zm00001eb005860	348
Zm00001eb005870	0
Zm00001eb005890	67
Zm00001eb005900	220
Zm00001eb005920	863
Zm00001eb005930	1134
Zm00001eb005940	0
Zm00001eb005950	1659
Zm00001eb005960	5363
Zm00001eb005970	41
Zm00001eb005980	38
Zm00001eb005990	58
Zm00001eb006000	679
Zm00001eb006010	162
Zm00001eb006020	12346
Zm00001eb006030	0
Zm00001eb006040	395
Zm00001eb006050	24
Zm00001eb006060	0
Zm00001eb006070	2
Zm00001eb006080	988
Zm00001eb006090	34
Zm00001eb006100	16
Zm00001eb006110	0
Zm00001eb006120	1.67
Zm00001eb006130	0
Zm00001eb006140	828
Zm00001eb006150	520
Zm00001eb006160	137
Zm00001eb006170	0
Zm00001eb006180	1131
Zm00001eb006190	2
Zm00001eb006200	10
Zm00001eb006210	521
Zm00001eb006240	0
Zm00001eb006260	1
Zm00001eb006270	1470
Zm00001eb006280	1
Zm00001eb006290	1
Zm00001eb006300	1369.47
Zm00001eb006310	18
Zm00001eb006320	149
Zm00001eb006330	84
Zm00001eb006340	11
Zm00001eb006350	4684
Zm00001eb006360	302
Zm00001eb006370	0
Zm00001eb006380	755
Zm00001eb006390	461
Zm00001eb006400	570
Zm00001eb006410	2239
Zm00001eb006420	247.8
Zm00001eb006430	2
Zm00001eb006440	555.2
Zm00001eb006450	470
Zm00001eb006460	0
Zm00001eb006470	940
Zm00001eb006480	125
Zm00001eb006490	0
Zm00001eb006510	871
Zm00001eb006520	77
Zm00001eb006530	3345
Zm00001eb006540	768.48
Zm00001eb006550	79.52
Zm00001eb006560	991
Zm00001eb006570	711
Zm00001eb006590	160
Zm00001eb006600	0
Zm00001eb006610	243
Zm00001eb006620	516
Zm00001eb006630	1
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	270
Zm00001eb006670	19
Zm00001eb006680	460
Zm00001eb006690	144
Zm00001eb006700	855.95
Zm00001eb006710	74.05
Zm00001eb006720	121
Zm00001eb006730	0
Zm00001eb006740	0
Zm00001eb006760	171
Zm00001eb006770	2868
Zm00001eb006780	0
Zm00001eb006790	0
Zm00001eb006800	0
Zm00001eb006830	182
Zm00001eb006840	0
Zm00001eb006850	519.41
Zm00001eb006860	324
Zm00001eb006870	976
Zm00001eb006880	722
Zm00001eb006890	32
Zm00001eb006900	0
Zm00001eb006910	1082
Zm00001eb006920	1254
Zm00001eb006930	210
Zm00001eb006940	19
Zm00001eb006950	3
Zm00001eb006960	0
Zm00001eb006970	0
Zm00001eb006990	0
Zm00001eb007000	66.71
Zm00001eb007010	549
Zm00001eb007020	0
Zm00001eb007030	605
Zm00001eb007040	0
Zm00001eb007050	1580
Zm00001eb007060	62
Zm00001eb007070	488
Zm00001eb007080	0
Zm00001eb007090	3346
Zm00001eb007100	0
Zm00001eb007110	0
Zm00001eb007120	0
Zm00001eb007130	667
Zm00001eb007140	2893.07
Zm00001eb007150	361
Zm00001eb007160	0
Zm00001eb007170	905
Zm00001eb007180	546
Zm00001eb007190	174.51
Zm00001eb007200	6.49
Zm00001eb007220	436
Zm00001eb007230	34
Zm00001eb007240	450
Zm00001eb007250	910
Zm00001eb007270	332
Zm00001eb007280	132
Zm00001eb007290	1
Zm00001eb007300	0
Zm00001eb007310	174
Zm00001eb007320	1809
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	180
Zm00001eb007450	0
Zm00001eb007460	0
Zm00001eb007470	187
Zm00001eb007490	42.1
Zm00001eb007500	10.9
Zm00001eb007510	1127
Zm00001eb007540	0
Zm00001eb007550	0
Zm00001eb007560	0
Zm00001eb007570	390
Zm00001eb007580	7
Zm00001eb007590	236
Zm00001eb007600	823
Zm00001eb007610	39
Zm00001eb007630	0
Zm00001eb007640	8
Zm00001eb007650	1116
Zm00001eb007670	703
Zm00001eb007680	1857
Zm00001eb007690	257
Zm00001eb007700	214
Zm00001eb007720	0
Zm00001eb007730	4991
Zm00001eb007740	133
Zm00001eb007750	251.49
Zm00001eb007760	234.51
Zm00001eb007770	11
Zm00001eb007780	499
Zm00001eb007790	2
Zm00001eb007800	721
Zm00001eb007810	436
Zm00001eb007820	357
Zm00001eb007830	984
Zm00001eb007840	2
Zm00001eb007850	0
Zm00001eb007860	8566
Zm00001eb007870	111
Zm00001eb007880	0
Zm00001eb007890	0
Zm00001eb007900	137
Zm00001eb007910	0
Zm00001eb007920	204.51
Zm00001eb007930	268
Zm00001eb007940	0
Zm00001eb007950	12
Zm00001eb007960	450
Zm00001eb007970	0
Zm00001eb007990	28
Zm00001eb008000	0
Zm00001eb008010	265
Zm00001eb008030	34
Zm00001eb008040	37
Zm00001eb008050	0
Zm00001eb008060	2910
Zm00001eb008070	222
Zm00001eb008080	342
Zm00001eb008090	289
Zm00001eb008100	716
Zm00001eb008130	50
Zm00001eb008140	588
Zm00001eb008150	177
Zm00001eb008160	339
Zm00001eb008170	927
Zm00001eb008180	3
Zm00001eb008190	0
Zm00001eb008200	531
Zm00001eb008210	0
Zm00001eb008220	1
Zm00001eb008240	67
Zm00001eb008250	1014
Zm00001eb008260	0
Zm00001eb008270	87.65
Zm00001eb008280	0
Zm00001eb008290	198.35
Zm00001eb008300	440
Zm00001eb008310	998
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	2554
Zm00001eb008350	11.28
Zm00001eb008360	2394.55
Zm00001eb008370	538
Zm00001eb008380	23
Zm00001eb008400	4830
Zm00001eb008410	0
Zm00001eb008420	15
Zm00001eb008430	66
Zm00001eb008440	2821
Zm00001eb008450	738
Zm00001eb008460	2170
Zm00001eb008470	294
Zm00001eb008480	1293
Zm00001eb008490	3427.8
Zm00001eb008500	178
Zm00001eb008510	0
Zm00001eb008520	453
Zm00001eb008530	52
Zm00001eb008540	0
Zm00001eb008550	8815
Zm00001eb008560	0
Zm00001eb008570	1260
Zm00001eb008580	59
Zm00001eb008590	128
Zm00001eb008600	0
Zm00001eb008610	4932
Zm00001eb008620	1266
Zm00001eb008630	1369
Zm00001eb008640	420
Zm00001eb008650	1025
Zm00001eb008660	1391
Zm00001eb008670	0
Zm00001eb008680	12
Zm00001eb008690	0
Zm00001eb008700	5286.62
Zm00001eb008710	410
Zm00001eb008720	448
Zm00001eb008730	167
Zm00001eb008740	39
Zm00001eb008750	62
Zm00001eb008770	258
Zm00001eb008780	860
Zm00001eb008790	283
Zm00001eb008800	241
Zm00001eb008810	1076.12
Zm00001eb008820	26.88
Zm00001eb008830	748
Zm00001eb008850	38
Zm00001eb008860	0
Zm00001eb008870	0
Zm00001eb008880	107
Zm00001eb008890	307
Zm00001eb008900	766
Zm00001eb008910	1485
Zm00001eb008920	1057
Zm00001eb008930	952
Zm00001eb008940	0
Zm00001eb008950	332
Zm00001eb008960	0
Zm00001eb008970	2
Zm00001eb008980	261
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	238
Zm00001eb009020	0
Zm00001eb009030	0
Zm00001eb009040	0
Zm00001eb009050	0
Zm00001eb009060	191
Zm00001eb009070	488
Zm00001eb009080	67
Zm00001eb009090	986
Zm00001eb009100	1447
Zm00001eb009110	2939.93
Zm00001eb009120	79
Zm00001eb009130	147
Zm00001eb009140	1043
Zm00001eb009150	554
Zm00001eb009160	936
Zm00001eb009170	239
Zm00001eb009210	0
Zm00001eb009230	7
Zm00001eb009240	278
Zm00001eb009250	105
Zm00001eb009260	1
Zm00001eb009270	20
Zm00001eb009280	0
Zm00001eb009290	12
Zm00001eb009300	0
Zm00001eb009310	2743
Zm00001eb009320	369
Zm00001eb009340	219
Zm00001eb009360	879
Zm00001eb009370	330
Zm00001eb009380	97
Zm00001eb009390	0
Zm00001eb009400	2
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	423
Zm00001eb009460	47.35
Zm00001eb009470	78.65
Zm00001eb009480	491
Zm00001eb009490	132
Zm00001eb009500	356
Zm00001eb009510	1465
Zm00001eb009520	3617.36
Zm00001eb009530	0
Zm00001eb009540	365
Zm00001eb009550	535
Zm00001eb009560	0
Zm00001eb009570	18
Zm00001eb009580	264
Zm00001eb009590	1.99
Zm00001eb009600	134
Zm00001eb009610	21
Zm00001eb009620	0
Zm00001eb009630	25
Zm00001eb009640	537
Zm00001eb009650	0
Zm00001eb009660	311
Zm00001eb009670	5
Zm00001eb009690	16.63
Zm00001eb009700	0
Zm00001eb009710	0
Zm00001eb009730	233
Zm00001eb009750	0
Zm00001eb009760	0
Zm00001eb009770	105
Zm00001eb009780	207
Zm00001eb009800	0
Zm00001eb009810	4230
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	6
Zm00001eb009860	0
Zm00001eb009870	361
Zm00001eb009880	1457.5
Zm00001eb009890	687
Zm00001eb009900	2879.29
Zm00001eb009910	10613
Zm00001eb009920	5477.71
Zm00001eb009930	0
Zm00001eb009940	157
Zm00001eb009950	25
Zm00001eb009960	413
Zm00001eb009970	0
Zm00001eb009980	731
Zm00001eb009990	94
Zm00001eb010000	0
Zm00001eb010010	1
Zm00001eb010020	585
Zm00001eb010030	6011
Zm00001eb010040	1911
Zm00001eb010050	92
Zm00001eb010060	74
Zm00001eb010070	1957
Zm00001eb010080	46
Zm00001eb010090	0
Zm00001eb010100	105
Zm00001eb010110	112
Zm00001eb010130	586.3
Zm00001eb010140	1033
Zm00001eb010150	1962
Zm00001eb010160	647
Zm00001eb010170	72.09
Zm00001eb010180	33.91
Zm00001eb010190	419
Zm00001eb010200	1212
Zm00001eb010210	33
Zm00001eb010220	0
Zm00001eb010230	2554
Zm00001eb010240	421
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	5
Zm00001eb010280	1293
Zm00001eb010290	0
Zm00001eb010300	3924
Zm00001eb010310	473
Zm00001eb010320	1943
Zm00001eb010330	99
Zm00001eb010340	327
Zm00001eb010350	0
Zm00001eb010360	1633
Zm00001eb010370	1619
Zm00001eb010380	0
Zm00001eb010390	0
Zm00001eb010400	4725
Zm00001eb010410	505
Zm00001eb010420	1392
Zm00001eb010440	548
Zm00001eb010450	405
Zm00001eb010460	53
Zm00001eb010470	0
Zm00001eb010480	75
Zm00001eb010490	9
Zm00001eb010500	1382
Zm00001eb010530	85
Zm00001eb010540	193
Zm00001eb010550	596
Zm00001eb010560	4725
Zm00001eb010570	42
Zm00001eb010590	546
Zm00001eb010600	40
Zm00001eb010610	206
Zm00001eb010620	901
Zm00001eb010630	0
Zm00001eb010640	153
Zm00001eb010650	48
Zm00001eb010660	538
Zm00001eb010680	242
Zm00001eb010690	1117
Zm00001eb010700	2482
Zm00001eb010710	407
Zm00001eb010720	2.19
Zm00001eb010730	1789
Zm00001eb010740	1735
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	3
Zm00001eb010780	37.01
Zm00001eb010790	13107.89
Zm00001eb010800	13.11
Zm00001eb010810	5165
Zm00001eb010820	103
Zm00001eb010830	1128.39
Zm00001eb010840	75.61
Zm00001eb010850	0
Zm00001eb010860	282
Zm00001eb010870	22.22
Zm00001eb010890	0
Zm00001eb010900	417
Zm00001eb010910	94
Zm00001eb010940	0
Zm00001eb010950	576
Zm00001eb010960	439
Zm00001eb010980	495
Zm00001eb010990	910
Zm00001eb011000	1731
Zm00001eb011010	5177
Zm00001eb011020	3756
Zm00001eb011030	3
Zm00001eb011040	894
Zm00001eb011050	4528
Zm00001eb011060	15
Zm00001eb011070	106
Zm00001eb011080	192
Zm00001eb011090	0
Zm00001eb011100	2.79
Zm00001eb011110	1.21
Zm00001eb011120	0
Zm00001eb011140	32
Zm00001eb011150	1551
Zm00001eb011160	67
Zm00001eb011170	158
Zm00001eb011180	0
Zm00001eb011190	0
Zm00001eb011200	697
Zm00001eb011210	138
Zm00001eb011220	152
Zm00001eb011230	450.78
Zm00001eb011240	117.22
Zm00001eb011250	9
Zm00001eb011270	56
Zm00001eb011280	253
Zm00001eb011290	2
Zm00001eb011300	593
Zm00001eb011310	118
Zm00001eb011320	0
Zm00001eb011330	1
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	61
Zm00001eb011380	167
Zm00001eb011410	5
Zm00001eb011420	951
Zm00001eb011430	704.73
Zm00001eb011440	8.27
Zm00001eb011450	2302
Zm00001eb011460	394
Zm00001eb011470	503
Zm00001eb011480	160
Zm00001eb011490	2070
Zm00001eb011500	0
Zm00001eb011510	10
Zm00001eb011520	5
Zm00001eb011530	243
Zm00001eb011550	116
Zm00001eb011560	74
Zm00001eb011570	0
Zm00001eb011580	686
Zm00001eb011590	807
Zm00001eb011600	45
Zm00001eb011610	116
Zm00001eb011620	962
Zm00001eb011630	628
Zm00001eb011640	176
Zm00001eb011650	513
Zm00001eb011670	3781
Zm00001eb011680	314
Zm00001eb011700	652
Zm00001eb011720	460
Zm00001eb011730	152
Zm00001eb011750	1455
Zm00001eb011760	3699
Zm00001eb011770	0
Zm00001eb011780	746
Zm00001eb011800	5467
Zm00001eb011810	101
Zm00001eb011820	78
Zm00001eb011830	158
Zm00001eb011840	1361
Zm00001eb011850	22
Zm00001eb011860	175.72
Zm00001eb011870	0
Zm00001eb011880	2997.67
Zm00001eb011890	43.84
Zm00001eb011900	3690.78
Zm00001eb011910	492
Zm00001eb011920	3786.11
Zm00001eb011930	4
Zm00001eb011940	98
Zm00001eb011950	193
Zm00001eb011960	2179
Zm00001eb011970	486
Zm00001eb011980	3044
Zm00001eb011990	0
Zm00001eb012000	891.9
Zm00001eb012010	1110
Zm00001eb012020	1023.39
Zm00001eb012030	5.61
Zm00001eb012040	555
Zm00001eb012060	1128
Zm00001eb012070	816
Zm00001eb012080	310
Zm00001eb012090	0
Zm00001eb012100	1685
Zm00001eb012120	6
Zm00001eb012130	126
Zm00001eb012140	2543
Zm00001eb012150	35.51
Zm00001eb012160	53.49
Zm00001eb012180	318
Zm00001eb012190	66
Zm00001eb012200	573
Zm00001eb012210	637
Zm00001eb012220	2930
Zm00001eb012240	119
Zm00001eb012250	93
Zm00001eb012260	0
Zm00001eb012270	3163
Zm00001eb012280	2477
Zm00001eb012290	0
Zm00001eb012300	3496
Zm00001eb012310	1303
Zm00001eb012320	0
Zm00001eb012330	268
Zm00001eb012340	556.91
Zm00001eb012350	21
Zm00001eb012360	561.69
Zm00001eb012370	0
Zm00001eb012380	419
Zm00001eb012390	615
Zm00001eb012400	0
Zm00001eb012410	4443.21
