gene_id	C_6_Tol
Zm00001eb007140	1138.51
Zm00001eb007150	244
Zm00001eb007160	0
Zm00001eb007170	720
Zm00001eb007180	475
Zm00001eb007190	136
Zm00001eb007200	0
Zm00001eb007220	469
Zm00001eb007230	37
Zm00001eb007240	223
Zm00001eb007250	656
Zm00001eb007270	239
Zm00001eb007280	33
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	266
Zm00001eb007320	1627
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	134
Zm00001eb007450	0
Zm00001eb007460	0
Zm00001eb007470	292
Zm00001eb007490	77.72
Zm00001eb007500	27.28
Zm00001eb007510	868
Zm00001eb007540	0
Zm00001eb007550	0
Zm00001eb007560	0
Zm00001eb007570	372
Zm00001eb007580	17
Zm00001eb007590	81
Zm00001eb007600	654
Zm00001eb007610	78
Zm00001eb007630	0
Zm00001eb007640	11
Zm00001eb007650	1655
Zm00001eb007670	853.77
Zm00001eb007680	1148
Zm00001eb007690	159
Zm00001eb007700	165
Zm00001eb007720	0
Zm00001eb007730	3502
Zm00001eb007740	140
Zm00001eb007750	178.01
Zm00001eb007760	197.99
Zm00001eb007770	9
Zm00001eb007780	428
Zm00001eb007790	1
Zm00001eb007800	539
Zm00001eb007810	375
Zm00001eb007820	267
Zm00001eb007830	446
Zm00001eb007840	1
Zm00001eb007850	1
Zm00001eb007860	4413
Zm00001eb007870	169
Zm00001eb007880	1
Zm00001eb007890	0
Zm00001eb007900	83
Zm00001eb007910	0
Zm00001eb007920	178.71
Zm00001eb007930	143
Zm00001eb007940	0
Zm00001eb007950	17
Zm00001eb007960	303
Zm00001eb007970	0
Zm00001eb007990	3
Zm00001eb008000	0
Zm00001eb008010	225
Zm00001eb008030	34
Zm00001eb008040	69.82
Zm00001eb008050	0
Zm00001eb008060	1715
Zm00001eb008070	306
Zm00001eb008080	478.89
Zm00001eb008090	323
Zm00001eb008100	412
Zm00001eb008130	62
Zm00001eb008140	406
Zm00001eb008150	124
Zm00001eb008160	186
Zm00001eb008170	664
Zm00001eb008180	0
Zm00001eb008190	0
Zm00001eb008200	759
Zm00001eb008210	0
Zm00001eb008220	0
Zm00001eb008240	52
Zm00001eb008250	734
Zm00001eb008260	0
Zm00001eb008270	45.83
Zm00001eb008280	0
Zm00001eb008290	90.17
Zm00001eb008300	338
Zm00001eb008310	668
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	1848
Zm00001eb008350	8.09
Zm00001eb008360	989.25
Zm00001eb008370	441
Zm00001eb008380	12
Zm00001eb008400	2722
Zm00001eb008410	0
Zm00001eb008420	19
Zm00001eb008430	58
Zm00001eb008440	2979
Zm00001eb008450	605
Zm00001eb008460	1732
Zm00001eb008470	232
Zm00001eb008480	1031
Zm00001eb008490	3060.92
Zm00001eb008500	65
Zm00001eb008510	0
Zm00001eb008520	235
Zm00001eb008530	44
Zm00001eb008540	0
Zm00001eb008550	6057
Zm00001eb008560	0
Zm00001eb008570	1466
Zm00001eb008580	25
Zm00001eb008590	62
Zm00001eb008600	0
Zm00001eb008610	3728
Zm00001eb008620	781
Zm00001eb008630	553
Zm00001eb008640	345
Zm00001eb008650	1172
Zm00001eb008660	1708
Zm00001eb008670	0
Zm00001eb008680	20
Zm00001eb008690	0
Zm00001eb008700	3177.91
Zm00001eb008710	236
Zm00001eb008720	227
Zm00001eb008730	117
Zm00001eb008740	20
Zm00001eb008750	41
Zm00001eb008770	301
Zm00001eb008780	988
Zm00001eb008790	206
Zm00001eb008800	66
Zm00001eb008810	1149.22
Zm00001eb008820	8.78
Zm00001eb008830	994
Zm00001eb008850	47
Zm00001eb008860	0
Zm00001eb008870	0
Zm00001eb008880	148
Zm00001eb008890	156
Zm00001eb008900	403
Zm00001eb008910	655
Zm00001eb008920	2095
Zm00001eb008930	434
Zm00001eb008940	0
Zm00001eb008950	379
Zm00001eb008960	0
Zm00001eb008970	10
Zm00001eb008980	266
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	115
Zm00001eb009020	0
Zm00001eb009030	0
Zm00001eb009040	0
Zm00001eb009050	0
Zm00001eb009060	172
Zm00001eb009070	423
Zm00001eb009080	23
Zm00001eb009090	780
Zm00001eb009100	1012
Zm00001eb009110	1938.89
Zm00001eb009120	43
Zm00001eb009130	87
Zm00001eb009140	703
Zm00001eb009150	389
Zm00001eb009160	1858
Zm00001eb009170	225
Zm00001eb009210	0
Zm00001eb009230	6.01
Zm00001eb009240	206
Zm00001eb009250	96
Zm00001eb009260	15
Zm00001eb009270	11
Zm00001eb009280	0
Zm00001eb009290	16
Zm00001eb009300	0
Zm00001eb009310	1667
Zm00001eb009320	374
Zm00001eb009340	452
Zm00001eb009360	551
Zm00001eb009370	333
Zm00001eb009380	33
Zm00001eb009390	0
Zm00001eb009400	7
Zm00001eb009410	1
Zm00001eb009420	0
Zm00001eb009430	293
Zm00001eb009460	56.01
Zm00001eb009470	54.99
Zm00001eb009480	607
Zm00001eb009490	80
Zm00001eb009500	249
Zm00001eb009510	1030
Zm00001eb009520	1289.75
Zm00001eb009530	0
Zm00001eb009540	339
Zm00001eb009550	329
Zm00001eb009560	0
Zm00001eb009570	40
Zm00001eb009580	156
Zm00001eb009590	0
Zm00001eb009600	78
Zm00001eb009610	21
Zm00001eb009620	3.03
Zm00001eb009630	4
Zm00001eb009640	583
Zm00001eb009650	0
Zm00001eb009660	267
Zm00001eb009670	0
Zm00001eb009690	20.21
Zm00001eb009700	0
Zm00001eb009710	0
Zm00001eb009730	186
Zm00001eb009750	0
Zm00001eb009760	0
Zm00001eb009770	82
Zm00001eb009780	376
Zm00001eb009800	0
Zm00001eb009810	3355
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	5
Zm00001eb009860	0
Zm00001eb009870	169
Zm00001eb009880	1428
Zm00001eb009890	862
Zm00001eb009900	1558.08
Zm00001eb009910	5854
Zm00001eb009920	2800.92
Zm00001eb009930	0
Zm00001eb009940	30
Zm00001eb009950	11
Zm00001eb009960	313
Zm00001eb009970	0
Zm00001eb009980	531
Zm00001eb009990	88
Zm00001eb010000	0
Zm00001eb010010	0
Zm00001eb010020	385
Zm00001eb010030	4667
Zm00001eb010040	1175
Zm00001eb010050	89
Zm00001eb010060	38
Zm00001eb010070	1296
Zm00001eb010080	18
Zm00001eb010090	0
Zm00001eb010100	39
Zm00001eb010110	70
Zm00001eb010130	431.88
Zm00001eb010140	624
Zm00001eb010150	1582
Zm00001eb010160	843
Zm00001eb010170	51.23
Zm00001eb010180	9.77
Zm00001eb010190	368
Zm00001eb010200	684
Zm00001eb010210	26
Zm00001eb010220	0
Zm00001eb010230	2080
Zm00001eb010240	168
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	0
Zm00001eb010280	908
Zm00001eb010290	0
Zm00001eb010300	2256
Zm00001eb010310	403
Zm00001eb010320	2017
Zm00001eb010330	149
Zm00001eb010340	417
Zm00001eb010350	0
Zm00001eb010360	686
Zm00001eb010370	1235
Zm00001eb010380	0
Zm00001eb010390	2.02
Zm00001eb010400	3350
Zm00001eb010410	381
Zm00001eb010420	383
Zm00001eb010440	791
Zm00001eb010450	312
Zm00001eb010460	61
Zm00001eb010470	0
Zm00001eb010480	115
Zm00001eb010490	6
Zm00001eb010500	1561.6
Zm00001eb010530	23
Zm00001eb010540	164
Zm00001eb010550	317
Zm00001eb010560	3301
Zm00001eb010570	25
Zm00001eb010590	364
Zm00001eb010600	23
Zm00001eb010610	166
Zm00001eb010620	970
Zm00001eb010630	0
Zm00001eb010640	306
Zm00001eb010650	44
Zm00001eb010660	241
Zm00001eb010680	163
Zm00001eb010690	675
Zm00001eb010700	1388
Zm00001eb010710	267
Zm00001eb010720	4.2
Zm00001eb010730	1544
Zm00001eb010740	1043
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	1
Zm00001eb010780	19.05
Zm00001eb010790	11419.18
Zm00001eb010800	5.82
Zm00001eb010810	5395
Zm00001eb010820	181
Zm00001eb010830	777.45
Zm00001eb010840	20.55
Zm00001eb010850	0
Zm00001eb010860	270
Zm00001eb010870	32.99
Zm00001eb010890	0
Zm00001eb010900	422
Zm00001eb010910	93
Zm00001eb010940	0
Zm00001eb010950	655
Zm00001eb010960	471
Zm00001eb010980	219
Zm00001eb010990	469
Zm00001eb011000	1386
Zm00001eb011010	3884
Zm00001eb011020	3610
Zm00001eb011030	1.03
Zm00001eb011040	1008
Zm00001eb011050	6681
Zm00001eb011060	15
Zm00001eb011070	104
Zm00001eb011080	47.02
Zm00001eb011090	0
Zm00001eb011100	0
Zm00001eb011110	3
Zm00001eb011120	0
Zm00001eb011140	55
Zm00001eb011150	1242
Zm00001eb011160	33
Zm00001eb011170	87
Zm00001eb011180	0
Zm00001eb011190	0
Zm00001eb011200	486
Zm00001eb011210	130
Zm00001eb011220	81
Zm00001eb011230	200.32
Zm00001eb011240	86.68
Zm00001eb011250	2
Zm00001eb011270	36
Zm00001eb011280	154
Zm00001eb011290	2
Zm00001eb011300	595
Zm00001eb011310	218.99
Zm00001eb011320	0
Zm00001eb011330	1
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	49
Zm00001eb011380	119
Zm00001eb011410	0.25
Zm00001eb011420	589
Zm00001eb011430	212
Zm00001eb011440	0
Zm00001eb011450	1710
Zm00001eb011460	187
Zm00001eb011470	419
Zm00001eb011480	274
Zm00001eb011490	1444
Zm00001eb011500	0
Zm00001eb011510	17.03
Zm00001eb011520	2.34
Zm00001eb011530	303
Zm00001eb011550	54
Zm00001eb011560	73
Zm00001eb011570	0
Zm00001eb011580	410
Zm00001eb011590	779
Zm00001eb011600	47
Zm00001eb011610	116
Zm00001eb011620	644
Zm00001eb011630	604.93
Zm00001eb011640	152
Zm00001eb011650	384
Zm00001eb011670	4905
Zm00001eb011680	240
Zm00001eb011700	513
Zm00001eb011720	391
Zm00001eb011730	120
Zm00001eb011750	955
Zm00001eb011760	1442
Zm00001eb011770	0
Zm00001eb011780	633
Zm00001eb011800	3849
Zm00001eb011810	61
Zm00001eb011820	427
Zm00001eb011830	115
Zm00001eb011840	1773
Zm00001eb011850	14
Zm00001eb011860	124.61
Zm00001eb011870	0
Zm00001eb011880	1071.53
Zm00001eb011890	32.37
Zm00001eb011900	1709.49
Zm00001eb011910	279
Zm00001eb011920	2030.79
Zm00001eb011930	3
Zm00001eb011940	9
Zm00001eb011950	370
Zm00001eb011960	1635
Zm00001eb011970	236
Zm00001eb011980	2232
Zm00001eb011990	0
Zm00001eb012000	739.08
Zm00001eb012010	728
Zm00001eb012020	859.57
Zm00001eb012030	2.43
Zm00001eb012040	271
Zm00001eb012060	835
Zm00001eb012070	344
Zm00001eb012080	275
Zm00001eb012090	0
Zm00001eb012100	1150
Zm00001eb012120	1
Zm00001eb012130	86
Zm00001eb012140	1267.42
Zm00001eb012150	75.66
Zm00001eb012160	19.34
Zm00001eb012180	337
Zm00001eb012190	25
Zm00001eb012200	410
Zm00001eb012210	439
Zm00001eb012220	1562
Zm00001eb012240	54
Zm00001eb012250	59
Zm00001eb012260	0
Zm00001eb012270	5143
Zm00001eb012280	1548
Zm00001eb012290	0
Zm00001eb012300	2543
Zm00001eb012310	1245
Zm00001eb012320	1.2
Zm00001eb012330	236
Zm00001eb012340	462.49
Zm00001eb012350	11
Zm00001eb012360	306
Zm00001eb012370	0
Zm00001eb012380	282
Zm00001eb012390	1068
Zm00001eb012400	0
Zm00001eb012410	2485.66
Zm00001eb012420	85.43
Zm00001eb012430	1407
Zm00001eb012440	131
