gene_id	T_6_Tol
Zm00001eb004100	0
Zm00001eb004110	8
Zm00001eb004120	1481
Zm00001eb004130	0
Zm00001eb004140	60.27
Zm00001eb004150	8.73
Zm00001eb004160	519
Zm00001eb004170	2684.4
Zm00001eb004180	37
Zm00001eb004190	199
Zm00001eb004200	0
Zm00001eb004210	664
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	171
Zm00001eb004250	210.8
Zm00001eb004260	26
Zm00001eb004280	3
Zm00001eb004290	775
Zm00001eb004300	0
Zm00001eb004310	270
Zm00001eb004320	908.38
Zm00001eb004330	0
Zm00001eb004340	96
Zm00001eb004350	0
Zm00001eb004360	0
Zm00001eb004370	1210
Zm00001eb004380	0
Zm00001eb004390	2385
Zm00001eb004400	2148.86
Zm00001eb004410	37.14
Zm00001eb004420	6300
Zm00001eb004430	613.04
Zm00001eb004440	273.96
Zm00001eb004450	3.91
Zm00001eb004460	52.09
Zm00001eb004470	345
Zm00001eb004480	64
Zm00001eb004490	399
Zm00001eb004500	410.21
Zm00001eb004510	47
Zm00001eb004530	0
Zm00001eb004540	223
Zm00001eb004550	2657
Zm00001eb004560	53.86
Zm00001eb004570	229
Zm00001eb004590	219
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004630	83
Zm00001eb004640	0
Zm00001eb004650	50
Zm00001eb004660	4398
Zm00001eb004670	12
Zm00001eb004690	0
Zm00001eb004710	0
Zm00001eb004720	32.6
Zm00001eb004730	3218.4
Zm00001eb004740	68.28
Zm00001eb004750	525.72
Zm00001eb004760	132
Zm00001eb004770	85
Zm00001eb004780	297
Zm00001eb004790	913
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004880	0
Zm00001eb004890	0
Zm00001eb004900	0
Zm00001eb004920	0
Zm00001eb004940	777
Zm00001eb004950	0
Zm00001eb004960	21
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	317
Zm00001eb005000	100
Zm00001eb005010	246
Zm00001eb005020	568
Zm00001eb005030	439
Zm00001eb005040	0
Zm00001eb005060	45.39
Zm00001eb005070	1264
Zm00001eb005080	0
Zm00001eb005100	32
Zm00001eb005110	18
Zm00001eb005120	2
Zm00001eb005130	2214
Zm00001eb005140	2201
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	5.88
Zm00001eb005180	226.12
Zm00001eb005190	686
Zm00001eb005200	0
Zm00001eb005210	13
Zm00001eb005220	1560
Zm00001eb005230	271
Zm00001eb005240	0
Zm00001eb005250	40
Zm00001eb005260	0
Zm00001eb005270	11
Zm00001eb005280	381
Zm00001eb005290	0
Zm00001eb005300	9
Zm00001eb005310	53
Zm00001eb005320	959
Zm00001eb005330	1212
Zm00001eb005340	213
Zm00001eb005350	24
Zm00001eb005360	61.72
Zm00001eb005370	547.28
Zm00001eb005380	79
Zm00001eb005390	78
Zm00001eb005400	466
Zm00001eb005410	0
Zm00001eb005420	193
Zm00001eb005430	674
Zm00001eb005440	191
Zm00001eb005450	18
Zm00001eb005460	1823
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0
Zm00001eb005500	50
Zm00001eb005510	0
Zm00001eb005530	1007
Zm00001eb005540	7
Zm00001eb005550	6496
Zm00001eb005560	0
Zm00001eb005570	6
Zm00001eb005580	24
Zm00001eb005590	11
Zm00001eb005600	453
Zm00001eb005610	0
Zm00001eb005630	748
Zm00001eb005640	46
Zm00001eb005650	0
Zm00001eb005660	3358
Zm00001eb005670	111
Zm00001eb005680	32
Zm00001eb005690	86
Zm00001eb005700	986
Zm00001eb005710	435
Zm00001eb005740	7
Zm00001eb005760	77
Zm00001eb005770	232
Zm00001eb005780	63
Zm00001eb005800	3
Zm00001eb005810	173.58
Zm00001eb005820	930.9
Zm00001eb005830	34.52
Zm00001eb005840	1849
Zm00001eb005850	367
Zm00001eb005860	342
Zm00001eb005870	0
Zm00001eb005890	41
Zm00001eb005900	182
Zm00001eb005920	611
Zm00001eb005930	721
Zm00001eb005940	0
Zm00001eb005950	1241
Zm00001eb005960	6095
Zm00001eb005970	24
Zm00001eb005980	70
Zm00001eb005990	69
Zm00001eb006000	1292
Zm00001eb006010	130
Zm00001eb006020	5484
Zm00001eb006030	0
Zm00001eb006040	304
Zm00001eb006050	9
Zm00001eb006060	0
Zm00001eb006070	0
Zm00001eb006080	895
Zm00001eb006090	17
Zm00001eb006100	27
Zm00001eb006110	0
Zm00001eb006120	0
Zm00001eb006130	0
Zm00001eb006140	833
Zm00001eb006150	601
Zm00001eb006160	54
Zm00001eb006170	0
Zm00001eb006180	1088
Zm00001eb006190	3.75
Zm00001eb006200	41
Zm00001eb006210	1283
Zm00001eb006240	0
Zm00001eb006260	2
Zm00001eb006270	1586
Zm00001eb006280	0
Zm00001eb006290	0
Zm00001eb006300	1370.69
Zm00001eb006310	118
Zm00001eb006320	114.28
Zm00001eb006330	38.72
Zm00001eb006340	4
Zm00001eb006350	3959
Zm00001eb006360	221
Zm00001eb006370	0
Zm00001eb006380	573
Zm00001eb006390	519
Zm00001eb006400	580
Zm00001eb006410	1525
Zm00001eb006420	466.45
Zm00001eb006430	3
Zm00001eb006440	885.55
Zm00001eb006450	291
Zm00001eb006460	0
Zm00001eb006470	627
Zm00001eb006480	26
Zm00001eb006490	0
Zm00001eb006510	963
Zm00001eb006520	57
Zm00001eb006530	1670
Zm00001eb006540	705.52
Zm00001eb006550	62.48
Zm00001eb006560	1065
Zm00001eb006570	542
Zm00001eb006590	132
Zm00001eb006600	1
Zm00001eb006610	187
Zm00001eb006620	606
Zm00001eb006630	1
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	220
Zm00001eb006670	17
Zm00001eb006680	324
Zm00001eb006690	194
Zm00001eb006700	727.99
Zm00001eb006710	71.01
Zm00001eb006720	207
Zm00001eb006730	0
Zm00001eb006740	0
Zm00001eb006760	215
Zm00001eb006770	2253
Zm00001eb006780	1
Zm00001eb006790	2
Zm00001eb006800	0
Zm00001eb006830	52
Zm00001eb006840	0
Zm00001eb006850	474.41
Zm00001eb006860	311
Zm00001eb006870	1161
Zm00001eb006880	660
Zm00001eb006890	18
Zm00001eb006900	0
Zm00001eb006910	897
Zm00001eb006920	1294
Zm00001eb006930	184
Zm00001eb006940	21
Zm00001eb006950	0
Zm00001eb006960	0
Zm00001eb006970	1
Zm00001eb006990	0
Zm00001eb007000	56
Zm00001eb007010	685
Zm00001eb007020	0
Zm00001eb007030	731
Zm00001eb007040	0
Zm00001eb007050	1469
Zm00001eb007060	69
Zm00001eb007070	190
Zm00001eb007080	0
Zm00001eb007090	2726
Zm00001eb007100	0
Zm00001eb007110	0
Zm00001eb007120	0
Zm00001eb007130	428
Zm00001eb007140	1573.39
Zm00001eb007150	282
Zm00001eb007160	0
Zm00001eb007170	840
Zm00001eb007180	654
Zm00001eb007190	121.73
Zm00001eb007200	18.27
Zm00001eb007220	430
Zm00001eb007230	44
Zm00001eb007240	384
Zm00001eb007250	1527
Zm00001eb007270	536
Zm00001eb007280	63
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	181
Zm00001eb007320	2176
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	153
Zm00001eb007450	0
Zm00001eb007460	0
Zm00001eb007470	187
Zm00001eb007490	58.58
Zm00001eb007500	7.42
Zm00001eb007510	1867
Zm00001eb007540	0
Zm00001eb007550	0
Zm00001eb007560	0
Zm00001eb007570	303
Zm00001eb007580	9
Zm00001eb007590	177
Zm00001eb007600	852
Zm00001eb007610	40
Zm00001eb007630	0
Zm00001eb007640	11
Zm00001eb007650	1990
Zm00001eb007670	1636.96
Zm00001eb007680	1836
Zm00001eb007690	177
Zm00001eb007700	186
Zm00001eb007720	0
Zm00001eb007730	6453
Zm00001eb007740	98
Zm00001eb007750	184.53
Zm00001eb007760	194.47
Zm00001eb007770	9
Zm00001eb007780	627
Zm00001eb007790	2
Zm00001eb007800	535
Zm00001eb007810	494
Zm00001eb007820	259
Zm00001eb007830	586
Zm00001eb007840	4
Zm00001eb007850	0
Zm00001eb007860	7742
Zm00001eb007870	68
Zm00001eb007880	1
Zm00001eb007890	0
Zm00001eb007900	259
Zm00001eb007910	0
Zm00001eb007920	160.68
Zm00001eb007930	190
Zm00001eb007940	0
Zm00001eb007950	17
Zm00001eb007960	467
Zm00001eb007970	0
Zm00001eb007990	18
Zm00001eb008000	0
Zm00001eb008010	221
Zm00001eb008030	27
Zm00001eb008040	25
Zm00001eb008050	0
Zm00001eb008060	2481
Zm00001eb008070	57
Zm00001eb008080	220
Zm00001eb008090	292
Zm00001eb008100	338
Zm00001eb008130	15
Zm00001eb008140	441
Zm00001eb008150	209
Zm00001eb008160	194
Zm00001eb008170	816
Zm00001eb008180	11
Zm00001eb008190	0
Zm00001eb008200	506
Zm00001eb008210	0
Zm00001eb008220	1
Zm00001eb008240	42
Zm00001eb008250	757
Zm00001eb008260	0
Zm00001eb008270	68.79
Zm00001eb008280	0
Zm00001eb008290	174.21
Zm00001eb008300	57
Zm00001eb008310	881
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	2355
Zm00001eb008350	18.21
Zm00001eb008360	1462.61
Zm00001eb008370	386
Zm00001eb008380	34
Zm00001eb008400	5136
Zm00001eb008410	0
Zm00001eb008420	21
Zm00001eb008430	30
Zm00001eb008440	2752
Zm00001eb008450	1012
Zm00001eb008460	2353
Zm00001eb008470	247
Zm00001eb008480	1464
Zm00001eb008490	3387.88
Zm00001eb008500	88
Zm00001eb008510	0
Zm00001eb008520	486
Zm00001eb008530	28
Zm00001eb008540	0
Zm00001eb008550	9970
Zm00001eb008560	0
Zm00001eb008570	1069
Zm00001eb008580	46
Zm00001eb008590	93
Zm00001eb008600	0
Zm00001eb008610	5268
Zm00001eb008620	664
Zm00001eb008630	762
Zm00001eb008640	305
Zm00001eb008650	1014
Zm00001eb008660	2104
Zm00001eb008670	0
Zm00001eb008680	22
Zm00001eb008690	0
Zm00001eb008700	5238.27
Zm00001eb008710	231
Zm00001eb008720	350
Zm00001eb008730	72
Zm00001eb008740	11
Zm00001eb008750	46
Zm00001eb008770	208
Zm00001eb008780	842
Zm00001eb008790	335
Zm00001eb008800	151
Zm00001eb008810	1334.17
Zm00001eb008820	9.83
Zm00001eb008830	1257
Zm00001eb008850	23
Zm00001eb008860	0
Zm00001eb008870	0
Zm00001eb008880	90
Zm00001eb008890	277
Zm00001eb008900	713
Zm00001eb008910	463
Zm00001eb008920	813
Zm00001eb008930	480
Zm00001eb008940	0
Zm00001eb008950	346
Zm00001eb008960	0
Zm00001eb008970	1
Zm00001eb008980	383
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	141
Zm00001eb009020	2.94
Zm00001eb009030	0
Zm00001eb009040	0
Zm00001eb009050	0
Zm00001eb009060	150
Zm00001eb009070	488
Zm00001eb009080	35
Zm00001eb009090	1055
Zm00001eb009100	1122
Zm00001eb009110	2285.43
Zm00001eb009120	57
Zm00001eb009130	73
Zm00001eb009140	965
Zm00001eb009150	199
Zm00001eb009160	881
Zm00001eb009170	167
Zm00001eb009210	0
Zm00001eb009230	19
Zm00001eb009240	142
Zm00001eb009250	127
Zm00001eb009260	18
Zm00001eb009270	21
Zm00001eb009280	0
Zm00001eb009290	14
Zm00001eb009300	1
Zm00001eb009310	2902
Zm00001eb009320	234
Zm00001eb009340	198
Zm00001eb009360	753
Zm00001eb009370	291
Zm00001eb009380	127
Zm00001eb009390	0
Zm00001eb009400	9
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	415
Zm00001eb009460	33.55
Zm00001eb009470	38.45
Zm00001eb009480	453
Zm00001eb009490	132
Zm00001eb009500	202
Zm00001eb009510	1062
Zm00001eb009520	1576.89
Zm00001eb009530	0
Zm00001eb009540	215
Zm00001eb009550	511
Zm00001eb009560	0
Zm00001eb009570	24
Zm00001eb009580	155
Zm00001eb009590	2
Zm00001eb009600	30
Zm00001eb009610	8
Zm00001eb009620	0
Zm00001eb009630	4
Zm00001eb009640	533
Zm00001eb009650	0
Zm00001eb009660	223
Zm00001eb009670	0
Zm00001eb009690	13.51
Zm00001eb009700	0
Zm00001eb009710	0
Zm00001eb009730	428
Zm00001eb009750	0
Zm00001eb009760	1
Zm00001eb009770	104
Zm00001eb009780	179
Zm00001eb009800	0
Zm00001eb009810	3865
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	0
Zm00001eb009860	0
Zm00001eb009870	155
Zm00001eb009880	1580
Zm00001eb009890	695
Zm00001eb009900	3208.3
Zm00001eb009910	10027
Zm00001eb009920	5752.7
Zm00001eb009930	1
Zm00001eb009940	24
Zm00001eb009950	19
Zm00001eb009960	440
Zm00001eb009970	0
Zm00001eb009980	721
Zm00001eb009990	69
Zm00001eb010000	0
Zm00001eb010010	0
Zm00001eb010020	595
Zm00001eb010030	5605
Zm00001eb010040	2080
Zm00001eb010050	82.73
Zm00001eb010060	15
Zm00001eb010070	1042
Zm00001eb010080	14
Zm00001eb010090	0
Zm00001eb010100	88
Zm00001eb010110	81
Zm00001eb010130	420.1
Zm00001eb010140	800
Zm00001eb010150	1493
Zm00001eb010160	840
Zm00001eb010170	136.62
Zm00001eb010180	53.38
Zm00001eb010190	396
Zm00001eb010200	813
Zm00001eb010210	4
Zm00001eb010220	0
Zm00001eb010230	2316
Zm00001eb010240	287
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	1
Zm00001eb010280	1281
Zm00001eb010290	0
Zm00001eb010300	4409
Zm00001eb010310	397
Zm00001eb010320	1654
Zm00001eb010330	139
Zm00001eb010340	671
Zm00001eb010350	0
Zm00001eb010360	882
Zm00001eb010370	1852
Zm00001eb010380	0
Zm00001eb010390	0
Zm00001eb010400	4931
Zm00001eb010410	336
Zm00001eb010420	601
Zm00001eb010440	571
Zm00001eb010450	227
Zm00001eb010460	47
Zm00001eb010470	0
Zm00001eb010480	102
Zm00001eb010490	9
Zm00001eb010500	1238.69
Zm00001eb010530	7
Zm00001eb010540	107
Zm00001eb010550	390
Zm00001eb010560	4092
Zm00001eb010570	45
Zm00001eb010590	293
Zm00001eb010600	29
Zm00001eb010610	298
Zm00001eb010620	1019
Zm00001eb010630	0
Zm00001eb010640	330
Zm00001eb010650	28
Zm00001eb010660	251
Zm00001eb010680	156
Zm00001eb010690	959
Zm00001eb010700	2851
Zm00001eb010710	387
Zm00001eb010720	4.21
Zm00001eb010730	1787
Zm00001eb010740	1360
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	0
Zm00001eb010780	29.77
Zm00001eb010790	14338.58
Zm00001eb010800	8.42
Zm00001eb010810	5404
Zm00001eb010820	128
Zm00001eb010830	2306.89
Zm00001eb010840	44.11
Zm00001eb010850	0
Zm00001eb010860	310
Zm00001eb010870	34.84
Zm00001eb010890	1
Zm00001eb010900	367
Zm00001eb010910	140
Zm00001eb010940	0
Zm00001eb010950	567
Zm00001eb010960	494
Zm00001eb010980	469
Zm00001eb010990	689
Zm00001eb011000	3102
Zm00001eb011010	4913
Zm00001eb011020	4179
Zm00001eb011030	0
Zm00001eb011040	875.62
Zm00001eb011050	6732
Zm00001eb011060	6
Zm00001eb011070	112
Zm00001eb011080	128
Zm00001eb011090	0
Zm00001eb011100	0
Zm00001eb011110	2
Zm00001eb011120	0
Zm00001eb011140	22
Zm00001eb011150	1744
Zm00001eb011160	65
Zm00001eb011170	138
Zm00001eb011180	0
Zm00001eb011190	0
Zm00001eb011200	615
Zm00001eb011210	154
Zm00001eb011220	95
Zm00001eb011230	542.53
Zm00001eb011240	117.47
Zm00001eb011250	3
Zm00001eb011270	12
Zm00001eb011280	392
Zm00001eb011290	0
Zm00001eb011300	520
Zm00001eb011310	142.96
Zm00001eb011320	0
Zm00001eb011330	0
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	44
Zm00001eb011380	153
Zm00001eb011410	2
Zm00001eb011420	869
Zm00001eb011430	560
Zm00001eb011440	0
Zm00001eb011450	2154
Zm00001eb011460	369
Zm00001eb011470	615
Zm00001eb011480	172
Zm00001eb011490	1723
Zm00001eb011500	0
Zm00001eb011510	3.86
Zm00001eb011520	9
Zm00001eb011530	165
Zm00001eb011550	100
Zm00001eb011560	44
Zm00001eb011570	0
Zm00001eb011580	507
Zm00001eb011590	801
Zm00001eb011600	61
Zm00001eb011610	135
Zm00001eb011620	987
Zm00001eb011630	342.84
Zm00001eb011640	226
Zm00001eb011650	579
Zm00001eb011670	2625
Zm00001eb011680	288
Zm00001eb011700	489
Zm00001eb011720	390
Zm00001eb011730	138
Zm00001eb011750	1377
Zm00001eb011760	1550
Zm00001eb011770	0
Zm00001eb011780	860
Zm00001eb011800	5248
Zm00001eb011810	130
Zm00001eb011820	104
Zm00001eb011830	60
Zm00001eb011840	1542
Zm00001eb011850	14
Zm00001eb011860	140.91
Zm00001eb011870	0
Zm00001eb011880	823.27
Zm00001eb011890	36.86
Zm00001eb011900	1344.96
Zm00001eb011910	366
Zm00001eb011920	3458.85
Zm00001eb011930	2
Zm00001eb011940	0
Zm00001eb011950	606
Zm00001eb011960	2253
Zm00001eb011970	414
Zm00001eb011980	2773
Zm00001eb011990	63
Zm00001eb012000	725.91
Zm00001eb012010	920
Zm00001eb012020	889
Zm00001eb012030	0
Zm00001eb012040	1065
Zm00001eb012060	1144
Zm00001eb012070	565
Zm00001eb012080	218
Zm00001eb012090	0
Zm00001eb012100	1549
Zm00001eb012120	8
Zm00001eb012130	30
Zm00001eb012140	1830
Zm00001eb012150	41.81
Zm00001eb012160	4.19
Zm00001eb012180	386
Zm00001eb012190	56
Zm00001eb012200	507
Zm00001eb012210	548
Zm00001eb012220	3199
Zm00001eb012240	92
Zm00001eb012250	39
Zm00001eb012260	0
Zm00001eb012270	4793
Zm00001eb012280	1820.3
Zm00001eb012290	0
Zm00001eb012300	3822
Zm00001eb012310	1534
Zm00001eb012320	0
Zm00001eb012330	240
Zm00001eb012340	482.76
Zm00001eb012350	9
Zm00001eb012360	232.06
Zm00001eb012370	0
Zm00001eb012380	383
Zm00001eb012390	699
Zm00001eb012400	0
Zm00001eb012410	4485.88
Zm00001eb012420	77.24
Zm00001eb012430	1723
