gene_id	T_24_Susc
Zm00001eb001810	458
Zm00001eb001820	4
Zm00001eb001830	110.05
Zm00001eb001840	424.95
Zm00001eb001860	853
Zm00001eb001870	1274
Zm00001eb001880	662
Zm00001eb001890	4
Zm00001eb001900	190.21
Zm00001eb001910	492.79
Zm00001eb001920	20
Zm00001eb001940	874
Zm00001eb001950	54
Zm00001eb001960	0
Zm00001eb001970	9
Zm00001eb001980	115
Zm00001eb001990	24
Zm00001eb002000	760
Zm00001eb002010	268.38
Zm00001eb002020	267.62
Zm00001eb002030	141
Zm00001eb002040	415
Zm00001eb002050	0
Zm00001eb002060	7288
Zm00001eb002070	87
Zm00001eb002080	9
Zm00001eb002090	1086
Zm00001eb002100	1221
Zm00001eb002140	0
Zm00001eb002150	11.67
Zm00001eb002170	339
Zm00001eb002180	1775
Zm00001eb002190	0
Zm00001eb002200	5
Zm00001eb002210	0
Zm00001eb002220	3123.85
Zm00001eb002240	69
Zm00001eb002250	2
Zm00001eb002260	1280
Zm00001eb002270	531
Zm00001eb002280	0
Zm00001eb002290	0
Zm00001eb002300	0
Zm00001eb002310	18
Zm00001eb002320	2972
Zm00001eb002330	1
Zm00001eb002340	0
Zm00001eb002350	0
Zm00001eb002360	0
Zm00001eb002370	0
Zm00001eb002380	4
Zm00001eb002390	140
Zm00001eb002410	0
Zm00001eb002420	1542.76
Zm00001eb002430	960
Zm00001eb002440	403
Zm00001eb002450	79
Zm00001eb002460	124
Zm00001eb002470	41
Zm00001eb002480	2.34
Zm00001eb002490	745.66
Zm00001eb002510	126
Zm00001eb002520	2710
Zm00001eb002530	1031.21
Zm00001eb002540	264
Zm00001eb002550	123
Zm00001eb002560	125
Zm00001eb002570	425
Zm00001eb002590	1187
Zm00001eb002600	96
Zm00001eb002610	791
Zm00001eb002620	3988
Zm00001eb002640	2459
Zm00001eb002650	0
Zm00001eb002660	20
Zm00001eb002680	126
Zm00001eb002690	274.45
Zm00001eb002700	41.21
Zm00001eb002710	10.34
Zm00001eb002720	352.01
Zm00001eb002730	27.99
Zm00001eb002740	305
Zm00001eb002750	0
Zm00001eb002760	282
Zm00001eb002770	0
Zm00001eb002780	1770
Zm00001eb002790	1046.64
Zm00001eb002800	1773
Zm00001eb002810	851
Zm00001eb002820	308
Zm00001eb002830	150
Zm00001eb002840	0
Zm00001eb002850	732
Zm00001eb002860	0
Zm00001eb002870	23
Zm00001eb002880	0
Zm00001eb002890	0
Zm00001eb002900	0
Zm00001eb002910	10.02
Zm00001eb002920	109.77
Zm00001eb002930	128.23
Zm00001eb002940	351
Zm00001eb002950	107
Zm00001eb002960	4489.68
Zm00001eb002970	0
Zm00001eb002980	2
Zm00001eb002990	0
Zm00001eb003000	196.81
Zm00001eb003010	396.26
Zm00001eb003020	274.92
Zm00001eb003030	386
Zm00001eb003040	567.98
Zm00001eb003050	0
Zm00001eb003060	0
Zm00001eb003070	2004
Zm00001eb003080	506.87
Zm00001eb003090	6.13
Zm00001eb003100	0
Zm00001eb003110	61
Zm00001eb003120	0
Zm00001eb003130	206
Zm00001eb003140	135
Zm00001eb003150	0
Zm00001eb003160	0
Zm00001eb003170	627
Zm00001eb003180	9076
Zm00001eb003190	315
Zm00001eb003200	32
Zm00001eb003210	0
Zm00001eb003220	1201
Zm00001eb003230	0
Zm00001eb003240	1343
Zm00001eb003270	0
Zm00001eb003280	0
Zm00001eb003290	0
Zm00001eb003300	0
Zm00001eb003310	0
Zm00001eb003330	11
Zm00001eb003340	11
Zm00001eb003350	3999
Zm00001eb003360	858
Zm00001eb003370	0
Zm00001eb003380	0
Zm00001eb003390	0
Zm00001eb003400	0
Zm00001eb003420	2897
Zm00001eb003440	4599
Zm00001eb003450	2
Zm00001eb003460	59
Zm00001eb003470	1148
Zm00001eb003480	664
Zm00001eb003490	3670
Zm00001eb003510	616
Zm00001eb003520	27
Zm00001eb003530	0
Zm00001eb003540	1009
Zm00001eb003550	2463
Zm00001eb003560	0
Zm00001eb003570	155.34
Zm00001eb003580	523.29
Zm00001eb003590	134.71
Zm00001eb003600	11
Zm00001eb003610	10
Zm00001eb003620	35
Zm00001eb003630	52
Zm00001eb003650	485
Zm00001eb003660	482
Zm00001eb003670	279
Zm00001eb003680	14
Zm00001eb003690	1052
Zm00001eb003700	48
Zm00001eb003710	0
Zm00001eb003720	0
Zm00001eb003730	34429
Zm00001eb003740	0
Zm00001eb003750	121
Zm00001eb003760	243
Zm00001eb003770	0
Zm00001eb003780	39
Zm00001eb003790	0
Zm00001eb003800	0
Zm00001eb003810	1137
Zm00001eb003820	481
Zm00001eb003830	4312
Zm00001eb003840	867
Zm00001eb003850	17
Zm00001eb003860	12
Zm00001eb003870	58
Zm00001eb003880	600
Zm00001eb003890	367
Zm00001eb003900	99
Zm00001eb003910	124
Zm00001eb003920	32
Zm00001eb003930	5851
Zm00001eb003940	0
Zm00001eb003950	0
Zm00001eb003960	11
Zm00001eb003970	180
Zm00001eb004000	138
Zm00001eb004020	0
Zm00001eb004030	1446
Zm00001eb004040	0
Zm00001eb004050	336
Zm00001eb004060	0
Zm00001eb004070	0
Zm00001eb004080	0
Zm00001eb004090	1475
Zm00001eb004100	0
Zm00001eb004110	346
Zm00001eb004120	1248
Zm00001eb004130	0
Zm00001eb004140	38.82
Zm00001eb004150	23.18
Zm00001eb004160	264
Zm00001eb004170	3188
Zm00001eb004180	167
Zm00001eb004190	175
Zm00001eb004200	1
Zm00001eb004210	1006
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	115
Zm00001eb004250	127.87
Zm00001eb004260	11
Zm00001eb004280	16
Zm00001eb004290	536
Zm00001eb004300	10
Zm00001eb004310	270
Zm00001eb004320	561.73
Zm00001eb004330	0
Zm00001eb004340	147
Zm00001eb004350	0
Zm00001eb004360	0
Zm00001eb004370	917
Zm00001eb004380	0
Zm00001eb004390	1872
Zm00001eb004400	2384.98
Zm00001eb004410	15.02
Zm00001eb004420	5403
Zm00001eb004430	331.15
Zm00001eb004440	281.85
Zm00001eb004450	43.29
Zm00001eb004460	14.71
Zm00001eb004470	209
Zm00001eb004480	40
Zm00001eb004490	311
Zm00001eb004500	382.21
Zm00001eb004510	32
Zm00001eb004530	0
Zm00001eb004540	152
Zm00001eb004550	2243
Zm00001eb004560	22.06
Zm00001eb004570	53
Zm00001eb004590	146
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004630	16
Zm00001eb004640	0
Zm00001eb004650	14
Zm00001eb004660	4830
Zm00001eb004670	19
Zm00001eb004690	0
Zm00001eb004710	5
Zm00001eb004720	15.23
Zm00001eb004730	1793.77
Zm00001eb004740	248.21
Zm00001eb004750	1335.79
Zm00001eb004760	5
Zm00001eb004770	60
Zm00001eb004780	118
Zm00001eb004790	851
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004880	0
Zm00001eb004890	14
Zm00001eb004900	0
Zm00001eb004920	0
Zm00001eb004940	560
Zm00001eb004950	0
Zm00001eb004960	302.81
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	319
Zm00001eb005000	111
Zm00001eb005010	76
Zm00001eb005020	1407
Zm00001eb005030	341
Zm00001eb005040	0
Zm00001eb005060	64.59
Zm00001eb005070	782
Zm00001eb005080	0
Zm00001eb005100	15
Zm00001eb005110	4
Zm00001eb005120	5
Zm00001eb005130	1557
Zm00001eb005140	1155
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	0
Zm00001eb005180	28
Zm00001eb005190	645
Zm00001eb005200	0
Zm00001eb005210	0
Zm00001eb005220	1256
Zm00001eb005230	313
Zm00001eb005240	0
Zm00001eb005250	31
Zm00001eb005260	0
Zm00001eb005270	0
Zm00001eb005280	184
Zm00001eb005290	0
Zm00001eb005300	89
Zm00001eb005310	51
Zm00001eb005320	1153
Zm00001eb005330	1022
Zm00001eb005340	234
Zm00001eb005350	8
Zm00001eb005360	41.78
Zm00001eb005370	455.22
Zm00001eb005380	138
Zm00001eb005390	53
Zm00001eb005400	360
Zm00001eb005410	0
Zm00001eb005420	172
Zm00001eb005430	1252
Zm00001eb005440	191
Zm00001eb005450	15
Zm00001eb005460	2684
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0
Zm00001eb005500	88
Zm00001eb005510	0
Zm00001eb005530	823
Zm00001eb005540	1
Zm00001eb005550	2860
Zm00001eb005560	0
Zm00001eb005570	12
Zm00001eb005580	127
Zm00001eb005590	0
Zm00001eb005600	271
Zm00001eb005610	0
Zm00001eb005630	1050
Zm00001eb005640	37
Zm00001eb005650	2
Zm00001eb005660	3275
Zm00001eb005670	101
Zm00001eb005680	27
Zm00001eb005690	138
Zm00001eb005700	1611
Zm00001eb005710	619
Zm00001eb005740	1
Zm00001eb005760	14
Zm00001eb005770	68
Zm00001eb005780	78
Zm00001eb005800	0
Zm00001eb005810	27.16
Zm00001eb005820	509.84
Zm00001eb005830	14
Zm00001eb005840	649
Zm00001eb005850	260
Zm00001eb005860	151
Zm00001eb005870	0
Zm00001eb005890	23
Zm00001eb005900	115
Zm00001eb005920	1107
Zm00001eb005930	471.03
Zm00001eb005940	125.97
Zm00001eb005950	767
Zm00001eb005960	5467
Zm00001eb005970	0
Zm00001eb005980	2
Zm00001eb005990	15
Zm00001eb006000	450
Zm00001eb006010	25
Zm00001eb006020	5252
Zm00001eb006030	0
Zm00001eb006040	261
Zm00001eb006050	0
Zm00001eb006060	4
Zm00001eb006070	2
Zm00001eb006080	638.94
Zm00001eb006090	6
Zm00001eb006100	51
Zm00001eb006110	0
Zm00001eb006120	0
Zm00001eb006130	0
Zm00001eb006140	759
Zm00001eb006150	197
Zm00001eb006160	32
Zm00001eb006170	0
Zm00001eb006180	123
Zm00001eb006190	0
Zm00001eb006200	6
Zm00001eb006210	1427
Zm00001eb006240	0
Zm00001eb006260	0
Zm00001eb006270	939
Zm00001eb006280	0
Zm00001eb006290	0
Zm00001eb006300	1210.83
Zm00001eb006310	546
Zm00001eb006320	141
Zm00001eb006330	27
Zm00001eb006340	4
Zm00001eb006350	2732
Zm00001eb006360	122
Zm00001eb006370	0
Zm00001eb006380	480
Zm00001eb006390	333
Zm00001eb006400	529
Zm00001eb006410	1337
Zm00001eb006420	1688.48
Zm00001eb006430	9
Zm00001eb006440	587.52
Zm00001eb006450	223
Zm00001eb006460	0
Zm00001eb006470	440
Zm00001eb006480	57
Zm00001eb006490	0
Zm00001eb006510	980
Zm00001eb006520	31
Zm00001eb006530	1991
Zm00001eb006540	731.74
Zm00001eb006550	60.26
Zm00001eb006560	893
Zm00001eb006570	299
Zm00001eb006590	52
Zm00001eb006600	36.09
Zm00001eb006610	141
Zm00001eb006620	649
Zm00001eb006630	1
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	572
Zm00001eb006670	6
Zm00001eb006680	99
Zm00001eb006690	622
Zm00001eb006700	661.61
Zm00001eb006710	51.39
Zm00001eb006720	573
Zm00001eb006730	0
Zm00001eb006740	0
Zm00001eb006760	98
Zm00001eb006770	1248
Zm00001eb006780	0
Zm00001eb006790	0
Zm00001eb006800	0
Zm00001eb006830	57
Zm00001eb006840	2
Zm00001eb006850	168.14
Zm00001eb006860	190
Zm00001eb006870	1143
Zm00001eb006880	1294
Zm00001eb006890	123
Zm00001eb006900	72.68
Zm00001eb006910	444.9
Zm00001eb006920	1139
Zm00001eb006930	57
Zm00001eb006940	69
Zm00001eb006950	0
Zm00001eb006960	0
Zm00001eb006970	0
Zm00001eb006990	0
Zm00001eb007000	206
Zm00001eb007010	477
Zm00001eb007020	0
Zm00001eb007030	754
Zm00001eb007040	0
Zm00001eb007050	1149
Zm00001eb007060	70
Zm00001eb007070	69
Zm00001eb007080	2
Zm00001eb007090	2871
Zm00001eb007100	1
Zm00001eb007110	0
Zm00001eb007120	0
Zm00001eb007130	511
Zm00001eb007140	793.89
Zm00001eb007150	116
Zm00001eb007160	0
Zm00001eb007170	1072
Zm00001eb007180	578
Zm00001eb007190	128.31
Zm00001eb007200	4.69
Zm00001eb007220	337
Zm00001eb007230	12
Zm00001eb007240	243
Zm00001eb007250	1151
Zm00001eb007270	102
Zm00001eb007280	102
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	128
Zm00001eb007320	204
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	137
Zm00001eb007450	0
Zm00001eb007460	10
Zm00001eb007470	287
Zm00001eb007490	91.13
Zm00001eb007500	13.87
Zm00001eb007510	1807
Zm00001eb007540	5
Zm00001eb007550	21
Zm00001eb007560	0
Zm00001eb007570	158
Zm00001eb007580	16
Zm00001eb007590	238
Zm00001eb007600	599
Zm00001eb007610	44
Zm00001eb007630	0
Zm00001eb007640	36
Zm00001eb007650	3668
Zm00001eb007670	502.9
Zm00001eb007680	936
Zm00001eb007690	237
Zm00001eb007700	116
Zm00001eb007720	0
Zm00001eb007730	6075.71
Zm00001eb007740	6
Zm00001eb007750	196.44
Zm00001eb007760	118.56
Zm00001eb007770	10
Zm00001eb007780	548
Zm00001eb007790	0
Zm00001eb007800	331
Zm00001eb007810	387
Zm00001eb007820	175
Zm00001eb007830	205
Zm00001eb007840	0
Zm00001eb007850	0
Zm00001eb007860	5872
Zm00001eb007870	46
Zm00001eb007880	4
Zm00001eb007890	0
Zm00001eb007900	28
Zm00001eb007910	0
Zm00001eb007920	186.89
Zm00001eb007930	58
Zm00001eb007940	0
Zm00001eb007950	37
Zm00001eb007960	246
Zm00001eb007970	0
Zm00001eb007990	21
Zm00001eb008000	0
Zm00001eb008010	232
Zm00001eb008030	0
Zm00001eb008040	0
Zm00001eb008050	0
Zm00001eb008060	1978
Zm00001eb008070	56
Zm00001eb008080	2658
Zm00001eb008090	246
Zm00001eb008100	280
Zm00001eb008130	33
Zm00001eb008140	463
Zm00001eb008150	110
Zm00001eb008160	516
Zm00001eb008170	1285
Zm00001eb008180	32
Zm00001eb008190	0
Zm00001eb008200	1312
Zm00001eb008210	0
Zm00001eb008220	3
Zm00001eb008240	28
Zm00001eb008250	634
Zm00001eb008260	0
Zm00001eb008270	196.3
Zm00001eb008280	0
Zm00001eb008290	371.7
Zm00001eb008300	33
Zm00001eb008310	707
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	3024
Zm00001eb008350	1.06
Zm00001eb008360	1717.99
Zm00001eb008370	1041
Zm00001eb008380	40
Zm00001eb008400	3110.3
Zm00001eb008410	0
Zm00001eb008420	1
Zm00001eb008430	46
Zm00001eb008440	2140
Zm00001eb008450	638
Zm00001eb008460	1194
Zm00001eb008470	172
Zm00001eb008480	1231
Zm00001eb008490	850.46
Zm00001eb008500	49
Zm00001eb008510	1
Zm00001eb008520	342
Zm00001eb008530	211
Zm00001eb008540	0
Zm00001eb008550	6652.12
Zm00001eb008560	0
Zm00001eb008570	1119
Zm00001eb008580	77
Zm00001eb008590	86
Zm00001eb008600	0
Zm00001eb008610	3751
Zm00001eb008620	198
Zm00001eb008630	321
Zm00001eb008640	308
Zm00001eb008650	850
Zm00001eb008660	2000
Zm00001eb008670	0
Zm00001eb008680	1
Zm00001eb008690	6
Zm00001eb008700	4910
Zm00001eb008710	259
Zm00001eb008720	204
Zm00001eb008730	47
Zm00001eb008740	8
Zm00001eb008750	20
Zm00001eb008770	87
Zm00001eb008780	895
Zm00001eb008790	82
Zm00001eb008800	77.85
Zm00001eb008810	1952.82
Zm00001eb008820	4.18
Zm00001eb008830	180
Zm00001eb008850	20
Zm00001eb008860	0
Zm00001eb008870	1
Zm00001eb008880	57
Zm00001eb008890	199
Zm00001eb008900	485
Zm00001eb008910	526
Zm00001eb008920	378
Zm00001eb008930	213
Zm00001eb008940	0
Zm00001eb008950	360
Zm00001eb008960	0
Zm00001eb008970	0
Zm00001eb008980	288
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	13
Zm00001eb009020	0
Zm00001eb009030	0
Zm00001eb009040	4
Zm00001eb009050	0
Zm00001eb009060	63
Zm00001eb009070	352
Zm00001eb009080	69
Zm00001eb009090	1084
Zm00001eb009100	899
Zm00001eb009110	1716
Zm00001eb009120	22
Zm00001eb009130	71
Zm00001eb009140	854
Zm00001eb009150	419
Zm00001eb009160	1428
Zm00001eb009170	126
Zm00001eb009210	0
Zm00001eb009230	17.57
Zm00001eb009240	181
Zm00001eb009250	406
Zm00001eb009260	3
Zm00001eb009270	5
Zm00001eb009280	0
Zm00001eb009290	11
Zm00001eb009300	0
Zm00001eb009310	1407
Zm00001eb009320	198
Zm00001eb009340	178
Zm00001eb009360	702
Zm00001eb009370	245
Zm00001eb009380	86
Zm00001eb009390	0
Zm00001eb009400	3
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	375
Zm00001eb009460	25.83
Zm00001eb009470	33.17
Zm00001eb009480	627
Zm00001eb009490	45
Zm00001eb009500	107
Zm00001eb009510	873
Zm00001eb009520	1246.23
Zm00001eb009530	0
Zm00001eb009540	239
Zm00001eb009550	210
Zm00001eb009560	0
Zm00001eb009570	98
Zm00001eb009580	68
Zm00001eb009590	2
Zm00001eb009600	51
Zm00001eb009610	6
Zm00001eb009620	8.01
Zm00001eb009630	10
Zm00001eb009640	277
Zm00001eb009650	0
Zm00001eb009660	193
Zm00001eb009670	19
Zm00001eb009690	6
Zm00001eb009700	9
Zm00001eb009710	4
Zm00001eb009730	570
Zm00001eb009750	0
Zm00001eb009760	0
Zm00001eb009770	245
Zm00001eb009780	103
Zm00001eb009800	4
Zm00001eb009810	2607
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	11
Zm00001eb009860	0
Zm00001eb009870	76
Zm00001eb009880	1348
Zm00001eb009890	960
Zm00001eb009900	3857.49
Zm00001eb009910	8359
Zm00001eb009920	4836.51
Zm00001eb009930	0
Zm00001eb009940	98
Zm00001eb009950	12
Zm00001eb009960	261
Zm00001eb009970	0
Zm00001eb009980	670
Zm00001eb009990	42
Zm00001eb010000	0
Zm00001eb010010	1
Zm00001eb010020	345
Zm00001eb010030	4962
Zm00001eb010040	1203
Zm00001eb010050	197
Zm00001eb010060	7
Zm00001eb010070	1419
Zm00001eb010080	52
Zm00001eb010090	0
Zm00001eb010100	14
Zm00001eb010110	195
Zm00001eb010130	50.23
Zm00001eb010140	233
Zm00001eb010150	1354
Zm00001eb010160	761
Zm00001eb010170	566.9
Zm00001eb010180	146.1
Zm00001eb010190	421
Zm00001eb010200	599
Zm00001eb010210	20
Zm00001eb010220	0
Zm00001eb010230	1784
Zm00001eb010240	295
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	1
Zm00001eb010280	859
Zm00001eb010290	0
Zm00001eb010300	3570
Zm00001eb010310	455
Zm00001eb010320	1490
Zm00001eb010330	134
Zm00001eb010340	172
Zm00001eb010350	0
Zm00001eb010360	1109
Zm00001eb010370	1092
Zm00001eb010380	0
Zm00001eb010390	0
Zm00001eb010400	4916
Zm00001eb010410	149
Zm00001eb010420	152
Zm00001eb010440	616
Zm00001eb010450	201
Zm00001eb010460	107.06
Zm00001eb010470	1.94
Zm00001eb010480	90
Zm00001eb010490	34
Zm00001eb010500	2217.83
Zm00001eb010530	11
Zm00001eb010540	128
Zm00001eb010550	244
Zm00001eb010560	4769
Zm00001eb010570	64
Zm00001eb010590	193
Zm00001eb010600	27
Zm00001eb010610	342
Zm00001eb010620	1375
Zm00001eb010630	0
Zm00001eb010640	82
Zm00001eb010650	22
Zm00001eb010660	126
Zm00001eb010680	150
Zm00001eb010690	782
Zm00001eb010700	2224
Zm00001eb010710	361
Zm00001eb010720	41.21
Zm00001eb010730	1672
Zm00001eb010740	1039
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	0
Zm00001eb010780	0
Zm00001eb010790	12195.55
Zm00001eb010800	21.45
Zm00001eb010810	4128
Zm00001eb010820	160
Zm00001eb010830	518.46
Zm00001eb010840	29.54
Zm00001eb010850	0
Zm00001eb010860	292
Zm00001eb010870	2.07
Zm00001eb010890	2
Zm00001eb010900	294
Zm00001eb010910	43
Zm00001eb010940	0
Zm00001eb010950	761
Zm00001eb010960	537
Zm00001eb010980	552
Zm00001eb010990	462
Zm00001eb011000	1884
Zm00001eb011010	4018
Zm00001eb011020	5518
Zm00001eb011030	0
Zm00001eb011040	233.97
Zm00001eb011050	2416
Zm00001eb011060	19
Zm00001eb011070	79
Zm00001eb011080	50
Zm00001eb011090	0
Zm00001eb011100	0
Zm00001eb011110	0
Zm00001eb011120	0
Zm00001eb011140	42
Zm00001eb011150	1213
Zm00001eb011160	128
Zm00001eb011170	232
Zm00001eb011180	0
Zm00001eb011190	9.94
Zm00001eb011200	35
Zm00001eb011210	40
Zm00001eb011220	54
Zm00001eb011230	81.93
Zm00001eb011240	33.07
Zm00001eb011250	3
Zm00001eb011270	37
Zm00001eb011280	137
Zm00001eb011290	1
Zm00001eb011300	658
Zm00001eb011310	152.03
Zm00001eb011320	0
Zm00001eb011330	3
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	24.01
Zm00001eb011380	19
Zm00001eb011410	5
Zm00001eb011420	615
Zm00001eb011430	478.19
Zm00001eb011440	7.81
Zm00001eb011450	1527
Zm00001eb011460	188
Zm00001eb011470	460
Zm00001eb011480	139
Zm00001eb011490	2312
Zm00001eb011500	0
Zm00001eb011510	0
Zm00001eb011520	23.8
Zm00001eb011530	133
Zm00001eb011550	51
Zm00001eb011560	71
Zm00001eb011570	0
Zm00001eb011580	275
Zm00001eb011590	829
Zm00001eb011600	8
Zm00001eb011610	67
Zm00001eb011620	1069
Zm00001eb011630	347.56
Zm00001eb011640	207
Zm00001eb011650	761
Zm00001eb011670	2179
Zm00001eb011680	50
Zm00001eb011700	185
Zm00001eb011720	211
Zm00001eb011730	112
Zm00001eb011750	930
Zm00001eb011760	963
Zm00001eb011770	0
Zm00001eb011780	664
Zm00001eb011800	3648
Zm00001eb011810	395
Zm00001eb011820	802
Zm00001eb011830	63
Zm00001eb011840	698
Zm00001eb011850	0
Zm00001eb011860	17.29
Zm00001eb011870	0
Zm00001eb011880	1525.93
Zm00001eb011890	1.77
Zm00001eb011900	0
Zm00001eb011910	386
Zm00001eb011920	1302
Zm00001eb011930	9
Zm00001eb011940	13
Zm00001eb011950	603
Zm00001eb011960	2399
Zm00001eb011970	354
Zm00001eb011980	1804
Zm00001eb011990	626
Zm00001eb012000	528.49
Zm00001eb012010	608
Zm00001eb012020	1512.13
Zm00001eb012030	0.87
Zm00001eb012040	761
Zm00001eb012060	446
Zm00001eb012070	499
Zm00001eb012080	278
Zm00001eb012090	0
Zm00001eb012100	1131
Zm00001eb012120	3
Zm00001eb012130	39
Zm00001eb012140	1395
Zm00001eb012150	17.56
Zm00001eb012160	21.44
Zm00001eb012180	227
Zm00001eb012190	19
Zm00001eb012200	386
Zm00001eb012210	585
Zm00001eb012220	2351
Zm00001eb012240	17
Zm00001eb012250	114
Zm00001eb012260	0
Zm00001eb012270	5306
Zm00001eb012280	617.02
Zm00001eb012290	0
Zm00001eb012300	2817.36
Zm00001eb012310	1125
Zm00001eb012320	27.28
Zm00001eb012330	229
Zm00001eb012340	595.46
Zm00001eb012350	11
Zm00001eb012360	216
Zm00001eb012370	0
Zm00001eb012380	195
Zm00001eb012390	950
Zm00001eb012400	0
Zm00001eb012410	5429.37
Zm00001eb012420	88.49
Zm00001eb012430	1613
Zm00001eb012440	50
Zm00001eb012450	0
