gene_id	T_24_Tol
Zm00001eb003970	335
Zm00001eb004000	82
Zm00001eb004020	0
Zm00001eb004030	1849
Zm00001eb004040	0
Zm00001eb004050	576
Zm00001eb004060	0
Zm00001eb004070	1
Zm00001eb004080	0
Zm00001eb004090	648
Zm00001eb004100	0
Zm00001eb004110	2
Zm00001eb004120	1524
Zm00001eb004130	0
Zm00001eb004140	23
Zm00001eb004150	12
Zm00001eb004160	327
Zm00001eb004170	2589.39
Zm00001eb004180	52
Zm00001eb004190	166
Zm00001eb004200	3
Zm00001eb004210	741
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	188
Zm00001eb004250	124.96
Zm00001eb004260	12
Zm00001eb004280	2
Zm00001eb004290	622
Zm00001eb004300	2
Zm00001eb004310	253
Zm00001eb004320	896.91
Zm00001eb004330	0
Zm00001eb004340	165
Zm00001eb004350	3
Zm00001eb004360	0
Zm00001eb004370	890
Zm00001eb004380	0
Zm00001eb004390	2185
Zm00001eb004400	1783.84
Zm00001eb004410	58.16
Zm00001eb004420	6037
Zm00001eb004430	428.39
Zm00001eb004440	190.61
Zm00001eb004450	11.52
Zm00001eb004460	40.48
Zm00001eb004470	517
Zm00001eb004480	47
Zm00001eb004490	398
Zm00001eb004500	371.23
Zm00001eb004510	37
Zm00001eb004530	4
Zm00001eb004540	132
Zm00001eb004550	1496
Zm00001eb004560	35.44
Zm00001eb004570	204.25
Zm00001eb004590	172
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004630	52
Zm00001eb004640	1
Zm00001eb004650	26
Zm00001eb004660	3840
Zm00001eb004670	0
Zm00001eb004690	0
Zm00001eb004710	5
Zm00001eb004720	8.97
Zm00001eb004730	2863.03
Zm00001eb004740	116.76
Zm00001eb004750	701.24
Zm00001eb004760	49
Zm00001eb004770	76
Zm00001eb004780	297
Zm00001eb004790	955
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004880	0
Zm00001eb004890	3
Zm00001eb004900	0
Zm00001eb004920	0
Zm00001eb004940	753
Zm00001eb004950	0
Zm00001eb004960	15.24
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	375
Zm00001eb005000	112
Zm00001eb005010	222
Zm00001eb005020	378
Zm00001eb005030	536
Zm00001eb005040	0
Zm00001eb005060	76.97
Zm00001eb005070	949
Zm00001eb005080	1
Zm00001eb005100	24
Zm00001eb005110	3
Zm00001eb005120	5
Zm00001eb005130	3352
Zm00001eb005140	1499
Zm00001eb005150	1
Zm00001eb005160	0
Zm00001eb005170	1.99
Zm00001eb005180	212.01
Zm00001eb005190	615
Zm00001eb005200	0
Zm00001eb005210	10
Zm00001eb005220	1350
Zm00001eb005230	248
Zm00001eb005240	2
Zm00001eb005250	129
Zm00001eb005260	0
Zm00001eb005270	0
Zm00001eb005280	328
Zm00001eb005290	0
Zm00001eb005300	9
Zm00001eb005310	65
Zm00001eb005320	762
Zm00001eb005330	1391
Zm00001eb005340	237
Zm00001eb005350	12
Zm00001eb005360	51.51
Zm00001eb005370	380.49
Zm00001eb005380	29
Zm00001eb005390	74
Zm00001eb005400	459
Zm00001eb005410	0
Zm00001eb005420	220
Zm00001eb005430	517
Zm00001eb005440	120
Zm00001eb005450	3
Zm00001eb005460	2345
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0
Zm00001eb005500	47
Zm00001eb005510	0
Zm00001eb005530	372
Zm00001eb005540	4
Zm00001eb005550	3229
Zm00001eb005560	1
Zm00001eb005570	3
Zm00001eb005580	2
Zm00001eb005590	4
Zm00001eb005600	420
Zm00001eb005610	0
Zm00001eb005630	880
Zm00001eb005640	73
Zm00001eb005650	7
Zm00001eb005660	3355
Zm00001eb005670	104
Zm00001eb005680	20
Zm00001eb005690	158
Zm00001eb005700	1568
Zm00001eb005710	525
Zm00001eb005740	22
Zm00001eb005760	30
Zm00001eb005770	138
Zm00001eb005780	37
Zm00001eb005800	10
Zm00001eb005810	135.71
Zm00001eb005820	738.9
Zm00001eb005830	76.39
Zm00001eb005840	1567
Zm00001eb005850	87
Zm00001eb005860	364
Zm00001eb005870	0
Zm00001eb005890	34
Zm00001eb005900	80
Zm00001eb005920	400
Zm00001eb005930	654
Zm00001eb005940	0
Zm00001eb005950	933
Zm00001eb005960	5134
Zm00001eb005970	24
Zm00001eb005980	32
Zm00001eb005990	25
Zm00001eb006000	273
Zm00001eb006010	114
Zm00001eb006020	6527
Zm00001eb006030	0
Zm00001eb006040	186
Zm00001eb006050	11
Zm00001eb006060	1
Zm00001eb006070	2
Zm00001eb006080	548
Zm00001eb006090	5
Zm00001eb006100	25
Zm00001eb006110	0
Zm00001eb006120	0
Zm00001eb006130	0
Zm00001eb006140	661
Zm00001eb006150	514
Zm00001eb006160	18
Zm00001eb006170	0
Zm00001eb006180	378
Zm00001eb006190	1
Zm00001eb006200	24
Zm00001eb006210	891
Zm00001eb006240	0
Zm00001eb006260	0
Zm00001eb006270	1351
Zm00001eb006280	1
Zm00001eb006290	1
Zm00001eb006300	1725.18
Zm00001eb006310	879
Zm00001eb006320	95.67
Zm00001eb006330	45.33
Zm00001eb006340	8
Zm00001eb006350	2369
Zm00001eb006360	186
Zm00001eb006370	0
Zm00001eb006380	388
Zm00001eb006390	260
Zm00001eb006400	564
Zm00001eb006410	510
Zm00001eb006420	259.16
Zm00001eb006430	5
Zm00001eb006440	504.84
Zm00001eb006450	284
Zm00001eb006460	0
Zm00001eb006470	566
Zm00001eb006480	57
Zm00001eb006490	0
Zm00001eb006510	820
Zm00001eb006520	41
Zm00001eb006530	1238
Zm00001eb006540	668.3
Zm00001eb006550	48.7
Zm00001eb006560	879
Zm00001eb006570	309
Zm00001eb006590	76
Zm00001eb006600	0
Zm00001eb006610	132
Zm00001eb006620	528
Zm00001eb006630	2
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	242
Zm00001eb006670	13
Zm00001eb006680	72
Zm00001eb006690	87
Zm00001eb006700	568.08
Zm00001eb006710	20.92
Zm00001eb006720	155
Zm00001eb006730	0
Zm00001eb006740	0
Zm00001eb006760	124
Zm00001eb006770	1211
Zm00001eb006780	0
Zm00001eb006790	0
Zm00001eb006800	0
Zm00001eb006830	128
Zm00001eb006840	0
Zm00001eb006850	297
Zm00001eb006860	261
Zm00001eb006870	899
Zm00001eb006880	521
Zm00001eb006890	11
Zm00001eb006900	2.87
Zm00001eb006910	763.13
Zm00001eb006920	1144
Zm00001eb006930	257
Zm00001eb006940	5
Zm00001eb006950	1
Zm00001eb006960	0
Zm00001eb006970	0
Zm00001eb006990	0
Zm00001eb007000	37
Zm00001eb007010	709
Zm00001eb007020	2
Zm00001eb007030	774
Zm00001eb007040	0
Zm00001eb007050	1201
Zm00001eb007060	91
Zm00001eb007070	102
Zm00001eb007080	1
Zm00001eb007090	3083
Zm00001eb007100	0
Zm00001eb007110	0
Zm00001eb007120	2
Zm00001eb007130	569
Zm00001eb007140	1074.27
Zm00001eb007150	305
Zm00001eb007160	0
Zm00001eb007170	844
Zm00001eb007180	410
Zm00001eb007190	85
Zm00001eb007200	0
Zm00001eb007220	414
Zm00001eb007230	14
Zm00001eb007240	301
Zm00001eb007250	675
Zm00001eb007270	264
Zm00001eb007280	48
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	204
Zm00001eb007320	1652
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	138
Zm00001eb007450	0
Zm00001eb007460	0
Zm00001eb007470	220
Zm00001eb007490	75.86
Zm00001eb007500	10.14
Zm00001eb007510	1054
Zm00001eb007540	0
Zm00001eb007550	0
Zm00001eb007560	0
Zm00001eb007570	196
Zm00001eb007580	11
Zm00001eb007590	195
Zm00001eb007600	896
Zm00001eb007610	27
Zm00001eb007630	0
Zm00001eb007640	1
Zm00001eb007650	940
Zm00001eb007670	823.65
Zm00001eb007680	1578
Zm00001eb007690	173
Zm00001eb007700	134
Zm00001eb007720	0
Zm00001eb007730	4445
Zm00001eb007740	16
Zm00001eb007750	169.18
Zm00001eb007760	188.82
Zm00001eb007770	7
Zm00001eb007780	658
Zm00001eb007790	3
Zm00001eb007800	480
Zm00001eb007810	449
Zm00001eb007820	268
Zm00001eb007830	281
Zm00001eb007840	0
Zm00001eb007850	0
Zm00001eb007860	7710
Zm00001eb007870	58
Zm00001eb007880	12
Zm00001eb007890	0
Zm00001eb007900	173
Zm00001eb007910	2
Zm00001eb007920	80
Zm00001eb007930	170
Zm00001eb007940	0
Zm00001eb007950	14
Zm00001eb007960	406
Zm00001eb007970	0
Zm00001eb007990	15
Zm00001eb008000	0
Zm00001eb008010	278
Zm00001eb008030	18
Zm00001eb008040	33
Zm00001eb008050	0
Zm00001eb008060	2386
Zm00001eb008070	16
Zm00001eb008080	137
Zm00001eb008090	216
Zm00001eb008100	539
Zm00001eb008130	15
Zm00001eb008140	503
Zm00001eb008150	147
Zm00001eb008160	260
Zm00001eb008170	680
Zm00001eb008180	0
Zm00001eb008190	0
Zm00001eb008200	337
Zm00001eb008210	0
Zm00001eb008220	0
Zm00001eb008240	49
Zm00001eb008250	221.76
Zm00001eb008260	6.24
Zm00001eb008270	32.23
Zm00001eb008280	0
Zm00001eb008290	100.77
Zm00001eb008300	110
Zm00001eb008310	852
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	2150
Zm00001eb008350	1.6
Zm00001eb008360	3252.78
Zm00001eb008370	311
Zm00001eb008380	53
Zm00001eb008400	4858
Zm00001eb008410	0
Zm00001eb008420	17
Zm00001eb008430	52
Zm00001eb008440	2144
Zm00001eb008450	615
Zm00001eb008460	1711
Zm00001eb008470	207
Zm00001eb008480	1224
Zm00001eb008490	2452.89
Zm00001eb008500	90
Zm00001eb008510	0
Zm00001eb008520	417
Zm00001eb008530	19
Zm00001eb008540	0
Zm00001eb008550	9281
Zm00001eb008560	0
Zm00001eb008570	1084
Zm00001eb008580	61
Zm00001eb008590	55
Zm00001eb008600	0
Zm00001eb008610	4606
Zm00001eb008620	656
Zm00001eb008630	729
Zm00001eb008640	243
Zm00001eb008650	828
Zm00001eb008660	1722
Zm00001eb008670	0
Zm00001eb008680	16
Zm00001eb008690	1
Zm00001eb008700	4724.94
Zm00001eb008710	185
Zm00001eb008720	326
Zm00001eb008730	66
Zm00001eb008740	21
Zm00001eb008750	62
Zm00001eb008770	106
Zm00001eb008780	785
Zm00001eb008790	154
Zm00001eb008800	121.95
Zm00001eb008810	477.23
Zm00001eb008820	1.77
Zm00001eb008830	377
Zm00001eb008850	25
Zm00001eb008860	0
Zm00001eb008870	0
Zm00001eb008880	56
Zm00001eb008890	240
Zm00001eb008900	697
Zm00001eb008910	651
Zm00001eb008920	383
Zm00001eb008930	509
Zm00001eb008940	0
Zm00001eb008950	335
Zm00001eb008960	0
Zm00001eb008970	3
Zm00001eb008980	420
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	179
Zm00001eb009020	0
Zm00001eb009030	0
Zm00001eb009040	0
Zm00001eb009050	0
Zm00001eb009060	82
Zm00001eb009070	413
Zm00001eb009080	70
Zm00001eb009090	516
Zm00001eb009100	853
Zm00001eb009110	1797.99
Zm00001eb009120	22
Zm00001eb009130	85
Zm00001eb009140	778
Zm00001eb009150	172
Zm00001eb009160	854
Zm00001eb009170	149.47
Zm00001eb009210	0
Zm00001eb009230	9
Zm00001eb009240	193
Zm00001eb009250	96
Zm00001eb009260	15
Zm00001eb009270	16
Zm00001eb009280	0
Zm00001eb009290	7
Zm00001eb009300	1
Zm00001eb009310	2539
Zm00001eb009320	354
Zm00001eb009340	371
Zm00001eb009360	741
Zm00001eb009370	235
Zm00001eb009380	82
Zm00001eb009390	0
Zm00001eb009400	8
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	477
Zm00001eb009460	22.96
Zm00001eb009470	79.04
Zm00001eb009480	407
Zm00001eb009490	96
Zm00001eb009500	193
Zm00001eb009510	649
Zm00001eb009520	1939.27
Zm00001eb009530	0
Zm00001eb009540	390
Zm00001eb009550	364
Zm00001eb009560	0
Zm00001eb009570	63
Zm00001eb009580	153
Zm00001eb009590	0
Zm00001eb009600	30
Zm00001eb009610	3
Zm00001eb009620	0
Zm00001eb009630	2
Zm00001eb009640	348
Zm00001eb009650	0
Zm00001eb009660	102
Zm00001eb009670	3
Zm00001eb009690	11.05
Zm00001eb009700	0
Zm00001eb009710	0
Zm00001eb009730	184
Zm00001eb009750	0
Zm00001eb009760	0
Zm00001eb009770	79
Zm00001eb009780	149
Zm00001eb009800	0
Zm00001eb009810	2240
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	2
Zm00001eb009860	0
Zm00001eb009870	192
Zm00001eb009880	1174
Zm00001eb009890	661
Zm00001eb009900	2982.59
Zm00001eb009910	7860
Zm00001eb009920	5288.41
Zm00001eb009930	0
Zm00001eb009940	2
Zm00001eb009950	1
Zm00001eb009960	348
Zm00001eb009970	0
Zm00001eb009980	498
Zm00001eb009990	50
Zm00001eb010000	0
Zm00001eb010010	0
Zm00001eb010020	391
Zm00001eb010030	4033
Zm00001eb010040	1822
Zm00001eb010050	90.25
Zm00001eb010060	11
Zm00001eb010070	787
Zm00001eb010080	17
Zm00001eb010090	0
Zm00001eb010100	63
Zm00001eb010110	90
Zm00001eb010130	111.22
Zm00001eb010140	421
Zm00001eb010150	1475
Zm00001eb010160	431
Zm00001eb010170	310.49
Zm00001eb010180	54.51
Zm00001eb010190	389
Zm00001eb010200	1121
Zm00001eb010210	14
Zm00001eb010220	0
Zm00001eb010230	2016
Zm00001eb010240	282
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	7
Zm00001eb010280	1060
Zm00001eb010290	0
Zm00001eb010300	4857
Zm00001eb010310	359
Zm00001eb010320	1052
Zm00001eb010330	127
Zm00001eb010340	318
Zm00001eb010350	0
Zm00001eb010360	798
Zm00001eb010370	930
Zm00001eb010380	0
Zm00001eb010390	0
Zm00001eb010400	4489
Zm00001eb010410	219
Zm00001eb010420	236
Zm00001eb010440	339
Zm00001eb010450	267
Zm00001eb010460	40
Zm00001eb010470	2
Zm00001eb010480	60
Zm00001eb010490	5
Zm00001eb010500	1002.13
Zm00001eb010530	24
Zm00001eb010540	222
Zm00001eb010550	374
Zm00001eb010560	2847
Zm00001eb010570	13
Zm00001eb010590	184
Zm00001eb010600	14
Zm00001eb010610	247
Zm00001eb010620	1258
Zm00001eb010630	0
Zm00001eb010640	123
Zm00001eb010650	50
Zm00001eb010660	262
Zm00001eb010680	200
Zm00001eb010690	1018
Zm00001eb010700	2698
Zm00001eb010710	465
Zm00001eb010720	0
Zm00001eb010730	788
Zm00001eb010740	941
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	0
Zm00001eb010780	28.08
Zm00001eb010790	12127.6
Zm00001eb010800	15.4
Zm00001eb010810	4432
Zm00001eb010820	100
Zm00001eb010830	392.4
Zm00001eb010840	71.6
Zm00001eb010850	0
Zm00001eb010860	282
Zm00001eb010870	27.02
Zm00001eb010890	0
Zm00001eb010900	324
Zm00001eb010910	32
Zm00001eb010940	0
Zm00001eb010950	404
Zm00001eb010960	339
Zm00001eb010980	441
Zm00001eb010990	916
Zm00001eb011000	1986
Zm00001eb011010	4358
Zm00001eb011020	3537
Zm00001eb011030	8
Zm00001eb011040	740
Zm00001eb011050	5115
Zm00001eb011060	11
Zm00001eb011070	64
Zm00001eb011080	290.84
Zm00001eb011090	0
Zm00001eb011100	1
Zm00001eb011110	0
Zm00001eb011120	0
Zm00001eb011140	25
Zm00001eb011150	1582
Zm00001eb011160	39
Zm00001eb011170	144
Zm00001eb011180	0
Zm00001eb011190	0
Zm00001eb011200	539
Zm00001eb011210	88
Zm00001eb011220	101
Zm00001eb011230	492.63
Zm00001eb011240	90.37
Zm00001eb011250	2
Zm00001eb011270	11
Zm00001eb011280	128
Zm00001eb011290	0
Zm00001eb011300	404
Zm00001eb011310	186.92
Zm00001eb011320	0
Zm00001eb011330	0
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	19
Zm00001eb011380	111
Zm00001eb011410	5
Zm00001eb011420	693
Zm00001eb011430	374.68
Zm00001eb011440	8.32
Zm00001eb011450	1761
Zm00001eb011460	313
Zm00001eb011470	477
Zm00001eb011480	117
Zm00001eb011490	1501
Zm00001eb011500	0
Zm00001eb011510	1.89
Zm00001eb011520	4
Zm00001eb011530	112
Zm00001eb011550	41
Zm00001eb011560	52
Zm00001eb011570	0
Zm00001eb011580	474
Zm00001eb011590	816
Zm00001eb011600	64
Zm00001eb011610	76
Zm00001eb011620	911
Zm00001eb011630	392.87
Zm00001eb011640	173
Zm00001eb011650	526
Zm00001eb011670	2707
Zm00001eb011680	144
Zm00001eb011700	328
Zm00001eb011720	214
Zm00001eb011730	98
Zm00001eb011750	1126
Zm00001eb011760	2779
Zm00001eb011770	0
Zm00001eb011780	788
Zm00001eb011800	4386.3
Zm00001eb011810	100
Zm00001eb011820	1266
Zm00001eb011830	82
Zm00001eb011840	1236
Zm00001eb011850	11
Zm00001eb011860	96.12
Zm00001eb011870	0
Zm00001eb011880	1673.4
Zm00001eb011890	15.4
Zm00001eb011900	1938.09
Zm00001eb011910	301
Zm00001eb011920	3612.24
Zm00001eb011930	0
Zm00001eb011940	6
Zm00001eb011950	327
Zm00001eb011960	1532
Zm00001eb011970	289
Zm00001eb011980	1978
Zm00001eb011990	15
Zm00001eb012000	640.44
Zm00001eb012010	791
Zm00001eb012020	669.91
Zm00001eb012030	2.09
Zm00001eb012040	1124
Zm00001eb012060	949
Zm00001eb012070	404
Zm00001eb012080	238
Zm00001eb012090	0
Zm00001eb012100	1699
Zm00001eb012120	0
Zm00001eb012130	55
Zm00001eb012140	2349.53
Zm00001eb012150	55.84
Zm00001eb012160	50.16
Zm00001eb012180	336
Zm00001eb012190	52
Zm00001eb012200	470
Zm00001eb012210	525
Zm00001eb012220	3148
Zm00001eb012240	90
Zm00001eb012250	29
Zm00001eb012260	0
Zm00001eb012270	3185
Zm00001eb012280	1123
Zm00001eb012290	0
Zm00001eb012300	3145
Zm00001eb012310	844
Zm00001eb012320	6.09
Zm00001eb012330	216
Zm00001eb012340	284.6
Zm00001eb012350	0
Zm00001eb012360	175
Zm00001eb012370	0
Zm00001eb012380	246
Zm00001eb012390	593
Zm00001eb012400	0
Zm00001eb012410	4664.4
Zm00001eb012420	73.01
Zm00001eb012430	1369
Zm00001eb012440	143
Zm00001eb012450	0
Zm00001eb012460	0
Zm00001eb012470	964
