"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb068470"	3.29230330692981	3.54904251386457	2.12544732988443e-08	6.22756067656137e-06
"Zm00001eb397940"	-3.86354330560477	1.64280886075008	2.19876114583095e-08	6.36831992559175e-06
"Zm00001eb131090"	-3.20426927479086	4.30992520127292	2.72582205941252e-08	7.80514366512235e-06
"Zm00001eb032580"	-3.3860746107611	2.93940250986392	2.95259668109046e-08	8.3116679889356e-06
"Zm00001eb418340"	3.16402781793903	4.55309044116323	2.96868846338679e-08	8.3116679889356e-06
"Zm00001eb325410"	-3.20233420667126	4.15915211670757	3.01199230160156e-08	8.34023978195122e-06
"Zm00001eb185100"	-3.20232590605399	3.95321743860549	3.60125882452033e-08	9.86353476741993e-06
"Zm00001eb242240"	-4.39528503006433	1.02666121179777	4.01495232213268e-08	1.08783622164623e-05
"Zm00001eb418230"	-3.7460828194284	1.81325077772821	4.19748708039243e-08	1.12519446225243e-05
"Zm00001eb256520"	3.39322770882754	2.2197199262908	5.24327329017769e-08	1.39073684595682e-05
"Zm00001eb342740"	3.21827426437573	3.17325725440587	5.46549463707288e-08	1.42730755823483e-05
"Zm00001eb056110"	-8.48520981112507	-0.0483184838520296	5.55011122250646e-08	1.42730755823483e-05
"Zm00001eb257130"	-3.02563602892975	7.24139603433439	5.55108106623595e-08	1.42730755823483e-05
"Zm00001eb077080"	3.13708782976817	3.75767413135054	5.77177481838511e-08	1.46906244316836e-05
"Zm00001eb043810"	3.58873762506921	1.58726596910125	6.32950539586697e-08	1.59490876965056e-05
"Zm00001eb270580"	-3.48485276749593	2.09856210691453	6.88959108898552e-08	1.71885065604215e-05
"Zm00001eb069320"	-3.12934805172733	3.76198444648483	7.18191332783411e-08	1.77421423563494e-05
"Zm00001eb247830"	-4.32498977871414	0.96294426889652	7.49636433025235e-08	1.83391639217183e-05
"Zm00001eb196990"	4.15072306408165	0.770504567487892	7.85352902278175e-08	1.90281946457745e-05
"Zm00001eb277660"	-3.23656038668549	2.89397071493787	8.9577204382207e-08	2.14968228192653e-05
"Zm00001eb058070"	-3.05160717932421	4.26513416763367	9.13057004323068e-08	2.17049154669176e-05
"Zm00001eb167700"	-3.8446623492326	1.28238603605743	1.05084393481104e-07	2.47468836162323e-05
"Zm00001eb313920"	-3.94207747928443	1.1610771038231	1.15865892183512e-07	2.69556742407933e-05
"Zm00001eb399150"	-3.83299350024191	1.27192394184541	1.16603242013115e-07	2.69556742407933e-05
"Zm00001eb013070"	3.27388906525997	2.28693360940783	1.17756507166829e-07	2.69748042508159e-05
"Zm00001eb253580"	-2.96846250240241	5.17837734690888	1.27381510893465e-07	2.89167505539957e-05
"Zm00001eb295720"	3.49718921904586	1.50417759727701	1.37148386783564e-07	3.08559379479666e-05
"Zm00001eb332100"	-3.54824963737762	1.75580504594822	1.39748786631745e-07	3.08893853118133e-05
"Zm00001eb283460"	-3.54824963737762	1.75580504594822	1.39748786631745e-07	3.08893853118133e-05
"Zm00001eb317020"	3.26579444676103	2.16548615944636	1.44347751468741e-07	3.16284751435593e-05
"Zm00001eb032280"	-3.19990235407813	2.72668352994039	1.6431404870773e-07	3.54386643942149e-05
"Zm00001eb306070"	-2.93829174153979	5.15173833451298	1.64549715617237e-07	3.54386643942149e-05
"Zm00001eb101660"	-3.04361151162865	3.59534374521697	1.70720265118403e-07	3.64560105123179e-05
"Zm00001eb057010"	-3.36835316232919	1.99463455526445	1.7708235161966e-07	3.74968159337158e-05
"Zm00001eb351340"	-3.0184366556051	3.76940794872517	1.80876862611818e-07	3.79811265341049e-05
"Zm00001eb078870"	2.96939034406509	4.19783984190803	1.85403808460349e-07	3.86099600461477e-05
"Zm00001eb360290"	2.90453859954123	5.58809437526205	1.87923930191481e-07	3.88139933849586e-05
"Zm00001eb128120"	3.7053258136438	1.17659516660301	1.98134838417669e-07	4.05902573857596e-05
"Zm00001eb201180"	-2.86676705364608	7.30207870118825	2.11445209464313e-07	4.27230391679394e-05
"Zm00001eb420380"	-3.66645720048067	1.30472486104546	2.119366575122e-07	4.27230391679394e-05
"Zm00001eb170590"	-2.98289857174122	3.69670524106211	2.26032127593143e-07	4.52028377070795e-05
"Zm00001eb425130"	2.94496077791041	3.94020043383502	2.40695814765307e-07	4.7711299029296e-05
"Zm00001eb274870"	8.32160487195058	-0.317828996282655	2.42362341287002e-07	4.7711299029296e-05
"Zm00001eb148420"	-2.8263535964993	7.65048668391117	2.94284286880624e-07	5.74835307040153e-05
"Zm00001eb412990"	-2.90411957072214	4.42774984096735	2.99161028113245e-07	5.7986612203058e-05
"Zm00001eb402150"	-3.24866643921938	2.05276729910272	3.06444768588801e-07	5.89450021290123e-05
"Zm00001eb168900"	8.28109172262011	-0.355411054863655	3.1417340537204e-07	5.99737990042777e-05
"Zm00001eb412980"	-2.84691936476976	5.48307852167731	3.30315889837277e-07	6.2581201444509e-05
"Zm00001eb395330"	-4.38733862461861	0.640389610768428	3.38508409664718e-07	6.3654738109937e-05
"Zm00001eb102370"	-4.77220181984597	0.464193258768187	3.46271939901926e-07	6.46322988270277e-05
"Zm00001eb226530"	2.82371017393986	5.97337361124565	3.50298394744473e-07	6.49030805203766e-05
"Zm00001eb393490"	3.57011942761071	1.20134014611666	3.54813834744559e-07	6.52598467729445e-05
"Zm00001eb158260"	-4.12437225066503	0.78252766182271	3.72634895003468e-07	6.80409716253434e-05
"Zm00001eb423940"	3.29134611923151	1.69820795795917	3.8811656577138e-07	7.03579944194766e-05
"Zm00001eb227720"	2.92835370548157	3.51654786872071	4.02557554976722e-07	7.24546090735959e-05
"Zm00001eb366200"	-3.19046350957214	2.2168327125062	4.15583036335928e-07	7.42685202098774e-05
"Zm00001eb200120"	-4.35040934495738	0.607306060560726	4.60847364995637e-07	8.17776894588737e-05
"Zm00001eb409710"	-3.44616185643988	1.54502521354188	4.93042580965589e-07	8.68789297564399e-05
"Zm00001eb400020"	-2.92825967821409	3.18223132104573	5.27900522373017e-07	9.23126940237617e-05
"Zm00001eb382310"	-8.15693411988807	-0.342539536072498	5.34869962991873e-07	9.23126940237617e-05
"Zm00001eb053150"	-8.15693411988807	-0.342539536072498	5.34869962991873e-07	9.23126940237617e-05
"Zm00001eb230580"	-3.23379937174426	1.87568639002211	5.53311419138583e-07	9.48458580915239e-05
"Zm00001eb319590"	2.77179789271017	5.75657955335693	5.62547671320215e-07	9.57775420400457e-05
"Zm00001eb159390"	3.0978618112696	2.01571702457253	5.69579608741591e-07	9.63239394702726e-05
"Zm00001eb394930"	-3.06321027931429	2.40456632151393	5.74266113776195e-07	9.64690502328838e-05
"Zm00001eb159020"	-2.75829574623466	6.39768794631884	5.89830959119509e-07	9.80589744933237e-05
"Zm00001eb127310"	-2.96954167804182	2.82010915755914	5.91513775814954e-07	9.80589744933237e-05
"Zm00001eb408520"	3.32151224613304	1.34632361525131	5.97115609228166e-07	9.83406478518387e-05
"Zm00001eb415440"	-3.4637561674865	1.28570557614415	6.01382498166961e-07	9.84002349922798e-05
"Zm00001eb002600"	2.98522117356159	2.60941083327712	6.10084245814554e-07	9.91800182324848e-05
"Zm00001eb149500"	3.77401541596248	0.676986138378598	6.59780861965496e-07	0.000106571526665427
"Zm00001eb098620"	3.04608739599525	2.23966414902511	6.64361478400718e-07	0.000106627901482429
"Zm00001eb397980"	-2.7402414077439	6.15719936773319	6.96573599619104e-07	0.000111090263058242
"Zm00001eb395360"	-3.69447490872204	0.940587760709194	7.69242593676615e-07	0.000121442308862747
"Zm00001eb223210"	-3.84312384563944	0.828328272750112	7.71123478769724e-07	0.000121442308862747
"Zm00001eb051810"	-2.74184107103779	5.24435339908575	8.05730168301703e-07	0.000126104278142027
"Zm00001eb018040"	-2.85723618461428	3.28450307814288	8.54769311943972e-07	0.00013295356248373
"Zm00001eb159220"	-2.76887529775165	4.17084182076597	9.03608456234992e-07	0.000139525224241822
"Zm00001eb248930"	-2.72831651747946	5.18219698962639	9.08093371523885e-07	0.000139525224241822
"Zm00001eb409700"	-2.76439147494757	4.256868566737	9.23206592848179e-07	0.000140987634706596
"Zm00001eb214410"	2.70097739335057	6.03126175311674	9.58217968682923e-07	0.000145452869728146
"Zm00001eb120430"	3.35336157700026	1.26223757104202	1.0740479243514e-06	0.000162059039507824
"Zm00001eb285960"	2.85690898526629	2.76403626398243	1.17835996921741e-06	0.00017673996728774
"Zm00001eb290560"	8.05947207076908	-0.559078951743068	1.23039354512008e-06	0.000183452405620922
"Zm00001eb379570"	-2.75957113952905	3.66054707652095	1.31310974202032e-06	0.000194326970528674
"Zm00001eb121700"	-2.80577477926678	3.23986078658215	1.3187519628702e-06	0.000194326970528674
"Zm00001eb055260"	-3.27197477687287	1.51135299629106	1.34993608084435e-06	0.000197765635843697
"Zm00001eb007740"	-3.52022502759742	0.9945501072545	1.3808962866313e-06	0.000201131934280553
"Zm00001eb154000"	3.07935517102913	1.74024147594691	1.39817538520861e-06	0.000202478295152222
"Zm00001eb237960"	-2.65402478161058	6.08917436559948	1.41104283154999e-06	0.000203174041539409
"Zm00001eb279680"	-3.02612058794713	1.93327251208489	1.48789890444177e-06	0.000213023162466611
"Zm00001eb218350"	3.04220319315127	1.8428156140121	1.56356533069179e-06	0.000222591633913965
"Zm00001eb145860"	-4.17142503677983	0.448049101607762	1.68316821607077e-06	0.000238272318587366
"Zm00001eb011930"	-3.29103640644225	1.40851186211561	1.71227061331969e-06	0.000241037960415808
"Zm00001eb228490"	2.64478132909626	5.30744503219706	1.72875378637791e-06	0.000242006321717504
"Zm00001eb429420"	-3.72513186232825	0.724254167986289	1.77079187218389e-06	0.000245167107666427
"Zm00001eb041030"	-3.72513186232825	0.724254167986289	1.77079187218389e-06	0.000245167107666427
"Zm00001eb124930"	-5.02893015083605	-0.155576046203849	1.85659414804362e-06	0.000255641854330071
"Zm00001eb182560"	-3.07668333607653	1.73836367634188	1.87952356554943e-06	0.000257392580460405
"Zm00001eb316290"	-2.65998432136211	4.49889646626751	1.908978148566e-06	0.000260013142635493
"Zm00001eb065620"	2.9459650802545	1.88206870355718	1.94055173869716e-06	0.000262892595224145
"Zm00001eb032560"	-3.46080803320571	0.942562027045389	1.99409584643812e-06	0.000267687656817275
"Zm00001eb081770"	-2.95777146400235	2.14075220000376	2.00671253951537e-06	0.000267687656817275
"Zm00001eb135130"	2.79237696534444	2.67705088632142	2.00781677666739e-06	0.000267687656817275
"Zm00001eb010530"	-2.88994649131791	2.30683794233923	2.04026833298185e-06	0.00027058253397093
"Zm00001eb241760"	3.05533038771293	1.56983848558245	2.14678397057564e-06	0.000283218128222853
"Zm00001eb350280"	2.59758138512108	6.21937934964914	2.16314237243682e-06	0.000283889903649286
"Zm00001eb118450"	-2.90901690445828	2.2153469427541	2.25667329897337e-06	0.000294630330505342
"Zm00001eb052520"	-2.65839080561906	4.03523498054352	2.33335646965427e-06	0.000303071733620352
"Zm00001eb368740"	2.99910014141567	1.73891285667402	2.3631990514789e-06	0.000305373793329053
"Zm00001eb384900"	-2.83012476453132	2.40332911753457	2.49092078091004e-06	0.000320235825700873
"Zm00001eb039750"	-3.06966900689096	1.64292071505732	2.53589491226951e-06	0.000324362842636381
"Zm00001eb225090"	-3.43015595290346	0.915835883902598	2.5592656220218e-06	0.000325698864362148
"Zm00001eb219530"	3.57273495194828	0.496856183044393	2.57709107842188e-06	0.000326319301477761
"Zm00001eb069310"	-2.84805498781461	2.46492188443676	2.59667301839882e-06	0.000327154833588067
"Zm00001eb192770"	2.67687838268066	3.38900823838437	2.70350027204763e-06	0.000338919402263961
"Zm00001eb125290"	-4.08414364282648	0.371073487406389	2.81190044719453e-06	0.000350763700338653
"Zm00001eb161390"	-2.92170773828003	1.91444509449013	2.8980381747064e-06	0.000357337928535217
"Zm00001eb121050"	-3.33044465344388	1.00916589247463	2.95112265545842e-06	0.000357337928535217
"Zm00001eb237100"	2.78109545595876	2.46723801786961	2.96230747339198e-06	0.000357337928535217
"Zm00001eb169120"	7.96032262679307	-0.649065556525284	2.96387122247243e-06	0.000357337928535217
"Zm00001eb207990"	7.96032262679307	-0.649065556525284	2.96387122247243e-06	0.000357337928535217
"Zm00001eb283930"	-7.91684475846019	-0.554007941475118	2.96387122247243e-06	0.000357337928535217
"Zm00001eb414900"	-7.91684475846019	-0.554007941475118	2.96387122247243e-06	0.000357337928535217
"Zm00001eb207130"	-2.81651560993526	2.34396170320279	3.04201561229785e-06	0.000365012901898482
"Zm00001eb089540"	-2.91168056223242	2.03876718731978	3.21761928758038e-06	0.000384253890087443
"Zm00001eb426280"	-2.84637282048363	2.21633496387953	3.28338188005867e-06	0.000390037108387192
"Zm00001eb012680"	-3.39883846301503	0.888596494168674	3.29700389262925e-06	0.000390037108387192
"Zm00001eb222250"	-2.53893311008424	5.87835088555745	3.67250854013603e-06	0.000431118146576755
"Zm00001eb031880"	-2.96336510376288	1.72441980276748	3.67848247932385e-06	0.000431118146576755
"Zm00001eb000380"	-2.55531429591452	4.9812989239996	3.86470837444577e-06	0.00045084685934854
"Zm00001eb013880"	4.51101934720981	-0.116906926672329	3.9564364286153e-06	0.000459420668793771
"Zm00001eb081100"	3.62330271894433	0.294382804396993	3.99484008133903e-06	0.000461752203530187
"Zm00001eb238440"	-7.87263718630347	-0.592567393831909	4.01769210157372e-06	0.000462273084819428
"Zm00001eb388760"	-2.78852877979021	2.41372166404551	4.13218682147102e-06	0.000473285652397395
"Zm00001eb396710"	2.68181457123048	2.72938904178637	4.5553487824142e-06	0.000519392210946937
"Zm00001eb338750"	-2.69247227169523	2.65524232837496	4.75790241594632e-06	0.000540043356202772
"Zm00001eb299370"	-2.49778648613354	6.40937679635841	4.79257178189498e-06	0.000541539120000851
"Zm00001eb107560"	-2.51142696716852	5.45396620683625	4.85631406206151e-06	0.000546291972034937
"Zm00001eb333620"	2.57213986420109	3.61642634635809	5.06305490033794e-06	0.000567017143905402
"Zm00001eb158690"	-2.56754838865345	3.90211135188924	5.14024461180702e-06	0.000573114529771297
"Zm00001eb168890"	2.66141754372894	2.68351725053895	5.39149446542049e-06	0.000597269559617056
"Zm00001eb392630"	-3.24037557874992	0.931248020839142	5.40429635656357e-06	0.000597269559617056
"Zm00001eb185400"	-7.77993810086814	-0.673016472962106	5.47867104760056e-06	0.000602845209857811
"Zm00001eb154070"	2.60437979440774	3.117204652872	5.52888854098223e-06	0.000605725797633349
"Zm00001eb159280"	2.48525174612655	5.58118700642295	5.71786310394892e-06	0.000618690551674579
"Zm00001eb371220"	3.56684418196316	0.244689615096494	5.71846483575554e-06	0.000618690551674579
"Zm00001eb019930"	-2.68033268338549	2.71556668414963	5.72088652036578e-06	0.000618690551674579
"Zm00001eb115840"	2.59665054205484	3.22867834590101	5.86191054606326e-06	0.000631232572391889
"Zm00001eb189350"	-2.66801988434502	2.73915096237444	6.05831538605118e-06	0.000649606089777522
"Zm00001eb354270"	-2.69925799344364	2.46747460173223	6.19408578716708e-06	0.000655927007394559
"Zm00001eb022790"	4.4745975637865	-0.149603167361549	6.19535787601814e-06	0.000655927007394559
"Zm00001eb061830"	-4.1679515996913	-0.0689818458925845	6.19535787601814e-06	0.000655927007394559
"Zm00001eb426520"	-2.83906250653636	1.77222219792645	6.3009692474395e-06	0.000664317251451802
"Zm00001eb261620"	-2.73356543072	2.22372996257744	6.35727514725011e-06	0.000667460913168368
"Zm00001eb241960"	-2.9786448850875	1.4692191911464	6.41934493379345e-06	0.000671181135442852
"Zm00001eb068650"	-2.59264191872397	3.22748178771225	6.52907245080644e-06	0.000679832924030664
"Zm00001eb027780"	-3.05319313937138	1.32147745528687	6.95115263082474e-06	0.000720803061693505
"Zm00001eb170920"	-3.06960313538942	1.08670728545627	7.14889894447497e-06	0.00073827030984787
"Zm00001eb432180"	-2.83624131750951	1.69476847067713	7.5713480271155e-06	0.000778705418723496
"Zm00001eb020900"	-2.89043543617396	1.57793960382868	7.61634835209102e-06	0.000780149373073128
"Zm00001eb383680"	-3.04133242495037	1.31128483758402	7.65042429226512e-06	0.000780467171321848
"Zm00001eb271840"	-4.13633802050777	-0.0962437600758081	7.78880745875005e-06	0.00078828740586623
"Zm00001eb125030"	-2.74234425696305	2.07243311373049	7.78964854594378e-06	0.00078828740586623
"Zm00001eb055410"	2.42518173945879	6.79221640807275	7.97905024556032e-06	0.000804224432350516
"Zm00001eb344210"	-3.68224440409999	0.393258753308822	8.07828165715141e-06	0.000810982235844228
"Zm00001eb053840"	-2.94625667712175	1.44147236309482	8.3512397195476e-06	0.000835057692274446
"Zm00001eb270570"	-3.02937339212205	1.30101863279364	8.42458569293069e-06	0.000835996878482016
"Zm00001eb113210"	-3.10333469989456	0.972688516186824	8.42698655188634e-06	0.000835996878482016
"Zm00001eb264770"	2.56904343613082	2.79240852485169	8.63109761454064e-06	0.000852887834083118
"Zm00001eb433540"	-2.42488194083147	5.85082784112842	8.9472072020469e-06	0.000880670808895226
"Zm00001eb310180"	-2.60534322485097	2.58125979178912	9.13999867323635e-06	0.000896146640343228
"Zm00001eb142620"	-2.45198850236901	4.51587896690025	9.23213646849402e-06	0.000901671995089582
"Zm00001eb066680"	2.40955644059443	6.40876148614361	9.44592404833342e-06	0.000918989938879944
"Zm00001eb156200"	3.3941225651204	0.339760583069498	9.57279524376086e-06	0.000927751132893408
"Zm00001eb367120"	2.55042622929046	2.96491456657256	9.66628769979539e-06	0.000933222672258407
"Zm00001eb087570"	-4.10401614756526	-0.124044446017024	9.82363198819383e-06	0.000944793430681329
"Zm00001eb289910"	3.23603891203176	0.594822643912813	1.00454228107654e-05	0.000962450813633709
"Zm00001eb148670"	2.40857767941868	5.68625282548394	1.01459486104231e-05	0.000968400049566068
"Zm00001eb408900"	-2.6334545003698	2.4116155238894	1.02442615863793e-05	0.000974093975296553
"Zm00001eb382990"	-3.23116178011861	0.743945403704732	1.08300262138491e-05	0.00102592105464876
"Zm00001eb416920"	-4.7404192030992	-0.406086072367686	1.12249749577878e-05	0.00105935175650314
"Zm00001eb326950"	-2.48893925793464	3.5205191508914	1.12935607824577e-05	0.00106184755446406
"Zm00001eb031240"	-2.73919864400943	1.75860568303211	1.15048806282411e-05	0.00107769510063353
"Zm00001eb179680"	-2.42355027714195	4.51766141440471	1.19017483615703e-05	0.00111074168598092
"Zm00001eb032600"	-2.36776790924705	6.98766460573885	1.24440283686739e-05	0.00115395231670428
"Zm00001eb392090"	-2.9680444396642	1.24854514748342	1.24563469379937e-05	0.00115395231670428
"Zm00001eb061280"	2.39798244869413	4.93182711319905	1.2542895019491e-05	0.00115771380476606
"Zm00001eb151750"	-2.38175504739218	5.73137036086562	1.27400274465778e-05	0.00117161756057981
"Zm00001eb006680"	-2.43721565179855	3.861138251961	1.29656189029926e-05	0.00118802787315493
"Zm00001eb405820"	-2.93356427204635	1.10045745352075	1.30356052310775e-05	0.00119011297323439
"Zm00001eb187720"	-3.12765439740107	0.834577566593236	1.30939181317621e-05	0.00119112111582722
"Zm00001eb178940"	2.54169843134205	2.60988831125767	1.35482341955828e-05	0.00122801584626006
"Zm00001eb365220"	-3.04136512970388	0.919833313705014	1.36591961393627e-05	0.00123363592946116
"Zm00001eb150050"	-2.38154441779967	5.23793145883662	1.37136000796881e-05	0.00123412605288564
