""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0022607"	"GO:0022607"	"cellular component assembly"	"15/47"	"314/7535"	3.19581634520268e-10	6.16336009431945e-09	5.91105880390871e-09	"LOC541871/LOC100284772/LOC542723/LOC103654631/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	15
"GO:0043933"	"GO:0043933"	"protein-containing complex organization"	"15/47"	"356/7535"	1.83873396690509e-09	3.30972114042917e-08	3.17423547970984e-08	"LOC541871/LOC100284772/LOC542723/LOC103650830/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	15
"GO:0009628"	"GO:0009628"	"response to abiotic stimulus"	"14/47"	"305/7535"	2.40788806804491e-09	4.06331111482578e-08	3.89697674170426e-08	"LOC100284772/LOC542723/LOC100286374/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	14
"GO:0010033"	"GO:0010033"	"response to organic substance"	"14/47"	"401/7535"	7.94279645553206e-08	1.26150296646686e-06	1.20986249415535e-06	"LOC100284772/LOC542723/LOC100285725/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	14
"GO:0006970"	"GO:0006970"	"response to osmotic stress"	"3/47"	"55/7535"	0.0047555761699249	0.0713336425488735	0.0684135519182179	"LOC100284772/LOC542723/LOC100286374"	3
"GO:0042542"	"GO:0042542"	"response to hydrogen peroxide"	"2/47"	"20/7535"	0.00673617398860556	0.0957245777328159	0.0918060277671451	"LOC100284772/LOC542723"	2
"GO:0051259"	"GO:0051259"	"protein complex oligomerization"	"2/47"	"22/7535"	0.00812515595199341	0.109689605351911	0.105199387588967	"LOC100284772/LOC542723"	2
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"2/47"	"43/7535"	0.0292389797166498	0.375929739214069	0.360540802521095	"LOC100284772/LOC542723"	2
"GO:0009651"	"GO:0009651"	"response to salt stress"	"2/47"	"46/7535"	0.0331212031490296	0.404506918369962	0.387948155629671	"LOC100284772/LOC542723"	2
"GO:0098771"	"GO:0098771"	"inorganic ion homeostasis"	"2/47"	"47/7535"	0.0344579967500338	0.404506918369962	0.387948155629671	"LOC103650976/LOC100283298"	2
"GO:0055080"	"GO:0055080"	"monoatomic cation homeostasis"	"2/47"	"54/7535"	0.0443828139799819	0.471972294445715	0.452651791164311	"LOC103650976/LOC100283298"	2
"GO:0050801"	"GO:0050801"	"monoatomic ion homeostasis"	"2/47"	"60/7535"	0.0536274297918602	0.471972294445715	0.452651791164311	"LOC103650976/LOC100283298"	2
"GO:0009408"	"GO:0009408"	"response to heat"	"2/47"	"61/7535"	0.0552298499292016	0.471972294445715	0.452651791164311	"LOC100284772/LOC542723"	2
"GO:0048316"	"GO:0048316"	"seed development"	"2/47"	"61/7535"	0.0552298499292016	0.471972294445715	0.452651791164311	"LOC541871/LOC100285725"	2
"GO:0016553"	"GO:0016553"	"base conversion or substitution editing"	"1/47"	"10/7535"	0.0606888072448029	0.471972294445715	0.452651791164311	"LOC103630373"	1
"GO:0051053"	"GO:0051053"	"negative regulation of DNA metabolic process"	"1/47"	"10/7535"	0.0606888072448029	0.471972294445715	0.452651791164311	"LOC541871"	1
"GO:1901991"	"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	"1/47"	"10/7535"	0.0606888072448029	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0010154"	"GO:0010154"	"fruit development"	"2/47"	"65/7535"	0.0618058963065663	0.471972294445715	0.452651791164311	"LOC541871/LOC100285725"	2
"GO:0000045"	"GO:0000045"	"autophagosome assembly"	"1/47"	"11/7535"	0.066555601405533	0.471972294445715	0.452651791164311	"LOC103654631"	1
"GO:0031570"	"GO:0031570"	"DNA integrity checkpoint signaling"	"1/47"	"11/7535"	0.066555601405533	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0044786"	"GO:0044786"	"cell cycle DNA replication"	"1/47"	"11/7535"	0.066555601405533	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:1905037"	"GO:1905037"	"autophagosome organization"	"1/47"	"11/7535"	0.066555601405533	0.471972294445715	0.452651791164311	"LOC103654631"	1
"GO:0007005"	"GO:0007005"	"mitochondrion organization"	"2/47"	"71/7535"	0.0721408907821544	0.471972294445715	0.452651791164311	"LOC103654631/LOC541817"	2
"GO:0009845"	"GO:0009845"	"seed germination"	"1/47"	"12/7535"	0.0723865273404002	0.471972294445715	0.452651791164311	"LOC100285725"	1
"GO:0045930"	"GO:0045930"	"negative regulation of mitotic cell cycle"	"1/47"	"12/7535"	0.0723865273404002	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0006465"	"GO:0006465"	"signal peptide processing"	"1/47"	"13/7535"	0.0781817996008017	0.471972294445715	0.452651791164311	"LOC100284858"	1
"GO:1903008"	"GO:1903008"	"organelle disassembly"	"1/47"	"13/7535"	0.0781817996008017	0.471972294445715	0.452651791164311	"LOC103654631"	1
"GO:0021700"	"GO:0021700"	"developmental maturation"	"1/47"	"14/7535"	0.0839416314831151	0.471972294445715	0.452651791164311	"LOC100285725"	1
"GO:0035384"	"GO:0035384"	"thioester biosynthetic process"	"1/47"	"14/7535"	0.0839416314831151	0.471972294445715	0.452651791164311	"LOC542319"	1
"GO:0071616"	"GO:0071616"	"acyl-CoA biosynthetic process"	"1/47"	"14/7535"	0.0839416314831151	0.471972294445715	0.452651791164311	"LOC542319"	1
"GO:0006996"	"GO:0006996"	"organelle organization"	"6/47"	"498/7535"	0.0873156747856363	0.471972294445715	0.452651791164311	"LOC541871/LOC103654631/LOC103654861/LOC100284783/LOC541817/LOC103646028"	6
"GO:0006310"	"GO:0006310"	"DNA recombination"	"2/47"	"80/7535"	0.0885985880474728	0.471972294445715	0.452651791164311	"LOC541871/LOC103654861"	2
"GO:0000075"	"GO:0000075"	"cell cycle checkpoint signaling"	"1/47"	"15/7535"	0.0896662350358735	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0007033"	"GO:0007033"	"vacuole organization"	"1/47"	"15/7535"	0.0896662350358735	0.471972294445715	0.452651791164311	"LOC103654631"	1
"GO:0016236"	"GO:0016236"	"macroautophagy"	"1/47"	"15/7535"	0.0896662350358735	0.471972294445715	0.452651791164311	"LOC103654631"	1
"GO:0090351"	"GO:0090351"	"seedling development"	"1/47"	"15/7535"	0.0896662350358735	0.471972294445715	0.452651791164311	"LOC100285725"	1
"GO:0051604"	"GO:0051604"	"protein maturation"	"3/47"	"175/7535"	0.0951542657033752	0.471972294445715	0.452651791164311	"LOC100284858/LOC100284772/LOC542723"	3
"GO:1901990"	"GO:1901990"	"regulation of mitotic cell cycle phase transition"	"1/47"	"16/7535"	0.0953558210668989	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0006874"	"GO:0006874"	"intracellular calcium ion homeostasis"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC100283298"	1
"GO:0032956"	"GO:0032956"	"regulation of actin cytoskeleton organization"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC103646028"	1
"GO:0032970"	"GO:0032970"	"regulation of actin filament-based process"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC103646028"	1
"GO:0045489"	"GO:0045489"	"pectin biosynthetic process"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC100281407"	1
"GO:0055074"	"GO:0055074"	"calcium ion homeostasis"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC100283298"	1
"GO:1901988"	"GO:1901988"	"negative regulation of cell cycle phase transition"	"1/47"	"17/7535"	0.101010599150402	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0003002"	"GO:0003002"	"regionalization"	"1/47"	"18/7535"	0.106630777634032	0.471972294445715	0.452651791164311	"TAC1"	1
"GO:0007131"	"GO:0007131"	"reciprocal meiotic recombination"	"1/47"	"18/7535"	0.106630777634032	0.471972294445715	0.452651791164311	"LOC103654861"	1
"GO:0010948"	"GO:0010948"	"negative regulation of cell cycle process"	"1/47"	"18/7535"	0.106630777634032	0.471972294445715	0.452651791164311	"LOC100279945"	1
"GO:0140527"	"GO:0140527"	"reciprocal homologous recombination"	"1/47"	"18/7535"	0.106630777634032	0.471972294445715	0.452651791164311	"LOC103654861"	1
"GO:0007166"	"GO:0007166"	"cell surface receptor signaling pathway"	"1/47"	"19/7535"	0.112216563645898	0.472315493441973	0.452980941078852	"LOC100382347"	1
"GO:0035825"	"GO:0035825"	"homologous recombination"	"1/47"	"19/7535"	0.112216563645898	0.472315493441973	0.452980941078852	"LOC103654861"	1
"GO:0048878"	"GO:0048878"	"chemical homeostasis"	"2/47"	"93/7535"	0.114092808614811	0.472315493441973	0.452980941078852	"LOC103650976/LOC100283298"	2
"GO:0050793"	"GO:0050793"	"regulation of developmental process"	"2/47"	"97/7535"	0.122285063896676	0.472315493441973	0.452980941078852	"LOC541871/LOC100285725"	2
"GO:0007127"	"GO:0007127"	"meiosis I"	"1/47"	"21/7535"	0.12328578071089	0.472315493441973	0.452980941078852	"LOC103654861"	1
"GO:0007346"	"GO:0007346"	"regulation of mitotic cell cycle"	"1/47"	"21/7535"	0.12328578071089	0.472315493441973	0.452980941078852	"LOC100279945"	1
"GO:0033866"	"GO:0033866"	"nucleoside bisphosphate biosynthetic process"	"1/47"	"21/7535"	0.12328578071089	0.472315493441973	0.452980941078852	"LOC542319"	1
"GO:0034030"	"GO:0034030"	"ribonucleoside bisphosphate biosynthetic process"	"1/47"	"21/7535"	0.12328578071089	0.472315493441973	0.452980941078852	"LOC542319"	1
"GO:0034033"	"GO:0034033"	"purine nucleoside bisphosphate biosynthetic process"	"1/47"	"21/7535"	0.12328578071089	0.472315493441973	0.452980941078852	"LOC542319"	1
"GO:0009664"	"GO:0009664"	"plant-type cell wall organization"	"1/47"	"22/7535"	0.128769619985123	0.472315493441973	0.452980941078852	"LOC103631735"	1
"GO:0061982"	"GO:0061982"	"meiosis I cell cycle process"	"1/47"	"22/7535"	0.128769619985123	0.472315493441973	0.452980941078852	"LOC103654861"	1
"GO:0006906"	"GO:0006906"	"vesicle fusion"	"1/47"	"23/7535"	0.134219883243568	0.472315493441973	0.452980941078852	"LOC100284783"	1
"GO:0007389"	"GO:0007389"	"pattern specification process"	"1/47"	"23/7535"	0.134219883243568	0.472315493441973	0.452980941078852	"TAC1"	1
"GO:0090174"	"GO:0090174"	"organelle membrane fusion"	"1/47"	"23/7535"	0.134219883243568	0.472315493441973	0.452980941078852	"LOC100284783"	1
"GO:1901987"	"GO:1901987"	"regulation of cell cycle phase transition"	"1/47"	"23/7535"	0.134219883243568	0.472315493441973	0.452980941078852	"LOC100279945"	1
"GO:0022414"	"GO:0022414"	"reproductive process"	"3/47"	"211/7535"	0.143804519735568	0.472315493441973	0.452980941078852	"LOC541871/LOC103654861/LOC100285725"	3
"GO:0032504"	"GO:0032504"	"multicellular organism reproduction"	"1/47"	"25/7535"	0.145020485071955	0.472315493441973	0.452980941078852	"LOC100285725"	1
"GO:0048609"	"GO:0048609"	"multicellular organismal reproductive process"	"1/47"	"25/7535"	0.145020485071955	0.472315493441973	0.452980941078852	"LOC100285725"	1
"GO:0051493"	"GO:0051493"	"regulation of cytoskeleton organization"	"1/47"	"25/7535"	0.145020485071955	0.472315493441973	0.452980941078852	"LOC103646028"	1
"GO:0061025"	"GO:0061025"	"membrane fusion"	"1/47"	"25/7535"	0.145020485071955	0.472315493441973	0.452980941078852	"LOC100284783"	1
"GO:0006637"	"GO:0006637"	"acyl-CoA metabolic process"	"1/47"	"26/7535"	0.150371222382424	0.472315493441973	0.452980941078852	"LOC542319"	1
"GO:0035383"	"GO:0035383"	"thioester metabolic process"	"1/47"	"26/7535"	0.150371222382424	0.472315493441973	0.452980941078852	"LOC542319"	1
"GO:0051052"	"GO:0051052"	"regulation of DNA metabolic process"	"1/47"	"26/7535"	0.150371222382424	0.472315493441973	0.452980941078852	"LOC541871"	1
"GO:0051656"	"GO:0051656"	"establishment of organelle localization"	"1/47"	"26/7535"	0.150371222382424	0.472315493441973	0.452980941078852	"LOC103646028"	1
"GO:0009266"	"GO:0009266"	"response to temperature stimulus"	"2/47"	"112/7535"	0.154177497358409	0.472315493441973	0.452980941078852	"LOC100284772/LOC542723"	2
"GO:0006259"	"GO:0006259"	"DNA metabolic process"	"3/47"	"219/7535"	0.155590809303927	0.472315493441973	0.452980941078852	"LOC541871/LOC103654861/LOC100279945"	3
"GO:0016485"	"GO:0016485"	"protein processing"	"1/47"	"27/7535"	0.155689181171613	0.472315493441973	0.452980941078852	"LOC100284858"	1
"GO:0048284"	"GO:0048284"	"organelle fusion"	"1/47"	"27/7535"	0.155689181171613	0.472315493441973	0.452980941078852	"LOC100284783"	1
"GO:0048523"	"GO:0048523"	"negative regulation of cellular process"	"3/47"	"222/7535"	0.160089403784689	0.4724253329706	0.453086284252505	"LOC541871/LOC100279945/LOC103635534"	3
"GO:0042592"	"GO:0042592"	"homeostatic process"	"2/47"	"115/7535"	0.160743819979624	0.4724253329706	0.453086284252505	"LOC103650976/LOC100283298"	2
"GO:0045786"	"GO:0045786"	"negative regulation of cell cycle"	"1/47"	"28/7535"	0.160974557901093	0.4724253329706	0.453086284252505	"LOC100279945"	1
"GO:0000003"	"GO:0000003"	"reproduction"	"3/47"	"227/7535"	0.167677241521337	0.486804894739366	0.466877208989802	"LOC541871/LOC103654861/LOC100285725"	3
"GO:0009653"	"GO:0009653"	"anatomical structure morphogenesis"	"2/47"	"120/7535"	0.1718021880852	0.493474370031958	0.473273664825971	"LOC103631735/TAC1"	2
"GO:0031146"	"GO:0031146"	"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	"1/47"	"32/7535"	0.181794133289064	0.516678063032078	0.495527499048308	"LOC100284059"	1
"GO:0006914"	"GO:0006914"	"autophagy"	"1/47"	"35/7535"	0.197076159947009	0.537685806988957	0.515675276878298	"LOC103654631"	1
"GO:0061919"	"GO:0061919"	"process utilizing autophagic mechanism"	"1/47"	"35/7535"	0.197076159947009	0.537685806988957	0.515675276878298	"LOC103654631"	1
"GO:0048856"	"GO:0048856"	"anatomical structure development"	"4/47"	"371/7535"	0.199424134481658	0.537685806988957	0.515675276878298	"LOC103631735/LOC541871/TAC1/LOC100285725"	4
"GO:0140013"	"GO:0140013"	"meiotic nuclear division"	"1/47"	"36/7535"	0.202107816011342	0.537685806988957	0.515675276878298	"LOC103654861"	1
"GO:0071555"	"GO:0071555"	"cell wall organization"	"2/47"	"134/7535"	0.203384852631734	0.537685806988957	0.515675276878298	"LOC103631735/LOC100281407"	2
"GO:0048519"	"GO:0048519"	"negative regulation of biological process"	"3/47"	"250/7535"	0.203870599824378	0.537685806988957	0.515675276878298	"LOC541871/LOC100279945/LOC103635534"	3
"GO:0006457"	"GO:0006457"	"protein folding"	"2/47"	"135/7535"	0.205668823465389	0.537685806988957	0.515675276878298	"LOC100284772/LOC542723"	2
"GO:0010393"	"GO:0010393"	"galacturonan metabolic process"	"1/47"	"37/7535"	0.207108607136487	0.537685806988957	0.515675276878298	"LOC100281407"	1
"GO:0045488"	"GO:0045488"	"pectin metabolic process"	"1/47"	"37/7535"	0.207108607136487	0.537685806988957	0.515675276878298	"LOC100281407"	1
"GO:0010564"	"GO:0010564"	"regulation of cell cycle process"	"1/47"	"38/7535"	0.212078718561479	0.538360699671148	0.516322542374668	"LOC100279945"	1
"GO:0045229"	"GO:0045229"	"external encapsulating structure organization"	"2/47"	"140/7535"	0.217132006969548	0.538360699671148	0.516322542374668	"LOC103631735/LOC100281407"	2
"GO:0030003"	"GO:0030003"	"intracellular monoatomic cation homeostasis"	"1/47"	"40/7535"	0.221927637837511	0.538360699671148	0.516322542374668	"LOC100283298"	1
"GO:0033865"	"GO:0033865"	"nucleoside bisphosphate metabolic process"	"1/47"	"40/7535"	0.221927637837511	0.538360699671148	0.516322542374668	"LOC542319"	1
"GO:0033875"	"GO:0033875"	"ribonucleoside bisphosphate metabolic process"	"1/47"	"40/7535"	0.221927637837511	0.538360699671148	0.516322542374668	"LOC542319"	1
"GO:0034032"	"GO:0034032"	"purine nucleoside bisphosphate metabolic process"	"1/47"	"40/7535"	0.221927637837511	0.538360699671148	0.516322542374668	"LOC542319"	1
"GO:0044772"	"GO:0044772"	"mitotic cell cycle phase transition"	"1/47"	"40/7535"	0.221927637837511	0.538360699671148	0.516322542374668	"LOC100279945"	1
"GO:1903046"	"GO:1903046"	"meiotic cell cycle process"	"1/47"	"41/7535"	0.226806810755675	0.538360699671148	0.516322542374668	"LOC103654861"	1
"GO:0022402"	"GO:0022402"	"cell cycle process"	"2/47"	"146/7535"	0.230967427453442	0.538360699671148	0.516322542374668	"LOC103654861/LOC100279945"	2
"GO:0006979"	"GO:0006979"	"response to oxidative stress"	"2/47"	"147/7535"	0.233280165130651	0.538360699671148	0.516322542374668	"LOC100284772/LOC542723"	2
"GO:0048608"	"GO:0048608"	"reproductive structure development"	"2/47"	"150/7535"	0.240227892105755	0.538360699671148	0.516322542374668	"LOC541871/LOC100285725"	2
"GO:0061458"	"GO:0061458"	"reproductive system development"	"2/47"	"150/7535"	0.240227892105755	0.538360699671148	0.516322542374668	"LOC541871/LOC100285725"	2
"GO:0006873"	"GO:0006873"	"intracellular monoatomic ion homeostasis"	"1/47"	"44/7535"	0.241265350593366	0.538360699671148	0.516322542374668	"LOC100283298"	1
"GO:0009793"	"GO:0009793"	"embryo development ending in seed dormancy"	"1/47"	"44/7535"	0.241265350593366	0.538360699671148	0.516322542374668	"LOC100285725"	1
"GO:0033043"	"GO:0033043"	"regulation of organelle organization"	"1/47"	"44/7535"	0.241265350593366	0.538360699671148	0.516322542374668	"LOC103646028"	1
"GO:0048580"	"GO:0048580"	"regulation of post-embryonic development"	"1/47"	"44/7535"	0.241265350593366	0.538360699671148	0.516322542374668	"LOC100285725"	1
"GO:2000026"	"GO:2000026"	"regulation of multicellular organismal development"	"1/47"	"44/7535"	0.241265350593366	0.538360699671148	0.516322542374668	"LOC100285725"	1
"GO:0009790"	"GO:0009790"	"embryo development"	"1/47"	"46/7535"	0.250757013538597	0.543102164101727	0.520869911770078	"LOC100285725"	1
"GO:0022411"	"GO:0022411"	"cellular component disassembly"	"1/47"	"46/7535"	0.250757013538597	0.543102164101727	0.520869911770078	"LOC103654631"	1
"GO:0007275"	"GO:0007275"	"multicellular organism development"	"3/47"	"280/7535"	0.253531429781777	0.543102164101727	0.520869911770078	"LOC541871/TAC1/LOC100285725"	3
"GO:0006261"	"GO:0006261"	"DNA-templated DNA replication"	"1/47"	"47/7535"	0.255459166077479	0.543102164101727	0.520869911770078	"LOC100279945"	1
"GO:0044770"	"GO:0044770"	"cell cycle phase transition"	"1/47"	"47/7535"	0.255459166077479	0.543102164101727	0.520869911770078	"LOC100279945"	1
"GO:0051321"	"GO:0051321"	"meiotic cell cycle"	"1/47"	"47/7535"	0.255459166077479	0.543102164101727	0.520869911770078	"LOC103654861"	1
"GO:2000241"	"GO:2000241"	"regulation of reproductive process"	"1/47"	"48/7535"	0.260132432529717	0.548716849867372	0.526254756597948	"LOC541871"	1
"GO:0003006"	"GO:0003006"	"developmental process involved in reproduction"	"2/47"	"162/7535"	0.268111871309047	0.555237482201372	0.532508462462135	"LOC541871/LOC100285725"	2
"GO:0009152"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	"1/47"	"50/7535"	0.269393000623629	0.555237482201372	0.532508462462135	"LOC542319"	1
"GO:0051640"	"GO:0051640"	"organelle localization"	"1/47"	"50/7535"	0.269393000623629	0.555237482201372	0.532508462462135	"LOC103646028"	1
"GO:0032502"	"GO:0032502"	"developmental process"	"4/47"	"428/7535"	0.27673636436037	0.5570801890992	0.534275736913852	"LOC103631735/LOC541871/TAC1/LOC100285725"	4
"GO:0030029"	"GO:0030029"	"actin filament-based process"	"1/47"	"52/7535"	0.2785400945496	0.5570801890992	0.534275736913852	"LOC103646028"	1
"GO:0030036"	"GO:0030036"	"actin cytoskeleton organization"	"1/47"	"52/7535"	0.2785400945496	0.5570801890992	0.534275736913852	"LOC103646028"	1
"GO:0055082"	"GO:0055082"	"intracellular chemical homeostasis"	"1/47"	"52/7535"	0.2785400945496	0.5570801890992	0.534275736913852	"LOC100283298"	1
"GO:0000280"	"GO:0000280"	"nuclear division"	"1/47"	"54/7535"	0.287575074896337	0.559823827273983	0.536907062414815	"LOC103654861"	1
"GO:0006888"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"1/47"	"55/7535"	0.292050943293593	0.559823827273983	0.536907062414815	"LOC100284783"	1
"GO:0044272"	"GO:0044272"	"sulfur compound biosynthetic process"	"1/47"	"55/7535"	0.292050943293593	0.559823827273983	0.536907062414815	"LOC542319"	1
"GO:0051239"	"GO:0051239"	"regulation of multicellular organismal process"	"1/47"	"55/7535"	0.292050943293593	0.559823827273983	0.536907062414815	"LOC100285725"	1
"GO:0006417"	"GO:0006417"	"regulation of translation"	"1/47"	"56/7535"	0.296499286296962	0.559823827273983	0.536907062414815	"LOC103646774"	1
"GO:0016050"	"GO:0016050"	"vesicle organization"	"1/47"	"56/7535"	0.296499286296962	0.559823827273983	0.536907062414815	"LOC100284783"	1
"GO:0034248"	"GO:0034248"	"regulation of amide metabolic process"	"1/47"	"56/7535"	0.296499286296962	0.559823827273983	0.536907062414815	"LOC103646774"	1
"GO:0045934"	"GO:0045934"	"negative regulation of nucleobase-containing compound metabolic process"	"1/47"	"56/7535"	0.296499286296962	0.559823827273983	0.536907062414815	"LOC541871"	1
"GO:0006402"	"GO:0006402"	"mRNA catabolic process"	"1/47"	"57/7535"	0.300920269522532	0.560334294972991	0.537396633775266	"LOC103635534"	1
"GO:0051128"	"GO:0051128"	"regulation of cellular component organization"	"1/47"	"57/7535"	0.300920269522532	0.560334294972991	0.537396633775266	"LOC103646028"	1
"GO:0031324"	"GO:0031324"	"negative regulation of cellular metabolic process"	"2/47"	"180/7535"	0.309938563693758	0.569206280824299	0.54590543891921	"LOC541871/LOC103635534"	2
"GO:0032501"	"GO:0032501"	"multicellular organismal process"	"3/47"	"314/7535"	0.311762134468288	0.569206280824299	0.54590543891921	"LOC541871/TAC1/LOC100285725"	3
"GO:0071669"	"GO:0071669"	"plant-type cell wall organization or biogenesis"	"1/47"	"60/7535"	0.314020702109838	0.569206280824299	0.54590543891921	"LOC103631735"	1
"GO:0006164"	"GO:0006164"	"purine nucleotide biosynthetic process"	"1/47"	"61/7535"	0.318333882979515	0.569206280824299	0.54590543891921	"LOC542319"	1
"GO:0070925"	"GO:0070925"	"organelle assembly"	"1/47"	"61/7535"	0.318333882979515	0.569206280824299	0.54590543891921	"LOC103654631"	1
"GO:0072522"	"GO:0072522"	"purine-containing compound biosynthetic process"	"1/47"	"61/7535"	0.318333882979515	0.569206280824299	0.54590543891921	"LOC542319"	1
