""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0005576"	"GO:0005576"	"extracellular region"	"19/458"	"252/7601"	0.183700205293278	0.999672550613385	0.999672550613385	"LOC100279948/LOC103643530/LOC100280212/LOC100273345/LOC100383352/PER66/LOC100282124/LOC732847/LOC100281551/LOC103652771/LOC103653021/LOC100284542/LOC103654365/LOC103625882/LOC542684/LOC103629160/LOC100279291/LOC100382329/LOC100283923"	19
"GO:0031981"	"GO:0031981"	"nuclear lumen"	"18/458"	"238/7601"	0.188214658819736	0.999672550613385	0.999672550613385	"LOC100282627/LOC100191998/LOC100192795/LOC100274342/LOC100193822/LOC100278920/LOC103651663/LOC100279309/LOC100856959/LOC100283150/LOC100285013/LOC100279268/LOC100281584/LOC100280249/LOC100272500/LOC100279993/LOC100285399/LOC100281385"	18
"GO:0043596"	"GO:0043596"	"nuclear replication fork"	"2/458"	"14/7601"	0.204942867987127	0.999672550613385	0.999672550613385	"LOC100285013/LOC100279993"	2
"GO:0009527"	"GO:0009527"	"plastid outer membrane"	"3/458"	"28/7601"	0.236500042295972	0.999672550613385	0.999672550613385	"LOC103648238/LOC100274105/LOC100383294"	3
"GO:0098798"	"GO:0098798"	"mitochondrial protein-containing complex"	"7/458"	"85/7601"	0.250813109363335	0.999672550613385	0.999672550613385	"LOC103630760/LOC100282289/LOC103650021/LOC100283198/LOC103625728/LOC100272832/LOC100283792"	7
"GO:0005694"	"GO:0005694"	"chromosome"	"14/458"	"190/7601"	0.254845692161005	0.999672550613385	0.999672550613385	"LOC100381287/LOC100192589/LOC103638044/LOC103646477/LOC103653610/LOC103641629/LOC542301/LOC100279309/LOC100285013/LOC100501512/LOC100279993/LOC100285101/LOC103639304/LOC100277005"	14
"GO:0005761"	"GO:0005761"	"mitochondrial ribosome"	"2/458"	"18/7601"	0.29620665108056	0.999672550613385	0.999672550613385	"LOC100282289/LOC100272832"	2
"GO:0005783"	"GO:0005783"	"endoplasmic reticulum"	"29/458"	"436/7601"	0.314545412583986	0.999672550613385	0.999672550613385	"LOC100277047/LOC100276771/LOC100383158/LOC100382332/LOC100217267/LOC100274016/LOC100274548/LOC542766/LOC100281987/LOC100284871/LOC103654385/LOC606471/LOC100273391/LOC100193935/LOC103627472/LOC100282213/LOC100303994/LOC103630431/LOC100284518/LOC100381482/LOC100383128/LOC100280873/LOC100192626/LOC100272628/LOC100276971/LOC100192727/LOC100281693/LOC542294/LOC606478"	29
"GO:0005657"	"GO:0005657"	"replication fork"	"2/458"	"19/7601"	0.318956809122504	0.999672550613385	0.999672550613385	"LOC100285013/LOC100279993"	2
"GO:0033178"	"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"2/458"	"19/7601"	0.318956809122504	0.999672550613385	0.999672550613385	"LOC103647744/LOC100283198"	2
"GO:0031974"	"GO:0031974"	"membrane-enclosed lumen"	"21/458"	"316/7601"	0.351730872113501	0.999672550613385	0.999672550613385	"LOC100282289/LOC100282627/LOC100191998/LOC100192795/LOC100274342/LOC100193822/LOC100278920/LOC103651663/LOC100279309/LOC100856959/LOC100272832/LOC100283150/LOC100285013/LOC100279268/LOC100281584/LOC100280249/LOC100272500/LOC100279993/LOC100285399/LOC100281385/LOC542294"	21
"GO:0043233"	"GO:0043233"	"organelle lumen"	"21/458"	"316/7601"	0.351730872113501	0.999672550613385	0.999672550613385	"LOC100282289/LOC100282627/LOC100191998/LOC100192795/LOC100274342/LOC100193822/LOC100278920/LOC103651663/LOC100279309/LOC100856959/LOC100272832/LOC100283150/LOC100285013/LOC100279268/LOC100281584/LOC100280249/LOC100272500/LOC100279993/LOC100285399/LOC100281385/LOC542294"	21
"GO:0070013"	"GO:0070013"	"intracellular organelle lumen"	"21/458"	"316/7601"	0.351730872113501	0.999672550613385	0.999672550613385	"LOC100282289/LOC100282627/LOC100191998/LOC100192795/LOC100274342/LOC100193822/LOC100278920/LOC103651663/LOC100279309/LOC100856959/LOC100272832/LOC100283150/LOC100285013/LOC100279268/LOC100281584/LOC100280249/LOC100272500/LOC100279993/LOC100285399/LOC100281385/LOC542294"	21
"GO:0000313"	"GO:0000313"	"organellar ribosome"	"2/458"	"21/7601"	0.363855243270723	0.999672550613385	0.999672550613385	"LOC100282289/LOC100272832"	2
"GO:0005905"	"GO:0005905"	"clathrin-coated pit"	"2/458"	"21/7601"	0.363855243270723	0.999672550613385	0.999672550613385	"LOC100284974/LOC100382088"	2
"GO:0098590"	"GO:0098590"	"plasma membrane region"	"2/458"	"21/7601"	0.363855243270723	0.999672550613385	0.999672550613385	"LOC100284974/LOC100382088"	2
"GO:0098687"	"GO:0098687"	"chromosomal region"	"2/458"	"22/7601"	0.385889901703282	0.999672550613385	0.999672550613385	"LOC100285013/LOC100285101"	2
"GO:0030684"	"GO:0030684"	"preribosome"	"3/458"	"38/7601"	0.403735806012466	0.999672550613385	0.999672550613385	"LOC100278920/LOC100283150/LOC100272500"	3
"GO:0005802"	"GO:0005802"	"trans-Golgi network"	"2/458"	"23/7601"	0.407584956235747	0.999672550613385	0.999672550613385	"LOC100285854/LOC100501660"	2
"GO:0009707"	"GO:0009707"	"chloroplast outer membrane"	"2/458"	"23/7601"	0.407584956235747	0.999672550613385	0.999672550613385	"LOC103648238/LOC100383294"	2
"GO:0000228"	"GO:0000228"	"nuclear chromosome"	"3/458"	"39/7601"	0.420198043620278	0.999672550613385	0.999672550613385	"LOC100279309/LOC100285013/LOC100279993"	3
"GO:0005654"	"GO:0005654"	"nucleoplasm"	"7/458"	"105/7601"	0.447934292854925	0.999672550613385	0.999672550613385	"LOC100282627/LOC100192795/LOC100274342/LOC100279268/LOC100281584/LOC100280249/LOC100285399"	7
"GO:1904949"	"GO:1904949"	"ATPase complex"	"3/458"	"41/7601"	0.452639389579652	0.999672550613385	0.999672550613385	"LOC103647744/LOC100283198/LOC100279309"	3
"GO:0000407"	"GO:0000407"	"phagophore assembly site"	"1/458"	"10/7601"	0.463049593278781	0.999672550613385	0.999672550613385	"LOC100233231"	1
"GO:0005667"	"GO:0005667"	"transcription regulator complex"	"4/458"	"58/7601"	0.465923638767837	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342/LOC100383020/LOC103639605"	4
"GO:0030133"	"GO:0030133"	"transport vesicle"	"2/458"	"26/7601"	0.470270733983634	0.999672550613385	0.999672550613385	"LOC100285854/LOC100192626"	2
"GO:0030134"	"GO:0030134"	"COPII-coated ER to Golgi transport vesicle"	"2/458"	"26/7601"	0.470270733983634	0.999672550613385	0.999672550613385	"LOC100273391/LOC100192626"	2
"GO:0030658"	"GO:0030658"	"transport vesicle membrane"	"2/458"	"26/7601"	0.470270733983634	0.999672550613385	0.999672550613385	"LOC100285854/LOC100192626"	2
"GO:0010008"	"GO:0010008"	"endosome membrane"	"3/458"	"43/7601"	0.484308715948368	0.999672550613385	0.999672550613385	"LOC100285854/LOC100192626/LOC100281978"	3
"GO:0031201"	"GO:0031201"	"SNARE complex"	"2/458"	"27/7601"	0.490272984560825	0.999672550613385	0.999672550613385	"LOC100217287/LOC100192626"	2
"GO:0098800"	"GO:0098800"	"inner mitochondrial membrane protein complex"	"4/458"	"60/7601"	0.492563978678071	0.999672550613385	0.999672550613385	"LOC103630760/LOC100283198/LOC103625728/LOC100283792"	4
"GO:0030894"	"GO:0030894"	"replisome"	"1/458"	"11/7601"	0.495446284923929	0.999672550613385	0.999672550613385	"LOC100285013"	1
"GO:0031965"	"GO:0031965"	"nuclear membrane"	"1/458"	"11/7601"	0.495446284923929	0.999672550613385	0.999672550613385	"LOC100276289"	1
"GO:0043601"	"GO:0043601"	"nuclear replisome"	"1/458"	"11/7601"	0.495446284923929	0.999672550613385	0.999672550613385	"LOC100285013"	1
"GO:0005730"	"GO:0005730"	"nucleolus"	"7/458"	"110/7601"	0.497242907567115	0.999672550613385	0.999672550613385	"LOC100191998/LOC100193822/LOC100278920/LOC103651663/LOC100283150/LOC100272500/LOC100281385"	7
"GO:0016469"	"GO:0016469"	"proton-transporting two-sector ATPase complex"	"2/458"	"28/7601"	0.50979398011966	0.999672550613385	0.999672550613385	"LOC103647744/LOC100283198"	2
"GO:0030136"	"GO:0030136"	"clathrin-coated vesicle"	"2/458"	"28/7601"	0.50979398011966	0.999672550613385	0.999672550613385	"LOC100284974/LOC100382088"	2
"GO:0000124"	"GO:0000124"	"SAGA complex"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100277005"	1
"GO:0005778"	"GO:0005778"	"peroxisomal membrane"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100286006"	1
"GO:0005788"	"GO:0005788"	"endoplasmic reticulum lumen"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC542294"	1
"GO:0005793"	"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100273391"	1
"GO:0005815"	"GO:0005815"	"microtubule organizing center"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100277826"	1
"GO:0031903"	"GO:0031903"	"microbody membrane"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100286006"	1
"GO:0034708"	"GO:0034708"	"methyltransferase complex"	"1/458"	"12/7601"	0.525892345728256	0.999672550613385	0.999672550613385	"LOC100285399"	1
"GO:0030135"	"GO:0030135"	"coated vesicle"	"4/458"	"63/7601"	0.531434201846729	0.999672550613385	0.999672550613385	"LOC100284974/LOC100273391/LOC100192626/LOC100382088"	4
"GO:0031969"	"GO:0031969"	"chloroplast membrane"	"4/458"	"64/7601"	0.544063350283831	0.999672550613385	0.999672550613385	"LOC103648238/LOC100272684/LOC100281693/LOC100383294"	4
"GO:0031248"	"GO:0031248"	"protein acetyltransferase complex"	"2/458"	"30/7601"	0.547336854284969	0.999672550613385	0.999672550613385	"LOC103654166/LOC100277005"	2
"GO:1902493"	"GO:1902493"	"acetyltransferase complex"	"2/458"	"30/7601"	0.547336854284969	0.999672550613385	0.999672550613385	"LOC103654166/LOC100277005"	2
"GO:0070603"	"GO:0070603"	"SWI/SNF superfamily-type complex"	"1/458"	"13/7601"	0.554504983184634	0.999672550613385	0.999672550613385	"LOC100279309"	1
"GO:0009941"	"GO:0009941"	"chloroplast envelope"	"5/458"	"82/7601"	0.555161670958078	0.999672550613385	0.999672550613385	"LOC109939170/LOC103648238/LOC100272684/LOC100281693/LOC100383294"	5
"GO:0019005"	"GO:0019005"	"SCF ubiquitin ligase complex"	"2/458"	"31/7601"	0.56533946351103	0.999672550613385	0.999672550613385	"LOC100273680/LOC103640946"	2
"GO:0009570"	"GO:0009570"	"chloroplast stroma"	"4/458"	"67/7601"	0.580861606955678	0.999672550613385	0.999672550613385	"LOC100191483/LOC103651307/LOC100501454/LOC542118"	4
"GO:0016607"	"GO:0016607"	"nuclear speck"	"1/458"	"14/7601"	0.581394376661366	0.999672550613385	0.999672550613385	"LOC100282627"	1
"GO:0070461"	"GO:0070461"	"SAGA-type complex"	"1/458"	"14/7601"	0.581394376661366	0.999672550613385	0.999672550613385	"LOC100277005"	1
"GO:0005746"	"GO:0005746"	"mitochondrial respirasome"	"2/458"	"32/7601"	0.582821574576905	0.999672550613385	0.999672550613385	"LOC100273332/LOC100283792"	2
"GO:0140534"	"GO:0140534"	"endoplasmic reticulum protein-containing complex"	"3/458"	"51/7601"	0.601034346686983	0.999672550613385	0.999672550613385	"LOC606471/LOC100282213/LOC100280873"	3
"GO:0005686"	"GO:0005686"	"U2 snRNP"	"1/458"	"15/7601"	0.60666409795952	0.999672550613385	0.999672550613385	"LOC100273316"	1
"GO:0012507"	"GO:0012507"	"ER to Golgi transport vesicle membrane"	"1/458"	"15/7601"	0.60666409795952	0.999672550613385	0.999672550613385	"LOC100192626"	1
"GO:0009532"	"GO:0009532"	"plastid stroma"	"4/458"	"70/7601"	0.615901540375755	0.999672550613385	0.999672550613385	"LOC100191483/LOC103651307/LOC100501454/LOC542118"	4
"GO:0005794"	"GO:0005794"	"Golgi apparatus"	"23/458"	"400/7601"	0.625689320381001	0.999672550613385	0.999672550613385	"LOC100277047/LOC100284974/LOC100383158/LOC100272706/LOC100286337/LOC100285854/LOC103647867/LOC100191478/LOC100383102/LOC103651417/LOC103651681/LOC100502473/LOC100273391/LOC100283441/LOC100501660/LOC100192626/LOC100282942/LOC100272628/LOC103639049/LOC103639219/LOC100274457/LOC100382088/LOC100281978"	23
"GO:0005741"	"GO:0005741"	"mitochondrial outer membrane"	"1/458"	"16/7601"	0.630411506756585	0.999672550613385	0.999672550613385	"LOC103650021"	1
"GO:0016604"	"GO:0016604"	"nuclear body"	"1/458"	"16/7601"	0.630411506756585	0.999672550613385	0.999672550613385	"LOC100282627"	1
"GO:0033176"	"GO:0033176"	"proton-transporting V-type ATPase complex"	"1/458"	"16/7601"	0.630411506756585	0.999672550613385	0.999672550613385	"LOC103647744"	1
"GO:0090575"	"GO:0090575"	"RNA polymerase II transcription regulator complex"	"2/458"	"35/7601"	0.632128144684402	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342"	2
"GO:0000145"	"GO:0000145"	"exocyst"	"1/458"	"17/7601"	0.652728122432984	0.999672550613385	0.999672550613385	"LOC100304442"	1
"GO:0005747"	"GO:0005747"	"mitochondrial respiratory chain complex I"	"1/458"	"17/7601"	0.652728122432984	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:0030964"	"GO:0030964"	"NADH dehydrogenase complex"	"1/458"	"17/7601"	0.652728122432984	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:0045271"	"GO:0045271"	"respiratory chain complex I"	"1/458"	"17/7601"	0.652728122432984	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:0005739"	"GO:0005739"	"mitochondrion"	"22/458"	"392/7601"	0.669683181619177	0.999672550613385	0.999672550613385	"LOC103630760/LOC100282289/LOC100502427/LOC100282480/LOC100502439/LOC100284188/LOC103650021/LOC103650031/LOC100217128/LOC100283198/LOC100285690/LOC100191579/LOC103625728/LOC100286114/LOC100272832/LOC100273332/LOC100283792/LOC100282485/LOC100273643/LOC103636586/LOC100281269/LOC100383498"	22
"GO:0000151"	"GO:0000151"	"ubiquitin ligase complex"	"4/458"	"75/7601"	0.670091207942979	0.999672550613385	0.999672550613385	"LOC100383448/LOC606471/LOC100273680/LOC103640946"	4
"GO:0005769"	"GO:0005769"	"early endosome"	"1/458"	"18/7601"	0.673699973689009	0.999672550613385	0.999672550613385	"LOC100217146"	1
"GO:0005770"	"GO:0005770"	"late endosome"	"1/458"	"18/7601"	0.673699973689009	0.999672550613385	0.999672550613385	"LOC100192626"	1
"GO:0005635"	"GO:0005635"	"nuclear envelope"	"2/458"	"38/7601"	0.676770681073601	0.999672550613385	0.999672550613385	"LOC100276289/LOC100282882"	2
"GO:0016591"	"GO:0016591"	"RNA polymerase II, holoenzyme"	"2/458"	"38/7601"	0.676770681073601	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342"	2
"GO:0019866"	"GO:0019866"	"organelle inner membrane"	"7/458"	"131/7601"	0.68288460725434	0.999672550613385	0.999672550613385	"LOC100276289/LOC103630760/LOC100283198/LOC103625728/LOC100286114/LOC100273332/LOC100283792"	7
"GO:0005618"	"GO:0005618"	"cell wall"	"2/458"	"39/7601"	0.690639472287294	0.999672550613385	0.999672550613385	"LOC103629160/LOC103639570"	2
"GO:0009505"	"GO:0009505"	"plant-type cell wall"	"2/458"	"39/7601"	0.690639472287294	0.999672550613385	0.999672550613385	"LOC103629160/LOC103639570"	2
"GO:0005777"	"GO:0005777"	"peroxisome"	"3/458"	"59/7601"	0.699009785401038	0.999672550613385	0.999672550613385	"LOC100286006/LOC103653276/LOC100383294"	3
"GO:0042579"	"GO:0042579"	"microbody"	"3/458"	"59/7601"	0.699009785401038	0.999672550613385	0.999672550613385	"LOC100286006/LOC103653276/LOC100383294"	3
"GO:0098791"	"GO:0098791"	"Golgi apparatus subcompartment"	"2/458"	"40/7601"	0.704014914540859	0.999672550613385	0.999672550613385	"LOC100285854/LOC100501660"	2
"GO:0032040"	"GO:0032040"	"small-subunit processome"	"1/458"	"20/7601"	0.711927997087113	0.999672550613385	0.999672550613385	"LOC100272500"	1
"GO:0005743"	"GO:0005743"	"mitochondrial inner membrane"	"6/458"	"117/7601"	0.715627530529464	0.999672550613385	0.999672550613385	"LOC103630760/LOC100283198/LOC103625728/LOC100286114/LOC100273332/LOC100283792"	6
"GO:0030312"	"GO:0030312"	"external encapsulating structure"	"2/458"	"41/7601"	0.716905967102973	0.999672550613385	0.999672550613385	"LOC103629160/LOC103639570"	2
"GO:0005684"	"GO:0005684"	"U2-type spliceosomal complex"	"1/458"	"21/7601"	0.729331634777932	0.999672550613385	0.999672550613385	"LOC100273316"	1
"GO:0031966"	"GO:0031966"	"mitochondrial membrane"	"7/458"	"141/7601"	0.754141377818017	0.999672550613385	0.999672550613385	"LOC103630760/LOC103650021/LOC100283198/LOC103625728/LOC100286114/LOC100273332/LOC100283792"	7
"GO:0005643"	"GO:0005643"	"nuclear pore"	"1/458"	"23/7601"	0.761054232418847	0.999672550613385	0.999672550613385	"LOC100282882"	1
"GO:0070469"	"GO:0070469"	"respirasome"	"2/458"	"47/7601"	0.784657644233004	0.999672550613385	0.999672550613385	"LOC100273332/LOC100283792"	2
"GO:0005740"	"GO:0005740"	"mitochondrial envelope"	"7/458"	"146/7601"	0.785173253763418	0.999672550613385	0.999672550613385	"LOC103630760/LOC103650021/LOC100283198/LOC103625728/LOC100286114/LOC100273332/LOC100283792"	7
"GO:0000139"	"GO:0000139"	"Golgi membrane"	"9/458"	"184/7601"	0.787198179696758	0.999672550613385	0.999672550613385	"LOC100272706/LOC100286337/LOC100191478/LOC100383102/LOC103651417/LOC103651681/LOC103639219/LOC100274457/LOC100281978"	9
"GO:0055029"	"GO:0055029"	"nuclear DNA-directed RNA polymerase complex"	"2/458"	"48/7601"	0.794455180160678	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342"	2
"GO:0000123"	"GO:0000123"	"histone acetyltransferase complex"	"1/458"	"26/7601"	0.801817885235757	0.999672550613385	0.999672550613385	"LOC100277005"	1
"GO:0005938"	"GO:0005938"	"cell cortex"	"1/458"	"26/7601"	0.801817885235757	0.999672550613385	0.999672550613385	"LOC100304442"	1
"GO:0005819"	"GO:0005819"	"spindle"	"1/458"	"27/7601"	0.813800381415562	0.999672550613385	0.999672550613385	"LOC100277826"	1
"GO:1902495"	"GO:1902495"	"transmembrane transporter complex"	"1/458"	"27/7601"	0.813800381415562	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:1990351"	"GO:1990351"	"transporter complex"	"1/458"	"28/7601"	0.825059877759855	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:0015630"	"GO:0015630"	"microtubule cytoskeleton"	"4/458"	"99/7601"	0.855660469994394	0.999672550613385	0.999672550613385	"LOC542239/LOC100277826/LOC100383294/LOC541864"	4
"GO:0005768"	"GO:0005768"	"endosome"	"4/458"	"101/7601"	0.866093895897611	0.999672550613385	0.999672550613385	"LOC100285854/LOC100217146/LOC100192626/LOC100281978"	4
"GO:0005759"	"GO:0005759"	"mitochondrial matrix"	"2/458"	"57/7601"	0.866256611112553	0.999672550613385	0.999672550613385	"LOC100282289/LOC100272832"	2
"GO:1990204"	"GO:1990204"	"oxidoreductase complex"	"2/458"	"57/7601"	0.866256611112553	0.999672550613385	0.999672550613385	"LOC100273469/LOC100283792"	2
"GO:0098803"	"GO:0098803"	"respiratory chain complex"	"1/458"	"33/7601"	0.871947744295286	0.999672550613385	0.999672550613385	"LOC100283792"	1
"GO:0012506"	"GO:0012506"	"vesicle membrane"	"3/458"	"82/7601"	0.879478436300615	0.999672550613385	0.999672550613385	"LOC100285854/LOC100192626/LOC100281978"	3
"GO:0030659"	"GO:0030659"	"cytoplasmic vesicle membrane"	"3/458"	"82/7601"	0.879478436300615	0.999672550613385	0.999672550613385	"LOC100285854/LOC100192626/LOC100281978"	3
"GO:0031461"	"GO:0031461"	"cullin-RING ubiquitin ligase complex"	"2/458"	"60/7601"	0.884542823184306	0.999672550613385	0.999672550613385	"LOC100273680/LOC103640946"	2
"GO:0099023"	"GO:0099023"	"vesicle tethering complex"	"1/458"	"35/7601"	0.886978649922703	0.999672550613385	0.999672550613385	"LOC100304442"	1
"GO:0031410"	"GO:0031410"	"cytoplasmic vesicle"	"7/458"	"169/7601"	0.891155262499438	0.999672550613385	0.999672550613385	"LOC100284974/LOC100285854/LOC100217146/LOC100273391/LOC100192626/LOC100382088/LOC100281978"	7
"GO:0097708"	"GO:0097708"	"intracellular vesicle"	"7/458"	"169/7601"	0.891155262499438	0.999672550613385	0.999672550613385	"LOC100284974/LOC100285854/LOC100217146/LOC100273391/LOC100192626/LOC100382088/LOC100281978"	7
"GO:0030662"	"GO:0030662"	"coated vesicle membrane"	"1/458"	"37/7601"	0.900248610022061	0.999672550613385	0.999672550613385	"LOC100192626"	1
"GO:0005911"	"GO:0005911"	"cell-cell junction"	"1/458"	"38/7601"	0.906288554047695	0.999672550613385	0.999672550613385	"LOC100280834"	1
"GO:0009506"	"GO:0009506"	"plasmodesma"	"1/458"	"38/7601"	0.906288554047695	0.999672550613385	0.999672550613385	"LOC100280834"	1
"GO:0030054"	"GO:0030054"	"cell junction"	"1/458"	"38/7601"	0.906288554047695	0.999672550613385	0.999672550613385	"LOC100280834"	1
"GO:0055044"	"GO:0055044"	"symplast"	"1/458"	"38/7601"	0.906288554047695	0.999672550613385	0.999672550613385	"LOC100280834"	1
"GO:0070161"	"GO:0070161"	"anchoring junction"	"1/458"	"38/7601"	0.906288554047695	0.999672550613385	0.999672550613385	"LOC100280834"	1
"GO:0009526"	"GO:0009526"	"plastid envelope"	"6/458"	"153/7601"	0.906333830865695	0.999672550613385	0.999672550613385	"LOC109939170/LOC103648238/LOC100272684/LOC100274105/LOC100281693/LOC100383294"	6
"GO:0042170"	"GO:0042170"	"plastid membrane"	"5/458"	"132/7601"	0.90670235002756	0.999672550613385	0.999672550613385	"LOC103648238/LOC100272684/LOC100274105/LOC100281693/LOC100383294"	5
"GO:0005874"	"GO:0005874"	"microtubule"	"3/458"	"88/7601"	0.906948510842478	0.999672550613385	0.999672550613385	"LOC542239/LOC100383294/LOC541864"	3
"GO:0019867"	"GO:0019867"	"outer membrane"	"4/458"	"111/7601"	0.909065142866201	0.999672550613385	0.999672550613385	"LOC103648238/LOC103650021/LOC100274105/LOC100383294"	4
"GO:0031968"	"GO:0031968"	"organelle outer membrane"	"4/458"	"111/7601"	0.909065142866201	0.999672550613385	0.999672550613385	"LOC103648238/LOC103650021/LOC100274105/LOC100383294"	4
"GO:0031967"	"GO:0031967"	"organelle envelope"	"15/458"	"333/7601"	0.909631039957284	0.999672550613385	0.999672550613385	"LOC100276289/LOC103630760/LOC109939170/LOC100282882/LOC103648238/LOC103650021/LOC100283198/LOC100272684/LOC103625728/LOC100286114/LOC100273332/LOC100283792/LOC100274105/LOC100281693/LOC100383294"	15
"GO:0031975"	"GO:0031975"	"envelope"	"15/458"	"333/7601"	0.909631039957284	0.999672550613385	0.999672550613385	"LOC100276289/LOC103630760/LOC109939170/LOC100282882/LOC103648238/LOC103650021/LOC100283198/LOC100272684/LOC103625728/LOC100286114/LOC100273332/LOC100283792/LOC100274105/LOC100281693/LOC100383294"	15
"GO:0000428"	"GO:0000428"	"DNA-directed RNA polymerase complex"	"2/458"	"65/7601"	0.909960404683889	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342"	2
"GO:0030880"	"GO:0030880"	"RNA polymerase complex"	"2/458"	"65/7601"	0.909960404683889	0.999672550613385	0.999672550613385	"LOC100192795/LOC100274342"	2
"GO:0099081"	"GO:0099081"	"supramolecular polymer"	"3/458"	"89/7601"	0.910933829885691	0.999672550613385	0.999672550613385	"LOC542239/LOC100383294/LOC541864"	3
