""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0042255"	"GO:0042255"	"ribosome assembly"	"11/405"	"28/7535"	8.8556570804079e-08	6.36802250054786e-06	6.12692829582288e-06	"LOC100274446/LOC103650892/LOC100273601/LOC100191612/LOC103653691/LOC542298/LOC100216595/LOC100280771/LOC100193240/LOC100282387/LOC103639054"	11
"GO:0015031"	"GO:0015031"	"protein transport"	"47/405"	"415/7535"	6.78000067921925e-07	4.46915044771869e-05	4.29994779918905e-05	"LOC100193037/LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100191458/LOC100276798/LOC100280562/LOC100280918/LOC100193911/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100502159/LOC100194028/LOC100283476/LOC100193835/LOC100279400/LOC100194331/LOC103629871/LOC542595/LOC100382060/LOC100193260/LOC103630761/LOC100502497/LOC100283613/LOC100284712/LOC541628/LOC100191268/LOC103633240/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100283666/LOC100279736/LOC100283241/LOC100381872/LOC100272707/LOC100382775/LOC103638962/LOC103639126/LOC103639538/LOC100282332"	47
"GO:0045184"	"GO:0045184"	"establishment of protein localization"	"47/405"	"419/7535"	8.95995794928324e-07	5.45178979837157e-05	5.24538428933748e-05	"LOC100193037/LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100191458/LOC100276798/LOC100280562/LOC100280918/LOC100193911/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100502159/LOC100194028/LOC100283476/LOC100193835/LOC100279400/LOC100194331/LOC103629871/LOC542595/LOC100382060/LOC100193260/LOC103630761/LOC100502497/LOC100283613/LOC100284712/LOC541628/LOC100191268/LOC103633240/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100283666/LOC100279736/LOC100283241/LOC100381872/LOC100272707/LOC100382775/LOC103638962/LOC103639126/LOC103639538/LOC100282332"	47
"GO:0008104"	"GO:0008104"	"protein localization"	"49/405"	"449/7535"	1.16456689314549e-06	6.55738885419365e-05	6.30912521336351e-05	"LOC100193037/LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100284633/LOC100191458/LOC100276798/LOC100192672/LOC100280562/LOC100280918/LOC100193911/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100502159/LOC100194028/LOC100283476/LOC100193835/LOC100279400/LOC100194331/LOC103629871/LOC542595/LOC100382060/LOC100193260/LOC103630761/LOC100502497/LOC100283613/LOC100284712/LOC541628/LOC100191268/LOC103633240/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100283666/LOC100279736/LOC100283241/LOC100381872/LOC100272707/LOC100382775/LOC103638962/LOC103639126/LOC103639538/LOC100282332"	49
"GO:0070727"	"GO:0070727"	"cellular macromolecule localization"	"49/405"	"450/7535"	1.24349978271687e-06	6.55738885419365e-05	6.30912521336351e-05	"LOC100193037/LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100284633/LOC100191458/LOC100276798/LOC100192672/LOC100280562/LOC100280918/LOC100193911/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100502159/LOC100194028/LOC100283476/LOC100193835/LOC100279400/LOC100194331/LOC103629871/LOC542595/LOC100382060/LOC100193260/LOC103630761/LOC100502497/LOC100283613/LOC100284712/LOC541628/LOC100191268/LOC103633240/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100283666/LOC100279736/LOC100283241/LOC100381872/LOC100272707/LOC100382775/LOC103638962/LOC103639126/LOC103639538/LOC100282332"	49
"GO:0042254"	"GO:0042254"	"ribosome biogenesis"	"24/405"	"162/7535"	5.03979969100174e-06	0.000249155097223899	0.000239722051091728	"LOC100274446/LOC100217171/LOC100191368/LOC103650892/LOC100194265/LOC100273601/LOC100277089/LOC100191612/LOC103653691/LOC100284070/LOC542298/LOC100216667/LOC100216595/LOC100280771/LOC100193240/LOC100282387/LOC100191832/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100286075/LOC100192625/LOC103642006"	24
"GO:0140694"	"GO:0140694"	"non-membrane-bounded organelle assembly"	"12/405"	"48/7535"	5.88796285661147e-06	0.000273963448210569	0.000263591154509603	"LOC100274446/LOC103650892/LOC541777/LOC100273601/LOC100191612/LOC103653691/LOC542298/LOC100216595/LOC100280771/LOC100193240/LOC100282387/LOC103639054"	12
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	"11/405"	"43/7535"	1.13954924442961e-05	0.000500768584635458	0.000481809417381644	"LOC100274446/LOC100191368/LOC103650892/LOC100273601/LOC100191612/LOC103653691/LOC542298/LOC100216595/LOC100280771/LOC100303837/LOC100192625"	11
"GO:0030163"	"GO:0030163"	"protein catabolic process"	"32/405"	"266/7535"	1.33256476691143e-05	0.00055476775296155	0.000533764169793334	"LOC103647262/LOC103633261/LOC103633247/LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC100192865/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC542160/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100284233/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC100216834/LOC100283981/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	32
"GO:0065003"	"GO:0065003"	"protein-containing complex assembly"	"30/405"	"248/7535"	2.24164129164793e-05	0.000886569130846757	0.000853003502032345	"LOC100282096/LOC100274446/LOC100285915/LOC100282592/LOC103646106/LOC100383287/LOC103647953/LOC542747/LOC103650892/LOC541777/LOC100273601/LOC100286216/LOC100191612/LOC103653691/LOC542298/LOC100191148/LOC100216873/LOC100216595/LOC100281977/LOC100272886/LOC100280771/LOC100193240/LOC100281110/LOC100282387/LOC100274013/LOC100282414/LOC100284013/LOC103639054/LOC100273909/LOC100193106"	30
"GO:0051603"	"GO:0051603"	"proteolysis involved in protein catabolic process"	"30/405"	"256/7535"	4.13059987217723e-05	0.00155585928518676	0.00149695423939054	"LOC103647262/LOC103633261/LOC103633247/LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC100192865/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC100216834/LOC100283981/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	30
"GO:1901565"	"GO:1901565"	"organonitrogen compound catabolic process"	"37/405"	"351/7535"	5.5419457234125e-05	0.00199258139419058	0.00191714198948672	"LOC103647262/LOC103633261/LOC103633247/LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC100272576/LOC101027113/LOC100284269/LOC100192865/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC542160/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100502334/LOC100284233/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC100193220/LOC100216834/LOC100283981/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	37
"GO:0043933"	"GO:0043933"	"protein-containing complex organization"	"37/405"	"356/7535"	7.49204756860504e-05	0.0024313175120557	0.00233926749779263	"LOC100282096/LOC100274446/LOC100285915/LOC100282592/LOC103646106/LOC100383287/LOC542537/LOC542601/LOC103647953/LOC542747/LOC103650892/LOC541777/LOC100273601/LOC100286216/LOC100191612/LOC103653691/LOC100277110/LOC542298/LOC103626393/LOC100191148/LOC100216873/LOC100216595/LOC100281977/LOC100272886/LOC100280771/LOC100193240/LOC100382060/LOC100281110/LOC100282387/LOC100274013/LOC100282414/LOC100284013/LOC542406/LOC103639054/LOC100273909/LOC100282463/LOC100193106"	37
"GO:0070925"	"GO:0070925"	"organelle assembly"	"12/405"	"61/7535"	7.79244061869639e-05	0.0024313175120557	0.00233926749779263	"LOC100274446/LOC103650892/LOC541777/LOC100273601/LOC100191612/LOC103653691/LOC542298/LOC100216595/LOC100280771/LOC100193240/LOC100282387/LOC103639054"	12
"GO:0006414"	"GO:0006414"	"translational elongation"	"8/405"	"28/7535"	7.7972060428305e-05	0.0024313175120557	0.00233926749779263	"LOC542537/LOC542601/LOC100282819/LOC542339/LOC100286309/LOC100194313/LOC542323/LOC542337"	8
"GO:0016192"	"GO:0016192"	"vesicle-mediated transport"	"31/405"	"278/7535"	7.99168840877979e-05	0.0024313175120557	0.00233926749779263	"LOC103643245/LOC100191458/LOC100280562/LOC100280918/LOC100193911/LOC541810/LOC103651140/LOC100282397/LOC100285322/LOC100193440/LOC100194028/LOC103625954/LOC100283476/LOC100282395/LOC100193854/LOC542595/LOC100382060/LOC100284712/LOC541628/LOC100274013/LOC100216623/LOC100283387/LOC100283879/LOC100279736/LOC100283241/LOC100381872/LOC100272707/LOC100382775/LOC103639126/LOC100273877/LOC100282332"	31
"GO:0002183"	"GO:0002183"	"cytoplasmic translational initiation"	"7/405"	"22/7535"	0.00010374454930861	0.00296472541969533	0.00285248050893569	"LOC100282096/LOC103646106/LOC100383287/LOC542747/LOC100272886/LOC100281110/LOC100273909"	7
"GO:0019941"	"GO:0019941"	"modification-dependent protein catabolic process"	"27/405"	"231/7535"	0.000104946032555587	0.00296472541969533	0.00285248050893569	"LOC103647262/LOC103633261/LOC103633247/LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	27
"GO:0043632"	"GO:0043632"	"modification-dependent macromolecule catabolic process"	"27/405"	"233/7535"	0.000121539739168633	0.00331510116146168	0.00318959097709334	"LOC103647262/LOC103633261/LOC103633247/LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	27
"GO:0006886"	"GO:0006886"	"intracellular protein transport"	"26/405"	"222/7535"	0.000136215549290092	0.00359154998294876	0.00345557340830655	"LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100191458/LOC100276798/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100194028/LOC100283476/LOC103629871/LOC542595/LOC100191268/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100279736/LOC100283241/LOC100272707/LOC103638962/LOC103639126/LOC100282332"	26
"GO:0046907"	"GO:0046907"	"intracellular transport"	"34/405"	"327/7535"	0.000146435694967231	0.00373647208771225	0.00359500874231946	"LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100191458/LOC100276798/LOC100282412/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100193440/LOC100194028/LOC100283476/LOC100193854/LOC103629871/LOC542595/LOC100193260/LOC103630761/LOC100284712/LOC100191268/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100279736/LOC100283241/LOC100272707/LOC103638962/LOC103639126/LOC100273877/LOC100282332"	34
"GO:0001732"	"GO:0001732"	"formation of cytoplasmic translation initiation complex"	"6/405"	"17/7535"	0.00017316451974047	0.00428041047233475	0.00411835354514343	"LOC100282096/LOC103646106/LOC542747/LOC100272886/LOC100281110/LOC100273909"	6
"GO:0051649"	"GO:0051649"	"establishment of localization in cell"	"34/405"	"336/7535"	0.000246646428598949	0.0059120401521748	0.00568820950165996	"LOC100285234/LOC100283111/LOC100282809/LOC103643245/LOC100191458/LOC100276798/LOC100282412/LOC541810/LOC103651140/LOC100282397/LOC100217069/LOC100272696/LOC100285322/LOC100193440/LOC100194028/LOC100283476/LOC100193854/LOC103629871/LOC542595/LOC100193260/LOC103630761/LOC100284712/LOC100191268/LOC100192526/LOC100216623/LOC100283387/LOC100283879/LOC100279736/LOC100283241/LOC100272707/LOC103638962/LOC103639126/LOC100273877/LOC100282332"	34
"GO:0006090"	"GO:0006090"	"pyruvate metabolic process"	"10/405"	"51/7535"	0.000315911868368221	0.00734959670233125	0.00707133996378401	"LOC100273990/LOC103644177/LOC103644210/LOC100272481/LOC542177/LOC100381658/LOC103651223/LOC100276918/LOC542607/LOC542578"	10
"GO:0006413"	"GO:0006413"	"translational initiation"	"7/405"	"26/7535"	0.000331837810790443	0.00749953452386401	0.00721560111884181	"LOC100282096/LOC103646106/LOC100383287/LOC542747/LOC100272886/LOC100281110/LOC100273909"	7
"GO:0009057"	"GO:0009057"	"macromolecule catabolic process"	"38/405"	"402/7535"	0.000427143689344073	0.00938529606308782	0.00902996746771242	"LOC103647262/LOC103633261/LOC103633247/LOC100284904/LOC100382595/LOC103638427/LOC100282809/LOC100272515/LOC100304276/LOC100285982/LOC100383212/LOC100216708/LOC100192865/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100282397/LOC542160/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100284233/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC100216834/LOC100283981/LOC103633554/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	38
"GO:0006508"	"GO:0006508"	"proteolysis"	"44/405"	"490/7535"	0.00046437075301598	0.00992749366582811	0.00955163739489484	"LOC103647262/LOC103633261/LOC103633247/LOC100273272/LOC100382595/LOC103638427/LOC100282809/LOC100284689/LOC100304276/LOC100283276/LOC100282505/LOC100192865/LOC103647650/LOC103647857/LOC103647953/LOC100283656/LOC103651140/LOC100281921/LOC100282397/LOC100501616/LOC542160/LOC103653823/LOC100192503/LOC100194028/LOC100285680/LOC100283250/LOC100285832/LOC100285337/LOC103626827/LOC100284233/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC100216834/LOC100283981/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC103639009/LOC100282220/LOC103641219/LOC100280339"	44
"GO:0022607"	"GO:0022607"	"cellular component assembly"	"31/405"	"314/7535"	0.000705287187444684	0.0146811096123354	0.0141252807900971	"LOC100282096/LOC100274446/LOC100285915/LOC100284859/LOC100282592/LOC103646106/LOC100383287/LOC103647953/LOC542747/LOC103650892/LOC541777/LOC100273601/LOC100286216/LOC100191612/LOC103653691/LOC542298/LOC100191148/LOC100216873/LOC100216595/LOC100281977/LOC100272886/LOC100280771/LOC100193240/LOC100281110/LOC100282387/LOC100274013/LOC100282414/LOC100284013/LOC103639054/LOC100273909/LOC100193106"	31
"GO:0006418"	"GO:0006418"	"tRNA aminoacylation for protein translation"	"7/405"	"31/7535"	0.00105067827889095	0.0213099107334037	0.020503114592123	"LOC100282419/LOC100383520/LOC103626016/LOC100280512/LOC100273441/LOC100285944/LOC103640907"	7
"GO:0043038"	"GO:0043038"	"amino acid activation"	"7/405"	"33/7535"	0.00155539847526559	0.0300078096081728	0.0288717098232869	"LOC100282419/LOC100383520/LOC103626016/LOC100280512/LOC100273441/LOC100285944/LOC103640907"	7
"GO:0043039"	"GO:0043039"	"tRNA aminoacylation"	"7/405"	"33/7535"	0.00155539847526559	0.0300078096081728	0.0288717098232869	"LOC100282419/LOC100383520/LOC103626016/LOC100280512/LOC100273441/LOC100285944/LOC103640907"	7
"GO:0006511"	"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"23/405"	"224/7535"	0.00203758332843399	0.0383744860188401	0.0369216227182399	"LOC100382595/LOC103638427/LOC100282809/LOC100304276/LOC103647857/LOC100283656/LOC103651140/LOC100282397/LOC103653823/LOC100194028/LOC100285680/LOC100285832/LOC100282303/LOC100382000/LOC100279400/LOC100382784/LOC103649975/LOC100217166/LOC100281565/LOC103635893/LOC100282220/LOC103641219/LOC100280339"	23
"GO:0070646"	"GO:0070646"	"protein modification by small protein removal"	"9/405"	"54/7535"	0.00210705143607293	0.0387599461845044	0.0372924893091978	"LOC100273272/LOC103638427/LOC100284689/LOC100283276/LOC100285337/LOC100382000/LOC103649975/LOC100217166/LOC100280339"	9
"GO:0006096"	"GO:0006096"	"glycolytic process"	"7/405"	"35/7535"	0.00223130594878488	0.0401127955792918	0.0385941196404657	"LOC100273990/LOC103644177/LOC100272481/LOC542177/LOC100381658/LOC103651223/LOC542578"	7
"GO:0048193"	"GO:0048193"	"Golgi vesicle transport"	"13/405"	"100/7535"	0.00256224798329267	0.0450386256618778	0.0433334571209497	"LOC103643245/LOC100191458/LOC541810/LOC100193440/LOC103625954/LOC100193854/LOC542595/LOC100382060/LOC100284712/LOC541628/LOC100283387/LOC100283879/LOC100273877"	13
"GO:0034660"	"GO:0034660"	"ncRNA metabolic process"	"21/405"	"206/7535"	0.0034261097955322	0.058914192353608	0.0566836929558302	"LOC100274446/LOC100282419/LOC100191368/LOC100283887/LOC100194265/LOC100277089/LOC100284070/LOC100191959/LOC100383520/LOC103626016/LOC100216667/LOC100216595/LOC100280512/LOC100273441/LOC100278925/LOC100191832/LOC100285944/LOC100274227/LOC100303837/LOC103640907/LOC103642006"	21
"GO:0006891"	"GO:0006891"	"intra-Golgi vesicle-mediated transport"	"4/405"	"14/7535"	0.00534959162421918	0.0900324888246249	0.0866238464571213	"LOC103643245/LOC103625954/LOC542595/LOC100382060"	4
"GO:0042274"	"GO:0042274"	"ribosomal small subunit biogenesis"	"7/405"	"42/7535"	0.00647761703679231	0.10674573075214	0.102704322754404	"LOC100194265/LOC100193240/LOC100282387/LOC100192774/LOC103639054/LOC100274227/LOC100303837"	7
"GO:0006888"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"8/405"	"55/7535"	0.00857363326265903	0.138402936954353	0.133162982790601	"LOC100191458/LOC541810/LOC100193440/LOC100193854/LOC100284712/LOC100283387/LOC100283879/LOC100273877"	8
